"","state","state_fips","state_short","county","county_fips","date","week","claims"
"625","Alabama","01","AL","Cullman",1043,2020-03-21,12,133
"626","Alabama","01","AL","Dale",1045,2020-03-21,12,73
"627","Alabama","01","AL","Dallas",1047,2020-03-21,12,48
"628","Alabama","01","AL","DeKalb",1049,2020-03-21,12,74
"629","Alabama","01","AL","Elmore",1051,2020-03-21,12,146
"630","Alabama","01","AL","Escambia",1053,2020-03-21,12,23
"631","Alabama","01","AL","Etowah",1055,2020-03-21,12,180
"632","Alabama","01","AL","Fayette",1057,2020-03-21,12,13
"633","Alabama","01","AL","Franklin",1059,2020-03-21,12,26
"634","Alabama","01","AL","Geneva",1061,2020-03-21,12,30
"635","Alabama","01","AL","Greene",1063,2020-03-21,12,8
"636","Alabama","01","AL","Hale",1065,2020-03-21,12,32
"637","Alabama","01","AL","Henry",1067,2020-03-21,12,19
"638","Alabama","01","AL","Houston",1069,2020-03-21,12,169
"639","Alabama","01","AL","Jackson",1071,2020-03-21,12,98
"640","Alabama","01","AL","Jefferson",1073,2020-03-21,12,2371
"641","Alabama","01","AL","Lamar",1075,2020-03-21,12,13
"642","Alabama","01","AL","Lauderdale",1077,2020-03-21,12,184
"643","Alabama","01","AL","Lawrence",1079,2020-03-21,12,30
"644","Alabama","01","AL","Lee",1081,2020-03-21,12,384
"645","Alabama","01","AL","Limestone",1083,2020-03-21,12,112
"646","Alabama","01","AL","Lowndes",1085,2020-03-21,12,20
"647","Alabama","01","AL","Macon",1087,2020-03-21,12,55
"648","Alabama","01","AL","Madison",1089,2020-03-21,12,1080
"649","Alabama","01","AL","Marengo",1091,2020-03-21,12,13
"650","Alabama","01","AL","Marion",1093,2020-03-21,12,31
"651","Alabama","01","AL","Marshall",1095,2020-03-21,12,156
"652","Alabama","01","AL","Mobile",1097,2020-03-21,12,1024
"653","Alabama","01","AL","Monroe",1099,2020-03-21,12,24
"654","Alabama","01","AL","Montgomery",1101,2020-03-21,12,523
"655","Alabama","01","AL","Morgan",1103,2020-03-21,12,231
"656","Alabama","01","AL","Perry",1105,2020-03-21,12,9
"657","Alabama","01","AL","Pickens",1107,2020-03-21,12,31
"658","Alabama","01","AL","Pike",1109,2020-03-21,12,35
"659","Alabama","01","AL","Randolph",1111,2020-03-21,12,7
"660","Alabama","01","AL","Russell",1113,2020-03-21,12,35
"661","Alabama","01","AL","St. Clair",1115,2020-03-21,12,195
"662","Alabama","01","AL","Shelby",1117,2020-03-21,12,448
"663","Alabama","01","AL","Sumter",1119,2020-03-21,12,7
"664","Alabama","01","AL","Talladega",1121,2020-03-21,12,143
"665","Alabama","01","AL","Tallapoosa",1123,2020-03-21,12,52
"666","Alabama","01","AL","Tuscaloosa",1125,2020-03-21,12,576
"667","Alabama","01","AL","Walker",1127,2020-03-21,12,158
"668","Alabama","01","AL","Washington",1129,2020-03-21,12,19
"669","Alabama","01","AL","Wilcox",1131,2020-03-21,12,4
"670","Alabama","01","AL","Winston",1133,2020-03-21,12,26
"671","Alabama","01","AL","Autauga",1001,2020-03-14,11,21
"672","Alabama","01","AL","Baldwin",1003,2020-03-14,11,30
"673","Alabama","01","AL","Barbour",1005,2020-03-14,11,3
"674","Alabama","01","AL","Bibb",1007,2020-03-14,11,4
"675","Alabama","01","AL","Blount",1009,2020-03-14,11,12
"676","Alabama","01","AL","Bullock",1011,2020-03-14,11,0
"677","Alabama","01","AL","Butler",1013,2020-03-14,11,4
"678","Alabama","01","AL","Calhoun",1015,2020-03-14,11,52
"679","Alabama","01","AL","Chambers",1017,2020-03-14,11,12
"680","Alabama","01","AL","Cherokee",1019,2020-03-14,11,12
"681","Alabama","01","AL","Chilton",1021,2020-03-14,11,10
"682","Alabama","01","AL","Choctaw",1023,2020-03-14,11,1
"683","Alabama","01","AL","Clarke",1025,2020-03-14,11,7
"684","Alabama","01","AL","Clay",1027,2020-03-14,11,4
"685","Alabama","01","AL","Cleburne",1029,2020-03-14,11,2
"686","Alabama","01","AL","Coffee",1031,2020-03-14,11,12
"687","Alabama","01","AL","Colbert",1033,2020-03-14,11,17
"688","Alabama","01","AL","Conecuh",1035,2020-03-14,11,3
"689","Alabama","01","AL","Coosa",1037,2020-03-14,11,3
"690","Alabama","01","AL","Covington",1039,2020-03-14,11,21
"691","Alabama","01","AL","Crenshaw",1041,2020-03-14,11,3
"692","Alabama","01","AL","Cullman",1043,2020-03-14,11,25
"693","Alabama","01","AL","Dale",1045,2020-03-14,11,15
"694","Alabama","01","AL","Dallas",1047,2020-03-14,11,23
"695","Alabama","01","AL","DeKalb",1049,2020-03-14,11,18
"696","Alabama","01","AL","Elmore",1051,2020-03-14,11,21
"697","Alabama","01","AL","Escambia",1053,2020-03-14,11,15
"698","Alabama","01","AL","Etowah",1055,2020-03-14,11,36
"699","Alabama","01","AL","Fayette",1057,2020-03-14,11,3
"700","Alabama","01","AL","Franklin",1059,2020-03-14,11,9
"701","Alabama","01","AL","Geneva",1061,2020-03-14,11,5
"702","Alabama","01","AL","Greene",1063,2020-03-14,11,2
"703","Alabama","01","AL","Hale",1065,2020-03-14,11,17
"704","Alabama","01","AL","Henry",1067,2020-03-14,11,5
"705","Alabama","01","AL","Houston",1069,2020-03-14,11,37
"706","Alabama","01","AL","Jackson",1071,2020-03-14,11,21
"707","Alabama","01","AL","Jefferson",1073,2020-03-14,11,252
"708","Alabama","01","AL","Lamar",1075,2020-03-14,11,8
"709","Alabama","01","AL","Lauderdale",1077,2020-03-14,11,33
"710","Alabama","01","AL","Lawrence",1079,2020-03-14,11,9
"711","Alabama","01","AL","Lee",1081,2020-03-14,11,46
"712","Alabama","01","AL","Limestone",1083,2020-03-14,11,26
"713","Alabama","01","AL","Lowndes",1085,2020-03-14,11,6
"714","Alabama","01","AL","Macon",1087,2020-03-14,11,5
"715","Alabama","01","AL","Madison",1089,2020-03-14,11,114
"716","Alabama","01","AL","Marengo",1091,2020-03-14,11,3
"717","Alabama","01","AL","Marion",1093,2020-03-14,11,11
"718","Alabama","01","AL","Marshall",1095,2020-03-14,11,25
"719","Alabama","01","AL","Mobile",1097,2020-03-14,11,188
"720","Alabama","01","AL","Monroe",1099,2020-03-14,11,7
"721","Alabama","01","AL","Montgomery",1101,2020-03-14,11,105
"722","Alabama","01","AL","Morgan",1103,2020-03-14,11,35
"723","Alabama","01","AL","Perry",1105,2020-03-14,11,4
"724","Alabama","01","AL","Pickens",1107,2020-03-14,11,28
"725","Alabama","01","AL","Pike",1109,2020-03-14,11,19
"726","Alabama","01","AL","Randolph",1111,2020-03-14,11,6
"727","Alabama","01","AL","Russell",1113,2020-03-14,11,16
"728","Alabama","01","AL","St. Clair",1115,2020-03-14,11,24
"729","Alabama","01","AL","Shelby",1117,2020-03-14,11,38
"730","Alabama","01","AL","Sumter",1119,2020-03-14,11,1
"731","Alabama","01","AL","Talladega",1121,2020-03-14,11,41
"732","Alabama","01","AL","Tallapoosa",1123,2020-03-14,11,18
"733","Alabama","01","AL","Tuscaloosa",1125,2020-03-14,11,54
"734","Alabama","01","AL","Walker",1127,2020-03-14,11,23
"735","Alabama","01","AL","Washington",1129,2020-03-14,11,3
"736","Alabama","01","AL","Wilcox",1131,2020-03-14,11,6
"737","Alabama","01","AL","Winston",1133,2020-03-14,11,5
