WED_Title,County,State,Congressional District 7,F9,geogfips,WED,F5,F7,Number of Records,Total,Ucfe,UCX,UI
4/25/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,23,4/25/20,145,0,1,23,0,0,123
4/25/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,25,4/25/20,509,0,1,25,0,0,290
4/25/20,Clay,Alabama,Clay,0,27,4/25/20,258,0,1,27,0,0,128
4/25/20,Cleburne,Alabama,Cleburne,0,29,4/25/20,263,0,1,29,0,0,154
4/25/20,Coffee,Alabama,Coffee,0,31,4/25/20,997,0,1,31,0,0,629
4/25/20,Colbert,Alabama,Colbert,0,33,4/25/20,2258,0,1,33,0,0,774
4/25/20,Conecuh,Alabama,Conecuh,0,35,4/25/20,309,0,1,35,0,0,112
4/25/20,Coosa,Alabama,Coosa,0,37,4/25/20,493,0,1,37,0,0,128
4/25/20,Covington,Alabama,Covington,0,39,4/25/20,751,0,1,39,0,0,372
4/25/20,Crenshaw,Alabama,Crenshaw,0,41,4/25/20,528,0,1,41,0,0,130
4/25/20,Cullman,Alabama,Cullman,0,43,4/25/20,2571,0,1,43,0,0,1079
4/25/20,Dale,Alabama,Dale,0,45,4/25/20,946,0,1,45,0,0,476
4/25/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,47,4/25/20,1804,0,1,47,0,0,617
4/25/20,DeKalb,Alabama,DeKalb,0,49,4/25/20,1789,0,1,49,0,0,827
4/25/20,Elmore,Alabama,Elmore,0,51,4/25/20,2448,0,1,51,0,0,1065
4/25/20,Escambia,Alabama,Escambia,0,53,4/25/20,734,0,1,53,0,0,393
4/25/20,Etowah,Alabama,Etowah,0,55,4/25/20,4801,0,1,55,0,0,1621
4/25/20,Fayette,Alabama,Fayette,0,57,4/25/20,305,0,1,57,0,0,152
4/25/20,Franklin,Alabama,Franklin,0,59,4/25/20,817,0,1,59,0,0,341
4/25/20,Geneva,Alabama,Geneva,0,61,4/25/20,422,0,1,61,0,0,257
4/25/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,63,4/25/20,376,0,1,63,0,0,132
4/25/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,65,4/25/20,929,0,1,65,0,0,262
4/25/20,Henry,Alabama,Henry,0,67,4/25/20,285,0,1,67,0,0,149
4/25/20,Houston,Alabama,Houston,0,69,4/25/20,2618,0,1,69,0,0,1366
4/25/20,Jackson,Alabama,Jackson,0,71,4/25/20,1567,0,1,71,0,0,666
4/25/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,73,4/25/20,24606,0,1,73,0,0,11878
4/25/20,Lamar,Alabama,Lamar,0,75,4/25/20,239,0,1,75,0,0,108
4/25/20,Lauderdale,Alabama,Lauderdale,0,77,4/25/20,3547,0,1,77,0,0,1294
4/25/20,Lawrence,Alabama,Lawrence,0,79,4/25/20,677,0,1,79,0,0,309
4/25/20,Lee,Alabama,Lee,0,81,4/25/20,4690,0,1,81,0,0,1840
4/25/20,Limestone,Alabama,Limestone,0,83,4/25/20,2293,0,1,83,0,0,887
4/25/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,85,4/25/20,579,0,1,85,0,0,164
4/25/20,Macon,Alabama,Macon,0,87,4/25/20,641,0,1,87,0,0,253
4/25/20,Madison,Alabama,Madison,0,89,4/25/20,11339,0,1,89,0,0,5615
4/25/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,91,4/25/20,374,0,1,91,0,0,140
4/25/20,Marion,Alabama,Marion,0,93,4/25/20,592,0,1,93,0,0,341
4/25/20,Marshall,Alabama,Marshall,0,95,4/25/20,3054,0,1,95,0,0,1571
4/25/20,Mobile,Alabama,Mobile,0,97,4/25/20,13832,0,1,97,0,0,8257
4/25/20,Monroe,Alabama,Monroe,0,99,4/25/20,519,0,1,99,0,0,246
4/25/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,101,4/25/20,9108,0,1,101,0,0,3859
4/25/20,Morgan,Alabama,Morgan,0,103,4/25/20,3735,0,1,103,0,0,1713
4/25/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,105,4/25/20,395,0,1,105,0,0,115
4/25/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,107,4/25/20,597,0,1,107,0,0,192
4/25/20,Pike,Alabama,Pike,0,109,4/25/20,709,0,1,109,0,0,342
4/25/20,Randolph,Alabama,Randolph,0,111,4/25/20,446,0,1,111,0,0,187
4/25/20,Russell,Alabama,Russell,0,113,4/25/20,699,0,1,113,0,0,591
4/25/20,St. Clair,Alabama,St. Clair,0,115,4/25/20,3088,0,1,115,0,0,1372
4/25/20,Shelby,Alabama,Shelby,0,117,4/25/20,4435,0,1,117,0,0,2192
4/25/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,119,4/25/20,266,0,1,119,0,0,132
4/25/20,Talladega,Alabama,Talladega,0,121,4/25/20,4570,0,1,121,0,0,1291
4/25/20,Tallapoosa,Alabama,Tallapoosa,0,123,4/25/20,2002,0,1,123,0,0,466
4/25/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,125,4/25/20,10520,0,1,125,0,0,3429
4/25/20,Walker,Alabama,Walker,0,127,4/25/20,2034,0,1,127,0,0,887
4/25/20,Washington,Alabama,Washington,0,129,4/25/20,311,0,1,129,0,0,262
4/25/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,131,4/25/20,320,0,1,131,0,0,129
4/25/20,Winston,Alabama,Winston,0,133,4/25/20,607,0,1,133,0,0,269
4/18/20,Autauga,Alabama,Autauga,0,1,4/18/20,1331,0,1,1,0,0,675
4/18/20,Baldwin,Alabama,Baldwin,0,3,4/18/20,6742,0,1,3,0,0,3221
4/18/20,Barbour,Alabama,Barbour,0,5,4/18/20,282,0,1,5,0,0,158
4/18/20,Bibb,Alabama,Bibb,0,7,4/18/20,808,0,1,7,0,0,292
4/18/20,Blount,Alabama,Blount,0,9,4/18/20,820,0,1,9,0,0,366
4/18/20,Bullock,Alabama,Bullock,0,11,4/18/20,181,0,1,11,0,0,64
4/18/20,Butler,Alabama,Butler,0,13,4/18/20,915,0,1,13,0,0,354
4/18/20,Calhoun,Alabama,Calhoun,0,15,4/18/20,4388,0,1,15,0,0,2436
4/18/20,Chambers,Alabama,Chambers,0,17,4/18/20,1086,0,1,17,0,0,487
4/18/20,Cherokee,Alabama,Cherokee,0,19,4/18/20,541,0,1,19,0,0,209
4/18/20,Chilton,Alabama,Chilton,0,21,4/18/20,1044,0,1,21,0,0,412
4/18/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,23,4/18/20,126,0,1,23,0,0,74
4/18/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,25,4/18/20,419,0,1,25,0,0,268
4/18/20,Clay,Alabama,Clay,0,27,4/18/20,201,0,1,27,0,0,124
4/18/20,Cleburne,Alabama,Cleburne,0,29,4/18/20,204,0,1,29,0,0,139
4/18/20,Coffee,Alabama,Coffee,0,31,4/18/20,815,0,1,31,0,0,446
4/18/20,Colbert,Alabama,Colbert,0,33,4/18/20,2045,0,1,33,0,0,700
4/18/20,Conecuh,Alabama,Conecuh,0,35,4/18/20,297,0,1,35,0,0,122
4/18/20,Coosa,Alabama,Coosa,0,37,4/18/20,315,0,1,37,0,0,149
4/18/20,Covington,Alabama,Covington,0,39,4/18/20,690,0,1,39,0,0,448
4/18/20,Crenshaw,Alabama,Crenshaw,0,41,4/18/20,476,0,1,41,0,0,162
4/18/20,Cullman,Alabama,Cullman,0,43,4/18/20,2205,0,1,43,0,0,890
4/18/20,Dale,Alabama,Dale,0,45,4/18/20,795,0,1,45,0,0,471
4/18/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,47,4/18/20,1495,0,1,47,0,0,612
4/18/20,DeKalb,Alabama,DeKalb,0,49,4/18/20,1566,0,1,49,0,0,660
4/18/20,Elmore,Alabama,Elmore,0,51,4/18/20,2032,0,1,51,0,0,1033
4/18/20,Escambia,Alabama,Escambia,0,53,4/18/20,647,0,1,53,0,0,303
4/18/20,Etowah,Alabama,Etowah,0,55,4/18/20,4010,0,1,55,0,0,1661
4/18/20,Fayette,Alabama,Fayette,0,57,4/18/20,248,0,1,57,0,0,131
4/18/20,Franklin,Alabama,Franklin,0,59,4/18/20,984,0,1,59,0,0,275
4/18/20,Geneva,Alabama,Geneva,0,61,4/18/20,338,0,1,61,0,0,181
4/18/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,63,4/18/20,302,0,1,63,0,0,119
4/18/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,65,4/18/20,786,0,1,65,0,0,277
4/18/20,Henry,Alabama,Henry,0,67,4/18/20,247,0,1,67,0,0,127
4/18/20,Houston,Alabama,Houston,0,69,4/18/20,2182,0,1,69,0,0,1100
4/18/20,Jackson,Alabama,Jackson,0,71,4/18/20,1357,0,1,71,0,0,698
4/18/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,73,4/18/20,19907,0,1,73,0,0,9611
4/18/20,Lamar,Alabama,Lamar,0,75,4/18/20,208,0,1,75,0,0,102
4/18/20,Lauderdale,Alabama,Lauderdale,0,77,4/18/20,3096,0,1,77,0,0,1115
4/18/20,Lawrence,Alabama,Lawrence,0,79,4/18/20,600,0,1,79,0,0,239
4/18/20,Lee,Alabama,Lee,0,81,4/18/20,3816,0,1,81,0,0,1771
4/18/20,Limestone,Alabama,Limestone,0,83,4/18/20,1879,0,1,83,0,0,816
4/18/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,85,4/18/20,475,0,1,85,0,0,158
4/18/20,Macon,Alabama,Macon,0,87,4/18/20,506,0,1,87,0,0,229
4/18/20,Madison,Alabama,Madison,0,89,4/18/20,9462,0,1,89,0,0,4528
4/18/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,91,4/18/20,311,0,1,91,0,0,167
4/18/20,Marion,Alabama,Marion,0,93,4/18/20,586,0,1,93,0,0,252
4/18/20,Marshall,Alabama,Marshall,0,95,4/18/20,2602,0,1,95,0,0,1183
4/18/20,Mobile,Alabama,Mobile,0,97,4/18/20,11264,0,1,97,0,0,6708
4/18/20,Monroe,Alabama,Monroe,0,99,4/18/20,459,0,1,99,0,0,251
4/18/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,101,4/18/20,7254,0,1,101,0,0,3479
4/18/20,Morgan,Alabama,Morgan,0,103,4/18/20,3153,0,1,103,0,0,1372
4/18/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,105,4/18/20,335,0,1,105,0,0,101
4/18/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,107,4/18/20,518,0,1,107,0,0,162
4/18/20,Pike,Alabama,Pike,0,109,4/18/20,580,0,1,109,0,0,261
4/18/20,Randolph,Alabama,Randolph,0,111,4/18/20,404,0,1,111,0,0,245
4/18/20,Russell,Alabama,Russell,0,113,4/18/20,568,0,1,113,0,0,392
4/18/20,St. Clair,Alabama,St. Clair,0,115,4/18/20,2292,0,1,115,0,0,1303
4/18/20,Shelby,Alabama,Shelby,0,117,4/18/20,3476,0,1,117,0,0,1832
4/18/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,119,4/18/20,222,0,1,119,0,0,110
4/18/20,Talladega,Alabama,Talladega,0,121,4/18/20,3205,0,1,121,0,0,1866
4/18/20,Tallapoosa,Alabama,Tallapoosa,0,123,4/18/20,1513,0,1,123,0,0,628
4/18/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,125,4/18/20,8718,0,1,125,0,0,3033
4/18/20,Walker,Alabama,Walker,0,127,4/18/20,1749,0,1,127,0,0,724
4/18/20,Washington,Alabama,Washington,0,129,4/18/20,255,0,1,129,0,0,158
4/18/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,131,4/18/20,278,0,1,131,0,0,133
4/18/20,Winston,Alabama,Winston,0,133,4/18/20,518,0,1,133,0,0,217
4/11/20,Autauga,Alabama,Autauga,0,,4/11/20,841,0,1,1,0,0,812
4/11/20,Baldwin,Alabama,Baldwin,0,,4/11/20,4433,0,1,3,0,0,3750
4/11/20,Barbour,Alabama,Barbour,0,,4/11/20,177,0,1,5,0,0,214
4/11/20,Bibb,Alabama,Bibb,0,,4/11/20,575,0,1,7,0,0,338
4/11/20,Blount,Alabama,Blount,0,,4/11/20,520,0,1,9,0,0,488
4/11/20,Bullock,Alabama,Bullock,0,,4/11/20,127,0,1,11,0,0,92
4/11/20,Butler,Alabama,Butler,0,,4/11/20,537,0,1,13,0,0,453
4/11/20,Calhoun,Alabama,Calhoun,0,,4/11/20,2556,0,1,15,0,0,2745
4/11/20,Chambers,Alabama,Chambers,0,,4/11/20,743,0,1,17,0,0,598
4/11/20,Cherokee,Alabama,Cherokee,0,,4/11/20,352,0,1,19,0,0,222
4/11/20,Chilton,Alabama,Chilton,0,,4/11/20,683,0,1,21,0,0,500
4/11/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,72,0,1,23,0,0,91
4/11/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,321,0,1,25,0,0,333
4/11/20,Clay,Alabama,Clay,0,,4/11/20,109,0,1,27,0,0,123
4/11/20,Cleburne,Alabama,Cleburne,0,,4/11/20,118,0,1,29,0,0,151
4/11/20,Coffee,Alabama,Coffee,0,,4/11/20,494,0,1,31,0,0,635
4/11/20,Colbert,Alabama,Colbert,0,,4/11/20,1475,0,1,33,0,0,894
4/11/20,Conecuh,Alabama,Conecuh,0,,4/11/20,172,0,1,35,0,0,177
4/11/20,Coosa,Alabama,Coosa,0,,4/11/20,176,0,1,37,0,0,147
4/11/20,Covington,Alabama,Covington,0,,4/11/20,369,0,1,39,0,0,448
4/11/20,Crenshaw,Alabama,Crenshaw,0,,4/11/20,315,0,1,41,0,0,193
4/11/20,Cullman,Alabama,Cullman,0,,4/11/20,1602,0,1,43,0,0,1184
4/11/20,Dale,Alabama,Dale,0,,4/11/20,509,0,1,45,0,0,467
4/11/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,911,0,1,47,0,0,760
4/11/20,DeKalb,Alabama,DeKalb,0,,4/11/20,1059,0,1,49,0,0,803
4/11/20,Elmore,Alabama,Elmore,0,,4/11/20,1316,0,1,51,0,0,1113
4/11/20,Escambia,Alabama,Escambia,0,,4/11/20,411,0,1,53,0,0,423
4/11/20,Etowah,Alabama,Etowah,0,,4/11/20,2605,0,1,55,0,0,1885
4/11/20,Fayette,Alabama,Fayette,0,,4/11/20,234,0,1,57,0,0,174
4/11/20,Franklin,Alabama,Franklin,0,,4/11/20,797,0,1,59,0,0,354
4/11/20,Geneva,Alabama,Geneva,0,,4/11/20,208,0,1,61,0,0,246
4/11/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,221,0,1,63,0,0,117
4/11/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,590,0,1,65,0,0,361
4/11/20,Henry,Alabama,Henry,0,,4/11/20,151,0,1,67,0,0,160
4/11/20,Houston,Alabama,Houston,0,,4/11/20,1406,0,1,69,0,0,1265
4/11/20,Jackson,Alabama,Jackson,0,,4/11/20,1022,0,1,71,0,0,630
4/11/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,13081,0,1,73,0,0,10709
4/11/20,Lamar,Alabama,Lamar,0,,4/11/20,166,0,1,75,0,0,114
4/11/20,Lauderdale,Alabama,Lauderdale,0,,4/11/20,1993,0,1,77,0,0,1525
4/11/20,Lawrence,Alabama,Lawrence,0,,4/11/20,398,0,1,79,0,0,339
4/11/20,Lee,Alabama,Lee,0,,4/11/20,2637,0,1,81,0,0,1916
4/11/20,Limestone,Alabama,Limestone,0,,4/11/20,1118,0,1,83,0,0,1082
4/11/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,280,0,1,85,0,0,233
4/11/20,Macon,Alabama,Macon,0,,4/11/20,365,0,1,87,0,0,277
4/11/20,Madison,Alabama,Madison,0,,4/11/20,6056,0,1,89,0,0,5501
4/11/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,235,0,1,91,0,0,180
4/11/20,Marion,Alabama,Marion,0,,4/11/20,446,0,1,93,0,0,279
4/11/20,Marshall,Alabama,Marshall,0,,4/11/20,1528,0,1,95,0,0,1918
4/11/20,Mobile,Alabama,Mobile,0,,4/11/20,7502,0,1,97,0,0,7019
4/11/20,Monroe,Alabama,Monroe,0,,4/11/20,306,0,1,99,0,0,244
4/11/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,4644,0,1,101,0,0,4407
4/11/20,Morgan,Alabama,Morgan,0,,4/11/20,2009,0,1,103,0,0,1829
4/11/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,227,0,1,105,0,0,119
4/11/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,440,0,1,107,0,0,221
4/11/20,Pike,Alabama,Pike,0,,4/11/20,373,0,1,109,0,0,343
4/11/20,Randolph,Alabama,Randolph,0,,4/11/20,200,0,1,111,0,0,185
4/11/20,Russell,Alabama,Russell,0,,4/11/20,377,0,1,113,0,0,465
4/11/20,St. Clair,Alabama,St. Clair,0,,4/11/20,1374,0,1,115,0,0,1398
4/11/20,Shelby,Alabama,Shelby,0,,4/11/20,2335,0,1,117,0,0,2019
4/11/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,157,0,1,119,0,0,111
4/11/20,Talladega,Alabama,Talladega,0,,4/11/20,1740,0,1,121,0,0,1923
4/11/20,Tallapoosa,Alabama,Tallapoosa,0,,4/11/20,759,0,1,123,0,0,625
4/11/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,6377,0,1,125,0,0,3617
4/11/20,Walker,Alabama,Walker,0,,4/11/20,1223,0,1,127,0,0,918
4/11/20,Washington,Alabama,Washington,0,,4/11/20,151,0,1,129,0,0,192
4/11/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,4/11/20,170,0,1,131,0,0,149
4/11/20,Winston,Alabama,Winston,0,,4/11/20,377,0,1,133,0,0,349
4/4/20,Autauga,Alabama,Autauga,0,1,4/4/20,453,0,1,1,0,0,1088
4/4/20,Baldwin,Alabama,Baldwin,0,3,4/4/20,2336,0,1,3,0,0,5696
4/4/20,Barbour,Alabama,Barbour,0,5,4/4/20,89,0,1,5,0,0,212
4/4/20,Bibb,Alabama,Bibb,0,7,4/4/20,314,0,1,7,0,0,588
4/4/20,Blount,Alabama,Blount,0,9,4/4/20,300,0,1,9,0,0,645
4/4/20,Bullock,Alabama,Bullock,0,11,4/4/20,73,0,1,11,0,0,125
4/4/20,Butler,Alabama,Butler,0,13,4/4/20,228,0,1,13,0,0,536
4/4/20,Calhoun,Alabama,Calhoun,0,15,4/4/20,1223,0,1,15,0,0,3111
4/4/20,Chambers,Alabama,Chambers,0,17,4/4/20,288,0,1,17,0,0,787
4/4/20,Cherokee,Alabama,Cherokee,0,19,4/4/20,216,0,1,19,0,0,402
4/4/20,Chilton,Alabama,Chilton,0,21,4/4/20,331,0,1,21,0,0,810
4/4/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,23,4/4/20,30,0,1,23,0,0,126
4/4/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,25,4/4/20,144,0,1,25,0,0,340
4/4/20,Clay,Alabama,Clay,0,27,4/4/20,58,0,1,27,0,0,143
4/4/20,Cleburne,Alabama,Cleburne,0,29,4/4/20,49,0,1,29,0,0,192
4/4/20,Coffee,Alabama,Coffee,0,31,4/4/20,243,0,1,31,0,0,821
4/4/20,Colbert,Alabama,Colbert,0,33,4/4/20,713,0,1,33,0,0,1451
4/4/20,Conecuh,Alabama,Conecuh,0,35,4/4/20,89,0,1,35,0,0,209
4/4/20,Coosa,Alabama,Coosa,0,37,4/4/20,87,0,1,37,0,0,163
4/4/20,Covington,Alabama,Covington,0,39,4/4/20,194,0,1,39,0,0,492
4/4/20,Crenshaw,Alabama,Crenshaw,0,41,4/4/20,112,0,1,41,0,0,289
4/4/20,Cullman,Alabama,Cullman,0,43,4/4/20,798,0,1,43,0,0,1625
4/4/20,Dale,Alabama,Dale,0,45,4/4/20,257,0,1,45,0,0,668
4/4/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,47,4/4/20,490,0,1,47,0,0,1019
4/4/20,DeKalb,Alabama,DeKalb,0,49,4/4/20,615,0,1,49,0,0,1242
4/4/20,Elmore,Alabama,Elmore,0,51,4/4/20,667,0,1,51,0,0,1614
4/4/20,Escambia,Alabama,Escambia,0,53,4/4/20,191,0,1,53,0,0,544
4/4/20,Etowah,Alabama,Etowah,0,55,4/4/20,1433,0,1,55,0,0,2514
4/4/20,Fayette,Alabama,Fayette,0,57,4/4/20,132,0,1,57,0,0,292
4/4/20,Franklin,Alabama,Franklin,0,59,4/4/20,445,0,1,59,0,0,565
4/4/20,Geneva,Alabama,Geneva,0,61,4/4/20,107,0,1,61,0,0,364
4/4/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,63,4/4/20,133,0,1,63,0,0,193
4/4/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,65,4/4/20,316,0,1,65,0,0,568
4/4/20,Henry,Alabama,Henry,0,67,4/4/20,95,0,1,67,0,0,212
4/4/20,Houston,Alabama,Houston,0,69,4/4/20,719,0,1,69,0,0,1858
4/4/20,Jackson,Alabama,Jackson,0,71,4/4/20,782,0,1,71,0,0,920
4/4/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,73,4/4/20,7068,0,1,73,0,0,15839
4/4/20,Lamar,Alabama,Lamar,0,75,4/4/20,125,0,1,75,0,0,158
4/4/20,Lauderdale,Alabama,Lauderdale,0,77,4/4/20,1043,0,1,77,0,0,2229
4/4/20,Lawrence,Alabama,Lawrence,0,79,4/4/20,230,0,1,79,0,0,455
4/4/20,Lee,Alabama,Lee,0,81,4/4/20,1264,0,1,81,0,0,3032
4/4/20,Limestone,Alabama,Limestone,0,83,4/4/20,475,0,1,83,0,0,1410
4/4/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,85,4/4/20,170,0,1,85,0,0,247
4/4/20,Macon,Alabama,Macon,0,87,4/4/20,177,0,1,87,0,0,339
4/4/20,Madison,Alabama,Madison,0,89,4/4/20,3267,0,1,89,0,0,8019
4/4/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,91,4/4/20,119,0,1,91,0,0,224
4/4/20,Marion,Alabama,Marion,0,93,4/4/20,318,0,1,93,0,0,418
4/4/20,Marshall,Alabama,Marshall,0,95,4/4/20,756,0,1,95,0,0,2041
4/4/20,Mobile,Alabama,Mobile,0,97,4/4/20,4297,0,1,97,0,0,9171
4/4/20,Monroe,Alabama,Monroe,0,99,4/4/20,170,0,1,99,0,0,277
4/4/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,101,4/4/20,2462,0,1,101,0,0,5458
4/4/20,Morgan,Alabama,Morgan,0,103,4/4/20,1141,0,1,103,0,0,2514
4/4/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,105,4/4/20,126,0,1,105,0,0,223
4/4/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,107,4/4/20,259,0,1,107,0,0,381
4/4/20,Pike,Alabama,Pike,0,109,4/4/20,188,0,1,109,0,0,507
4/4/20,Randolph,Alabama,Randolph,0,111,4/4/20,131,0,1,111,0,0,241
4/4/20,Russell,Alabama,Russell,0,113,4/4/20,210,0,1,113,0,0,631
4/4/20,St. Clair,Alabama,St. Clair,0,115,4/4/20,728,0,1,115,0,0,1707
4/4/20,Shelby,Alabama,Shelby,0,117,4/4/20,1241,0,1,117,0,0,3034
4/4/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,119,4/4/20,99,0,1,119,0,0,165
4/4/20,Talladega,Alabama,Talladega,0,121,4/4/20,953,0,1,121,0,0,1864
4/4/20,Tallapoosa,Alabama,Tallapoosa,0,123,4/4/20,476,0,1,123,0,0,716
4/4/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,125,4/4/20,3365,0,1,125,0,0,6515
4/4/20,Walker,Alabama,Walker,0,127,4/4/20,660,0,1,127,0,0,1349
4/4/20,Washington,Alabama,Washington,0,129,4/4/20,71,0,1,129,0,0,216
4/4/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,131,4/4/20,90,0,1,131,0,0,191
4/4/20,Winston,Alabama,Winston,0,133,4/4/20,158,0,1,133,0,0,389
4/4/20,Out of State,Alabama,Out of State,0,999,4/4/20,3626,0,1,,0,0,4355
3/28/20,Autauga,Alabama,Autauga,0,1,3/28/20,168,0,1,1,0,0,843
3/28/20,Baldwin,Alabama,Baldwin,0,3,3/28/20,552,0,1,3,0,0,4683
3/28/20,Barbour,Alabama,Barbour,0,5,3/28/20,63,0,1,5,0,0,124
3/28/20,Bibb,Alabama,Bibb,0,7,3/28/20,60,0,1,7,0,0,488
3/28/20,Blount,Alabama,Blount,0,9,3/28/20,116,0,1,9,0,0,481
3/28/20,Bullock,Alabama,Bullock,0,11,3/28/20,37,0,1,11,0,0,75
3/28/20,Butler,Alabama,Butler,0,13,3/28/20,96,0,1,13,0,0,328
3/28/20,Calhoun,Alabama,Calhoun,0,15,3/28/20,428,0,1,15,0,0,1918
3/28/20,Chambers,Alabama,Chambers,0,17,3/28/20,116,0,1,17,0,0,338
3/28/20,Cherokee,Alabama,Cherokee,0,19,3/28/20,44,0,1,19,0,0,204
3/28/20,Chilton,Alabama,Chilton,0,21,3/28/20,69,0,1,21,0,0,669
3/28/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,23,3/28/20,22,0,1,23,0,0,57
3/28/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,25,3/28/20,83,0,1,25,0,0,170
3/28/20,Clay,Alabama,Clay,0,27,3/28/20,30,0,1,27,0,0,68
3/28/20,Cleburne,Alabama,Cleburne,0,29,3/28/20,21,0,1,29,0,0,107
3/28/20,Coffee,Alabama,Coffee,0,31,3/28/20,82,0,1,31,0,0,493
3/28/20,Colbert,Alabama,Colbert,0,33,3/28/20,211,0,1,33,0,0,1143
3/28/20,Conecuh,Alabama,Conecuh,0,35,3/28/20,37,0,1,35,0,0,117
3/28/20,Coosa,Alabama,Coosa,0,37,3/28/20,31,0,1,37,0,0,103
3/28/20,Covington,Alabama,Covington,0,39,3/28/20,89,0,1,39,0,0,316
3/28/20,Crenshaw,Alabama,Crenshaw,0,41,3/28/20,37,0,1,41,0,0,226
3/28/20,Cullman,Alabama,Cullman,0,43,3/28/20,236,0,1,43,0,0,1406
3/28/20,Dale,Alabama,Dale,0,45,3/28/20,104,0,1,45,0,0,452
3/28/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,47,3/28/20,305,0,1,47,0,0,460
3/28/20,DeKalb,Alabama,DeKalb,0,49,3/28/20,140,0,1,49,0,0,939
3/28/20,Elmore,Alabama,Elmore,0,51,3/28/20,225,0,1,51,0,0,1149
