SortingColumn (Ignore),ID,Region,Area,Year,Period,Adjustment,State Name,Employed,Labor Force,Unemployed,Unemployment Rate
"2020, 02",1594826,OH,VINTON COUNTY,2020,February,Not Adj,Ohio,"5,200","5,700",500,8.40%
"2020, 02",1594832,OH,WARREN COUNTY,2020,February,Not Adj,Ohio,"115,300","119,800","4,500",3.70%
"2020, 02",1594838,OH,WASHINGTON COUNTY,2020,February,Not Adj,Ohio,"25,800","27,700","1,900",6.80%
"2020, 02",1594844,OH,WAYNE COUNTY,2020,February,Not Adj,Ohio,"61,200","63,500","2,300",3.60%
"2020, 02",1594850,OH,WILLIAMS COUNTY,2020,February,Not Adj,Ohio,"18,300","19,000",700,3.80%
"2020, 02",1594856,OH,WOOD COUNTY,2020,February,Not Adj,Ohio,"68,600","71,400","2,800",4.00%
"2020, 02",1594862,OH,WYANDOT COUNTY,2020,February,Not Adj,Ohio,"12,700","13,200",500,3.60%
"2020, 02",1594874,OH,Akron City,2020,February,Not Adj,Ohio,"86,200","91,200","5,000",5.50%
"2020, 02",1594880,OH,Athens,2020,February,Not Adj,Ohio,"10,600","11,100",500,4.30%
"2020, 02",1594886,OH,Barberton City,2020,February,Not Adj,Ohio,"11,900","12,700",700,5.80%
"2020, 02",1594892,OH,Beavercreek City,2020,February,Not Adj,Ohio,"23,100","23,900",800,3.40%
"2020, 02",1594898,OH,Bowling Green City,2020,February,Not Adj,Ohio,"16,300","16,900",600,3.60%
"2020, 02",1594904,OH,Brunswick City,2020,February,Not Adj,Ohio,"19,300","20,200",900,4.20%
"2020, 02",1594910,OH,Canton City,2020,February,Not Adj,Ohio,"29,500","31,400","1,900",6.00%
"2020, 02",1594916,OH,Cincinnati City,2020,February,Not Adj,Ohio,"141,400","147,700","6,300",4.30%
"2020, 02",1594922,OH,Cleveland City,2020,February,Not Adj,Ohio,"148,400","158,600","10,100",6.40%
"2020, 02",1594928,OH,Cleveland Heights City,2020,February,Not Adj,Ohio,"21,700","22,700","1,000",4.30%
"2020, 02",1594934,OH,Columbus City,2020,February,Not Adj,Ohio,"464,700","482,600","17,900",3.70%
"2020, 02",1594940,OH,Cuyahoga Falls City,2020,February,Not Adj,Ohio,"25,400","26,600","1,200",4.50%
"2020, 02",1594946,OH,Dayton City,2020,February,Not Adj,Ohio,"55,900","59,000","3,100",5.20%
"2020, 02",1594952,OH,Delaware City,2020,February,Not Adj,Ohio,"21,100","21,900",800,3.60%
"2020, 02",1594958,OH,Dublin City,2020,February,Not Adj,Ohio,"26,100","26,900",800,3.10%
"2020, 02",1594964,OH,Elyria City,2020,February,Not Adj,Ohio,"25,700","27,300","1,600",5.80%
"2020, 02",1594970,OH,Euclid City,2020,February,Not Adj,Ohio,"21,200","22,500","1,300",5.80%
"2020, 02",1594976,OH,Fairborn City,2020,February,Not Adj,Ohio,"16,500","17,200",700,4.00%
"2020, 02",1594982,OH,Fairfield City,2020,February,Not Adj,Ohio,"23,600","24,600",900,3.80%
"2020, 02",1594988,OH,Findlay City,2020,February,Not Adj,Ohio,"21,400","22,100",800,3.50%
"2020, 02",1594994,OH,Gahanna City,2020,February,Not Adj,Ohio,"20,100","20,800",700,3.30%
"2020, 02",1595000,OH,Garfield Heights City,2020,February,Not Adj,Ohio,"12,800","13,600",800,6.00%
"2020, 02",1595006,OH,Green,2020,February,Not Adj,Ohio,"13,300","13,900",600,4.20%
"2020, 02",1595012,OH,Grove City,2020,February,Not Adj,Ohio,"22,100","22,900",800,3.50%
"2020, 02",1595018,OH,Hamilton City,2020,February,Not Adj,Ohio,"27,100","28,400","1,400",4.80%
"2020, 02",1595024,OH,Hilliard City,2020,February,Not Adj,Ohio,"19,600","20,200",600,3.10%
"2020, 02",1595030,OH,Huber Heights City,2020,February,Not Adj,Ohio,"17,600","18,400",800,4.60%
"2020, 02",1595036,OH,Kent City,2020,February,Not Adj,Ohio,"15,900","16,600",700,3.90%
"2020, 02",1595042,OH,Kettering City,2020,February,Not Adj,Ohio,"28,100","29,300","1,200",4.00%
"2020, 02",1595048,OH,Lakewood City,2020,February,Not Adj,Ohio,"28,700","29,800","1,100",3.80%
"2020, 02",1595054,OH,Lancaster City,2020,February,Not Adj,Ohio,"17,700","18,600",900,4.90%
"2020, 02",1595060,OH,Lima City,2020,February,Not Adj,Ohio,"13,700","14,500",800,5.50%
"2020, 02",1595066,OH,Lorain City,2020,February,Not Adj,Ohio,"25,700","27,600","1,900",7.00%
"2020, 02",1595072,OH,Mansfield City,2020,February,Not Adj,Ohio,"16,400","17,500","1,000",5.90%
"2020, 02",1595078,OH,Maple Heights City,2020,February,Not Adj,Ohio,"9,500","10,200",700,6.70%
"2020, 02",1595084,OH,Marion City,2020,February,Not Adj,Ohio,"13,200","13,900",700,4.80%
"2020, 02",1595090,OH,Mason City,2020,February,Not Adj,Ohio,"16,900","17,400",600,3.40%
"2020, 02",1595096,OH,Massillon City,2020,February,Not Adj,Ohio,"14,600","15,500",900,5.70%
"2020, 02",1595102,OH,Medina City,2020,February,Not Adj,Ohio,"12,600","13,200",600,4.40%
"2020, 02",1595108,OH,Mentor City,2020,February,Not Adj,Ohio,"25,600","26,700","1,100",4.20%
"2020, 02",1595114,OH,Middletown City,2020,February,Not Adj,Ohio,"20,200","21,300","1,200",5.50%
"2020, 02",1595120,OH,Newark City,2020,February,Not Adj,Ohio,"23,600","24,700","1,100",4.40%
"2020, 02",1595126,OH,North Olmsted City,2020,February,Not Adj,Ohio,"16,600","17,300",700,4.20%
"2020, 02",1595132,OH,North Ridgeville,2020,February,Not Adj,Ohio,"17,400","18,200",800,4.50%
"2020, 02",1595138,OH,North Royalton,2020,February,Not Adj,Ohio,"16,800","17,600",800,4.50%
"2020, 02",1595144,OH,Parma City,2020,February,Not Adj,Ohio,"39,900","42,100","2,200",5.30%
"2020, 02",1595150,OH,Reynoldsburg City,2020,February,Not Adj,Ohio,"20,700","21,500",800,3.60%
"2020, 02",1595156,OH,Riverside City,2020,February,Not Adj,Ohio,"10,400","11,000",600,5.10%
"2020, 02",1595162,OH,Sandusky City,2020,February,Not Adj,Ohio,"10,400","11,100",700,6.00%
"2020, 02",1595168,OH,Shaker Heights City,2020,February,Not Adj,Ohio,"13,500","14,100",500,3.70%
"2020, 02",1595174,OH,South Euclid City,2020,February,Not Adj,Ohio,"11,700","12,200",500,4.40%
"2020, 02",1595180,OH,Springfield City,2020,February,Not Adj,Ohio,"24,200","25,600","1,400",5.60%
"2020, 02",1595186,OH,Stow City,2020,February,Not Adj,Ohio,"18,000","18,700",800,4.10%
"2020, 02",1595192,OH,Strongsville City,2020,February,Not Adj,Ohio,"23,600","24,500","1,000",4.00%
"2020, 02",1595198,OH,Toledo City,2020,February,Not Adj,Ohio,"121,300","128,400","7,000",5.50%
"2020, 02",1595204,OH,Trotwood City,2020,February,Not Adj,Ohio,"10,200","10,800",500,5.10%
"2020, 02",1595210,OH,Troy,2020,February,Not Adj,Ohio,"13,500","14,000",500,3.90%
"2020, 02",1595216,OH,Upper Arlington City,2020,February,Not Adj,Ohio,"18,300","18,900",600,3.10%
"2020, 02",1595222,OH,Warren City,2020,February,Not Adj,Ohio,"12,400","13,400","1,000",7.20%
"2020, 02",1595228,OH,Westerville City,2020,February,Not Adj,Ohio,"22,300","23,100",800,3.50%
"2020, 02",1595234,OH,Westlake City,2020,February,Not Adj,Ohio,"16,400","17,100",700,4.20%
"2020, 02",1595240,OH,Wooster City,2020,February,Not Adj,Ohio,"13,900","14,400",500,3.40%
"2020, 02",1595246,OH,Xenia City,2020,February,Not Adj,Ohio,"11,100","11,700",600,5.30%
"2020, 02",1595252,OH,Youngstown City,2020,February,Not Adj,Ohio,"20,700","22,200","1,500",6.80%
"2020, 02",1595258,OH,Zanesville City,2020,February,Not Adj,Ohio,"9,200","9,900",700,6.80%
"2020, 01",1594327,OH,Ohio,2020,January,Not Adj,Ohio,"5,490,200","5,782,100","291,900",5.00%
"2020, 01",1594339,OH,ADAMS COUNTY,2020,January,Not Adj,Ohio,"9,700","10,700","1,000",9.70%
"2020, 01",1594345,OH,ALLEN COUNTY,2020,January,Not Adj,Ohio,"45,300","47,800","2,500",5.30%
"2020, 01",1594351,OH,ASHLAND COUNTY,2020,January,Not Adj,Ohio,"25,300","26,700","1,400",5.30%
"2020, 01",1594357,OH,ASHTABULA COUNTY,2020,January,Not Adj,Ohio,"41,300","44,200","2,900",6.60%
"2020, 01",1594363,OH,ATHENS COUNTY,2020,January,Not Adj,Ohio,"25,500","27,300","1,800",6.60%
"2020, 01",1594369,OH,AUGLAIZE COUNTY,2020,January,Not Adj,Ohio,"23,900","24,900",900,3.70%
"2020, 01",1594375,OH,BELMONT COUNTY,2020,January,Not Adj,Ohio,"27,400","29,900","2,500",8.50%
"2020, 01",1594381,OH,BROWN COUNTY,2020,January,Not Adj,Ohio,"18,500","19,800","1,300",6.70%
"2020, 01",1594387,OH,BUTLER COUNTY,2020,January,Not Adj,Ohio,"186,900","195,700","8,800",4.50%
"2020, 01",1594393,OH,CARROLL COUNTY,2020,January,Not Adj,Ohio,"12,100","13,000",900,7.00%
"2020, 01",1594399,OH,CHAMPAIGN COUNTY,2020,January,Not Adj,Ohio,"19,000","20,000","1,000",4.80%
"2020, 01",1594405,OH,CLARK COUNTY,2020,January,Not Adj,Ohio,"59,900","63,500","3,600",5.70%
"2020, 01",1594411,OH,CLERMONT COUNTY,2020,January,Not Adj,Ohio,"102,300","107,200","4,900",4.60%
"2020, 01",1594417,OH,CLINTON COUNTY,2020,January,Not Adj,Ohio,"16,900","17,900","1,100",5.90%
"2020, 01",1594423,OH,COLUMBIANA COUNTY,2020,January,Not Adj,Ohio,"44,200","47,200","3,000",6.30%
"2020, 01",1594429,OH,COSHOCTON COUNTY,2020,January,Not Adj,Ohio,"13,100","14,200","1,100",7.40%
"2020, 01",1594435,OH,CRAWFORD COUNTY,2020,January,Not Adj,Ohio,"17,000","18,100","1,100",5.80%
"2020, 01",1594441,OH,CUYAHOGA COUNTY,2020,January,Not Adj,Ohio,"577,300","605,800","28,400",4.70%
"2020, 01",1594447,OH,DARKE COUNTY,2020,January,Not Adj,Ohio,"24,400","25,700","1,300",4.90%
"2020, 01",1594453,OH,DEFIANCE COUNTY,2020,January,Not Adj,Ohio,"17,100","17,900",900,4.90%
"2020, 01",1594459,OH,DELAWARE COUNTY,2020,January,Not Adj,Ohio,"106,800","110,900","4,000",3.60%
"2020, 01",1594465,OH,ERIE COUNTY,2020,January,Not Adj,Ohio,"32,900","35,400","2,400",6.90%
"2020, 01",1594471,OH,FAIRFIELD COUNTY,2020,January,Not Adj,Ohio,"75,100","78,700","3,600",4.60%
"2020, 01",1594477,OH,FAYETTE COUNTY,2020,January,Not Adj,Ohio,"13,200","13,900",700,4.90%
"2020, 01",1594483,OH,FRANKLIN COUNTY,2020,January,Not Adj,Ohio,"673,200","701,500","28,300",4.00%
"2020, 01",1594489,OH,FULTON COUNTY,2020,January,Not Adj,Ohio,"21,100","22,500","1,300",5.90%
"2020, 01",1594495,OH,GALLIA COUNTY,2020,January,Not Adj,Ohio,"11,400","12,300",900,7.60%
"2020, 01",1594501,OH,GEAUGA COUNTY,2020,January,Not Adj,Ohio,"46,500","48,600","2,100",4.30%
"2020, 01",1594507,OH,GREENE COUNTY,2020,January,Not Adj,Ohio,"79,900","83,500","3,700",4.40%
"2020, 01",1594513,OH,GUERNSEY COUNTY,2020,January,Not Adj,Ohio,"17,000","18,500","1,500",8.00%
"2020, 01",1594519,OH,HAMILTON COUNTY,2020,January,Not Adj,Ohio,"398,300","416,500","18,200",4.40%
"2020, 01",1594525,OH,HANCOCK COUNTY,2020,January,Not Adj,Ohio,"40,000","41,600","1,600",3.80%
"2020, 01",1594531,OH,HARDIN COUNTY,2020,January,Not Adj,Ohio,"12,800","13,600",700,5.30%
"2020, 01",1594537,OH,HARRISON COUNTY,2020,January,Not Adj,Ohio,"6,100","6,600",500,7.90%
"2020, 01",1594543,OH,HENRY COUNTY,2020,January,Not Adj,Ohio,"12,300","13,100",900,6.50%
"2020, 01",1594549,OH,HIGHLAND COUNTY,2020,January,Not Adj,Ohio,"15,900","17,000","1,200",6.90%
"2020, 01",1594555,OH,HOCKING COUNTY,2020,January,Not Adj,Ohio,"12,500","13,300",800,6.20%
"2020, 01",1594561,OH,HOLMES COUNTY,2020,January,Not Adj,Ohio,"19,700","20,500",800,3.90%
"2020, 01",1594567,OH,HURON COUNTY,2020,January,Not Adj,Ohio,"25,200","27,600","2,400",8.70%
"2020, 01",1594573,OH,JACKSON COUNTY,2020,January,Not Adj,Ohio,"11,600","12,700","1,100",8.70%
"2020, 01",1594579,OH,JEFFERSON COUNTY,2020,January,Not Adj,Ohio,"25,400","27,400","2,100",7.60%
"2020, 01",1594585,OH,KNOX COUNTY,2020,January,Not Adj,Ohio,"29,700","31,200","1,600",5.00%
"2020, 01",1594591,OH,LAKE COUNTY,2020,January,Not Adj,Ohio,"119,700","125,300","5,600",4.50%
"2020, 01",1594597,OH,LAWRENCE COUNTY,2020,January,Not Adj,Ohio,"22,300","23,800","1,500",6.50%
"2020, 01",1594603,OH,LICKING COUNTY,2020,January,Not Adj,Ohio,"87,100","91,300","4,200",4.60%
"2020, 01",1594609,OH,LOGAN COUNTY,2020,January,Not Adj,Ohio,"21,800","22,900","1,100",4.70%
"2020, 01",1594615,OH,LORAIN COUNTY,2020,January,Not Adj,Ohio,"144,700","152,600","7,900",5.20%
"2020, 01",1594621,OH,LUCAS COUNTY,2020,January,Not Adj,Ohio,"197,000","208,700","11,600",5.60%
"2020, 01",1594627,OH,MADISON COUNTY,2020,January,Not Adj,Ohio,"20,100","21,000",900,4.20%
"2020, 01",1594633,OH,MAHONING COUNTY,2020,January,Not Adj,Ohio,"94,700","101,700","7,000",6.90%
"2020, 01",1594639,OH,MARION COUNTY,2020,January,Not Adj,Ohio,"26,800","28,200","1,400",4.90%
"2020, 01",1594645,OH,MEDINA COUNTY,2020,January,Not Adj,Ohio,"92,600","96,500","3,900",4.00%
"2020, 01",1594651,OH,MEIGS COUNTY,2020,January,Not Adj,Ohio,"8,100","9,000",900,9.70%
"2020, 01",1594657,OH,MERCER COUNTY,2020,January,Not Adj,Ohio,"22,300","23,000",800,3.30%
"2020, 01",1594663,OH,MIAMI COUNTY,2020,January,Not Adj,Ohio,"52,000","54,500","2,500",4.60%
"2020, 01",1594669,OH,MONROE COUNTY,2020,January,Not Adj,Ohio,"4,700","5,400",700,12.30%
"2020, 01",1594675,OH,MONTGOMERY COUNTY,2020,January,Not Adj,Ohio,"241,200","253,500","12,300",4.80%
"2020, 01",1594681,OH,MORGAN COUNTY,2020,January,Not Adj,Ohio,"6,100","6,800",700,9.80%
"2020, 01",1594687,OH,MORROW COUNTY,2020,January,Not Adj,Ohio,"16,100","17,100","1,000",5.70%
"2020, 01",1594693,OH,MUSKINGUM COUNTY,2020,January,Not Adj,Ohio,"36,800","39,500","2,700",6.90%
"2020, 01",1594699,OH,NOBLE COUNTY,2020,January,Not Adj,Ohio,"4,200","4,700",400,9.50%
"2020, 01",1594705,OH,OTTAWA COUNTY,2020,January,Not Adj,Ohio,"18,300","20,100","1,800",9.00%
"2020, 01",1594711,OH,PAULDING COUNTY,2020,January,Not Adj,Ohio,"8,100","8,500",400,4.80%
"2020, 01",1594717,OH,PERRY COUNTY,2020,January,Not Adj,Ohio,"15,100","16,300","1,200",7.20%
"2020, 01",1594723,OH,PICKAWAY COUNTY,2020,January,Not Adj,Ohio,"25,400","26,800","1,400",5.10%
"2020, 01",1594729,OH,PIKE COUNTY,2020,January,Not Adj,Ohio,"9,900","10,800",900,8.30%
"2020, 01",1594735,OH,PORTAGE COUNTY,2020,January,Not Adj,Ohio,"81,900","86,600","4,700",5.40%
"2020, 01",1594741,OH,PREBLE COUNTY,2020,January,Not Adj,Ohio,"20,000","21,000","1,000",4.90%
"2020, 01",1594747,OH,PUTNAM COUNTY,2020,January,Not Adj,Ohio,"17,800","18,500",800,4.30%
"2020, 01",1594753,OH,RICHLAND COUNTY,2020,January,Not Adj,Ohio,"48,700","51,700","3,000",5.80%
"2020, 01",1594759,OH,ROSS COUNTY,2020,January,Not Adj,Ohio,"33,400","35,500","2,000",5.80%
"2020, 01",1594765,OH,SANDUSKY COUNTY,2020,January,Not Adj,Ohio,"28,400","30,200","1,800",5.80%
"2020, 01",1594771,OH,SCIOTO COUNTY,2020,January,Not Adj,Ohio,"26,500","28,900","2,400",8.20%
"2020, 01",1594777,OH,SENECA COUNTY,2020,January,Not Adj,Ohio,"25,600","27,100","1,400",5.30%
"2020, 01",1594783,OH,SHELBY COUNTY,2020,January,Not Adj,Ohio,"22,700","23,800","1,100",4.50%
"2020, 01",1594789,OH,STARK COUNTY,2020,January,Not Adj,Ohio,"174,500","185,200","10,700",5.80%
"2020, 01",1594795,OH,SUMMIT COUNTY,2020,January,Not Adj,Ohio,"255,500","269,800","14,200",5.30%
"2020, 01",1594801,OH,TRUMBULL COUNTY,2020,January,Not Adj,Ohio,"79,300","85,700","6,400",7.50%
"2020, 01",1594807,OH,TUSCARAWAS COUNTY,2020,January,Not Adj,Ohio,"41,900","44,600","2,600",5.90%
"2020, 01",1594813,OH,UNION COUNTY,2020,January,Not Adj,Ohio,"28,000","29,100","1,100",3.90%
"2020, 01",1594819,OH,VAN WERT COUNTY,2020,January,Not Adj,Ohio,"14,400","15,100",600,4.30%
"2020, 01",1594825,OH,VINTON COUNTY,2020,January,Not Adj,Ohio,"5,100","5,600",500,8.50%
"2020, 01",1594831,OH,WARREN COUNTY,2020,January,Not Adj,Ohio,"114,400","119,400","4,900",4.10%
"2020, 01",1594837,OH,WASHINGTON COUNTY,2020,January,Not Adj,Ohio,"25,400","27,400","2,000",7.30%
"2020, 01",1594843,OH,WAYNE COUNTY,2020,January,Not Adj,Ohio,"59,900","62,400","2,500",4.10%
"2020, 01",1594849,OH,WILLIAMS COUNTY,2020,January,Not Adj,Ohio,"18,000","18,800",800,4.20%
"2020, 01",1594855,OH,WOOD COUNTY,2020,January,Not Adj,Ohio,"67,400","70,600","3,200",4.50%
"2020, 01",1594861,OH,WYANDOT COUNTY,2020,January,Not Adj,Ohio,"12,400","13,000",500,4.10%
"2020, 01",1594873,OH,Akron City,2020,January,Not Adj,Ohio,"84,800","90,200","5,300",5.90%
"2020, 01",1594879,OH,Athens,2020,January,Not Adj,Ohio,"9,600","10,200",600,6.00%
"2020, 01",1594885,OH,Barberton City,2020,January,Not Adj,Ohio,"11,700","12,500",800,6.40%
"2020, 01",1594891,OH,Beavercreek City,2020,January,Not Adj,Ohio,"23,000","23,900",900,3.90%
"2020, 01",1594897,OH,Bowling Green City,2020,January,Not Adj,Ohio,"16,000","16,800",700,4.40%
"2020, 01",1594903,OH,Brunswick City,2020,January,Not Adj,Ohio,"19,200","20,000",800,3.90%
"2020, 01",1594909,OH,Canton City,2020,January,Not Adj,Ohio,"29,100","31,100","2,000",6.50%
"2020, 01",1594915,OH,Cincinnati City,2020,January,Not Adj,Ohio,"140,400","147,400","7,000",4.70%
"2020, 01",1594921,OH,Cleveland City,2020,January,Not Adj,Ohio,"148,000","157,300","9,300",5.90%
"2020, 01",1594927,OH,Cleveland Heights City,2020,January,Not Adj,Ohio,"21,700","22,600",900,4.00%
"2020, 01",1594933,OH,Columbus City,2020,January,Not Adj,Ohio,"458,700","478,300","19,600",4.10%
"2020, 01",1594939,OH,Cuyahoga Falls City,2020,January,Not Adj,Ohio,"25,000","26,300","1,300",4.90%
"2020, 01",1594945,OH,Dayton City,2020,January,Not Adj,Ohio,"55,600","59,000","3,300",5.70%
"2020, 01",1594951,OH,Delaware City,2020,January,Not Adj,Ohio,"20,800","21,700",900,4.00%
"2020, 01",1594957,OH,Dublin City,2020,January,Not Adj,Ohio,"25,700","26,600",900,3.40%
"2020, 01",1594963,OH,Elyria City,2020,January,Not Adj,Ohio,"25,600","27,000","1,400",5.20%
"2020, 01",1594969,OH,Euclid City,2020,January,Not Adj,Ohio,"21,100","22,300","1,200",5.30%
"2020, 01",1594975,OH,Fairborn City,2020,January,Not Adj,Ohio,"16,400","17,100",800,4.40%
"2020, 01",1594981,OH,Fairfield City,2020,January,Not Adj,Ohio,"23,500","24,500","1,000",4.10%
"2020, 01",1594987,OH,Findlay City,2020,January,Not Adj,Ohio,"20,900","21,800",900,4.00%
"2020, 01",1594993,OH,Gahanna City,2020,January,Not Adj,Ohio,"19,800","20,600",700,3.60%
"2020, 01",1594999,OH,Garfield Heights City,2020,January,Not Adj,Ohio,"12,800","13,500",700,5.50%
"2020, 01",1595005,OH,Green,2020,January,Not Adj,Ohio,"13,100","13,700",600,4.70%
"2020, 01",1595011,OH,Grove City,2020,January,Not Adj,Ohio,"21,800","22,700",900,3.80%
"2020, 01",1595017,OH,Hamilton City,2020,January,Not Adj,Ohio,"26,900","28,400","1,500",5.20%
"2020, 01",1595023,OH,Hilliard City,2020,January,Not Adj,Ohio,"19,300","20,000",700,3.50%
"2020, 01",1595029,OH,Huber Heights City,2020,January,Not Adj,Ohio,"17,500","18,400",900,4.80%
"2020, 01",1595035,OH,Kent City,2020,January,Not Adj,Ohio,"15,600","16,400",800,4.70%
"2020, 01",1595041,OH,Kettering City,2020,January,Not Adj,Ohio,"28,000","29,200","1,300",4.30%
"2020, 01",1595047,OH,Lakewood City,2020,January,Not Adj,Ohio,"28,600","29,600","1,100",3.60%
"2020, 01",1595053,OH,Lancaster City,2020,January,Not Adj,Ohio,"17,500","18,500","1,000",5.40%
"2020, 01",1595059,OH,Lima City,2020,January,Not Adj,Ohio,"13,600","14,400",900,6.10%
"2020, 01",1595065,OH,Lorain City,2020,January,Not Adj,Ohio,"25,600","27,400","1,800",6.60%
"2020, 01",1595071,OH,Mansfield City,2020,January,Not Adj,Ohio,"16,100","17,200","1,100",6.50%
"2020, 01",1595077,OH,Maple Heights City,2020,January,Not Adj,Ohio,"9,500","10,100",600,6.10%
"2020, 01",1595083,OH,Marion City,2020,January,Not Adj,Ohio,"13,000","13,700",700,5.40%
"2020, 01",1595089,OH,Mason City,2020,January,Not Adj,Ohio,"16,700","17,400",700,3.90%
"2020, 01",1595095,OH,Massillon City,2020,January,Not Adj,Ohio,"14,400","15,400","1,000",6.50%
"2020, 01",1595101,OH,Medina City,2020,January,Not Adj,Ohio,"12,600","13,100",500,4.10%
"2020, 01",1595107,OH,Mentor City,2020,January,Not Adj,Ohio,"25,500","26,600","1,100",4.00%
"2020, 01",1595113,OH,Middletown City,2020,January,Not Adj,Ohio,"20,000","21,300","1,300",6.00%
"2020, 01",1595119,OH,Newark City,2020,January,Not Adj,Ohio,"23,300","24,500","1,200",4.90%
"2020, 01",1595125,OH,North Olmsted City,2020,January,Not Adj,Ohio,"16,600","17,200",700,3.90%
"2020, 01",1595131,OH,North Ridgeville,2020,January,Not Adj,Ohio,"17,300","18,100",700,4.10%
"2020, 01",1595137,OH,North Royalton,2020,January,Not Adj,Ohio,"16,700","17,400",700,4.20%
"2020, 01",1595143,OH,Parma City,2020,January,Not Adj,Ohio,"39,800","41,800","2,000",4.70%
"2020, 01",1595149,OH,Reynoldsburg City,2020,January,Not Adj,Ohio,"20,500","21,300",900,4.10%
"2020, 01",1595155,OH,Riverside City,2020,January,Not Adj,Ohio,"10,400","10,900",600,5.40%
"2020, 01",1595161,OH,Sandusky City,2020,January,Not Adj,Ohio,"10,200","11,100",800,7.40%
"2020, 01",1595167,OH,Shaker Heights City,2020,January,Not Adj,Ohio,"13,500","14,000",500,3.50%
"2020, 01",1595173,OH,South Euclid City,2020,January,Not Adj,Ohio,"11,600","12,100",500,4.10%
"2020, 01",1595179,OH,Springfield City,2020,January,Not Adj,Ohio,"23,900","25,500","1,600",6.40%
"2020, 01",1595185,OH,Stow City,2020,January,Not Adj,Ohio,"17,700","18,500",900,4.60%
"2020, 01",1595191,OH,Strongsville City,2020,January,Not Adj,Ohio,"23,500","24,400",900,3.60%
"2020, 01",1595197,OH,Toledo City,2020,January,Not Adj,Ohio,"119,400","127,200","7,800",6.20%
"2020, 01",1595203,OH,Trotwood City,2020,January,Not Adj,Ohio,"10,200","10,800",600,5.60%
"2020, 01",1595209,OH,Troy,2020,January,Not Adj,Ohio,"13,400","14,000",600,4.30%
"2020, 01",1595215,OH,Upper Arlington City,2020,January,Not Adj,Ohio,"18,100","18,700",600,3.50%
"2020, 01",1595221,OH,Warren City,2020,January,Not Adj,Ohio,"12,200","13,300","1,100",8.20%
"2020, 01",1595227,OH,Westerville City,2020,January,Not Adj,Ohio,"22,000","22,800",900,3.80%
"2020, 01",1595233,OH,Westlake City,2020,January,Not Adj,Ohio,"16,300","17,000",600,3.70%
"2020, 01",1595239,OH,Wooster City,2020,January,Not Adj,Ohio,"13,600","14,100",500,3.90%
"2020, 01",1595245,OH,Xenia City,2020,January,Not Adj,Ohio,"11,000","11,700",700,5.60%
"2020, 01",1595251,OH,Youngstown City,2020,January,Not Adj,Ohio,"20,400","22,100","1,700",7.60%
"2020, 01",1595257,OH,Zanesville City,2020,January,Not Adj,Ohio,"9,100","9,800",700,7.40%
"2019, 12",814320,OH,Ohio,2019,December,Not Adj,Ohio,"5,558,000","5,777,000","219,000",3.80%
"2019, 12",814334,OH,ADAMS COUNTY,2019,December,Not Adj,Ohio,"9,900","10,600",700,6.60%
"2019, 12",814355,OH,ALLEN COUNTY,2019,December,Not Adj,Ohio,"45,600","47,400","1,800",3.80%
"2019, 12",814368,OH,ASHLAND COUNTY,2019,December,Not Adj,Ohio,"25,400","26,500","1,100",4.00%
"2019, 12",814389,OH,ASHTABULA COUNTY,2019,December,Not Adj,Ohio,"41,800","43,900","2,100",4.90%
"2019, 12",814402,OH,ATHENS COUNTY,2019,December,Not Adj,Ohio,"26,800","28,100","1,300",4.70%
"2019, 12",814423,OH,AUGLAIZE COUNTY,2019,December,Not Adj,Ohio,"24,100","24,800",700,2.80%
"2019, 12",814436,OH,BELMONT COUNTY,2019,December,Not Adj,Ohio,"28,500","30,300","1,800",6.10%
"2019, 12",814457,OH,BROWN COUNTY,2019,December,Not Adj,Ohio,"18,700","19,600",900,4.70%
"2019, 12",814470,OH,BUTLER COUNTY,2019,December,Not Adj,Ohio,"189,000","195,600","6,600",3.40%
"2019, 12",814491,OH,CARROLL COUNTY,2019,December,Not Adj,Ohio,"12,200","12,900",700,5.10%
"2019, 12",814504,OH,CHAMPAIGN COUNTY,2019,December,Not Adj,Ohio,"19,300","19,900",700,3.40%
"2019, 12",814525,OH,CLARK COUNTY,2019,December,Not Adj,Ohio,"60,500","63,000","2,600",4.10%
"2019, 12",814538,OH,CLERMONT COUNTY,2019,December,Not Adj,Ohio,"103,500","107,000","3,600",3.30%
"2019, 12",814559,OH,CLINTON COUNTY,2019,December,Not Adj,Ohio,"17,000","17,800",800,4.20%
"2019, 12",814572,OH,COLUMBIANA COUNTY,2019,December,Not Adj,Ohio,"45,000","47,000","2,100",4.40%
"2019, 12",814593,OH,COSHOCTON COUNTY,2019,December,Not Adj,Ohio,"13,100","14,000",900,6.60%
"2019, 12",814606,OH,CRAWFORD COUNTY,2019,December,Not Adj,Ohio,"17,300","18,100",800,4.40%
"2019, 12",814627,OH,CUYAHOGA COUNTY,2019,December,Not Adj,Ohio,"583,000","604,700","21,700",3.60%
"2019, 12",814640,OH,DARKE COUNTY,2019,December,Not Adj,Ohio,"24,600","25,500",900,3.50%
"2019, 12",814661,OH,DEFIANCE COUNTY,2019,December,Not Adj,Ohio,"17,300","18,000",700,4.10%
"2019, 12",814674,OH,DELAWARE COUNTY,2019,December,Not Adj,Ohio,"107,900","111,100","3,200",2.80%
"2019, 12",814695,OH,ERIE COUNTY,2019,December,Not Adj,Ohio,"33,600","35,300","1,800",5.00%
