Date,Geo Name,Geo Name County,Type,E,E-OTY#,E-OTY%,LF,LF-OTY#,LF-OTY%,Number of Records,Pmur,Pyur,U,U-Oty#,U-OTY%,UR,Ur-Oty#,UR-OTY%
16-Jun,Iowa,Iowa,State,1646053,-3572,-0.216534061,1710077,-5094,-0.296996626,1,3.3,3.8,64024,-1522,-2.322033381,3.7,-0.1,-2.631578947
16-Jul,Iowa,Iowa,State,1654539,-1359,-0.082070272,1716454,-2093,-0.12178893,1,3.7,3.6,61915,-734,-1.171606889,3.6,0,0
16-Aug,Iowa,Iowa,State,1636386,-2083,-0.127130876,1698138,-2181,-0.128270048,1,3.6,3.6,61752,-98,-0.158447858,3.6,0,0
16-Sep,Iowa,Iowa,State,1636303,-11,-0.000672243,1692810,-563,-0.033247253,1,3.6,3.4,56507,-552,-0.967419688,3.3,-0.1,-2.941176471
16-Oct,Iowa,Iowa,State,1643745,-6060,-0.367316137,1695814,-8937,-0.524240784,1,3.3,3.2,52069,-2877,-5.23604994,3.1,-0.1,-3.125
16-Nov,Iowa,Iowa,State,1634578,-10708,-0.650829096,1685277,-15412,-0.906220949,1,3.1,3.3,50699,-4704,-8.490514954,3,-0.3,-9.090909091
16-Dec,Iowa,Iowa,State,1618297,-14965,-0.916264506,1676850,-19757,-1.164500677,1,3,3.7,58553,-4792,-7.564922251,3.5,-0.2,-5.405405405
17-Jan,Iowa,Iowa,State,1600350,-16418,-1.015482741,1672857,-18965,-1.120980812,1,3.5,4.4,72507,-2547,-3.393556639,4.3,-0.1,-2.272727273
17-Feb,Iowa,Iowa,State,1610716,-15148,-0.931689243,1677129,-21240,-1.250611616,1,4.3,4.3,66413,-6092,-8.40217916,4,-0.3,-6.976744186
17-Mar,Iowa,Iowa,State,1616096,-13863,-0.850512191,1675932,-20879,-1.230484715,1,4,3.9,59836,-7016,-10.49482439,3.6,-0.3,-7.692307692
17-Apr,Iowa,Iowa,State,1628153,-10723,-0.654289891,1679203,-17957,-1.058061703,1,3.6,3.4,51050,-7234,-12.41163956,3,-0.4,-11.76470588
17-May,Iowa,Iowa,State,1626998,-11206,-0.684041792,1675398,-18374,-1.084797718,1,3,3.3,48400,-7168,-12.89951051,2.9,-0.4,-12.12121212
17-Jun,Iowa,Iowa,State,1640149,-5904,-0.358676179,1694169,-15908,-0.930250509,1,2.9,3.7,54020,-10004,-15.62539048,3.2,-0.5,-13.51351351
17-Jul,Iowa,Iowa,State,1647330,-7209,-0.435710491,1698474,-17980,-1.04750841,1,3.2,3.6,51144,-10771,-17.39643059,3,-0.6,-16.66666667
17-Aug,Iowa,Iowa,State,1627175,-9211,-0.562886752,1679665,-18473,-1.087838562,1,3,3.6,52490,-9262,-14.9987045,3.1,-0.5,-13.88888889
17-Sep,Iowa,Iowa,State,1631559,-4744,-0.289921854,1677793,-15017,-0.887104873,1,3.1,3.3,46234,-10273,-18.18004849,2.8,-0.5,-15.15151515
17-Oct,Iowa,Iowa,State,1636626,-7119,-0.433096374,1675691,-20123,-1.186627779,1,2.8,3.1,39065,-13004,-24.974553,2.3,-0.8,-25.80645161
17-Nov,Iowa,Iowa,State,1630830,-3748,-0.229294656,1671857,-13420,-0.796308263,1,2.3,3,41027,-9672,-19.07729936,2.5,-0.5,-16.66666667
17-Dec,Iowa,Iowa,State,1616449,-1848,-0.114194119,1664423,-12427,-0.741091928,1,2.5,3.5,47974,-10579,-18.06739194,2.9,-0.6,-17.14285714
18-Jan,Iowa,Iowa,State,1605876,5526,0.345299466,1665701,-7156,-0.427771172,1,2.9,4.3,59825,-12682,-17.49072503,3.6,-0.7,-16.27906977
18-Feb,Iowa,Iowa,State,1621427,10711,0.664983771,1677441,312,0.01860322,1,3.6,4,56014,-10399,-15.65807899,3.3,-0.7,-17.5
18-Mar,Iowa,Iowa,State,1626810,10714,0.662955666,1677530,1598,0.095349931,1,3.3,3.6,50720,-9116,-15.2349756,3,-0.6,-16.66666667
18-Apr,Iowa,Iowa,State,1640006,11853,0.728002835,1682952,3749,0.223260678,1,3,3,42946,-8104,-15.87463271,2.6,-0.4,-13.33333333
18-May,Iowa,Iowa,State,1646181,19183,1.179042629,1682376,6978,0.41649805,1,2.6,2.9,36195,-12205,-25.21694215,2.2,-0.7,-24.13793103
18-Jun,Iowa,Iowa,State,1660030,19881,1.21214597,1703561,9392,0.554372084,1,2.2,3.2,43531,-10489,-19.41688264,2.6,-0.6,-18.75
18-Jul,Iowa,Iowa,State,1667412,20082,1.219063576,1708108,9634,0.567215041,1,2.6,3,40696,-10448,-20.42859377,2.4,-0.6,-20
18-Aug,Iowa,Iowa,State,1644050,16875,1.037073456,1684312,4647,0.276662311,1,2.4,3.1,40262,-12228,-23.29586588,2.4,-0.7,-22.58064516
18-Sep,Iowa,Iowa,State,1649738,18179,1.114210396,1684670,6877,0.409883698,1,2.4,2.8,34932,-11302,-24.44521348,2.1,-0.7,-25
18-Oct,Iowa,Iowa,State,1663922,27296,1.667821482,1695446,19755,1.178916638,1,2.1,2.3,31524,-7541,-19.30372456,1.9,-0.4,-17.39130435
18-Nov,Iowa,Iowa,State,1659462,28632,1.755670425,1691018,19161,1.146090844,1,1.9,2.5,31556,-9471,-23.08479782,1.9,-0.6,-24
18-Dec,Iowa,Iowa,State,1646440,29991,1.855363207,1688961,24538,1.474264655,1,1.9,2.9,42521,-5453,-11.36657356,2.5,-0.4,-13.79310345
19-Jan,Iowa,Iowa,State,1647675,41799,2.602878429,1706902,41201,2.473493142,1,2.5,3.6,59227,-598,-0.999582115,3.5,-0.1,-2.777777778
19-Feb,Iowa,Iowa,State,1663262,41835,2.580134659,1717025,39584,2.359784934,1,3.5,3.3,53763,-2251,-4.018638198,3.1,-0.2,-6.060606061
19-Mar,Iowa,Iowa,State,1668196,41386,2.543997148,1723627,46097,2.747909128,1,3.1,3,55431,4711,9.288249211,3.2,0.2,6.666666667
19-Apr,Iowa,Iowa,State,1681317,41311,2.518954199,1724077,41125,2.443622872,1,3.2,2.6,42760,-186,-0.433102035,2.5,-0.1,-3.846153846
19-May,Iowa,Iowa,State,1685162,38981,2.367965613,1726212,43836,2.605600651,1,2.5,2.2,41050,4855,13.4134549,2.4,0.2,9.090909091
19-Jun,Iowa,Iowa,State,1702079,42049,2.533026512,1750382,46821,2.74841934,1,2.4,2.6,48303,4772,10.96230273,2.8,0.2,7.692307692
19-Jul,Iowa,Iowa,State,1714644,47232,2.832653237,1763368,55260,3.235158433,1,2.8,2.4,48724,8028,19.72675447,2.8,0.4,16.66666667
19-Aug,Iowa,Iowa,State,1699722,55672,3.386271707,1748009,63697,3.781781523,1,2.8,2.4,48287,8025,19.93194576,2.8,0.4,16.66666667
19-Sep,Iowa,Iowa,State,1706813,57075,3.459640258,1748279,63609,3.775754302,1,2.8,2.1,41466,6534,18.7049124,2.4,0.3,14.28571429
19-Oct,Iowa,Iowa,State,1718544,54622,3.282725993,1759289,63843,3.765557853,1,2.4,1.9,40745,9221,29.2507296,2.3,0.4,21.05263158
19-Nov,Iowa,Iowa,State,1710339,50877,3.065873156,1752989,61971,3.664715574,1,2.3,1.9,42650,11094,35.15654709,2.4,0.5,26.31578947
19-Dec,Iowa,Iowa,State,1694438,47998,2.91525959,1745731,56770,3.361238063,1,2.4,2.5,51293,8772,20.62980645,2.9,0.4,16
20-Jan,Iowa,Iowa,State,1673914,26239,1.592486382,1738135,31233,1.829806281,1,2.9,3.5,64221,4994,8.431965151,3.7,0.2,5.714285714
20-Feb,Iowa,Iowa,State,1679756,16494,0.991665775,1734341,17316,1.008488519,1,3.7,3.1,54585,822,1.528932537,3.1,0,0
20-Mar,Iowa,Iowa,State,1654608,-13588,-0.814532585,1716518,-7109,-0.412444224,1,3.1,3.2,61910,6479,11.68840541,3.6,0.4,12.5
20-Apr,Iowa,Iowa,State,1525331,-155986,-9.27760797,1709966,-14111,-0.818466925,1,3.6,2.5,184635,141875,331.7937325,10.8,8.3,332
20-May,Iowa,Iowa,State,1519118,-166044,-9.853296004,1681811,-44401,-2.57216379,1,10.8,2.4,162693,121643,296.3288672,9.7,7.3,304.1666667
10-Dec,Kansas,Kansas,State,1395361,,,1491469,,,1,6.7,,96108,,,6.4,,
11-Jan,Kansas,Kansas,State,1381130,-4072,-0.293964346,1491402,-9267,-0.617524584,1,6.4,7.7,110272,-5195,-4.499120961,7.4,-0.3,-3.896103896
11-Feb,Kansas,Kansas,State,1383766,-947,-0.068389623,1491190,-5287,-0.353296442,1,7.4,7.5,107424,-4340,-3.88318242,7.2,-0.3,-4
11-Mar,Kansas,Kansas,State,1385322,1630,0.117800782,1488676,-6697,-0.447848129,1,7.2,7.5,103354,-8327,-7.456057879,6.9,-0.6,-8
11-Apr,Kansas,Kansas,State,1390804,-4584,-0.32851078,1484472,-13698,-0.914315465,1,6.9,6.9,93668,-9114,-8.867311397,6.3,-0.6,-8.695652174
11-May,Kansas,Kansas,State,1389403,-4284,-0.307386092,1483821,-11624,-0.777293715,1,6.3,6.8,94418,-7340,-7.213192083,6.4,-0.4,-5.882352941
11-Jun,Kansas,Kansas,State,1403369,-6636,-0.470636629,1503900,-13745,-0.905679523,1,6.4,7.1,100531,-7109,-6.604422148,6.7,-0.4,-5.633802817
11-Jul,Kansas,Kansas,State,1406491,-3295,-0.233723416,1509256,-12845,-0.843899321,1,6.7,7.4,102765,-9550,-8.502871389,6.8,-0.6,-8.108108108
11-Aug,Kansas,Kansas,State,1389439,-601,-0.043236166,1488351,-9850,-0.657455175,1,6.8,7.2,98912,-9249,-8.551141354,6.6,-0.6,-8.333333333
11-Sep,Kansas,Kansas,State,1394858,1738,0.124755943,1487732,-7580,-0.50691762,1,6.6,6.8,92874,-9318,-9.118130578,6.2,-0.6,-8.823529412
11-Oct,Kansas,Kansas,State,1402050,3540,0.253126542,1491827,-6721,-0.448500815,1,6.2,6.7,89777,-10261,-10.2571023,6,-0.7,-10.44776119
11-Nov,Kansas,Kansas,State,1405083,5086,0.363286493,1490657,-9108,-0.607295143,1,6,6.7,85574,-14194,-14.22700666,5.7,-1,-14.92537313
11-Dec,Kansas,Kansas,State,1397271,1910,0.13688214,1481762,-9707,-0.650834848,1,5.7,6.4,84491,-11617,-12.08744329,5.7,-0.7,-10.9375
12-Jan,Kansas,Kansas,State,1384236,3106,0.224888316,1478108,-13294,-0.891376034,1,5.7,7.4,93872,-16400,-14.87231573,6.4,-1,-13.51351351
12-Feb,Kansas,Kansas,State,1389048,5282,0.381711937,1481841,-9349,-0.626948947,1,6.4,7.2,92793,-14631,-13.61986148,6.3,-0.9,-12.5
12-Mar,Kansas,Kansas,State,1389734,4412,0.318481913,1479510,-9166,-0.615714904,1,6.3,6.9,89776,-13578,-13.13737253,6.1,-0.8,-11.5942029
12-Apr,Kansas,Kansas,State,1393995,3191,0.229435636,1475416,-9056,-0.610048556,1,6.1,6.3,81421,-12247,-13.07490285,5.5,-0.8,-12.6984127
12-May,Kansas,Kansas,State,1394669,5266,0.379011705,1477148,-6673,-0.449717318,1,5.5,6.4,82479,-11939,-12.64483467,5.6,-0.8,-12.5
12-Jun,Kansas,Kansas,State,1411312,7943,0.565995116,1501491,-2409,-0.160183523,1,5.6,6.7,90179,-10352,-10.29732122,6,-0.7,-10.44776119
12-Jul,Kansas,Kansas,State,1409591,3100,0.220406672,1503383,-5873,-0.389132129,1,6,6.8,93792,-8973,-8.731572033,6.2,-0.6,-8.823529412
12-Aug,Kansas,Kansas,State,1392385,2946,0.21202802,1478953,-9398,-0.631437074,1,6.2,6.6,86568,-12344,-12.47978001,5.9,-0.7,-10.60606061
12-Sep,Kansas,Kansas,State,1402490,7632,0.54715247,1480154,-7578,-0.509365934,1,5.9,6.2,77664,-15210,-16.37702694,5.2,-1,-16.12903226
12-Oct,Kansas,Kansas,State,1412005,9955,0.710031739,1490982,-845,-0.056641956,1,5.2,6,78977,-10800,-12.02980719,5.3,-0.7,-11.66666667
12-Nov,Kansas,Kansas,State,1413931,8848,0.62971369,1489686,-971,-0.065139063,1,5.3,5.7,75755,-9819,-11.47427957,5.1,-0.6,-10.52631579
12-Dec,Kansas,Kansas,State,1408063,10792,0.772362698,1485957,4195,0.283108893,1,5.1,5.7,77894,-6597,-7.807932206,5.2,-0.5,-8.771929825
13-Jan,Kansas,Kansas,State,1390456,6220,0.449345343,1480676,2568,0.173735613,1,5.2,6.4,90220,-3652,-3.890403954,6.1,-0.3,-4.6875
13-Feb,Kansas,Kansas,State,1394843,5795,0.417192206,1480654,-1187,-0.080103061,1,6.1,6.3,85811,-6982,-7.52427446,5.8,-0.5,-7.936507937
13-Mar,Kansas,Kansas,State,1395550,5816,0.418497353,1477821,-1689,-0.114159418,1,5.8,6.1,82271,-7505,-8.359695241,5.6,-0.5,-8.196721311
13-Apr,Kansas,Kansas,State,1404634,10639,0.763202164,1479694,4278,0.289952122,1,5.6,5.5,75060,-6361,-7.81248081,5.1,-0.4,-7.272727273
13-May,Kansas,Kansas,State,1401201,6532,0.468354857,1480292,3144,0.212842586,1,5.1,5.6,79091,-3388,-4.107712266,5.3,-0.3,-5.357142857
13-Jun,Kansas,Kansas,State,1418630,7318,0.518524607,1504754,3263,0.21731732,1,5.3,6,86124,-4055,-4.496612293,5.7,-0.3,-5
13-Jul,Kansas,Kansas,State,1420527,10936,0.775827882,1509400,6017,0.40023068,1,5.7,6.2,88873,-4919,-5.24458376,5.9,-0.3,-4.838709677
13-Aug,Kansas,Kansas,State,1401418,9033,0.648742984,1483646,4693,0.317319076,1,5.9,5.9,82228,-4340,-5.013399871,5.5,-0.4,-6.779661017
13-Sep,Kansas,Kansas,State,1409118,6628,0.47258804,1481607,1453,0.098165461,1,5.5,5.2,72489,-5175,-6.663318912,4.9,-0.3,-5.769230769
13-Oct,Kansas,Kansas,State,1413776,1771,0.125424485,1483940,-7042,-0.472306171,1,4.9,5.3,70164,-8813,-11.15894501,4.7,-0.6,-11.32075472
13-Nov,Kansas,Kansas,State,1420455,6524,0.461408654,1488265,-1421,-0.09538923,1,4.7,5.1,67810,-7945,-10.48775658,4.6,-0.5,-9.803921569
13-Dec,Kansas,Kansas,State,1415998,7935,0.563540126,1480259,-5698,-0.383456587,1,4.6,5.2,64261,-13633,-17.50198988,4.3,-0.9,-17.30769231
14-Jan,Kansas,Kansas,State,1404534,14078,1.012473606,1480435,-241,-0.016276349,1,4.3,6.1,75901,-14319,-15.87120372,5.1,-1,-16.39344262
14-Feb,Kansas,Kansas,State,1409792,14949,1.071733521,1486750,6096,0.411709961,1,5.1,5.8,76958,-8853,-10.31685914,5.2,-0.6,-10.34482759
14-Mar,Kansas,Kansas,State,1414640,19090,1.367919458,1487548,9727,0.658198794,1,5.2,5.6,72908,-9363,-11.38068092,4.9,-0.7,-12.5
14-Apr,Kansas,Kansas,State,1421190,16556,1.178670031,1484481,4787,0.323512834,1,4.9,5.1,63291,-11769,-15.67945644,4.3,-0.8,-15.68627451
14-May,Kansas,Kansas,State,1419661,18460,1.317441252,1487526,7234,0.488687367,1,4.3,5.3,67865,-11226,-14.19377679,4.6,-0.7,-13.20754717
14-Jun,Kansas,Kansas,State,1438106,19476,1.372873829,1511207,6453,0.42884086,1,4.6,5.7,73101,-13023,-15.12122057,4.8,-0.9,-15.78947368
14-Jul,Kansas,Kansas,State,1438238,17711,1.246790804,1515928,6528,0.432489731,1,4.8,5.9,77690,-11183,-12.58312423,5.1,-0.8,-13.55932203
14-Aug,Kansas,Kansas,State,1418366,16948,1.209346533,1488079,4433,0.298790951,1,5.1,5.5,69713,-12515,-15.21987644,4.7,-0.8,-14.54545455
14-Sep,Kansas,Kansas,State,1424495,15377,1.091249988,1486289,4682,0.316008226,1,4.7,4.9,61794,-10695,-14.75396267,4.2,-0.7,-14.28571429
14-Oct,Kansas,Kansas,State,1434549,20773,1.469327531,1492796,8856,0.596789628,1,4.2,4.7,58247,-11917,-16.98449347,3.9,-0.8,-17.0212766
14-Nov,Kansas,Kansas,State,1435679,15224,1.071769257,1494378,6113,0.410746742,1,3.9,4.6,58699,-9111,-13.43607138,3.9,-0.7,-15.2173913
14-Dec,Kansas,Kansas,State,1428937,12939,0.913772477,1485094,4835,0.326632029,1,3.9,4.3,56157,-8104,-12.61107048,3.8,-0.5,-11.62790698
15-Jan,Kansas,Kansas,State,1414712,10178,0.724653159,1484677,4242,0.286537403,1,3.8,5.1,69965,-5936,-7.820713825,4.7,-0.4,-7.843137255
15-Feb,Kansas,Kansas,State,1418880,9088,0.644634102,1486504,-246,-0.016546158,1,4.7,5.2,67624,-9334,-12.12869357,4.5,-0.7,-13.46153846
15-Mar,Kansas,Kansas,State,1418607,3967,0.280424702,1484037,-3511,-0.236025997,1,4.5,4.9,65430,-7478,-10.25676195,4.4,-0.5,-10.20408163
15-Apr,Kansas,Kansas,State,1423309,2119,0.149100402,1485707,1226,0.082587787,1,4.4,4.3,62398,-893,-1.410943104,4.2,-0.1,-2.325581395
15-May,Kansas,Kansas,State,1421415,1754,0.123550622,1485232,-2294,-0.154215792,1,4.2,4.6,63817,-4048,-5.964783025,4.3,-0.3,-6.52173913
15-Jun,Kansas,Kansas,State,1438702,596,0.041443398,1506803,-4404,-0.291422684,1,4.3,4.8,68101,-5000,-6.839851712,4.5,-0.3,-6.25
15-Jul,Kansas,Kansas,State,1439253,1015,0.070572464,1509718,-6210,-0.409650063,1,4.5,5.1,70465,-7225,-9.299781182,4.7,-0.4,-7.843137255
15-Aug,Kansas,Kansas,State,1422022,3656,0.257761396,1485023,-3056,-0.205365441,1,4.7,4.7,63001,-6712,-9.628046419,4.2,-0.5,-10.63829787
15-Sep,Kansas,Kansas,State,1426947,2452,0.172131176,1481333,-4956,-0.333447936,1,4.2,4.2,54386,-7408,-11.98821892,3.7,-0.5,-11.90476191
15-Oct,Kansas,Kansas,State,1436486,1937,0.135025015,1490336,-2460,-0.164791438,1,3.7,3.9,53850,-4397,-7.548886638,3.6,-0.3,-7.692307692
15-Nov,Kansas,Kansas,State,1438962,3283,0.228672287,1492691,-1687,-0.112889778,1,3.6,3.9,53729,-4970,-8.466924479,3.6,-0.3,-7.692307692
15-Dec,Kansas,Kansas,State,1433480,4543,0.317928642,1485887,793,0.053397293,1,3.6,3.8,52407,-3750,-6.677707142,3.5,-0.3,-7.894736842
16-Jan,Kansas,Kansas,State,1420322,5610,0.396547142,1482723,-1954,-0.131611118,1,3.5,4.7,62401,-7564,-10.81111985,4.2,-0.5,-10.63829787
16-Feb,Kansas,Kansas,State,1424338,5458,0.384669599,1485938,-566,-0.038075915,1,4.2,4.5,61600,-6024,-8.908079972,4.1,-0.4,-8.888888889
16-Mar,Kansas,Kansas,State,1423248,4641,0.327151917,1483940,-97,-0.006536225,1,4.1,4.4,60692,-4738,-7.241326609,4.1,-0.3,-6.818181818
16-Apr,Kansas,Kansas,State,1426030,2721,0.191174229,1481472,-4235,-0.285049475,1,4.1,4.2,55442,-6956,-11.1477932,3.7,-0.5,-11.90476191
16-May,Kansas,Kansas,State,1421013,-402,-0.028281677,1476735,-8497,-0.572099174,1,3.7,4.3,55722,-8095,-12.68470784,3.8,-0.5,-11.62790698
16-Jun,Kansas,Kansas,State,1435268,-3434,-0.238687372,1500916,-5887,-0.390694736,1,3.8,4.5,65648,-2453,-3.602002907,4.4,-0.1,-2.222222222
16-Jul,Kansas,Kansas,State,1434944,-4309,-0.29939142,1505658,-4060,-0.268924395,1,4.4,4.7,70714,249,0.35336692,4.7,0,0
16-Aug,Kansas,Kansas,State,1414326,-7696,-0.541201191,1480158,-4865,-0.327604354,1,4.7,4.2,65832,2831,4.493579467,4.4,0.2,4.761904762
16-Sep,Kansas,Kansas,State,1420855,-6092,-0.426925457,1479274,-2059,-0.138996431,1,4.4,3.7,58419,4033,7.415511345,3.9,0.2,5.405405405
16-Oct,Kansas,Kansas,State,1428734,-7752,-0.53965023,1484830,-5506,-0.36944689,1,3.9,3.6,56096,2246,4.17084494,3.8,0.2,5.555555556
16-Nov,Kansas,Kansas,State,1431329,-7633,-0.530451812,1486026,-6665,-0.446509023,1,3.8,3.6,54697,968,1.801634127,3.7,0.1,2.777777778
16-Dec,Kansas,Kansas,State,1424551,-8929,-0.622889751,1476368,-9519,-0.64062745,1,3.7,3.5,51817,-590,-1.125803805,3.5,0,0
17-Jan,Kansas,Kansas,State,1411163,-9159,-0.644853773,1473335,-9388,-0.633159397,1,3.5,4.2,62172,-229,-0.366981298,4.2,0,0
17-Feb,Kansas,Kansas,State,1417462,-6876,-0.482750583,1476106,-9832,-0.661669599,1,4.2,4.1,58644,-2956,-4.798701299,4,-0.1,-2.43902439
17-Mar,Kansas,Kansas,State,1419457,-3791,-0.266362573,1474306,-9634,-0.649217623,1,4,4.1,54849,-5843,-9.627298491,3.7,-0.4,-9.756097561
17-Apr,Kansas,Kansas,State,1422516,-3514,-0.246418378,1472812,-8660,-0.584553741,1,3.7,3.7,50296,-5146,-9.281771942,3.4,-0.3,-8.108108108
17-May,Kansas,Kansas,State,1417622,-3391,-0.238632581,1469649,-7086,-0.479842355,1,3.4,3.8,52027,-3695,-6.631133125,3.5,-0.3,-7.894736842
17-Jun,Kansas,Kansas,State,1435834,566,0.039435144,1493738,-7178,-0.478241287,1,3.5,4.4,57904,-7744,-11.79624665,3.9,-0.5,-11.36363636
17-Jul,Kansas,Kansas,State,1438957,4013,0.279662482,1501319,-4339,-0.288179653,1,3.9,4.7,62362,-8352,-11.81095681,4.2,-0.5,-10.63829787
17-Aug,Kansas,Kansas,State,1417871,3545,0.250649426,1477378,-2780,-0.187817787,1,4.2,4.4,59507,-6325,-9.607789525,4,-0.4,-9.090909091
17-Sep,Kansas,Kansas,State,1428032,7177,0.505118397,1476680,-2594,-0.17535629,1,4,3.9,48648,-9771,-16.7257228,3.3,-0.6,-15.38461539
17-Oct,Kansas,Kansas,State,1432272,3538,0.247631819,1477351,-7479,-0.503694026,1,3.3,3.8,45079,-11017,-19.63954649,3.1,-0.7,-18.42105263
17-Nov,Kansas,Kansas,State,1434197,2868,0.20037322,1480776,-5250,-0.353291261,1,3.1,3.7,46579,-8118,-14.84176463,3.1,-0.6,-16.21621622
17-Dec,Kansas,Kansas,State,1427210,2659,0.186655304,1471948,-4420,-0.299383352,1,3.1,3.5,44738,-7079,-13.66153965,3,-0.5,-14.28571429
18-Jan,Kansas,Kansas,State,1412815,1652,0.117066561,1467662,-5673,-0.385044813,1,3,4.2,54847,-7325,-11.78183105,3.7,-0.5,-11.90476191
18-Feb,Kansas,Kansas,State,1421510,4048,0.285580848,1476578,472,0.031976023,1,3.7,4,55068,-3576,-6.097810518,3.7,-0.3,-7.5
18-Mar,Kansas,Kansas,State,1421460,2003,0.141110298,1473071,-1235,-0.083768227,1,3.7,3.7,51611,-3238,-5.903480465,3.5,-0.2,-5.405405405
18-Apr,Kansas,Kansas,State,1427006,4490,0.315637926,1473239,427,0.028992159,1,3.5,3.4,46233,-4063,-8.078177191,3.1,-0.3,-8.823529412
18-May,Kansas,Kansas,State,1425997,8375,0.590778078,1472156,2507,0.170584949,1,3.1,3.5,46159,-5868,-11.27875911,3.1,-0.4,-11.42857143
18-Jun,Kansas,Kansas,State,1443282,7448,0.518722916,1498096,4358,0.291751298,1,3.1,3.9,54814,-3090,-5.3364189,3.7,-0.2,-5.128205128
18-Jul,Kansas,Kansas,State,1446190,7233,0.502655743,1503990,2671,0.177910224,1,3.7,4.2,57800,-4562,-7.315352298,3.8,-0.4,-9.523809524
18-Aug,Kansas,Kansas,State,1425372,7501,0.529032613,1477155,-223,-0.015094309,1,3.8,4,51783,-7724,-12.97998555,3.5,-0.5,-12.5
18-Sep,Kansas,Kansas,State,1434837,6805,0.476529938,1478994,2314,0.156702874,1,3.5,3.3,44157,-4491,-9.231623088,3,-0.3,-9.090909091
18-Oct,Kansas,Kansas,State,1443218,10946,0.764240312,1488086,10735,0.726638422,1,3,3.1,44868,-211,-0.468067171,3,-0.1,-3.225806452
18-Nov,Kansas,Kansas,State,1446252,12055,0.840540037,1490418,9642,0.651145075,1,3,3.1,44166,-2413,-5.180446124,3,-0.1,-3.225806452
18-Dec,Kansas,Kansas,State,1440699,13489,0.94513071,1487183,15235,1.035022976,1,3,3,46484,1746,3.902722518,3.1,0.1,3.333333333
19-Jan,Kansas,Kansas,State,1420848,8033,0.568581166,1475063,7401,0.504271419,1,3.1,3.7,54215,-632,-1.152296388,3.7,0,0
19-Feb,Kansas,Kansas,State,1427580,6070,0.427010714,1478880,2302,0.155901009,1,3.7,3.7,51300,-3768,-6.842449335,3.5,-0.2,-5.405405405
19-Mar,Kansas,Kansas,State,1426236,4776,0.335992571,1476085,3014,0.204606567,1,3.5,3.5,49849,-1762,-3.414000891,3.4,-0.1,-2.857142857
19-Apr,Kansas,Kansas,State,1432013,5007,0.350874488,1473233,-6,-0.000407266,1,3.4,3.1,41220,-5013,-10.84290442,2.8,-0.3,-9.677419355
19-May,Kansas,Kansas,State,1431331,5334,0.374054083,1475384,3228,0.21927024,1,2.8,3.1,44053,-2106,-4.562490522,3,-0.1,-3.225806452
19-Jun,Kansas,Kansas,State,1449393,6111,0.423409978,1498185,89,0.005940874,1,3,3.7,48792,-6022,-10.98624439,3.3,-0.4,-10.81081081
19-Jul,Kansas,Kansas,State,1452082,5892,0.407415347,1508779,4789,0.31841967,1,3.3,3.8,56697,-1103,-1.908304498,3.8,0,0
19-Aug,Kansas,Kansas,State,1435073,9701,0.680594259,1485168,8013,0.542461692,1,3.8,3.5,50095,-1688,-3.259757063,3.4,-0.1,-2.857142857
19-Sep,Kansas,Kansas,State,1444655,9818,0.684258909,1484776,5782,0.39094141,1,3.4,3,40121,-4036,-9.140113685,2.7,-0.3,-10
19-Oct,Kansas,Kansas,State,1451528,8310,0.575796588,1493923,5837,0.392248835,1,2.7,3,42395,-2473,-5.511723277,2.8,-0.2,-6.666666667
19-Nov,Kansas,Kansas,State,1454163,7911,0.547000108,1497273,6855,0.459938084,1,2.8,3,43110,-1056,-2.390979486,2.9,-0.1,-3.333333333
19-Dec,Kansas,Kansas,State,1449859,9160,0.635802482,1492699,5516,0.370902572,1,2.9,3.1,42840,-3644,-7.839256518,2.9,-0.2,-6.451612903
20-Jan,Kansas,Kansas,State,1438709,17861,1.257066203,1489402,14339,0.972094073,1,2.9,3.7,50693,-3522,-6.496357097,3.4,-0.3,-8.108108108
20-Feb,Kansas,Kansas,State,1449696,22116,1.549195141,1499466,20586,1.391999351,1,3.4,3.5,49770,-1530,-2.98245614,3.3,-0.2,-5.714285714
20-Mar,Kansas,Kansas,State,1458466,32230,2.259794312,1501963,25878,1.753151072,1,3.3,3.4,43497,-6352,-12.7424823,2.9,-0.5,-14.70588235
20-Apr,Kansas,Kansas,State,1321993,-110020,-7.682891147,1496570,23337,1.58406715,1,2.9,2.8,174577,133357,323.5249879,11.7,8.9,317.8571429
20-May,Kansas,Kansas,State,1350797,-80534,-5.626511268,1498065,22681,1.537294698,1,11.7,3,147268,103215,234.2973237,9.8,6.8,226.6666667
10-Dec,Kentucky,Kentucky,State,1858013,,,2053627,,,1,9.7,,195614,,,9.5,,
11-Jan,Kentucky,Kentucky,State,1827381,24321,1.348873582,2046114,7725,0.37897575,1,9.5,11.5,218733,-16596,-7.052254503,10.7,-0.8,-6.956521739
11-Feb,Kentucky,Kentucky,State,1832735,28983,1.606817345,2049745,3010,0.147063494,1,10.7,11.9,217010,-25973,-10.68922517,10.6,-1.3,-10.92436975
11-Mar,Kentucky,Kentucky,State,1855806,29359,1.607437829,2061381,9428,0.459464715,1,10.6,11,205575,-19931,-8.838345765,10,-1,-9.090909091
11-Apr,Kentucky,Kentucky,State,1868358,14057,0.758075415,2056134,-3823,-0.185586398,1,10,10,187776,-17880,-8.694130004,9.1,-0.9,-9
