Date,Geo Name,Geo Name County,Type,E,E-OTY#,E-OTY%,LF,LF-OTY#,LF-OTY%,Number of Records,Pmur,Pyur,U,U-Oty#,U-OTY%,UR,Ur-Oty#,UR-OTY%
10-Jan,Bernalillo,Bernalillo,County,299362,,,323673,,,1,,,24311,,,7.5,,
10-Jan,Catron,Catron,County,1044,,,1213,,,1,,,169,,,13.9,,
10-Jan,Chaves,Chaves,County,26029,,,28118,,,1,,,2089,,,7.4,,
10-Jan,Cibola,Cibola,County,8338,,,9193,,,1,,,855,,,9.3,,
10-Jan,Colfax,Colfax,County,5745,,,6278,,,1,,,533,,,8.5,,
10-Jan,Curry,Curry,County,20333,,,21537,,,1,,,1204,,,5.6,,
10-Jan,De Baca,De Baca,County,811,,,867,,,1,,,56,,,6.5,,
10-Jan,Dona Ana,Dona Ana,County,84127,,,91329,,,1,,,7202,,,7.9,,
10-Jan,Eddy,Eddy,County,23751,,,25503,,,1,,,1752,,,6.9,,
10-Jan,Grant,Grant,County,10942,,,12289,,,1,,,1347,,,11,,
10-Jan,Guadalupe,Guadalupe,County,1461,,,1619,,,1,,,158,,,9.8,,
10-Jan,Harding,Harding,County,282,,,305,,,1,,,23,,,7.5,,
10-Jan,Hidalgo,Hidalgo,County,1953,,,2162,,,1,,,209,,,9.7,,
10-Jan,Lea,Lea,County,23459,,,25785,,,1,,,2326,,,9,,
10-Jan,Lincoln,Lincoln,County,8409,,,9165,,,1,,,756,,,8.2,,
10-Jan,Los Alamos,Los Alamos,County,9067,,,9455,,,1,,,388,,,4.1,,
10-Jan,Luna,Luna,County,8390,,,10698,,,1,,,2308,,,21.6,,
10-Jan,McKinley,McKinley,County,23132,,,25551,,,1,,,2419,,,9.5,,
10-Jan,Mora,Mora,County,2111,,,2392,,,1,,,281,,,11.7,,
10-Jan,Otero,Otero,County,23154,,,25005,,,1,,,1851,,,7.4,,
10-Jan,Quay,Quay,County,3162,,,3506,,,1,,,344,,,9.8,,
10-Jan,Rio Arriba,Rio Arriba,County,16157,,,17785,,,1,,,1628,,,9.2,,
10-Jan,Roosevelt,Roosevelt,County,7530,,,8097,,,1,,,567,,,7,,
10-Jan,San Juan,San Juan,County,48750,,,53946,,,1,,,5196,,,9.6,,
10-Jan,San Miguel,San Miguel,County,9928,,,11002,,,1,,,1074,,,9.8,,
10-Jan,Sandoval,Sandoval,County,55159,,,60040,,,1,,,4881,,,8.1,,
10-Jan,Santa Fe,Santa Fe,County,68537,,,73670,,,1,,,5133,,,7,,
10-Jan,Sierra,Sierra,County,3444,,,3834,,,1,,,390,,,10.2,,
10-Jan,Socorro,Socorro,County,6317,,,6848,,,1,,,531,,,7.8,,
10-Jan,Taos,Taos,County,14301,,,15825,,,1,,,1524,,,9.6,,
10-Jan,Torrance,Torrance,County,5195,,,5884,,,1,,,689,,,11.7,,
10-Jan,Union,Union,County,1764,,,1903,,,1,,,139,,,7.3,,
10-Jan,Valencia,Valencia,County,28091,,,30915,,,1,,,2824,,,9.1,,
10-Jan,Albuquerque,Albuquerque,MSA,387807,,,420512,,,1,,,32705,,,7.8,,
10-Jan,Farmington,Farmington,MSA,48750,,,53946,,,1,,,5196,,,9.6,,
10-Jan,Las Cruces,Las Cruces,MSA,84127,,,91329,,,1,,,7202,,,7.9,,
10-Jan,Santa Fe,Santa Fe,MSA,68537,,,73670,,,1,,,5133,,,7,,
10-Jan,United States,United States,Nation,136809000,,,152957000,,,1,,,16147000,,,10.6,,
10-Jan,Alabama,Alabama,State,1871780,,,2135155,,,1,,,263375,,,12.3,,
10-Jan,Alaska,Alaska,State,324513,,,356118,,,1,,,31605,,,8.9,,
10-Jan,Arizona,Arizona,State,2763335,,,3107217,,,1,,,343882,,,11.1,,
10-Jan,Arkansas,Arkansas,State,1203292,,,1322432,,,1,,,119140,,,9,,
10-Jan,California,California,State,15863115,,,18178352,,,1,,,2315237,,,12.7,,
10-Jan,Colorado,Colorado,State,2458883,,,2699042,,,1,,,240159,,,8.9,,
10-Jan,Connecticut,Connecticut,State,1701235,,,1880550,,,1,,,179315,,,9.5,,
10-Jan,Delaware,Delaware,State,388069,,,428070,,,1,,,40001,,,9.3,,
10-Jan,District of Columbia,District of Columbia,State,305965,,,340540,,,1,,,34575,,,10.2,,
10-Jan,Florida,Florida,State,7978905,,,9020311,,,1,,,1041406,,,11.5,,
10-Jan,Georgia,Georgia,State,4268234,,,4790880,,,1,,,522646,,,10.9,,
10-Jan,Hawaii,Hawaii,State,587486,,,633059,,,1,,,45573,,,7.2,,
10-Jan,Idaho,Idaho,State,674721,,,754144,,,1,,,79423,,,10.5,,
10-Jan,Illinois,Illinois,State,5784712,,,6586885,,,1,,,802173,,,12.2,,
10-Jan,Indiana,Indiana,State,2776388,,,3147520,,,1,,,371132,,,11.8,,
10-Jan,Iowa,Iowa,State,1546023,,,1666883,,,1,,,120860,,,7.3,,
10-Jan,Kansas,Kansas,State,1385202,,,1500669,,,1,,,115467,,,7.7,,
10-Jan,Kentucky,Kentucky,State,1803060,,,2038389,,,1,,,235329,,,11.5,,
10-Jan,Louisiana,Louisiana,State,1871324,,,2038340,,,1,,,167016,,,8.2,,
10-Jan,Maine,Maine,State,622508,,,685834,,,1,,,63326,,,9.2,,
10-Jan,Maryland,Maryland,State,2778615,,,3024802,,,1,,,246187,,,8.1,,
10-Jan,Massachusetts,Massachusetts,State,3128488,,,3460619,,,1,,,332131,,,9.6,,
10-Jan,Michigan,Michigan,State,4111710,,,4805847,,,1,,,694137,,,14.4,,
10-Jan,Minnesota,Minnesota,State,2660407,,,2908573,,,1,,,248166,,,8.5,,
10-Jan,Mississippi,Mississippi,State,1109475,,,1257140,,,1,,,147665,,,11.7,,
10-Jan,Missouri,Missouri,State,2710887,,,3022843,,,1,,,311956,,,10.3,,
10-Jan,Montana,Montana,State,452688,,,494428,,,1,,,41740,,,8.4,,
10-Jan,Nebraska,Nebraska,State,927304,,,980564,,,1,,,53260,,,5.4,,
10-Jan,Nevada,Nevada,State,1166032,,,1348276,,,1,,,182244,,,13.5,,
10-Jan,New Hampshire,New Hampshire,State,686834,,,738214,,,1,,,51380,,,7,,
10-Jan,New Jersey,New Jersey,State,4052972,,,4518682,,,1,,,465710,,,10.3,,
10-Jan,New Mexico,New Mexico,State,850237,,,925396,,,1,,,75159,,,8.1,,
10-Jan,New York,New York,State,8632868,,,9546265,,,1,,,913397,,,9.6,,
10-Jan,North Carolina,North Carolina,State,4011491,,,4560748,,,1,,,549257,,,12,,
10-Jan,North Dakota,North Dakota,State,348506,,,366092,,,1,,,17586,,,4.8,,
10-Jan,Ohio,Ohio,State,5120231,,,5817908,,,1,,,697677,,,12,,
10-Jan,Oklahoma,Oklahoma,State,1616523,,,1749387,,,1,,,132864,,,7.6,,
10-Jan,Oregon,Oregon,State,1723334,,,1955080,,,1,,,231746,,,11.9,,
10-Jan,Pennsylvania,Pennsylvania,State,5727248,,,6327086,,,1,,,599838,,,9.5,,
10-Jan,Rhode Island,Rhode Island,State,496305,,,564462,,,1,,,68157,,,12.1,,
10-Jan,South Carolina,South Carolina,State,1865089,,,2129893,,,1,,,264804,,,12.4,,
10-Jan,South Dakota,South Dakota,State,408410,,,434007,,,1,,,25597,,,5.9,,
10-Jan,Tennessee,Tennessee,State,2698354,,,3038585,,,1,,,340231,,,11.2,,
10-Jan,Texas,Texas,State,10996179,,,12035309,,,1,,,1039130,,,8.6,,
10-Jan,Utah,Utah,State,1238534,,,1352064,,,1,,,113530,,,8.4,,
10-Jan,Vermont,Vermont,State,332421,,,357412,,,1,,,24991,,,7,,
10-Jan,Virginia,Virginia,State,3760390,,,4083205,,,1,,,322815,,,7.9,,
10-Jan,Washington,Washington,State,3120494,,,3516790,,,1,,,396296,,,11.3,,
10-Jan,West Virginia,West Virginia,State,727363,,,802977,,,1,,,75614,,,9.4,,
10-Jan,Wisconsin,Wisconsin,State,2751070,,,3061794,,,1,,,310724,,,10.1,,
10-Jan,Wyoming,Wyoming,State,275085,,,299388,,,1,,,24303,,,8.1,,
10-Feb,Bernalillo,Bernalillo,County,299669,,,324067,,,1,7.5,,24398,,,7.5,,
10-Feb,Catron,Catron,County,1032,,,1197,,,1,13.9,,165,,,13.8,,
10-Feb,Chaves,Chaves,County,26098,,,28163,,,1,7.4,,2065,,,7.3,,
10-Feb,Cibola,Cibola,County,8330,,,9196,,,1,9.3,,866,,,9.4,,
10-Feb,Colfax,Colfax,County,5693,,,6222,,,1,8.5,,529,,,8.5,,
10-Feb,Curry,Curry,County,20384,,,21546,,,1,5.6,,1162,,,5.4,,
10-Feb,De Baca,De Baca,County,786,,,837,,,1,6.5,,51,,,6.1,,
10-Feb,Dona Ana,Dona Ana,County,85516,,,92840,,,1,7.9,,7324,,,7.9,,
10-Feb,Eddy,Eddy,County,23680,,,25396,,,1,6.9,,1716,,,6.8,,
10-Feb,Grant,Grant,County,11075,,,12359,,,1,11,,1284,,,10.4,,
10-Feb,Guadalupe,Guadalupe,County,1448,,,1603,,,1,9.8,,155,,,9.7,,
10-Feb,Harding,Harding,County,280,,,297,,,1,7.5,,17,,,5.7,,
10-Feb,Hidalgo,Hidalgo,County,1919,,,2128,,,1,9.7,,209,,,9.8,,
10-Feb,Lea,Lea,County,23789,,,26044,,,1,9,,2255,,,8.7,,
10-Feb,Lincoln,Lincoln,County,8356,,,9117,,,1,8.2,,761,,,8.3,,
10-Feb,Los Alamos,Los Alamos,County,9076,,,9435,,,1,4.1,,359,,,3.8,,
10-Feb,Luna,Luna,County,8406,,,10830,,,1,21.6,,2424,,,22.4,,
10-Feb,McKinley,McKinley,County,22950,,,25405,,,1,9.5,,2455,,,9.7,,
10-Feb,Mora,Mora,County,2134,,,2420,,,1,11.7,,286,,,11.8,,
10-Feb,Otero,Otero,County,23113,,,24908,,,1,7.4,,1795,,,7.2,,
10-Feb,Quay,Quay,County,3137,,,3491,,,1,9.8,,354,,,10.1,,
10-Feb,Rio Arriba,Rio Arriba,County,16277,,,17913,,,1,9.2,,1636,,,9.1,,
10-Feb,Roosevelt,Roosevelt,County,7931,,,8458,,,1,7,,527,,,6.2,,
10-Feb,San Juan,San Juan,County,48999,,,54326,,,1,9.6,,5327,,,9.8,,
10-Feb,San Miguel,San Miguel,County,10268,,,11333,,,1,9.8,,1065,,,9.4,,
10-Feb,Sandoval,Sandoval,County,55433,,,60411,,,1,8.1,,4978,,,8.2,,
10-Feb,Santa Fe,Santa Fe,County,69473,,,74608,,,1,7,,5135,,,6.9,,
10-Feb,Sierra,Sierra,County,3433,,,3813,,,1,10.2,,380,,,10,,
10-Feb,Socorro,Socorro,County,6375,,,6901,,,1,7.8,,526,,,7.6,,
10-Feb,Taos,Taos,County,14051,,,15610,,,1,9.6,,1559,,,10,,
10-Feb,Torrance,Torrance,County,5193,,,5899,,,1,11.7,,706,,,12,,
10-Feb,Union,Union,County,1762,,,1902,,,1,7.3,,140,,,7.4,,
10-Feb,Valencia,Valencia,County,28109,,,30980,,,1,9.1,,2871,,,9.3,,
10-Feb,Albuquerque,Albuquerque,MSA,388404,,,421357,,,1,7.8,,32953,,,7.8,,
10-Feb,Farmington,Farmington,MSA,48999,,,54326,,,1,9.6,,5327,,,9.8,,
10-Feb,Las Cruces,Las Cruces,MSA,85516,,,92840,,,1,7.9,,7324,,,7.9,,
10-Feb,Santa Fe,Santa Fe,MSA,69473,,,74608,,,1,7,,5135,,,6.9,,
10-Feb,United States,United States,Nation,137203000,,,153194000,,,1,10.6,,15991000,,,10.4,,
10-Feb,Alabama,Alabama,State,1876758,,,2135583,,,1,12.3,,258825,,,12.1,,
10-Feb,Alaska,Alaska,State,324429,,,357061,,,1,8.9,,32632,,,9.1,,
10-Feb,Arizona,Arizona,State,2774348,,,3105393,,,1,11.1,,331045,,,10.7,,
10-Feb,Arkansas,Arkansas,State,1213551,,,1333015,,,1,9,,119464,,,9,,
10-Feb,California,California,State,15931087,,,18231451,,,1,12.7,,2300364,,,12.6,,
10-Feb,Colorado,Colorado,State,2465586,,,2707428,,,1,8.9,,241842,,,8.9,,
10-Feb,Connecticut,Connecticut,State,1701452,,,1879796,,,1,9.5,,178344,,,9.5,,
10-Feb,Delaware,Delaware,State,387293,,,427433,,,1,9.3,,40140,,,9.4,,
10-Feb,District of Columbia,District of Columbia,State,307708,,,341382,,,1,10.2,,33674,,,9.9,,
10-Feb,Florida,Florida,State,8036129,,,9054241,,,1,11.5,,1018112,,,11.2,,
10-Feb,Georgia,Georgia,State,4178229,,,4687285,,,1,10.9,,509056,,,10.9,,
10-Feb,Hawaii,Hawaii,State,589161,,,632922,,,1,7.2,,43761,,,6.9,,
10-Feb,Idaho,Idaho,State,678687,,,757205,,,1,10.5,,78518,,,10.4,,
10-Feb,Illinois,Illinois,State,5822509,,,6609714,,,1,12.2,,787205,,,11.9,,
10-Feb,Indiana,Indiana,State,2776722,,,3149825,,,1,11.8,,373103,,,11.8,,
10-Feb,Iowa,Iowa,State,1553985,,,1673399,,,1,7.3,,119414,,,7.1,,
10-Feb,Kansas,Kansas,State,1384713,,,1496477,,,1,7.7,,111764,,,7.5,,
10-Feb,Kentucky,Kentucky,State,1803752,,,2046735,,,1,11.5,,242983,,,11.9,,
10-Feb,Louisiana,Louisiana,State,1887883,,,2035087,,,1,8.2,,147204,,,7.2,,
10-Feb,Maine,Maine,State,621095,,,685916,,,1,9.2,,64821,,,9.5,,
10-Feb,Maryland,Maryland,State,2770985,,,3021144,,,1,8.1,,250159,,,8.3,,
10-Feb,Massachusetts,Massachusetts,State,3138201,,,3457572,,,1,9.6,,319371,,,9.2,,
10-Feb,Michigan,Michigan,State,4135999,,,4822935,,,1,14.4,,686936,,,14.2,,
10-Feb,Minnesota,Minnesota,State,2666709,,,2912617,,,1,8.5,,245908,,,8.4,,
10-Feb,Mississippi,Mississippi,State,1117839,,,1260039,,,1,11.7,,142200,,,11.3,,
10-Feb,Missouri,Missouri,State,2713836,,,3032198,,,1,10.3,,318362,,,10.5,,
10-Feb,Montana,Montana,State,453320,,,495066,,,1,8.4,,41746,,,8.4,,
10-Feb,Nebraska,Nebraska,State,933213,,,985427,,,1,5.4,,52214,,,5.3,,
10-Feb,Nevada,Nevada,State,1170586,,,1353773,,,1,13.5,,183187,,,13.5,,
10-Feb,New Hampshire,New Hampshire,State,686230,,,737437,,,1,7,,51207,,,6.9,,
10-Feb,New Jersey,New Jersey,State,4068665,,,4534321,,,1,10.3,,465656,,,10.3,,
10-Feb,New Mexico,New Mexico,State,854176,,,929658,,,1,8.1,,75482,,,8.1,,
10-Feb,New York,New York,State,8659214,,,9565198,,,1,9.6,,905984,,,9.5,,
10-Feb,North Carolina,North Carolina,State,4028297,,,4578175,,,1,12,,549878,,,12,,
10-Feb,North Dakota,North Dakota,State,351587,,,369203,,,1,4.8,,17616,,,4.8,,
10-Feb,Ohio,Ohio,State,5140158,,,5831254,,,1,12,,691096,,,11.9,,
10-Feb,Oklahoma,Oklahoma,State,1619032,,,1752656,,,1,7.6,,133624,,,7.6,,
10-Feb,Oregon,Oregon,State,1729397,,,1962701,,,1,11.9,,233304,,,11.9,,
10-Feb,Pennsylvania,Pennsylvania,State,5715749,,,6318716,,,1,9.5,,602967,,,9.5,,
10-Feb,Rhode Island,Rhode Island,State,496625,,,563426,,,1,12.1,,66801,,,11.9,,
10-Feb,South Carolina,South Carolina,State,1873551,,,2131896,,,1,12.4,,258345,,,12.1,,
10-Feb,South Dakota,South Dakota,State,411062,,,436644,,,1,5.9,,25582,,,5.9,,
10-Feb,Tennessee,Tennessee,State,2721796,,,3050909,,,1,11.2,,329113,,,10.8,,
10-Feb,Texas,Texas,State,11055561,,,12067813,,,1,8.6,,1012252,,,8.4,,
10-Feb,Utah,Utah,State,1235034,,,1347242,,,1,8.4,,112208,,,8.3,,
10-Feb,Vermont,Vermont,State,333414,,,358131,,,1,7,,24717,,,6.9,,
10-Feb,Virginia,Virginia,State,3769308,,,4093421,,,1,7.9,,324113,,,7.9,,
10-Feb,Washington,Washington,State,3127044,,,3522418,,,1,11.3,,395374,,,11.2,,
10-Feb,West Virginia,West Virginia,State,727359,,,808540,,,1,9.4,,81181,,,10,,
10-Feb,Wisconsin,Wisconsin,State,2755940,,,3077511,,,1,10.1,,321571,,,10.4,,
10-Feb,Wyoming,Wyoming,State,275916,,,299182,,,1,8.1,,23266,,,7.8,,
10-Mar,Bernalillo,Bernalillo,County,299354,,,324049,,,1,7.5,,24695,,,7.6,,
10-Mar,Catron,Catron,County,1025,,,1183,,,1,13.8,,158,,,13.4,,
10-Mar,Chaves,Chaves,County,26054,,,28105,,,1,7.3,,2051,,,7.3,,
10-Mar,Cibola,Cibola,County,8375,,,9257,,,1,9.4,,882,,,9.5,,
10-Mar,Colfax,Colfax,County,5692,,,6228,,,1,8.5,,536,,,8.6,,
10-Mar,Curry,Curry,County,20421,,,21552,,,1,5.4,,1131,,,5.2,,
10-Mar,De Baca,De Baca,County,802,,,851,,,1,6.1,,49,,,5.8,,
10-Mar,Dona Ana,Dona Ana,County,85823,,,93190,,,1,7.9,,7367,,,7.9,,
10-Mar,Eddy,Eddy,County,23670,,,25367,,,1,6.8,,1697,,,6.7,,
10-Mar,Grant,Grant,County,11107,,,12386,,,1,10.4,,1279,,,10.3,,
10-Mar,Guadalupe,Guadalupe,County,1462,,,1611,,,1,9.7,,149,,,9.2,,
10-Mar,Harding,Harding,County,277,,,293,,,1,5.7,,16,,,5.5,,
10-Mar,Hidalgo,Hidalgo,County,1966,,,2159,,,1,9.8,,193,,,8.9,,
10-Mar,Lea,Lea,County,23796,,,26013,,,1,8.7,,2217,,,8.5,,
10-Mar,Lincoln,Lincoln,County,8351,,,9105,,,1,8.3,,754,,,8.3,,
10-Mar,Los Alamos,Los Alamos,County,9035,,,9383,,,1,3.8,,348,,,3.7,,
10-Mar,Luna,Luna,County,8525,,,11126,,,1,22.4,,2601,,,23.4,,
10-Mar,McKinley,McKinley,County,22756,,,25199,,,1,9.7,,2443,,,9.7,,
10-Mar,Mora,Mora,County,2132,,,2435,,,1,11.8,,303,,,12.4,,
10-Mar,Otero,Otero,County,23183,,,24954,,,1,7.2,,1771,,,7.1,,
10-Mar,Quay,Quay,County,3175,,,3525,,,1,10.1,,350,,,9.9,,
10-Mar,Rio Arriba,Rio Arriba,County,16135,,,17793,,,1,9.1,,1658,,,9.3,,
10-Mar,Roosevelt,Roosevelt,County,7987,,,8509,,,1,6.2,,522,,,6.1,,
10-Mar,San Juan,San Juan,County,49249,,,54591,,,1,9.8,,5342,,,9.8,,
10-Mar,San Miguel,San Miguel,County,10298,,,11362,,,1,9.4,,1064,,,9.4,,
10-Mar,Sandoval,Sandoval,County,55444,,,60496,,,1,8.2,,5052,,,8.4,,
10-Mar,Santa Fe,Santa Fe,County,68755,,,73879,,,1,6.9,,5124,,,6.9,,
10-Mar,Sierra,Sierra,County,3445,,,3829,,,1,10,,384,,,10,,
10-Mar,Socorro,Socorro,County,6334,,,6837,,,1,7.6,,503,,,7.4,,
10-Mar,Taos,Taos,County,13975,,,15571,,,1,10,,1596,,,10.2,,
10-Mar,Torrance,Torrance,County,5247,,,5934,,,1,12,,687,,,11.6,,
10-Mar,Union,Union,County,1822,,,1953,,,1,7.4,,131,,,6.7,,
10-Mar,Valencia,Valencia,County,28039,,,30933,,,1,9.3,,2894,,,9.4,,
10-Mar,Albuquerque,Albuquerque,MSA,388084,,,421412,,,1,7.8,,33328,,,7.9,,
10-Mar,Farmington,Farmington,MSA,49249,,,54591,,,1,9.8,,5342,,,9.8,,
10-Mar,Las Cruces,Las Cruces,MSA,85823,,,93190,,,1,7.9,,7367,,,7.9,,
10-Mar,Santa Fe,Santa Fe,MSA,68755,,,73879,,,1,6.9,,5124,,,6.9,,
10-Mar,United States,United States,Nation,137983000,,,153660000,,,1,10.4,,15678000,,,10.2,,
10-Mar,Alabama,Alabama,State,1892006,,,2137573,,,1,12.1,,245567,,,11.5,,
10-Mar,Alaska,Alaska,State,325535,,,357402,,,1,9.1,,31867,,,8.9,,
10-Mar,Arizona,Arizona,State,2774614,,,3097065,,,1,10.7,,322451,,,10.4,,
10-Mar,Arkansas,Arkansas,State,1227606,,,1339373,,,1,9,,111767,,,8.3,,
10-Mar,California,California,State,15970655,,,18283045,,,1,12.6,,2312390,,,12.6,,
10-Mar,Colorado,Colorado,State,2463694,,,2711033,,,1,8.9,,247339,,,9.1,,
10-Mar,Connecticut,Connecticut,State,1711698,,,1886078,,,1,9.5,,174380,,,9.2,,
10-Mar,Delaware,Delaware,State,391557,,,430171,,,1,9.4,,38614,,,9,,
10-Mar,District of Columbia,District of Columbia,State,309896,,,342516,,,1,9.9,,32620,,,9.5,,
10-Mar,Florida,Florida,State,8107376,,,9114245,,,1,11.2,,1006869,,,11,,
10-Mar,Georgia,Georgia,State,4175423,,,4660915,,,1,10.9,,485492,,,10.4,,
10-Mar,Hawaii,Hawaii,State,593681,,,637716,,,1,6.9,,44035,,,6.9,,
10-Mar,Idaho,Idaho,State,682452,,,758606,,,1,10.4,,76154,,,10,,
10-Mar,Illinois,Illinois,State,5866020,,,6628056,,,1,11.9,,762036,,,11.5,,
10-Mar,Indiana,Indiana,State,2794861,,,3162721,,,1,11.8,,367860,,,11.6,,
10-Mar,Iowa,Iowa,State,1562288,,,1677566,,,1,7.1,,115278,,,6.9,,
10-Mar,Kansas,Kansas,State,1383692,,,1495373,,,1,7.5,,111681,,,7.5,,
10-Mar,Kentucky,Kentucky,State,1826447,,,2051953,,,1,11.9,,225506,,,11,,
10-Mar,Louisiana,Louisiana,State,1906872,,,2057986,,,1,7.2,,151114,,,7.3,,
10-Mar,Maine,Maine,State,623545,,,686827,,,1,9.5,,63282,,,9.2,,
10-Mar,Maryland,Maryland,State,2803209,,,3049477,,,1,8.3,,246268,,,8.1,,
10-Mar,Massachusetts,Massachusetts,State,3155759,,,3464646,,,1,9.2,,308887,,,8.9,,
10-Mar,Michigan,Michigan,State,4149661,,,4832571,,,1,14.2,,682910,,,14.1,,
10-Mar,Minnesota,Minnesota,State,2678868,,,2929378,,,1,8.4,,250510,,,8.6,,
10-Mar,Mississippi,Mississippi,State,1122958,,,1258381,,,1,11.3,,135423,,,10.8,,
10-Mar,Missouri,Missouri,State,2733945,,,3042856,,,1,10.5,,308911,,,10.2,,
10-Mar,Montana,Montana,State,455915,,,497483,,,1,8.4,,41568,,,8.4,,
10-Mar,Nebraska,Nebraska,State,937821,,,988787,,,1,5.3,,50966,,,5.2,,
10-Mar,Nevada,Nevada,State,1169191,,,1352551,,,1,13.5,,183360,,,13.6,,
10-Mar,New Hampshire,New Hampshire,State,690054,,,739528,,,1,6.9,,49474,,,6.7,,
10-Mar,New Jersey,New Jersey,State,4087942,,,4548793,,,1,10.3,,460851,,,10.1,,
10-Mar,New Mexico,New Mexico,State,853710,,,929659,,,1,8.1,,75949,,,8.2,,
10-Mar,New York,New York,State,8703452,,,9574286,,,1,9.5,,870834,,,9.1,,
10-Mar,North Carolina,North Carolina,State,4072876,,,4603654,,,1,12,,530778,,,11.5,,
10-Mar,North Dakota,North Dakota,State,354778,,,372538,,,1,4.8,,17760,,,4.8,,
10-Mar,Ohio,Ohio,State,5176370,,,5844397,,,1,11.9,,668027,,,11.4,,
10-Mar,Oklahoma,Oklahoma,State,1631954,,,1754215,,,1,7.6,,122261,,,7,,
10-Mar,Oregon,Oregon,State,1737228,,,1970893,,,1,11.9,,233665,,,11.9,,
10-Mar,Pennsylvania,Pennsylvania,State,5755122,,,6334926,,,1,9.5,,579804,,,9.2,,
10-Mar,Rhode Island,Rhode Island,State,496781,,,562588,,,1,11.9,,65807,,,11.7,,
10-Mar,South Carolina,South Carolina,State,1892633,,,2138970,,,1,12.1,,246337,,,11.5,,
10-Mar,South Dakota,South Dakota,State,413895,,,439974,,,1,5.9,,26079,,,5.9,,
10-Mar,Tennessee,Tennessee,State,2743554,,,3067457,,,1,10.8,,323903,,,10.6,,
10-Mar,Texas,Texas,State,11127084,,,12128185,,,1,8.4,,1001101,,,8.3,,
10-Mar,Utah,Utah,State,1237091,,,1350123,,,1,8.3,,113032,,,8.4,,
10-Mar,Vermont,Vermont,State,333982,,,359203,,,1,6.9,,25221,,,7,,
10-Mar,Virginia,Virginia,State,3808307,,,4125312,,,1,7.9,,317005,,,7.7,,
10-Mar,Washington,Washington,State,3147472,,,3531360,,,1,11.2,,383888,,,10.9,,
10-Mar,West Virginia,West Virginia,State,729279,,,804107,,,1,10,,74828,,,9.3,,
10-Mar,Wisconsin,Wisconsin,State,2761097,,,3077035,,,1,10.4,,315938,,,10.3,,
10-Mar,Wyoming,Wyoming,State,277940,,,300782,,,1,7.8,,22842,,,7.6,,
10-Apr,Bernalillo,Bernalillo,County,303312,,,327520,,,1,7.6,,24208,,,7.4,,
10-Apr,Catron,Catron,County,1056,,,1199,,,1,13.4,,143,,,11.9,,
10-Apr,Chaves,Chaves,County,26276,,,28209,,,1,7.3,,1933,,,6.9,,
10-Apr,Cibola,Cibola,County,8423,,,9265,,,1,9.5,,842,,,9.1,,
10-Apr,Colfax,Colfax,County,5326,,,5887,,,1,8.6,,561,,,9.5,,
10-Apr,Curry,Curry,County,20608,,,21655,,,1,5.2,,1047,,,4.8,,
10-Apr,De Baca,De Baca,County,801,,,852,,,1,5.8,,51,,,6,,
10-Apr,Dona Ana,Dona Ana,County,86367,,,93468,,,1,7.9,,7101,,,7.6,,
10-Apr,Eddy,Eddy,County,23859,,,25457,,,1,6.7,,1598,,,6.3,,
10-Apr,Grant,Grant,County,11223,,,12452,,,1,10.3,,1229,,,9.9,,
10-Apr,Guadalupe,Guadalupe,County,1479,,,1637,,,1,9.2,,158,,,9.7,,
10-Apr,Harding,Harding,County,271,,,285,,,1,5.5,,14,,,4.9,,
10-Apr,Hidalgo,Hidalgo,County,2017,,,2210,,,1,8.9,,193,,,8.7,,
10-Apr,Lea,Lea,County,24023,,,26145,,,1,8.5,,2122,,,8.1,,
10-Apr,Lincoln,Lincoln,County,8388,,,9091,,,1,8.3,,703,,,7.7,,
10-Apr,Los Alamos,Los Alamos,County,9026,,,9336,,,1,3.7,,310,,,3.3,,
10-Apr,Luna,Luna,County,8363,,,11163,,,1,23.4,,2800,,,25.1,,
10-Apr,McKinley,McKinley,County,23270,,,25658,,,1,9.7,,2388,,,9.3,,
10-Apr,Mora,Mora,County,2133,,,2449,,,1,12.4,,316,,,12.9,,
10-Apr,Otero,Otero,County,23460,,,25125,,,1,7.1,,1665,,,6.6,,
10-Apr,Quay,Quay,County,3200,,,3516,,,1,9.9,,316,,,9,,
10-Apr,Rio Arriba,Rio Arriba,County,16378,,,18007,,,1,9.3,,1629,,,9,,
10-Apr,Roosevelt,Roosevelt,County,8046,,,8524,,,1,6.1,,478,,,5.6,,
10-Apr,San Juan,San Juan,County,50186,,,55395,,,1,9.8,,5209,,,9.4,,
10-Apr,San Miguel,San Miguel,County,10307,,,11328,,,1,9.4,,1021,,,9,,
10-Apr,Sandoval,Sandoval,County,56254,,,61232,,,1,8.4,,4978,,,8.1,,
10-Apr,Santa Fe,Santa Fe,County,68447,,,73350,,,1,6.9,,4903,,,6.7,,
10-Apr,Sierra,Sierra,County,3522,,,3884,,,1,10,,362,,,9.3,,
10-Apr,Socorro,Socorro,County,6392,,,6854,,,1,7.4,,462,,,6.7,,
10-Apr,Taos,Taos,County,13538,,,15339,,,1,10.2,,1801,,,11.7,,
10-Apr,Torrance,Torrance,County,5313,,,5994,,,1,11.6,,681,,,11.4,,
10-Apr,Union,Union,County,1826,,,1949,,,1,6.7,,123,,,6.3,,
10-Apr,Valencia,Valencia,County,28318,,,31173,,,1,9.4,,2855,,,9.2,,
10-Apr,Albuquerque,Albuquerque,MSA,393197,,,425919,,,1,7.9,,32722,,,7.7,,
