Claim Type1,Parish1,Region,Week Ending,Claims,Number of Records
Continued,East Carroll Parish,RLMA 8 - Monroe,4/18/20,115,1
Continued,Franklin Parish,RLMA 8 - Monroe,4/18/20,414,1
Continued,Jackson Parish,RLMA 8 - Monroe,4/18/20,274,1
Continued,Madison Parish,RLMA 8 - Monroe,4/18/20,167,1
Continued,Morehouse Parish,RLMA 8 - Monroe,4/18/20,820,1
Continued,Ouachita Parish,RLMA 8 - Monroe,4/18/20,6403,1
Continued,Richland Parish,RLMA 8 - Monroe,4/18/20,520,1
Continued,Tensas Parish,RLMA 8 - Monroe,4/18/20,59,1
Continued,Union Parish,RLMA 8 - Monroe,4/18/20,488,1
Continued,West Carroll Parish,RLMA 8 - Monroe,4/18/20,206,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,4/25/20,39614,1
Continued,Orleans Parish,RLMA 1 - New Orleans,4/25/20,40298,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,4/25/20,1384,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,4/25/20,3786,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,4/25/20,3611,1
Continued,St. James Parish,RLMA 1 - New Orleans,4/25/20,1184,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,4/25/20,3553,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,4/25/20,16111,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,4/25/20,7737,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/25/20,30278,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,4/25/20,771,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,4/25/20,1920,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,4/25/20,8229,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/25/20,1057,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,4/25/20,393,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/25/20,9529,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,4/25/20,1731,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/25/20,1582,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,4/25/20,409,1
Continued,Assumption Parish,RLMA 3 - Houma,4/25/20,1253,1
Continued,Lafourche Parish,RLMA 3 - Houma,4/25/20,4213,1
Continued,Terrebonne Parish,RLMA 3 - Houma,4/25/20,6007,1
Continued,Acadia Parish,RLMA 4 - Lafayette,4/25/20,2545,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,4/25/20,1049,1
Continued,Iberia Parish,RLMA 4 - Lafayette,4/25/20,3673,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,4/25/20,14691,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,4/25/20,3952,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,4/25/20,2535,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,4/25/20,2740,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,4/25/20,2601,1
Continued,Allen Parish,RLMA 5 - Lake Charles,4/25/20,1410,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,4/25/20,1270,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,4/25/20,14697,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,4/25/20,145,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/25/20,1525,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,4/25/20,1371,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,4/25/20,1988,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,4/25/20,271,1
Continued,Concordia Parish,RLMA 6 - Alexandria,4/25/20,453,1
Continued,Grant Parish,RLMA 6 - Alexandria,4/25/20,557,1
Continued,La Salle Parish,RLMA 6 - Alexandria,4/25/20,996,1
Continued,Rapides Parish,RLMA 6 - Alexandria,4/25/20,4839,1
Continued,Winn Parish,RLMA 6 - Alexandria,4/25/20,301,1
Continued,Bienville Parish,RLMA 7 - Shreveport,4/25/20,408,1
Continued,Bossier Parish,RLMA 7 - Shreveport,4/25/20,6343,1
Continued,Caddo Parish,RLMA 7 - Shreveport,4/25/20,14648,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,4/25/20,252,1
Continued,De Soto Parish,RLMA 7 - Shreveport,4/25/20,914,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,4/25/20,1702,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,4/25/20,1349,1
Continued,Red River Parish,RLMA 7 - Shreveport,4/25/20,201,1
Continued,Sabine Parish,RLMA 7 - Shreveport,4/25/20,526,1
Continued,Webster Parish,RLMA 7 - Shreveport,4/25/20,1473,1
Continued,Caldwell Parish,RLMA 8 - Monroe,4/25/20,261,1
Continued,East Carroll Parish,RLMA 8 - Monroe,4/25/20,144,1
Continued,Franklin Parish,RLMA 8 - Monroe,4/25/20,551,1
Continued,Jackson Parish,RLMA 8 - Monroe,4/25/20,332,1
Continued,Madison Parish,RLMA 8 - Monroe,4/25/20,226,1
Continued,Morehouse Parish,RLMA 8 - Monroe,4/25/20,995,1
Continued,Ouachita Parish,RLMA 8 - Monroe,4/25/20,7649,1
Continued,Richland Parish,RLMA 8 - Monroe,4/25/20,691,1
Continued,Tensas Parish,RLMA 8 - Monroe,4/25/20,81,1
Continued,Union Parish,RLMA 8 - Monroe,4/25/20,627,1
Continued,West Carroll Parish,RLMA 8 - Monroe,4/25/20,251,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,5/2/20,40752,1
Continued,Orleans Parish,RLMA 1 - New Orleans,5/2/20,41669,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,5/2/20,1380,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,5/2/20,3823,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,5/2/20,3701,1
Continued,St. James Parish,RLMA 1 - New Orleans,5/2/20,1285,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,5/2/20,3685,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,5/2/20,16385,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,5/2/20,8065,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,5/2/20,31693,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,5/2/20,838,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,5/2/20,2068,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,5/2/20,8577,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,5/2/20,1087,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,5/2/20,419,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,5/2/20,10235,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,5/2/20,1902,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,5/2/20,1667,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,5/2/20,425,1
Continued,Assumption Parish,RLMA 3 - Houma,5/2/20,1302,1
Continued,Lafourche Parish,RLMA 3 - Houma,5/2/20,4350,1
Continued,Terrebonne Parish,RLMA 3 - Houma,5/2/20,6249,1
Continued,Acadia Parish,RLMA 4 - Lafayette,5/2/20,2734,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,5/2/20,1077,1
Continued,Iberia Parish,RLMA 4 - Lafayette,5/2/20,4001,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,5/2/20,15327,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,5/2/20,4357,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,5/2/20,2695,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,5/2/20,2829,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,5/2/20,2641,1
Continued,Allen Parish,RLMA 5 - Lake Charles,5/2/20,1398,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,5/2/20,1358,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,5/2/20,15749,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,5/2/20,150,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,5/2/20,1628,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,5/2/20,1494,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,5/2/20,2006,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,5/2/20,255,1
Continued,Concordia Parish,RLMA 6 - Alexandria,5/2/20,508,1
Continued,Grant Parish,RLMA 6 - Alexandria,5/2/20,601,1
Continued,La Salle Parish,RLMA 6 - Alexandria,5/2/20,1061,1
Continued,Rapides Parish,RLMA 6 - Alexandria,5/2/20,5054,1
Continued,Winn Parish,RLMA 6 - Alexandria,5/2/20,313,1
Continued,Bienville Parish,RLMA 7 - Shreveport,5/2/20,463,1
Continued,Bossier Parish,RLMA 7 - Shreveport,5/2/20,6538,1
Continued,Caddo Parish,RLMA 7 - Shreveport,5/2/20,15714,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,5/2/20,278,1
Continued,De Soto Parish,RLMA 7 - Shreveport,5/2/20,970,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,5/2/20,1827,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,5/2/20,1421,1
Continued,Red River Parish,RLMA 7 - Shreveport,5/2/20,213,1
Continued,Sabine Parish,RLMA 7 - Shreveport,5/2/20,495,1
Continued,Webster Parish,RLMA 7 - Shreveport,5/2/20,1562,1
Continued,Caldwell Parish,RLMA 8 - Monroe,5/2/20,257,1
Continued,East Carroll Parish,RLMA 8 - Monroe,5/2/20,165,1
Continued,Franklin Parish,RLMA 8 - Monroe,5/2/20,611,1
Continued,Jackson Parish,RLMA 8 - Monroe,5/2/20,388,1
Continued,Madison Parish,RLMA 8 - Monroe,5/2/20,251,1
Continued,Morehouse Parish,RLMA 8 - Monroe,5/2/20,1060,1
Continued,Ouachita Parish,RLMA 8 - Monroe,5/2/20,8046,1
Continued,Richland Parish,RLMA 8 - Monroe,5/2/20,665,1
Continued,Tensas Parish,RLMA 8 - Monroe,5/2/20,84,1
Continued,Union Parish,RLMA 8 - Monroe,5/2/20,636,1
Continued,West Carroll Parish,RLMA 8 - Monroe,5/2/20,283,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,5/9/20,41318,1
Continued,Orleans Parish,RLMA 1 - New Orleans,5/9/20,42608,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,5/9/20,1421,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,5/9/20,3887,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,5/9/20,3694,1
Continued,St. James Parish,RLMA 1 - New Orleans,5/9/20,1396,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,5/9/20,3896,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,5/9/20,16533,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,5/9/20,8148,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,5/9/20,32876,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,5/9/20,853,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,5/9/20,2203,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,5/9/20,8630,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,5/9/20,1110,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,5/9/20,455,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,5/9/20,10589,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,5/9/20,2065,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,5/9/20,1644,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,5/9/20,418,1
Continued,Assumption Parish,RLMA 3 - Houma,5/9/20,1329,1
Continued,Lafourche Parish,RLMA 3 - Houma,5/9/20,4541,1
Continued,Terrebonne Parish,RLMA 3 - Houma,5/9/20,6500,1
Continued,Acadia Parish,RLMA 4 - Lafayette,5/9/20,2868,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,5/9/20,1199,1
Continued,Iberia Parish,RLMA 4 - Lafayette,5/9/20,4178,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,5/9/20,15701,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,5/9/20,4497,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,5/9/20,2761,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,5/9/20,2978,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,5/9/20,2686,1
Continued,Allen Parish,RLMA 5 - Lake Charles,5/9/20,1402,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,5/9/20,1402,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,5/9/20,16285,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,5/9/20,158,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,5/9/20,1667,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,5/9/20,1530,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,5/9/20,2072,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,5/9/20,277,1
Continued,Concordia Parish,RLMA 6 - Alexandria,5/9/20,505,1
Continued,Grant Parish,RLMA 6 - Alexandria,5/9/20,615,1
Continued,La Salle Parish,RLMA 6 - Alexandria,5/9/20,1067,1
Continued,Rapides Parish,RLMA 6 - Alexandria,5/9/20,5236,1
Continued,Winn Parish,RLMA 6 - Alexandria,5/9/20,310,1
Continued,Bienville Parish,RLMA 7 - Shreveport,5/9/20,480,1
Continued,Bossier Parish,RLMA 7 - Shreveport,5/9/20,6701,1
Continued,Caddo Parish,RLMA 7 - Shreveport,5/9/20,16612,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,5/9/20,285,1
Continued,De Soto Parish,RLMA 7 - Shreveport,5/9/20,992,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,5/9/20,1980,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,5/9/20,1479,1
Continued,Red River Parish,RLMA 7 - Shreveport,5/9/20,230,1
Continued,Sabine Parish,RLMA 7 - Shreveport,5/9/20,490,1
Continued,Webster Parish,RLMA 7 - Shreveport,5/9/20,1669,1
Continued,Caldwell Parish,RLMA 8 - Monroe,5/9/20,278,1
Continued,East Carroll Parish,RLMA 8 - Monroe,5/9/20,183,1
Continued,Franklin Parish,RLMA 8 - Monroe,5/9/20,650,1
Continued,Jackson Parish,RLMA 8 - Monroe,5/9/20,395,1
Continued,Madison Parish,RLMA 8 - Monroe,5/9/20,289,1
Continued,Morehouse Parish,RLMA 8 - Monroe,5/9/20,1150,1
Continued,Ouachita Parish,RLMA 8 - Monroe,5/9/20,8265,1
Continued,Richland Parish,RLMA 8 - Monroe,5/9/20,723,1
Continued,Tensas Parish,RLMA 8 - Monroe,5/9/20,111,1
Continued,Union Parish,RLMA 8 - Monroe,5/9/20,687,1
Continued,West Carroll Parish,RLMA 8 - Monroe,5/9/20,282,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,5/16/20,41660,1
Continued,Orleans Parish,RLMA 1 - New Orleans,5/16/20,43002,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,5/16/20,1375,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,5/16/20,3917,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,5/16/20,3728,1
Continued,St. James Parish,RLMA 1 - New Orleans,5/16/20,1397,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,5/16/20,3990,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,5/16/20,16272,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,5/16/20,8072,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,5/16/20,33399,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,5/16/20,837,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,5/16/20,2257,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,5/16/20,8543,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,5/16/20,1150,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,5/16/20,470,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,5/16/20,10882,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,5/16/20,2217,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,5/16/20,1723,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,5/16/20,437,1
Continued,Assumption Parish,RLMA 3 - Houma,5/16/20,1313,1
Continued,Lafourche Parish,RLMA 3 - Houma,5/16/20,4528,1
Continued,Terrebonne Parish,RLMA 3 - Houma,5/16/20,6471,1
Continued,Acadia Parish,RLMA 4 - Lafayette,5/16/20,2946,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,5/16/20,1227,1
Continued,Iberia Parish,RLMA 4 - Lafayette,5/16/20,4247,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,5/16/20,15736,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,5/16/20,4638,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,5/16/20,2811,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,5/16/20,3081,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,5/16/20,2709,1
Continued,Allen Parish,RLMA 5 - Lake Charles,5/16/20,1407,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,5/16/20,1424,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,5/16/20,16617,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,5/16/20,177,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,5/16/20,1682,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,5/16/20,1553,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,5/16/20,2084,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,5/16/20,277,1
Continued,Concordia Parish,RLMA 6 - Alexandria,5/16/20,533,1
Continued,Grant Parish,RLMA 6 - Alexandria,5/16/20,635,1
Continued,La Salle Parish,RLMA 6 - Alexandria,5/16/20,1068,1
Continued,Rapides Parish,RLMA 6 - Alexandria,5/16/20,5409,1
Continued,Winn Parish,RLMA 6 - Alexandria,5/16/20,315,1
Continued,Bienville Parish,RLMA 7 - Shreveport,5/16/20,506,1
Continued,Bossier Parish,RLMA 7 - Shreveport,5/16/20,6697,1
Continued,Caddo Parish,RLMA 7 - Shreveport,5/16/20,17023,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,5/16/20,307,1
Continued,De Soto Parish,RLMA 7 - Shreveport,5/16/20,1023,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,5/16/20,2029,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,5/16/20,1518,1
Continued,Red River Parish,RLMA 7 - Shreveport,5/16/20,241,1
Continued,Sabine Parish,RLMA 7 - Shreveport,5/16/20,517,1
Continued,Webster Parish,RLMA 7 - Shreveport,5/16/20,1675,1
Continued,Caldwell Parish,RLMA 8 - Monroe,5/16/20,280,1
Continued,East Carroll Parish,RLMA 8 - Monroe,5/16/20,213,1
Continued,Franklin Parish,RLMA 8 - Monroe,5/16/20,664,1
Continued,Jackson Parish,RLMA 8 - Monroe,5/16/20,416,1
Continued,Madison Parish,RLMA 8 - Monroe,5/16/20,302,1
Continued,Morehouse Parish,RLMA 8 - Monroe,5/16/20,1177,1
Continued,Ouachita Parish,RLMA 8 - Monroe,5/16/20,8488,1
Continued,Richland Parish,RLMA 8 - Monroe,5/16/20,729,1
Continued,Tensas Parish,RLMA 8 - Monroe,5/16/20,118,1
Continued,Union Parish,RLMA 8 - Monroe,5/16/20,707,1
Continued,West Carroll Parish,RLMA 8 - Monroe,5/16/20,268,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,4/4/20,12760,1
Initial,Orleans Parish,RLMA 1 - New Orleans,4/4/20,11701,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,4/4/20,506,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,4/4/20,1111,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,4/4/20,1242,1
Initial,St. James Parish,RLMA 1 - New Orleans,4/4/20,403,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,4/4/20,1091,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,4/4/20,5947,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,4/4/20,3091,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/4/20,10271,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,4/4/20,297,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,4/4/20,630,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,4/4/20,3330,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/4/20,401,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,4/4/20,144,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/4/20,3242,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,4/4/20,588,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/4/20,564,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,4/4/20,141,1
Initial,Assumption Parish,RLMA 3 - Houma,4/4/20,481,1
Initial,Lafourche Parish,RLMA 3 - Houma,4/4/20,1648,1
Initial,Terrebonne Parish,RLMA 3 - Houma,4/4/20,2310,1
Initial,Acadia Parish,RLMA 4 - Lafayette,4/4/20,964,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,4/4/20,379,1
Initial,Iberia Parish,RLMA 4 - Lafayette,4/4/20,1475,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,4/4/20,5536,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,4/4/20,1394,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,4/4/20,976,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,4/4/20,1017,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,4/4/20,1143,1
Initial,Allen Parish,RLMA 5 - Lake Charles,4/4/20,420,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,4/4/20,539,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,4/4/20,5634,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,4/4/20,67,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/4/20,518,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,4/4/20,523,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,4/4/20,466,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,4/4/20,96,1
Initial,Concordia Parish,RLMA 6 - Alexandria,4/4/20,175,1
Initial,Grant Parish,RLMA 6 - Alexandria,4/4/20,209,1
Initial,La Salle Parish,RLMA 6 - Alexandria,4/4/20,343,1
Initial,Rapides Parish,RLMA 6 - Alexandria,4/4/20,1830,1
Initial,Winn Parish,RLMA 6 - Alexandria,4/4/20,96,1
Initial,Bienville Parish,RLMA 7 - Shreveport,4/4/20,133,1
Initial,Bossier Parish,RLMA 7 - Shreveport,4/4/20,2567,1
Initial,Caddo Parish,RLMA 7 - Shreveport,4/4/20,5343,1
Initial,Claiborne Parish,RLMA 7 - Shreveport,4/4/20,77,1
Initial,De Soto Parish,RLMA 7 - Shreveport,4/4/20,330,1
Initial,Lincoln Parish,RLMA 7 - Shreveport,4/4/20,658,1
Initial,Natchitoches Parish,RLMA 7 - Shreveport,4/4/20,477,1
Initial,Red River Parish,RLMA 7 - Shreveport,4/4/20,65,1
Initial,Sabine Parish,RLMA 7 - Shreveport,4/4/20,199,1
Initial,Webster Parish,RLMA 7 - Shreveport,4/4/20,550,1
Initial,Caldwell Parish,RLMA 8 - Monroe,4/4/20,102,1
Initial,East Carroll Parish,RLMA 8 - Monroe,4/4/20,39,1
Initial,Franklin Parish,RLMA 8 - Monroe,4/4/20,169,1
Initial,Jackson Parish,RLMA 8 - Monroe,4/4/20,140,1
Initial,Madison Parish,RLMA 8 - Monroe,4/4/20,65,1
Initial,Morehouse Parish,RLMA 8 - Monroe,4/4/20,344,1
Initial,Ouachita Parish,RLMA 8 - Monroe,4/4/20,2935,1
Initial,Richland Parish,RLMA 8 - Monroe,4/4/20,231,1
Initial,Tensas Parish,RLMA 8 - Monroe,4/4/20,23,1
Initial,Union Parish,RLMA 8 - Monroe,4/4/20,254,1
Initial,West Carroll Parish,RLMA 8 - Monroe,4/4/20,101,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,3/28/20,13240,1
Initial,Orleans Parish,RLMA 1 - New Orleans,3/28/20,12896,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,3/28/20,431,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,3/28/20,1308,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,3/28/20,1179,1
Initial,St. James Parish,RLMA 1 - New Orleans,3/28/20,336,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,3/28/20,1030,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,3/28/20,5807,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,3/28/20,2759,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/28/20,9777,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,3/28/20,256,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,3/28/20,611,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,3/28/20,3217,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/28/20,365,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,3/28/20,125,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/28/20,3110,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,3/28/20,567,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/28/20,594,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,3/28/20,139,1
Initial,Assumption Parish,RLMA 3 - Houma,3/28/20,442,1
Initial,Lafourche Parish,RLMA 3 - Houma,3/28/20,1421,1
Initial,Terrebonne Parish,RLMA 3 - Houma,3/28/20,2138,1
Initial,Acadia Parish,RLMA 4 - Lafayette,3/28/20,802,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,3/28/20,250,1
Initial,Iberia Parish,RLMA 4 - Lafayette,3/28/20,1214,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,3/28/20,5265,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,3/28/20,1291,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,3/28/20,867,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,3/28/20,793,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,3/28/20,924,1
Initial,Allen Parish,RLMA 5 - Lake Charles,3/28/20,204,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,3/28/20,378,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,3/28/20,4389,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,3/28/20,47,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/28/20,409,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,3/28/20,479,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,3/28/20,608,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,3/28/20,85,1
Initial,Concordia Parish,RLMA 6 - Alexandria,3/28/20,158,1
Initial,Grant Parish,RLMA 6 - Alexandria,3/28/20,210,1
Initial,La Salle Parish,RLMA 6 - Alexandria,3/28/20,328,1
Initial,Rapides Parish,RLMA 6 - Alexandria,3/28/20,1907,1
