SortingColumn (Ignore),ID,Region,Area,Year,Period,Adjustment,State Name,Employed,Labor Force,Unemployed,Unemployment Rate
"2020, 03",1578857,AR,Perry County,2020,March,Not Adj,Arkansas,"4,037","4,260",223,5.20%
"2020, 03",1578862,AR,Phillips County,2020,March,Not Adj,Arkansas,"5,878","6,404",526,8.20%
"2020, 03",1578867,AR,Pike County,2020,March,Not Adj,Arkansas,"4,083","4,318",235,5.40%
"2020, 03",1578872,AR,Poinsett County,2020,March,Not Adj,Arkansas,"10,069","10,585",516,4.90%
"2020, 03",1578877,AR,Polk County,2020,March,Not Adj,Arkansas,"7,755","8,327",572,6.90%
"2020, 03",1578882,AR,Pope County,2020,March,Not Adj,Arkansas,"27,938","29,388","1,450",4.90%
"2020, 03",1578887,AR,Prairie County,2020,March,Not Adj,Arkansas,"3,449","3,674",225,6.10%
"2020, 03",1578892,AR,Pulaski County,2020,March,Not Adj,Arkansas,"180,437","189,472","9,035",4.80%
"2020, 03",1578897,AR,Randolph County,2020,March,Not Adj,Arkansas,"7,190","7,607",417,5.50%
"2020, 03",1578902,AR,St. Francis County,2020,March,Not Adj,Arkansas,"7,752","8,310",558,6.70%
"2020, 03",1578907,AR,Saline County,2020,March,Not Adj,Arkansas,"56,419","58,736","2,317",3.90%
"2020, 03",1578912,AR,Scott County,2020,March,Not Adj,Arkansas,"4,267","4,463",196,4.40%
"2020, 03",1578917,AR,Searcy County,2020,March,Not Adj,Arkansas,"2,747","2,946",199,6.80%
"2020, 03",1578922,AR,Sebastian County,2020,March,Not Adj,Arkansas,"54,255","56,856","2,601",4.60%
"2020, 03",1578927,AR,Sevier County,2020,March,Not Adj,Arkansas,"5,342","5,718",376,6.60%
"2020, 03",1578932,AR,Sharp County,2020,March,Not Adj,Arkansas,"5,512","5,914",402,6.80%
"2020, 03",1578937,AR,Stone County,2020,March,Not Adj,Arkansas,"4,445","4,746",301,6.30%
"2020, 03",1578942,AR,Union County,2020,March,Not Adj,Arkansas,"14,843","16,029","1,186",7.40%
"2020, 03",1578947,AR,Van Buren County,2020,March,Not Adj,Arkansas,"5,480","5,875",395,6.70%
"2020, 03",1578952,AR,Washington County,2020,March,Not Adj,Arkansas,"123,300","127,460","4,160",3.30%
"2020, 03",1578957,AR,White County,2020,March,Not Adj,Arkansas,"32,391","34,629","2,238",6.50%
"2020, 03",1578962,AR,Woodruff County,2020,March,Not Adj,Arkansas,"2,604","2,793",189,6.80%
"2020, 03",1578967,AR,Yell County,2020,March,Not Adj,Arkansas,"8,170","8,580",410,4.80%
"2020, 03",1578972,AR,Bella Vista,2020,March,Not Adj,Arkansas,"11,948","12,531",583,4.70%
"2020, 03",1578977,AR,Benton,2020,March,Not Adj,Arkansas,"16,782","17,498",716,4.10%
"2020, 03",1578982,AR,Bentonville,2020,March,Not Adj,Arkansas,"26,643","27,489",846,3.10%
"2020, 03",1578987,AR,Blytheville,2020,March,Not Adj,Arkansas,"5,515","6,008",493,8.20%
"2020, 03",1578992,AR,Cabot,2020,March,Not Adj,Arkansas,"11,651","12,145",494,4.10%
"2020, 03",1578997,AR,Conway,2020,March,Not Adj,Arkansas,"32,491","33,891","1,400",4.10%
"2020, 03",1579002,AR,El Dorado,2020,March,Not Adj,Arkansas,"6,430","6,999",569,8.10%
"2020, 03",1579007,AR,Fayetteville,2020,March,Not Adj,Arkansas,"47,381","48,966","1,585",3.20%
"2020, 03",1579012,AR,Fort Smith,2020,March,Not Adj,Arkansas,"37,649","39,399","1,750",4.40%
"2020, 03",1579017,AR,Hot Springs National Park (Hot Springs),2020,March,Not Adj,Arkansas,"14,237","15,019",782,5.20%
"2020, 03",1579022,AR,Jacksonville,2020,March,Not Adj,Arkansas,"11,037","11,810",773,6.50%
"2020, 03",1579027,AR,Jonesboro,2020,March,Not Adj,Arkansas,"38,637","40,209","1,572",3.90%
"2020, 03",1579032,AR,Little Rock,2020,March,Not Adj,Arkansas,"92,883","97,328","4,445",4.60%
"2020, 03",1579037,AR,North Little Rock,2020,March,Not Adj,Arkansas,"28,496","30,100","1,604",5.30%
"2020, 03",1579042,AR,Paragould,2020,March,Not Adj,Arkansas,"12,323","12,989",666,5.10%
"2020, 03",1579047,AR,Pine Bluff,2020,March,Not Adj,Arkansas,"15,293","16,628","1,335",8.00%
"2020, 03",1579052,AR,Rogers,2020,March,Not Adj,Arkansas,"35,270","36,517","1,247",3.40%
"2020, 03",1579057,AR,Russellville,2020,March,Not Adj,Arkansas,"12,989","13,667",678,5.00%
"2020, 03",1579062,AR,Searcy,2020,March,Not Adj,Arkansas,"9,875","10,437",562,5.40%
"2020, 03",1579067,AR,Sherwood,2020,March,Not Adj,Arkansas,"15,382","16,137",755,4.70%
"2020, 03",1579072,AR,Springdale,2020,March,Not Adj,Arkansas,"39,030","40,382","1,352",3.30%
"2020, 03",1579077,AR,Texarkana,2020,March,Not Adj,Arkansas,"13,067","13,875",808,5.80%
"2020, 03",1579082,AR,Van Buren,2020,March,Not Adj,Arkansas,"10,012","10,477",465,4.40%
"2020, 03",1579087,AR,West Memphis,2020,March,Not Adj,Arkansas,"10,031","10,679",648,6.10%
"2020, 02",1578585,AR,Arkansas,2020,February,Not Adj,Arkansas,"1,309,672","1,363,390","53,718",3.90%
"2020, 02",1578596,AR,Arkansas County,2020,February,Not Adj,Arkansas,"9,032","9,345",313,3.30%
"2020, 02",1578601,AR,Ashley County,2020,February,Not Adj,Arkansas,"7,209","7,758",549,7.10%
"2020, 02",1578606,AR,Baxter County,2020,February,Not Adj,Arkansas,"15,397","16,097",700,4.30%
"2020, 02",1578611,AR,Benton County,2020,February,Not Adj,Arkansas,"135,096","138,984","3,888",2.80%
"2020, 02",1578616,AR,Boone County,2020,February,Not Adj,Arkansas,"15,466","16,041",575,3.60%
"2020, 02",1578621,AR,Bradley County,2020,February,Not Adj,Arkansas,"4,338","4,534",196,4.30%
"2020, 02",1578626,AR,Calhoun County,2020,February,Not Adj,Arkansas,"2,343","2,469",126,5.10%
"2020, 02",1578631,AR,Carroll County,2020,February,Not Adj,Arkansas,"11,938","12,440",502,4.00%
"2020, 02",1578636,AR,Chicot County,2020,February,Not Adj,Arkansas,"2,997","3,283",286,8.70%
"2020, 02",1578641,AR,Clark County,2020,February,Not Adj,Arkansas,"9,362","9,726",364,3.70%
"2020, 02",1578646,AR,Clay County,2020,February,Not Adj,Arkansas,"5,324","5,657",333,5.90%
"2020, 02",1578651,AR,Cleburne County,2020,February,Not Adj,Arkansas,"8,611","9,120",509,5.60%
"2020, 02",1578656,AR,Cleveland County,2020,February,Not Adj,Arkansas,"3,083","3,240",157,4.80%
"2020, 02",1578661,AR,Columbia County,2020,February,Not Adj,Arkansas,"8,764","9,193",429,4.70%
"2020, 02",1578666,AR,Conway County,2020,February,Not Adj,Arkansas,"7,907","8,302",395,4.80%
"2020, 02",1578671,AR,Craighead County,2020,February,Not Adj,Arkansas,"54,756","56,444","1,688",3.00%
"2020, 02",1578676,AR,Crawford County,2020,February,Not Adj,Arkansas,"25,871","26,862",991,3.70%
"2020, 02",1578681,AR,Crittenden County,2020,February,Not Adj,Arkansas,"20,476","21,419",943,4.40%
"2020, 02",1578686,AR,Cross County,2020,February,Not Adj,Arkansas,"7,066","7,405",339,4.60%
"2020, 02",1578691,AR,Dallas County,2020,February,Not Adj,Arkansas,"2,690","2,833",143,5.00%
"2020, 02",1578696,AR,Desha County,2020,February,Not Adj,Arkansas,"5,083","5,361",278,5.20%
"2020, 02",1578701,AR,Drew County,2020,February,Not Adj,Arkansas,"7,478","7,955",477,6.00%
"2020, 02",1578706,AR,Faulkner County,2020,February,Not Adj,Arkansas,"59,751","61,827","2,076",3.40%
"2020, 02",1578711,AR,Franklin County,2020,February,Not Adj,Arkansas,"7,196","7,485",289,3.90%
"2020, 02",1578716,AR,Fulton County,2020,February,Not Adj,Arkansas,"4,763","4,980",217,4.40%
"2020, 02",1578721,AR,Garland County,2020,February,Not Adj,Arkansas,"39,648","41,317","1,669",4.00%
"2020, 02",1578726,AR,Grant County,2020,February,Not Adj,Arkansas,"8,049","8,378",329,3.90%
"2020, 02",1578731,AR,Greene County,2020,February,Not Adj,Arkansas,"19,487","20,317",830,4.10%
"2020, 02",1578736,AR,Hempstead County,2020,February,Not Adj,Arkansas,"9,496","9,925",429,4.30%
"2020, 02",1578741,AR,Hot Spring County,2020,February,Not Adj,Arkansas,"13,460","13,988",528,3.80%
"2020, 02",1578746,AR,Howard County,2020,February,Not Adj,Arkansas,"5,573","5,795",222,3.80%
"2020, 02",1578751,AR,Independence County,2020,February,Not Adj,Arkansas,"15,911","16,639",728,4.40%
"2020, 02",1578756,AR,Izard County,2020,February,Not Adj,Arkansas,"4,563","4,891",328,6.70%
"2020, 02",1578761,AR,Jackson County,2020,February,Not Adj,Arkansas,"5,462","5,886",424,7.20%
"2020, 02",1578766,AR,Jefferson County,2020,February,Not Adj,Arkansas,"25,990","27,625","1,635",5.90%
"2020, 02",1578771,AR,Johnson County,2020,February,Not Adj,Arkansas,"9,776","10,240",464,4.50%
"2020, 02",1578776,AR,Lafayette County,2020,February,Not Adj,Arkansas,"2,352","2,480",128,5.20%
"2020, 02",1578781,AR,Lawrence County,2020,February,Not Adj,Arkansas,"6,582","6,904",322,4.70%
"2020, 02",1578786,AR,Lee County,2020,February,Not Adj,Arkansas,"2,698","2,876",178,6.20%
"2020, 02",1578791,AR,Lincoln County,2020,February,Not Adj,Arkansas,"3,771","3,982",211,5.30%
"2020, 02",1578796,AR,Little River County,2020,February,Not Adj,Arkansas,"5,304","5,589",285,5.10%
"2020, 02",1578801,AR,Logan County,2020,February,Not Adj,Arkansas,"8,126","8,535",409,4.80%
"2020, 02",1578806,AR,Lonoke County,2020,February,Not Adj,Arkansas,"32,994","34,257","1,263",3.70%
"2020, 02",1578811,AR,Madison County,2020,February,Not Adj,Arkansas,"7,363","7,570",207,2.70%
"2020, 02",1578816,AR,Marion County,2020,February,Not Adj,Arkansas,"6,343","6,654",311,4.70%
"2020, 02",1578821,AR,Miller County,2020,February,Not Adj,Arkansas,"19,021","19,881",860,4.30%
"2020, 02",1578826,AR,Mississippi County,2020,February,Not Adj,Arkansas,"16,213","17,244","1,031",6.00%
"2020, 02",1578831,AR,Monroe County,2020,February,Not Adj,Arkansas,"2,675","2,811",136,4.80%
"2020, 02",1578836,AR,Montgomery County,2020,February,Not Adj,Arkansas,"2,772","2,942",170,5.80%
"2020, 02",1578841,AR,Nevada County,2020,February,Not Adj,Arkansas,"3,479","3,632",153,4.20%
"2020, 02",1578846,AR,Newton County,2020,February,Not Adj,Arkansas,"3,217","3,362",145,4.30%
"2020, 02",1578851,AR,Ouachita County,2020,February,Not Adj,Arkansas,"9,266","9,808",542,5.50%
"2020, 02",1578856,AR,Perry County,2020,February,Not Adj,Arkansas,"4,056","4,239",183,4.30%
"2020, 02",1578861,AR,Phillips County,2020,February,Not Adj,Arkansas,"5,925","6,384",459,7.20%
"2020, 02",1578866,AR,Pike County,2020,February,Not Adj,Arkansas,"4,067","4,262",195,4.60%
"2020, 02",1578871,AR,Poinsett County,2020,February,Not Adj,Arkansas,"10,091","10,518",427,4.10%
"2020, 02",1578876,AR,Polk County,2020,February,Not Adj,Arkansas,"7,785","8,252",467,5.70%
"2020, 02",1578881,AR,Pope County,2020,February,Not Adj,Arkansas,"27,531","28,800","1,269",4.40%
"2020, 02",1578886,AR,Prairie County,2020,February,Not Adj,Arkansas,"3,428","3,589",161,4.50%
"2020, 02",1578891,AR,Pulaski County,2020,February,Not Adj,Arkansas,"181,207","188,399","7,192",3.80%
"2020, 02",1578896,AR,Randolph County,2020,February,Not Adj,Arkansas,"7,130","7,469",339,4.50%
"2020, 02",1578901,AR,St. Francis County,2020,February,Not Adj,Arkansas,"7,686","8,135",449,5.50%
"2020, 02",1578906,AR,Saline County,2020,February,Not Adj,Arkansas,"56,649","58,468","1,819",3.10%
"2020, 02",1578911,AR,Scott County,2020,February,Not Adj,Arkansas,"4,190","4,355",165,3.80%
"2020, 02",1578916,AR,Searcy County,2020,February,Not Adj,Arkansas,"2,657","2,828",171,6.00%
"2020, 02",1578921,AR,Sebastian County,2020,February,Not Adj,Arkansas,"54,436","56,513","2,077",3.70%
"2020, 02",1578926,AR,Sevier County,2020,February,Not Adj,Arkansas,"5,248","5,548",300,5.40%
"2020, 02",1578931,AR,Sharp County,2020,February,Not Adj,Arkansas,"5,387","5,725",338,5.90%
"2020, 02",1578936,AR,Stone County,2020,February,Not Adj,Arkansas,"4,347","4,608",261,5.70%
"2020, 02",1578941,AR,Union County,2020,February,Not Adj,Arkansas,"14,889","15,839",950,6.00%
"2020, 02",1578946,AR,Van Buren County,2020,February,Not Adj,Arkansas,"5,347","5,679",332,5.80%
"2020, 02",1578951,AR,Washington County,2020,February,Not Adj,Arkansas,"123,250","126,433","3,183",2.50%
"2020, 02",1578956,AR,White County,2020,February,Not Adj,Arkansas,"32,067","33,857","1,790",5.30%
"2020, 02",1578961,AR,Woodruff County,2020,February,Not Adj,Arkansas,"2,611","2,754",143,5.20%
"2020, 02",1578966,AR,Yell County,2020,February,Not Adj,Arkansas,"8,103","8,453",350,4.10%
"2020, 02",1578971,AR,Bella Vista,2020,February,Not Adj,Arkansas,"11,949","12,415",466,3.80%
"2020, 02",1578976,AR,Benton,2020,February,Not Adj,Arkansas,"16,850","17,372",522,3.00%
"2020, 02",1578981,AR,Bentonville,2020,February,Not Adj,Arkansas,"26,646","27,330",684,2.50%
"2020, 02",1578986,AR,Blytheville,2020,February,Not Adj,Arkansas,"5,461","5,868",407,6.90%
"2020, 02",1578991,AR,Cabot,2020,February,Not Adj,Arkansas,"11,728","12,130",402,3.30%
"2020, 02",1578996,AR,Conway,2020,February,Not Adj,Arkansas,"32,631","33,728","1,097",3.30%
"2020, 02",1579001,AR,El Dorado,2020,February,Not Adj,Arkansas,"6,449","6,908",459,6.60%
"2020, 02",1579006,AR,Fayetteville,2020,February,Not Adj,Arkansas,"47,362","48,560","1,198",2.50%
"2020, 02",1579011,AR,Fort Smith,2020,February,Not Adj,Arkansas,"37,775","39,211","1,436",3.70%
"2020, 02",1579016,AR,Hot Springs National Park (Hot Springs),2020,February,Not Adj,Arkansas,"14,094","14,720",626,4.30%
"2020, 02",1579021,AR,Jacksonville,2020,February,Not Adj,Arkansas,"11,084","11,674",590,5.10%
"2020, 02",1579026,AR,Jonesboro,2020,February,Not Adj,Arkansas,"38,546","39,740","1,194",3.00%
"2020, 02",1579031,AR,Little Rock,2020,February,Not Adj,Arkansas,"93,280","96,798","3,518",3.60%
"2020, 02",1579036,AR,North Little Rock,2020,February,Not Adj,Arkansas,"28,617","29,947","1,330",4.40%
"2020, 02",1579041,AR,Paragould,2020,February,Not Adj,Arkansas,"12,313","12,854",541,4.20%
"2020, 02",1579046,AR,Pine Bluff,2020,February,Not Adj,Arkansas,"15,356","16,394","1,038",6.30%
"2020, 02",1579051,AR,Rogers,2020,February,Not Adj,Arkansas,"35,274","36,204",930,2.60%
"2020, 02",1579056,AR,Russellville,2020,February,Not Adj,Arkansas,"12,800","13,308",508,3.80%
"2020, 02",1579061,AR,Searcy,2020,February,Not Adj,Arkansas,"9,776","10,196",420,4.10%
"2020, 02",1579066,AR,Sherwood,2020,February,Not Adj,Arkansas,"15,448","16,013",565,3.50%
"2020, 02",1579071,AR,Springdale,2020,February,Not Adj,Arkansas,"39,016","40,035","1,019",2.50%
"2020, 02",1579076,AR,Texarkana,2020,February,Not Adj,Arkansas,"13,070","13,695",625,4.60%
"2020, 02",1579081,AR,Van Buren,2020,February,Not Adj,Arkansas,"10,058","10,442",384,3.70%
"2020, 02",1579086,AR,West Memphis,2020,February,Not Adj,Arkansas,"10,037","10,570",533,5.00%
"2020, 01",1578583,AR,Arkansas,2020,January,Not Adj,Arkansas,"1,295,198","1,350,711","55,513",4.10%
"2020, 01",1578595,AR,Arkansas County,2020,January,Not Adj,Arkansas,"8,924","9,260",336,3.60%
"2020, 01",1578600,AR,Ashley County,2020,January,Not Adj,Arkansas,"7,131","7,675",544,7.10%
"2020, 01",1578605,AR,Baxter County,2020,January,Not Adj,Arkansas,"15,255","16,005",750,4.70%
"2020, 01",1578610,AR,Benton County,2020,January,Not Adj,Arkansas,"133,215","137,257","4,042",2.90%
"2020, 01",1578615,AR,Boone County,2020,January,Not Adj,Arkansas,"15,266","15,882",616,3.90%
"2020, 01",1578620,AR,Bradley County,2020,January,Not Adj,Arkansas,"4,284","4,491",207,4.60%
"2020, 01",1578625,AR,Calhoun County,2020,January,Not Adj,Arkansas,"2,312","2,436",124,5.10%
"2020, 01",1578630,AR,Carroll County,2020,January,Not Adj,Arkansas,"11,744","12,291",547,4.50%
"2020, 01",1578635,AR,Chicot County,2020,January,Not Adj,Arkansas,"2,959","3,244",285,8.80%
"2020, 01",1578640,AR,Clark County,2020,January,Not Adj,Arkansas,"9,124","9,520",396,4.20%
"2020, 01",1578645,AR,Clay County,2020,January,Not Adj,Arkansas,"5,247","5,581",334,6.00%
"2020, 01",1578650,AR,Cleburne County,2020,January,Not Adj,Arkansas,"8,478","8,993",515,5.70%
"2020, 01",1578655,AR,Cleveland County,2020,January,Not Adj,Arkansas,"3,015","3,179",164,5.20%
"2020, 01",1578660,AR,Columbia County,2020,January,Not Adj,Arkansas,"8,658","9,109",451,5.00%
"2020, 01",1578665,AR,Conway County,2020,January,Not Adj,Arkansas,"7,846","8,256",410,5.00%
"2020, 01",1578670,AR,Craighead County,2020,January,Not Adj,Arkansas,"54,045","55,856","1,811",3.20%
"2020, 01",1578675,AR,Crawford County,2020,January,Not Adj,Arkansas,"25,597","26,619","1,022",3.80%
"2020, 01",1578680,AR,Crittenden County,2020,January,Not Adj,Arkansas,"20,242","21,248","1,006",4.70%
"2020, 01",1578685,AR,Cross County,2020,January,Not Adj,Arkansas,"6,968","7,326",358,4.90%
"2020, 01",1578690,AR,Dallas County,2020,January,Not Adj,Arkansas,"2,675","2,815",140,5.00%
"2020, 01",1578695,AR,Desha County,2020,January,Not Adj,Arkansas,"5,028","5,309",281,5.30%
"2020, 01",1578700,AR,Drew County,2020,January,Not Adj,Arkansas,"7,402","7,883",481,6.10%
"2020, 01",1578705,AR,Faulkner County,2020,January,Not Adj,Arkansas,"59,407","61,559","2,152",3.50%
"2020, 01",1578710,AR,Franklin County,2020,January,Not Adj,Arkansas,"7,108","7,394",286,3.90%
"2020, 01",1578715,AR,Fulton County,2020,January,Not Adj,Arkansas,"4,697","4,918",221,4.50%
"2020, 01",1578720,AR,Garland County,2020,January,Not Adj,Arkansas,"39,115","40,802","1,687",4.10%
"2020, 01",1578725,AR,Grant County,2020,January,Not Adj,Arkansas,"7,996","8,319",323,3.90%
"2020, 01",1578730,AR,Greene County,2020,January,Not Adj,Arkansas,"19,194","20,018",824,4.10%
"2020, 01",1578735,AR,Hempstead County,2020,January,Not Adj,Arkansas,"9,376","9,816",440,4.50%
"2020, 01",1578740,AR,Hot Spring County,2020,January,Not Adj,Arkansas,"13,294","13,840",546,3.90%
"2020, 01",1578745,AR,Howard County,2020,January,Not Adj,Arkansas,"5,493","5,726",233,4.10%
"2020, 01",1578750,AR,Independence County,2020,January,Not Adj,Arkansas,"15,736","16,491",755,4.60%
"2020, 01",1578755,AR,Izard County,2020,January,Not Adj,Arkansas,"4,474","4,787",313,6.50%
"2020, 01",1578760,AR,Jackson County,2020,January,Not Adj,Arkansas,"5,380","5,813",433,7.40%
"2020, 01",1578765,AR,Jefferson County,2020,January,Not Adj,Arkansas,"25,509","27,208","1,699",6.20%
"2020, 01",1578770,AR,Johnson County,2020,January,Not Adj,Arkansas,"9,681","10,172",491,4.80%
"2020, 01",1578775,AR,Lafayette County,2020,January,Not Adj,Arkansas,"2,318","2,452",134,5.50%
"2020, 01",1578780,AR,Lawrence County,2020,January,Not Adj,Arkansas,"6,510","6,834",324,4.70%
"2020, 01",1578785,AR,Lee County,2020,January,Not Adj,Arkansas,"2,664","2,845",181,6.40%
"2020, 01",1578790,AR,Lincoln County,2020,January,Not Adj,Arkansas,"3,683","3,897",214,5.50%
"2020, 01",1578795,AR,Little River County,2020,January,Not Adj,Arkansas,"5,254","5,528",274,5.00%
"2020, 01",1578800,AR,Logan County,2020,January,Not Adj,Arkansas,"8,034","8,487",453,5.30%
"2020, 01",1578805,AR,Lonoke County,2020,January,Not Adj,Arkansas,"32,760","33,986","1,226",3.60%
"2020, 01",1578810,AR,Madison County,2020,January,Not Adj,Arkansas,"7,223","7,432",209,2.80%
"2020, 01",1578815,AR,Marion County,2020,January,Not Adj,Arkansas,"6,274","6,596",322,4.90%
"2020, 01",1578820,AR,Miller County,2020,January,Not Adj,Arkansas,"18,830","19,707",877,4.50%
"2020, 01",1578825,AR,Mississippi County,2020,January,Not Adj,Arkansas,"16,062","17,055",993,5.80%
"2020, 01",1578830,AR,Monroe County,2020,January,Not Adj,Arkansas,"2,630","2,768",138,5.00%
"2020, 01",1578835,AR,Montgomery County,2020,January,Not Adj,Arkansas,"2,701","2,877",176,6.10%
"2020, 01",1578840,AR,Nevada County,2020,January,Not Adj,Arkansas,"3,440","3,588",148,4.10%
"2020, 01",1578845,AR,Newton County,2020,January,Not Adj,Arkansas,"3,165","3,326",161,4.80%
"2020, 01",1578850,AR,Ouachita County,2020,January,Not Adj,Arkansas,"9,181","9,739",558,5.70%
"2020, 01",1578855,AR,Perry County,2020,January,Not Adj,Arkansas,"4,024","4,227",203,4.80%
"2020, 01",1578860,AR,Phillips County,2020,January,Not Adj,Arkansas,"5,868","6,335",467,7.40%
"2020, 01",1578865,AR,Pike County,2020,January,Not Adj,Arkansas,"4,010","4,209",199,4.70%
"2020, 01",1578870,AR,Poinsett County,2020,January,Not Adj,Arkansas,"9,929","10,379",450,4.30%
"2020, 01",1578875,AR,Polk County,2020,January,Not Adj,Arkansas,"7,667","8,152",485,5.90%
"2020, 01",1578880,AR,Pope County,2020,January,Not Adj,Arkansas,"27,127","28,533","1,406",4.90%
"2020, 01",1578885,AR,Prairie County,2020,January,Not Adj,Arkansas,"3,383","3,537",154,4.40%
"2020, 01",1578890,AR,Pulaski County,2020,January,Not Adj,Arkansas,"180,280","187,545","7,265",3.90%
"2020, 01",1578895,AR,Randolph County,2020,January,Not Adj,Arkansas,"7,006","7,356",350,4.80%
"2020, 01",1578900,AR,St. Francis County,2020,January,Not Adj,Arkansas,"7,611","8,076",465,5.80%
"2020, 01",1578905,AR,Saline County,2020,January,Not Adj,Arkansas,"56,352","58,243","1,891",3.20%
"2020, 01",1578910,AR,Scott County,2020,January,Not Adj,Arkansas,"4,129","4,301",172,4.00%
"2020, 01",1578915,AR,Searcy County,2020,January,Not Adj,Arkansas,"2,618","2,794",176,6.30%
"2020, 01",1578920,AR,Sebastian County,2020,January,Not Adj,Arkansas,"53,894","56,107","2,213",3.90%
"2020, 01",1578925,AR,Sevier County,2020,January,Not Adj,Arkansas,"5,174","5,479",305,5.60%
"2020, 01",1578930,AR,Sharp County,2020,January,Not Adj,Arkansas,"5,325","5,666",341,6.00%
"2020, 01",1578935,AR,Stone County,2020,January,Not Adj,Arkansas,"4,284","4,556",272,6.00%
"2020, 01",1578940,AR,Union County,2020,January,Not Adj,Arkansas,"14,781","15,801","1,020",6.50%
"2020, 01",1578945,AR,Van Buren County,2020,January,Not Adj,Arkansas,"5,311","5,652",341,6.00%
"2020, 01",1578950,AR,Washington County,2020,January,Not Adj,Arkansas,"121,521","124,899","3,378",2.70%
"2020, 01",1578955,AR,White County,2020,January,Not Adj,Arkansas,"31,757","33,578","1,821",5.40%
"2020, 01",1578960,AR,Woodruff County,2020,January,Not Adj,Arkansas,"2,584","2,749",165,6.00%
"2020, 01",1578965,AR,Yell County,2020,January,Not Adj,Arkansas,"7,956","8,320",364,4.40%
"2020, 01",1578970,AR,Bella Vista,2020,January,Not Adj,Arkansas,"11,782","12,254",472,3.90%
"2020, 01",1578975,AR,Benton,2020,January,Not Adj,Arkansas,"16,762","17,305",543,3.10%
"2020, 01",1578980,AR,Bentonville,2020,January,Not Adj,Arkansas,"26,275","26,949",674,2.50%
"2020, 01",1578985,AR,Blytheville,2020,January,Not Adj,Arkansas,"5,410","5,806",396,6.80%
"2020, 01",1578990,AR,Cabot,2020,January,Not Adj,Arkansas,"11,645","12,073",428,3.50%
"2020, 01",1578995,AR,Conway,2020,January,Not Adj,Arkansas,"32,443","33,608","1,165",3.50%
"2020, 01",1579000,AR,El Dorado,2020,January,Not Adj,Arkansas,"6,403","6,919",516,7.50%
"2020, 01",1579005,AR,Fayetteville,2020,January,Not Adj,Arkansas,"46,697","47,958","1,261",2.60%
"2020, 01",1579010,AR,Fort Smith,2020,January,Not Adj,Arkansas,"37,399","38,954","1,555",4.00%
"2020, 01",1579015,AR,Hot Springs National Park (Hot Springs),2020,January,Not Adj,Arkansas,"13,905","14,593",688,4.70%
"2020, 01",1579020,AR,Jacksonville,2020,January,Not Adj,Arkansas,"11,028","11,640",612,5.30%
"2020, 01",1579025,AR,Jonesboro,2020,January,Not Adj,Arkansas,"38,045","39,332","1,287",3.30%
"2020, 01",1579030,AR,Little Rock,2020,January,Not Adj,Arkansas,"92,802","96,354","3,552",3.70%
"2020, 01",1579035,AR,North Little Rock,2020,January,Not Adj,Arkansas,"28,471","29,777","1,306",4.40%
"2020, 01",1579040,AR,Paragould,2020,January,Not Adj,Arkansas,"12,128","12,658",530,4.20%
"2020, 01",1579045,AR,Pine Bluff,2020,January,Not Adj,Arkansas,"15,072","16,185","1,113",6.90%
"2020, 01",1579050,AR,Rogers,2020,January,Not Adj,Arkansas,"34,783","35,747",964,2.70%
"2020, 01",1579055,AR,Russellville,2020,January,Not Adj,Arkansas,"12,612","13,173",561,4.30%
"2020, 01",1579060,AR,Searcy,2020,January,Not Adj,Arkansas,"9,682","10,121",439,4.30%
"2020, 01",1579065,AR,Sherwood,2020,January,Not Adj,Arkansas,"15,369","15,938",569,3.60%
"2020, 01",1579070,AR,Springdale,2020,January,Not Adj,Arkansas,"38,469","39,564","1,095",2.80%
"2020, 01",1579075,AR,Texarkana,2020,January,Not Adj,Arkansas,"12,939","13,606",667,4.90%
"2020, 01",1579080,AR,Van Buren,2020,January,Not Adj,Arkansas,"9,952","10,351",399,3.90%
"2020, 01",1579085,AR,West Memphis,2020,January,Not Adj,Arkansas,"9,922","10,486",564,5.40%
"2019, 12",806561,AR,Arkansas,2019,December,Not Adj,Arkansas,"1,310,216","1,355,941","45,725",3.40%
"2019, 12",806575,AR,Arkansas County,2019,December,Not Adj,Arkansas,"9,136","9,419",283,3.00%
"2019, 12",806596,AR,Ashley County,2019,December,Not Adj,Arkansas,"7,158","7,585",427,5.60%
"2019, 12",806609,AR,Baxter County,2019,December,Not Adj,Arkansas,"15,523","16,140",617,3.80%
"2019, 12",806630,AR,Benton County,2019,December,Not Adj,Arkansas,"134,463","137,770","3,307",2.40%
"2019, 12",806643,AR,Boone County,2019,December,Not Adj,Arkansas,"15,475","15,960",485,3.00%
"2019, 12",806664,AR,Bradley County,2019,December,Not Adj,Arkansas,"4,332","4,489",157,3.50%
"2019, 12",806677,AR,Calhoun County,2019,December,Not Adj,Arkansas,"2,345","2,441",96,3.90%
"2019, 12",806698,AR,Carroll County,2019,December,Not Adj,Arkansas,"12,203","12,565",362,2.90%
"2019, 12",806711,AR,Chicot County,2019,December,Not Adj,Arkansas,"3,041","3,259",218,6.70%
"2019, 12",806732,AR,Clark County,2019,December,Not Adj,Arkansas,"9,415","9,756",341,3.50%
"2019, 12",806745,AR,Clay County,2019,December,Not Adj,Arkansas,"5,341","5,625",284,5.00%
"2019, 12",806766,AR,Cleburne County,2019,December,Not Adj,Arkansas,"8,638","9,065",427,4.70%
