Number of Records,Region,Adjustment,area,Area,Area Type,areatype,Employed,Labor Force,Period,periodtype,Year,Period Type,Preliminary or Final,stfips,Unemployed,Unemployment Rate
1,MI,Not Adj,99,"Macomb County, MI",County,4,427465,443763,April,3,2019,Monthly,Final,26,16298,3.70%
1,MI,Not Adj,99,"Macomb County, MI",County,4,430327,447083,May,3,2019,Monthly,Final,26,16756,3.70%
1,MI,Not Adj,99,"Macomb County, MI",County,4,431788,451365,June,3,2019,Monthly,Final,26,19577,4.30%
1,MI,Not Adj,99,"Macomb County, MI",County,4,434330,457382,July,3,2019,Monthly,Final,26,23052,5.00%
1,MI,Not Adj,99,"Macomb County, MI",County,4,425791,450781,January,3,2019,Monthly,Final,26,24990,5.50%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9287,10088,January,3,2019,Monthly,Final,26,801,7.90%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9271,10034,February,3,2019,Monthly,Final,26,763,7.60%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9253,9982,March,3,2019,Monthly,Final,26,729,7.30%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9606,10155,April,3,2019,Monthly,Final,26,549,5.40%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10088,10594,May,3,2019,Monthly,Final,26,506,4.80%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10476,11067,June,3,2019,Monthly,Final,26,591,5.30%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9582,10259,January,3,2020,Monthly,Final,26,677,6.60%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9642,10238,February,3,2020,Monthly,Final,26,596,5.80%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9383,9949,March,3,2020,Monthly,Final,26,566,5.70%
1,MI,Not Adj,101,"Manistee County, MI",County,4,6217,9080,April,3,2020,Monthly,Final,26,2863,31.50%
1,MI,Not Adj,101,"Manistee County, MI",County,4,7840,10280,May,3,2020,Monthly,Preliminary,26,2440,23.70%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10460,11078,July,3,2019,Monthly,Final,26,618,5.60%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10369,10877,August,3,2019,Monthly,Final,26,508,4.70%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10160,10585,September,3,2019,Monthly,Final,26,425,4.00%
1,MI,Not Adj,101,"Manistee County, MI",County,4,10072,10439,October,3,2019,Monthly,Final,26,367,3.50%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9792,10235,November,3,2019,Monthly,Final,26,443,4.30%
1,MI,Not Adj,101,"Manistee County, MI",County,4,9638,10190,December,3,2019,Monthly,Final,26,552,5.40%
1,MI,Not Adj,103,"Marquette County, MI",County,4,29754,31776,January,3,2019,Monthly,Final,26,2022,6.40%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31054,33041,February,3,2019,Monthly,Final,26,1987,6.00%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30952,32889,March,3,2019,Monthly,Final,26,1937,5.90%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31043,32722,April,3,2019,Monthly,Final,26,1679,5.10%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30293,31833,May,3,2019,Monthly,Final,26,1540,4.80%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30659,32393,June,3,2019,Monthly,Final,26,1734,5.40%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30266,31983,January,3,2020,Monthly,Final,26,1717,5.40%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31783,33346,February,3,2020,Monthly,Final,26,1563,4.70%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30899,32374,March,3,2020,Monthly,Final,26,1475,4.60%
1,MI,Not Adj,103,"Marquette County, MI",County,4,24885,31370,April,3,2020,Monthly,Final,26,6485,20.70%
1,MI,Not Adj,103,"Marquette County, MI",County,4,27325,33252,May,3,2020,Monthly,Preliminary,26,5927,17.80%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30475,32242,July,3,2019,Monthly,Final,26,1767,5.50%
1,MI,Not Adj,103,"Marquette County, MI",County,4,30793,32253,August,3,2019,Monthly,Final,26,1460,4.50%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31558,32698,September,3,2019,Monthly,Final,26,1140,3.50%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31738,32757,October,3,2019,Monthly,Final,26,1019,3.10%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31811,32953,November,3,2019,Monthly,Final,26,1142,3.50%
1,MI,Not Adj,103,"Marquette County, MI",County,4,31574,32961,December,3,2019,Monthly,Final,26,1387,4.20%
1,MI,Not Adj,105,"Mason County, MI",County,4,12333,13264,January,3,2019,Monthly,Final,26,931,7.00%
1,MI,Not Adj,105,"Mason County, MI",County,4,12352,13245,February,3,2019,Monthly,Final,26,893,6.70%
1,MI,Not Adj,105,"Mason County, MI",County,4,12446,13275,March,3,2019,Monthly,Final,26,829,6.20%
1,MI,Not Adj,105,"Mason County, MI",County,4,12831,13431,April,3,2019,Monthly,Final,26,600,4.50%
1,MI,Not Adj,105,"Mason County, MI",County,4,13292,13866,May,3,2019,Monthly,Final,26,574,4.10%
1,MI,Not Adj,105,"Mason County, MI",County,4,13706,14376,June,3,2019,Monthly,Final,26,670,4.70%
1,MI,Not Adj,105,"Mason County, MI",County,4,12321,13137,January,3,2020,Monthly,Final,26,816,6.20%
1,MI,Not Adj,105,"Mason County, MI",County,4,12457,13145,February,3,2020,Monthly,Final,26,688,5.20%
1,MI,Not Adj,105,"Mason County, MI",County,4,12309,12956,March,3,2020,Monthly,Final,26,647,5.00%
1,MI,Not Adj,105,"Mason County, MI",County,4,9226,12364,April,3,2020,Monthly,Final,26,3138,25.40%
1,MI,Not Adj,105,"Mason County, MI",County,4,11035,13607,May,3,2020,Monthly,Preliminary,26,2572,18.90%
1,MI,Not Adj,105,"Mason County, MI",County,4,13836,14553,July,3,2019,Monthly,Final,26,717,4.90%
1,MI,Not Adj,105,"Mason County, MI",County,4,13625,14234,August,3,2019,Monthly,Final,26,609,4.30%
1,MI,Not Adj,105,"Mason County, MI",County,4,13163,13672,September,3,2019,Monthly,Final,26,509,3.70%
1,MI,Not Adj,105,"Mason County, MI",County,4,13133,13613,October,3,2019,Monthly,Final,26,480,3.50%
1,MI,Not Adj,105,"Mason County, MI",County,4,12731,13297,November,3,2019,Monthly,Final,26,566,4.30%
1,MI,Not Adj,105,"Mason County, MI",County,4,12507,13171,December,3,2019,Monthly,Final,26,664,5.00%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17223,18333,January,3,2019,Monthly,Final,26,1110,6.10%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17466,18547,February,3,2019,Monthly,Final,26,1081,5.80%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17448,18495,March,3,2019,Monthly,Final,26,1047,5.70%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17758,18529,April,3,2019,Monthly,Final,26,771,4.20%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17437,18214,May,3,2019,Monthly,Final,26,777,4.30%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,16848,17762,June,3,2019,Monthly,Final,26,914,5.10%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17184,18186,January,3,2020,Monthly,Final,26,1002,5.50%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17664,18528,February,3,2020,Monthly,Final,26,864,4.70%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17283,18105,March,3,2020,Monthly,Final,26,822,4.50%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,12939,17403,April,3,2020,Monthly,Final,26,4464,25.70%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,15606,19187,May,3,2020,Monthly,Preliminary,26,3581,18.70%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,16794,17838,July,3,2019,Monthly,Final,26,1044,5.90%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,16843,17658,August,3,2019,Monthly,Final,26,815,4.60%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17605,18301,September,3,2019,Monthly,Final,26,696,3.80%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17865,18496,October,3,2019,Monthly,Final,26,631,3.40%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17900,18522,November,3,2019,Monthly,Final,26,622,3.40%
1,MI,Not Adj,107,"Mecosta County, MI",County,4,17496,18273,December,3,2019,Monthly,Final,26,777,4.30%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10417,10948,January,3,2019,Monthly,Final,26,531,4.90%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10460,10954,February,3,2019,Monthly,Final,26,494,4.50%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10450,10950,March,3,2019,Monthly,Final,26,500,4.60%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10573,11001,April,3,2019,Monthly,Final,26,428,3.90%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10748,11125,May,3,2019,Monthly,Final,26,377,3.40%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10929,11353,June,3,2019,Monthly,Final,26,424,3.70%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10515,11017,January,3,2020,Monthly,Final,26,502,4.60%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10630,11051,February,3,2020,Monthly,Final,26,421,3.80%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10394,10799,March,3,2020,Monthly,Final,26,405,3.80%
1,MI,Not Adj,109,"Menominee County, MI",County,4,8896,10411,April,3,2020,Monthly,Final,26,1515,14.60%
1,MI,Not Adj,109,"Menominee County, MI",County,4,9603,10998,May,3,2020,Monthly,Preliminary,26,1395,12.70%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10742,11304,July,3,2019,Monthly,Final,26,562,5.00%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10738,11208,August,3,2019,Monthly,Final,26,470,4.20%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10609,10955,September,3,2019,Monthly,Final,26,346,3.20%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10574,10874,October,3,2019,Monthly,Final,26,300,2.80%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10613,10939,November,3,2019,Monthly,Final,26,326,3.00%
1,MI,Not Adj,109,"Menominee County, MI",County,4,10494,11042,December,3,2019,Monthly,Final,26,548,5.00%
1,MI,Not Adj,111,"Midland County, MI",County,4,38580,40445,January,3,2019,Monthly,Final,26,1865,4.60%
1,MI,Not Adj,111,"Midland County, MI",County,4,38835,40587,February,3,2019,Monthly,Final,26,1752,4.30%
1,MI,Not Adj,111,"Midland County, MI",County,4,38921,40736,March,3,2019,Monthly,Final,26,1815,4.50%
1,MI,Not Adj,111,"Midland County, MI",County,4,39008,40406,April,3,2019,Monthly,Final,26,1398,3.50%
1,MI,Not Adj,111,"Midland County, MI",County,4,39371,40752,May,3,2019,Monthly,Final,26,1381,3.40%
1,MI,Not Adj,111,"Midland County, MI",County,4,39440,41049,June,3,2019,Monthly,Final,26,1609,3.90%
1,MI,Not Adj,111,"Midland County, MI",County,4,38204,39919,January,3,2020,Monthly,Final,26,1715,4.30%
1,MI,Not Adj,111,"Midland County, MI",County,4,38830,40307,February,3,2020,Monthly,Final,26,1477,3.70%
1,MI,Not Adj,111,"Midland County, MI",County,4,38137,39617,March,3,2020,Monthly,Final,26,1480,3.70%
1,MI,Not Adj,111,"Midland County, MI",County,4,30335,38000,April,3,2020,Monthly,Final,26,7665,20.20%
1,MI,Not Adj,111,"Midland County, MI",County,4,33869,40235,May,3,2020,Monthly,Preliminary,26,6366,15.80%
1,MI,Not Adj,111,"Midland County, MI",County,4,38687,40500,July,3,2019,Monthly,Final,26,1813,4.50%
1,MI,Not Adj,111,"Midland County, MI",County,4,38713,40174,August,3,2019,Monthly,Final,26,1461,3.60%
1,MI,Not Adj,111,"Midland County, MI",County,4,38558,39783,September,3,2019,Monthly,Final,26,1225,3.10%
1,MI,Not Adj,111,"Midland County, MI",County,4,38476,39639,October,3,2019,Monthly,Final,26,1163,2.90%
1,MI,Not Adj,111,"Midland County, MI",County,4,38878,40076,November,3,2019,Monthly,Final,26,1198,3.00%
1,MI,Not Adj,111,"Midland County, MI",County,4,38450,39763,December,3,2019,Monthly,Final,26,1313,3.30%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6584,6944,February,3,2020,Monthly,Final,26,360,5.20%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6480,6817,March,3,2020,Monthly,Final,26,337,4.90%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,4796,6628,April,3,2020,Monthly,Final,26,1832,27.60%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,5911,7313,May,3,2020,Monthly,Preliminary,26,1402,19.20%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6844,7134,August,3,2019,Monthly,Final,26,290,4.10%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6725,6970,September,3,2019,Monthly,Final,26,245,3.50%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6674,6897,October,3,2019,Monthly,Final,26,223,3.20%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6580,6810,November,3,2019,Monthly,Final,26,230,3.40%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6515,6829,December,3,2019,Monthly,Final,26,314,4.60%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6471,6900,January,3,2020,Monthly,Final,26,429,6.20%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6441,6884,February,3,2019,Monthly,Final,26,443,6.40%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6481,6916,March,3,2019,Monthly,Final,26,435,6.30%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6492,6836,April,3,2019,Monthly,Final,26,344,5.00%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6721,6992,May,3,2019,Monthly,Final,26,271,3.90%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6817,7172,June,3,2019,Monthly,Final,26,355,4.90%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6859,7220,July,3,2019,Monthly,Final,26,361,5.00%
1,MI,Not Adj,113,"Missaukee County, MI",County,4,6399,6876,January,3,2019,Monthly,Final,26,477,6.90%
1,MI,Not Adj,115,"Monroe County, MI",County,4,71537,75207,January,3,2019,Monthly,Final,26,3670,4.90%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72537,76073,February,3,2019,Monthly,Final,26,3536,4.60%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72507,75770,March,3,2019,Monthly,Final,26,3263,4.30%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72844,75588,April,3,2019,Monthly,Final,26,2744,3.60%
1,MI,Not Adj,115,"Monroe County, MI",County,4,73249,76340,May,3,2019,Monthly,Final,26,3091,4.00%
1,MI,Not Adj,115,"Monroe County, MI",County,4,73132,76171,June,3,2019,Monthly,Final,26,3039,4.00%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72192,75402,January,3,2020,Monthly,Final,26,3210,4.30%
1,MI,Not Adj,115,"Monroe County, MI",County,4,73431,75999,February,3,2020,Monthly,Final,26,2568,3.40%
1,MI,Not Adj,115,"Monroe County, MI",County,4,71280,73674,March,3,2020,Monthly,Final,26,2394,3.20%
1,MI,Not Adj,115,"Monroe County, MI",County,4,56190,76011,April,3,2020,Monthly,Final,26,19821,26.10%
1,MI,Not Adj,115,"Monroe County, MI",County,4,61630,78187,May,3,2020,Monthly,Preliminary,26,16557,21.20%
1,MI,Not Adj,115,"Monroe County, MI",County,4,71665,75969,July,3,2019,Monthly,Final,26,4304,5.70%
1,MI,Not Adj,115,"Monroe County, MI",County,4,71816,74662,August,3,2019,Monthly,Final,26,2846,3.80%
1,MI,Not Adj,115,"Monroe County, MI",County,4,71902,74172,September,3,2019,Monthly,Final,26,2270,3.10%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72773,74841,October,3,2019,Monthly,Final,26,2068,2.80%
1,MI,Not Adj,115,"Monroe County, MI",County,4,73615,75770,November,3,2019,Monthly,Final,26,2155,2.80%
1,MI,Not Adj,115,"Monroe County, MI",County,4,72915,75201,December,3,2019,Monthly,Final,26,2286,3.00%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,26898,28423,January,3,2019,Monthly,Final,26,1525,5.40%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27194,28638,February,3,2019,Monthly,Final,26,1444,5.00%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27182,28606,March,3,2019,Monthly,Final,26,1424,5.00%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27172,28256,April,3,2019,Monthly,Final,26,1084,3.80%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27355,28380,May,3,2019,Monthly,Final,26,1025,3.60%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27501,28736,June,3,2019,Monthly,Final,26,1235,4.30%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27073,28325,January,3,2020,Monthly,Final,26,1252,4.40%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27653,28711,February,3,2020,Monthly,Final,26,1058,3.70%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27008,28037,March,3,2020,Monthly,Final,26,1029,3.70%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,20684,28174,April,3,2020,Monthly,Final,26,7490,26.60%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,23343,29196,May,3,2020,Monthly,Preliminary,26,5853,20.00%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27154,28680,July,3,2019,Monthly,Final,26,1526,5.30%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27420,28519,August,3,2019,Monthly,Final,26,1099,3.90%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27049,27914,September,3,2019,Monthly,Final,26,865,3.10%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27153,27952,October,3,2019,Monthly,Final,26,799,2.90%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27259,28089,November,3,2019,Monthly,Final,26,830,3.00%
1,MI,Not Adj,117,"Montcalm County, MI",County,4,27018,28012,December,3,2019,Monthly,Final,26,994,3.50%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2623,2982,January,3,2019,Monthly,Final,26,359,12.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2620,2941,February,3,2019,Monthly,Final,26,321,10.90%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2621,2947,March,3,2019,Monthly,Final,26,326,11.10%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2694,2928,April,3,2019,Monthly,Final,26,234,8.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2826,3040,May,3,2019,Monthly,Final,26,214,7.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2856,3079,June,3,2019,Monthly,Final,26,223,7.20%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2652,3014,January,3,2020,Monthly,Final,26,362,12.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2686,2965,February,3,2020,Monthly,Final,26,279,9.40%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2636,2885,March,3,2020,Monthly,Final,26,249,8.60%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,1813,2748,April,3,2020,Monthly,Final,26,935,34.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2235,2989,May,3,2020,Monthly,Preliminary,26,754,25.20%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2858,3106,July,3,2019,Monthly,Final,26,248,8.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2864,3062,August,3,2019,Monthly,Final,26,198,6.50%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2805,2966,September,3,2019,Monthly,Final,26,161,5.40%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2779,2955,October,3,2019,Monthly,Final,26,176,6.00%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2733,2979,November,3,2019,Monthly,Final,26,246,8.30%
1,MI,Not Adj,119,"Montmorency County, MI",County,4,2701,2994,December,3,2019,Monthly,Final,26,293,9.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,72736,76636,January,3,2019,Monthly,Final,26,3900,5.10%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73143,76792,February,3,2019,Monthly,Final,26,3649,4.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73077,76784,March,3,2019,Monthly,Final,26,3707,4.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73211,76134,April,3,2019,Monthly,Final,26,2923,3.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74039,77086,May,3,2019,Monthly,Final,26,3047,4.00%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,75381,78937,June,3,2019,Monthly,Final,26,3556,4.50%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73795,77162,January,3,2020,Monthly,Final,26,3367,4.40%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74944,77865,February,3,2020,Monthly,Final,26,2921,3.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,72568,75550,March,3,2020,Monthly,Final,26,2982,3.90%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,56222,79299,April,3,2020,Monthly,Final,26,23077,29.10%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,62106,82618,May,3,2020,Monthly,Preliminary,26,20512,24.80%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74669,78973,July,3,2019,Monthly,Final,26,4304,5.40%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74797,78095,August,3,2019,Monthly,Final,26,3298,4.20%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73228,76013,September,3,2019,Monthly,Final,26,2785,3.70%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,73628,76240,October,3,2019,Monthly,Final,26,2612,3.40%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74406,77174,November,3,2019,Monthly,Final,26,2768,3.60%
1,MI,Not Adj,121,"Muskegon County, MI",County,4,74004,76923,December,3,2019,Monthly,Final,26,2919,3.80%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,21747,23049,January,3,2019,Monthly,Final,26,1302,5.60%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,21833,23071,February,3,2019,Monthly,Final,26,1238,5.40%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,21912,23111,March,3,2019,Monthly,Final,26,1199,5.20%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22409,23310,April,3,2019,Monthly,Final,26,901,3.90%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22741,23648,May,3,2019,Monthly,Final,26,907,3.80%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,23077,24144,June,3,2019,Monthly,Final,26,1067,4.40%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22321,23410,January,3,2020,Monthly,Final,26,1089,4.70%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22581,23547,February,3,2020,Monthly,Final,26,966,4.10%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22205,23088,March,3,2020,Monthly,Final,26,883,3.80%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,16057,21625,April,3,2020,Monthly,Final,26,5568,25.70%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,19152,23676,May,3,2020,Monthly,Preliminary,26,4524,19.10%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22637,23839,July,3,2019,Monthly,Final,26,1202,5.00%
1,MI,Not Adj,123,"Newaygo County, MI",County,4,22685,23630,August,3,2019,Monthly,Final,26,945,4.00%
