weekEnding,county,claims
11/24/18,Warren,19
11/24/18,Cedar,9
11/24/18,Chariton,2
11/24/18,Howard,10
11/24/18,Christian,74
11/24/18,Laclede,14
11/24/18,Carter,3
11/24/18,Maries,2
11/24/18,Shelby,6
11/24/18,Newton,17
11/24/18,Marion,7
11/24/18,Mississippi,15
11/24/18,Camden,38
11/24/18,Atchison,0
11/24/18,Pemiscot,19
11/24/18,Wright,3
11/24/18,Macon,9
11/24/18,Ralls,0
11/24/18,Polk,15
11/24/18,Jasper,33
11/24/18,Lewis,1
11/24/18,Vernon,5
11/24/18,Ste. Genevieve,4
11/24/18,Callaway,22
11/24/18,Jefferson,128
11/24/18,Bates,3
11/24/18,Barry,15
11/24/18,Phelps,27
11/24/18,Morgan,11
11/24/18,Saline,10
11/24/18,Montgomery,5
11/24/18,Clay,61
11/24/18,Pike,7
11/24/18,Moniteau,8
11/24/18,Gentry,2
11/24/18,Cole,20
11/24/18,Dallas,3
11/24/18,Reynolds,4
11/24/18,Webster,13
11/24/18,Knox,4
11/24/18,Sullivan,1
11/24/18,Pulaski,7
11/24/18,Perry,3
11/24/18,Henry,16
11/24/18,Howell,33
11/24/18,Clinton,8
11/24/18,Gasconade,5
11/24/18,Lincoln,33
11/24/18,Putnam,1
11/24/18,New Madrid,21
11/24/18,Taney,44
11/24/18,St. Clair,3
11/24/18,Osage,6
11/24/18,Nodaway,8
11/24/18,Certified Mail,0
11/24/18,Holt,1
11/24/18,Scott,25
11/24/18,Wayne,8
11/24/18,Pettis,21
11/24/18,Ray,5
11/24/18,Miller,19
11/24/18,Oregon,1
11/24/18,Ripley,10
11/24/18,Livingston,1
11/24/18,Barton,2
11/24/18,Adair,39
11/24/18,Clark,1
11/24/18,Lawrence,16
11/24/18,Dent,7
11/24/18,Texas,20
11/24/18,Benton,11
11/24/18,Dade,1
11/24/18,McDonald,3
11/24/18,Grundy,3
11/24/18,Stone,20
11/24/18,Platte,16
11/24/18,St. Louis City,161
11/24/18,St. Louis,384
11/24/18,Schuyler,2
11/24/18,Linn,6
11/24/18,Greene,85
11/24/18,Bollinger,5
11/24/18,St. Charles,129
11/24/18,Stoddard,18
11/24/18,Daviess,4
11/17/18,Texas,11
11/17/18,Adair,20
11/17/18,Andrew,7
11/17/18,Monroe,3
11/17/18,Clinton,5
11/17/18,Camden,58
11/17/18,Boone,77
11/17/18,Carter,17
11/17/18,Lafayette,19
11/17/18,St. Louis,562
11/17/18,Clay,95
11/17/18,Cooper,14
11/17/18,Lewis,1
11/17/18,Pettis,22
11/17/18,Madison,9
11/17/18,Dent,9
11/17/18,New Madrid,11
11/17/18,Platte,23
11/17/18,Jefferson,271
11/17/18,McDonald,2
11/17/18,Johnson,25
11/17/18,Worth,2
11/17/18,Nodaway,0
11/17/18,Polk,17
11/17/18,Scotland,3
11/17/18,Atchison,1
11/17/18,Miller,48
11/17/18,Greene,119
11/17/18,Scott,38
11/17/18,Wayne,10
11/17/18,St. Charles,213
11/17/18,Mississippi,13
11/17/18,Moniteau,10
11/17/18,Vernon,10
11/17/18,Livingston,5
11/17/18,Gasconade,15
11/17/18,Reynolds,2
11/17/18,Dunklin,25
11/17/18,Christian,44
11/17/18,DeKalb,2
11/17/18,Pulaski,24
11/17/18,Hickory,4
11/17/18,Carroll,6
11/17/18,Osage,6
11/17/18,Shannon,7
11/17/18,Linn,6
11/17/18,Oregon,4
11/17/18,Laclede,30
11/17/18,Jasper,53
11/17/18,Butler,36
11/17/18,Dallas,5
11/17/18,Howell,20
11/17/18,St. Francois,67
11/17/18,Newton,25
11/17/18,Ralls,5
11/17/18,Phelps,38
11/17/18,Ray,6
11/17/18,Dade,4
11/17/18,Maries,5
11/17/18,Sullivan,2
11/17/18,Certified Mail,0
11/17/18,Crawford,34
11/17/18,Holt,1
11/17/18,Barry,22
11/17/18,Cape Girardeau,36
11/17/18,Benton,15
11/17/18,Warren,32
11/17/18,Ripley,18
11/17/18,Mercer,2
11/17/18,Gentry,0
11/17/18,Jackson,370
11/17/18,Henry,10
11/17/18,Franklin,130
11/17/18,Barton,6
11/17/18,Putnam,5
11/17/18,Grundy,4
11/17/18,Shelby,8
11/17/18,Cole,26
11/17/18,Pike,8
11/17/18,Cedar,6
11/17/18,Randolph,9
11/17/18,Montgomery,14
11/17/18,Bollinger,11
11/17/18,Lincoln,72
11/17/18,Ozark,15
11/17/18,Lawrence,25
11/17/18,Ste. Genevieve,19
11/17/18,Daviess,1
11/17/18,Morgan,15
11/17/18,Douglas,11
11/17/18,St. Louis City,203
11/17/18,St. Clair,2
11/17/18,Audrain,17
11/17/18,Buchanan,40
11/17/18,Clark,1
11/17/18,Callaway,29
11/17/18,Marion,15
11/17/18,Howard,11
11/17/18,Caldwell,2
11/17/18,Webster,24
11/17/18,Stoddard,20
11/17/18,Taney,45
11/17/18,Pemiscot,12
11/17/18,Bates,12
11/17/18,Saline,8
11/17/18,Wright,12
11/17/18,Chariton,1
11/17/18,Cass,40
11/17/18,Schuyler,1
11/17/18,Iron,9
11/17/18,Washington,32
11/17/18,Harrison,3
11/17/18,Knox,2
11/17/18,Macon,12
11/17/18,Perry,9
11/17/18,Stone,29
11/10/18,Atchison,1
11/10/18,Cedar,4
11/10/18,Washington,21
11/10/18,DeKalb,3
11/10/18,Cape Girardeau,31
11/10/18,Gasconade,14
11/10/18,Knox,2
11/10/18,Ripley,9
11/10/18,Callaway,24
11/10/18,Stoddard,30
11/10/18,Moniteau,9
11/10/18,Reynolds,3
11/10/18,Monroe,4
11/10/18,Hickory,12
11/10/18,Marion,11
11/10/18,Schuyler,1
11/10/18,Audrain,15
11/10/18,Clay,82
11/10/18,Lafayette,19
11/10/18,St. Clair,5
11/10/18,Pulaski,13
11/10/18,Warren,26
11/10/18,Ray,12
11/10/18,Wright,12
11/10/18,Buchanan,42
11/10/18,Vernon,4
11/10/18,Clark,0
11/10/18,Ste. Genevieve,6
11/10/18,Harrison,1
11/10/18,Crawford,18
11/10/18,Perry,8
11/10/18,Sullivan,1
11/10/18,Miller,34
11/10/18,Jasper,37
11/10/18,Andrew,6
11/10/18,St. Francois,42
11/10/18,Carter,3
11/10/18,St. Charles,172
11/10/18,Barton,4
11/10/18,Franklin,66
11/10/18,Ralls,7
11/10/18,Christian,40
11/10/18,Pemiscot,9
11/10/18,Daviess,4
11/10/18,Newton,18
11/10/18,Mercer,0
11/10/18,Wayne,13
11/10/18,Lewis,3
11/10/18,Osage,4
11/10/18,Oregon,7
11/10/18,Pike,8
11/10/18,Phelps,26
11/10/18,Benton,16
11/10/18,Platte,36
11/10/18,Scotland,2
11/10/18,Douglas,2
11/10/18,Howell,19
11/10/18,Ozark,11
11/10/18,Adair,4
11/10/18,Nodaway,5
11/10/18,New Madrid,12
11/10/18,McDonald,5
11/10/18,Jackson,375
11/10/18,St. Louis,466
11/10/18,Dallas,15
11/10/18,Butler,26
11/10/18,Boone,42
11/10/18,Chariton,2
11/10/18,St. Louis City,198
11/10/18,Texas,26
11/10/18,Grundy,5
11/10/18,Putnam,0
11/10/18,Howard,5
11/10/18,Shelby,2
11/10/18,Camden,58
11/10/18,Lawrence,21
11/10/18,Stone,22
11/10/18,Caldwell,5
11/10/18,Webster,10
11/10/18,Linn,7
11/10/18,Henry,14
11/10/18,Madison,9
11/10/18,Mississippi,10
11/10/18,Morgan,24
11/10/18,Montgomery,9
11/10/18,Bollinger,8
11/10/18,Cole,27
11/10/18,Clinton,10
11/10/18,Barry,23
11/10/18,Johnson,23
11/10/18,Randolph,17
11/10/18,Carroll,4
11/10/18,Scott,33
11/10/18,Macon,10
11/10/18,Lincoln,40
11/10/18,Jefferson,137
11/10/18,Cass,36
11/10/18,Pettis,28
11/10/18,Maries,2
11/10/18,Greene,124
11/10/18,Laclede,40
11/10/18,Dunklin,14
11/10/18,Shannon,7
11/10/18,Gentry,0
11/10/18,Cooper,6
11/10/18,Saline,4
11/10/18,Polk,14
11/10/18,Iron,9
11/10/18,Holt,1
11/10/18,Bates,4
11/10/18,Worth,0
11/10/18,Dade,5
11/10/18,Dent,19
11/10/18,Livingston,5
11/10/18,Taney,27
11/3/18,Clinton,11
11/3/18,Wayne,7
11/3/18,Knox,0
11/3/18,Clark,1
11/3/18,Madison,7
11/3/18,Polk,16
11/3/18,Worth,0
11/3/18,Dallas,11
11/3/18,Scott,30
11/3/18,Perry,2
11/3/18,Henry,8
11/3/18,Warren,14
11/3/18,St. Louis,377
11/3/18,Morgan,16
11/3/18,Audrain,6
11/3/18,Lewis,1
11/3/18,Ralls,3
11/3/18,Scotland,1
11/3/18,Cooper,9
11/3/18,Randolph,12
11/3/18,Clay,95
11/3/18,Mississippi,8
11/3/18,Jefferson,111
11/3/18,DeKalb,5
11/3/18,Saline,7
11/3/18,St. Francois,42
11/3/18,Chariton,1
11/3/18,Pettis,13
11/3/18,Barton,4
11/3/18,Laclede,71
11/3/18,Hickory,4
11/3/18,Boone,44
11/3/18,Daviess,3
11/3/18,Christian,36
11/3/18,Miller,22
11/3/18,Stone,36
11/3/18,Bollinger,10
11/3/18,Holt,1
11/3/18,Livingston,2
11/3/18,Harrison,0
11/3/18,Moniteau,4
11/3/18,Dunklin,13
11/3/18,Bates,6
11/3/18,Shannon,5
11/3/18,Ripley,10
11/3/18,St. Charles,136
11/3/18,Cape Girardeau,22
11/3/18,Howell,19
11/3/18,Howard,4
11/3/18,Webster,13
11/3/18,Buchanan,26
11/3/18,Platte,23
11/3/18,Montgomery,5
11/3/18,Pike,9
11/3/18,Vernon,11
11/3/18,Nodaway,3
11/3/18,Cass,29
11/3/18,Carter,5
11/3/18,Stoddard,20
11/3/18,Mercer,2
11/3/18,Cole,20
11/3/18,Callaway,15
11/3/18,Andrew,6
11/3/18,Phelps,18
11/3/18,Linn,4
11/3/18,Osage,4
11/3/18,Cedar,3
11/3/18,New Madrid,18
11/3/18,Camden,47
11/3/18,Lawrence,15
11/3/18,Dade,4
11/3/18,Putnam,3
11/3/18,Adair,9
11/3/18,Maries,3
11/3/18,Schuyler,1
11/3/18,Monroe,4
11/3/18,Atchison,0
11/3/18,Jackson,273
11/3/18,Pemiscot,8
11/3/18,Crawford,11
11/3/18,Jasper,28
11/3/18,Pulaski,9
11/3/18,Franklin,60
11/3/18,Douglas,6
11/3/18,Macon,7
11/3/18,Benton,8
11/3/18,McDonald,3
11/3/18,Newton,15
11/3/18,Ste. Genevieve,8
11/3/18,St. Louis City,155
11/3/18,Sullivan,2
11/3/18,Johnson,10
11/3/18,Ozark,3
11/3/18,Greene,111
11/3/18,St. Clair,0
11/3/18,Grundy,2
11/3/18,Lafayette,9
11/3/18,Iron,7
11/3/18,Texas,13
11/3/18,Lincoln,24
11/3/18,Ray,17
11/3/18,Wright,11
11/3/18,Washington,14
11/3/18,Barry,4
11/3/18,Butler,21
11/3/18,Gasconade,3
11/3/18,Caldwell,4
11/3/18,Oregon,3
11/3/18,Marion,12
11/3/18,Carroll,7
11/3/18,Gentry,0
11/3/18,Taney,51
11/3/18,Dent,12
11/3/18,Shelby,0
11/3/18,Reynolds,2
10/27/18,Andrew,4
10/27/18,Texas,15
10/27/18,Grundy,3
10/27/18,Stone,22
10/27/18,Clark,0
10/27/18,Lafayette,89
10/27/18,Mercer,1
10/27/18,Cedar,4
10/27/18,Oregon,5
10/27/18,Polk,10
10/27/18,Ray,210
10/27/18,Monroe,3
10/27/18,Howell,12
10/27/18,St. Charles,144
10/27/18,Atchison,0
10/27/18,Dent,1
10/27/18,St. Clair,9
10/27/18,Adair,5
10/27/18,Callaway,13
10/27/18,Pemiscot,5
10/27/18,Cole,19
10/27/18,Barton,3
10/27/18,Franklin,40
10/27/18,Henry,12
10/27/18,McDonald,3
10/27/18,Ozark,3
10/27/18,Cass,101
10/27/18,Lawrence,15
10/27/18,Buchanan,53
10/27/18,Crawford,11
10/27/18,Maries,1
10/27/18,St. Francois,31
10/27/18,Boone,44
10/27/18,Morgan,8
10/27/18,Webster,9
10/27/18,Gasconade,8
10/27/18,Howard,1
10/27/18,Lewis,3
10/27/18,Wright,10
10/27/18,Taney,32
10/27/18,Marion,6
10/27/18,Miller,8
10/27/18,St. Louis City,180
10/27/18,Saline,11
10/27/18,Livingston,1
10/27/18,Scotland,2
10/27/18,Scott,26
10/27/18,Vernon,6
10/27/18,St. Louis,426
10/27/18,Jackson,1261
10/27/18,Newton,15
10/27/18,Schuyler,1
10/27/18,Carter,4
10/27/18,Cape Girardeau,14
10/27/18,Linn,3
10/27/18,Ripley,12
10/27/18,Butler,25
10/27/18,Putnam,0
10/27/18,Macon,3
10/27/18,Caldwell,39
10/27/18,Warren,16
10/27/18,Gentry,1
10/27/18,Phelps,10
10/27/18,Camden,36
10/27/18,Pulaski,17
10/27/18,Clinton,85
10/27/18,Nodaway,5
10/27/18,Cooper,10
10/27/18,Moniteau,2
10/27/18,Audrain,8
10/27/18,Hickory,1
10/27/18,Harrison,5
10/27/18,Sullivan,0
10/27/18,Shannon,3
10/27/18,Ste. Genevieve,4
10/27/18,Shelby,1
10/27/18,Iron,3
10/27/18,Holt,1
10/27/18,Mississippi,7
10/27/18,Christian,34
10/27/18,Reynolds,6
10/27/18,Douglas,7
10/27/18,Dallas,8
10/27/18,Randolph,13
10/27/18,Barry,15
10/27/18,Washington,14
10/27/18,Clay,1312
10/27/18,Jasper,34
10/27/18,Lincoln,27
10/27/18,Daviess,16
10/27/18,Montgomery,4
10/27/18,Pettis,11
10/27/18,Osage,2
10/27/18,Stoddard,17
10/27/18,Wayne,4
10/27/18,Worth,0
10/27/18,DeKalb,6
10/27/18,Chariton,3
10/27/18,Perry,5
10/27/18,Madison,5
10/27/18,Greene,86
10/27/18,Jefferson,93
10/27/18,Platte,143
10/27/18,Johnson,20
10/27/18,Bollinger,5
10/27/18,Benton,7
10/27/18,Laclede,26
10/27/18,Dunklin,17
10/27/18,Knox,0
10/27/18,Ralls,5
10/27/18,New Madrid,4
10/27/18,Carroll,18
10/27/18,Pike,6
10/27/18,Bates,7
10/27/18,Dade,2
10/20/18,Platte,36
10/20/18,St. Charles,206
10/20/18,Lewis,2
10/20/18,Shannon,6
10/20/18,DeKalb,4
10/20/18,Chariton,3
10/20/18,Barry,6
10/20/18,Polk,9
10/20/18,McDonald,2
10/20/18,Moniteau,4
10/20/18,Caldwell,7
10/20/18,Pemiscot,8
10/20/18,Phelps,9
10/20/18,Morgan,5
10/20/18,Newton,14
10/20/18,Laclede,22
10/20/18,Adair,9
10/20/18,Texas,18
10/20/18,Ozark,0
10/20/18,St. Clair,4
10/20/18,Howell,13
10/20/18,St. Francois,35
10/20/18,Scott,31
10/20/18,Camden,30
10/20/18,Grundy,2
10/20/18,Johnson,17
10/20/18,St. Louis,413
10/20/18,Clinton,16
10/20/18,Warren,19
10/20/18,Iron,4
10/20/18,Taney,26
10/20/18,Marion,9
10/20/18,Macon,7
10/20/18,Christian,24
10/20/18,Shelby,5
10/20/18,Cape Girardeau,23
10/20/18,Crawford,10
10/20/18,Osage,1
10/20/18,Clay,106
10/20/18,Dade,0
10/20/18,Jackson,342
10/20/18,Wayne,4
10/20/18,Bollinger,7
10/20/18,Linn,3
10/20/18,Atchison,1
10/20/18,Schuyler,0
10/20/18,Monroe,1
10/20/18,Dallas,5
10/20/18,Saline,5
10/20/18,Cedar,7
10/20/18,Greene,81
10/20/18,Carroll,4
10/20/18,Maries,7
10/20/18,Montgomery,2
10/20/18,Audrain,9
10/20/18,Franklin,33
10/20/18,Boone,57
10/20/18,Harrison,1
10/20/18,Pettis,15
10/20/18,Ripley,13
10/20/18,Andrew,4
10/20/18,Clark,2
10/20/18,Lawrence,9
10/20/18,Madison,4
10/20/18,Stone,23
10/20/18,Barton,3
10/20/18,Pike,6
10/20/18,Putnam,0
10/20/18,Webster,8
10/20/18,Livingston,4
10/20/18,Stoddard,18
10/20/18,Hickory,3
10/20/18,Douglas,6
10/20/18,Howard,4
10/20/18,New Madrid,12
10/20/18,Randolph,10
10/20/18,Callaway,14
10/20/18,Daviess,4
10/20/18,Bates,6
10/20/18,Sullivan,4
10/20/18,St. Louis City,203
10/20/18,Butler,20
10/20/18,Gentry,0
10/20/18,Carter,3
10/20/18,Henry,7
10/20/18,Oregon,2
10/20/18,Cole,18
10/20/18,Lafayette,19
10/20/18,Ray,28
10/20/18,Jasper,30
10/20/18,Dent,3
10/20/18,Knox,0
10/20/18,Dunklin,7
10/20/18,Gasconade,5
10/20/18,Miller,16
10/20/18,Ste. Genevieve,3
10/20/18,Wright,2
10/20/18,Pulaski,9
10/20/18,Mississippi,5
10/20/18,Reynolds,1
10/20/18,Scotland,0
10/20/18,Holt,0
10/20/18,Jefferson,95
10/20/18,Vernon,7
10/20/18,Buchanan,39
10/20/18,Washington,13
10/20/18,Benton,12
10/20/18,Cooper,6
10/20/18,Nodaway,2
10/20/18,Worth,1
10/20/18,Cass,44
10/20/18,Ralls,2
10/20/18,Perry,5
10/20/18,Lincoln,25
10/20/18,Mercer,1
10/13/18,Stoddard,14
10/13/18,Grundy,0
10/13/18,Montgomery,2
10/13/18,Johnson,16
10/13/18,Sullivan,6
10/13/18,Dallas,12
10/13/18,Greene,73
10/13/18,Moniteau,8
10/13/18,Scotland,0
10/13/18,Chariton,5
10/13/18,Cass,40
10/13/18,Lafayette,9
10/13/18,Wayne,13
10/13/18,Dunklin,7
10/13/18,Webster,12
10/13/18,Ste. Genevieve,6
10/13/18,Schuyler,1
10/13/18,Perry,1
10/13/18,Henry,14
10/13/18,Laclede,11
10/13/18,Butler,16
10/13/18,Madison,3
10/13/18,Platte,37
10/13/18,Mississippi,8
10/13/18,Barry,16
10/13/18,Franklin,50
10/13/18,Christian,20
10/13/18,Iron,7
10/13/18,Boone,51
10/13/18,Pike,4
10/13/18,Shannon,9
10/13/18,Dent,8
10/13/18,Carroll,6
10/13/18,Lincoln,21
10/13/18,Lewis,1
10/13/18,Gentry,0
10/13/18,Warren,20
10/13/18,Douglas,4
10/13/18,Worth,0
10/13/18,Howell,20
10/13/18,Washington,11
10/13/18,Linn,3
10/13/18,Ray,11
10/13/18,Bates,10
10/13/18,Callaway,17
10/13/18,Taney,28
10/13/18,Caldwell,2
10/13/18,Carter,3
10/13/18,Monroe,4
10/13/18,Oregon,5
10/13/18,Clinton,10
10/13/18,Gasconade,6
10/13/18,Howard,3
10/13/18,Jefferson,83
10/13/18,Cooper,5
10/13/18,Harrison,1
10/13/18,Livingston,4
10/13/18,Scott,27
10/13/18,Pulaski,17
10/13/18,Stone,14
10/13/18,Miller,10
10/13/18,Cedar,2
10/13/18,St. Louis,400
10/13/18,Holt,3
10/13/18,Adair,10
10/13/18,Texas,7
10/13/18,Ripley,4
10/13/18,Camden,24
10/13/18,Jasper,34
10/13/18,St. Clair,3
10/13/18,Nodaway,5
10/13/18,Vernon,7
10/13/18,Cole,15
10/13/18,DeKalb,3
10/13/18,Cape Girardeau,27
10/13/18,Phelps,8
10/13/18,McDonald,12
10/13/18,Pettis,12
10/13/18,Clay,77
10/13/18,Osage,3
10/13/18,Putnam,1
10/13/18,Saline,9
10/13/18,Dade,0
10/13/18,Newton,15
10/13/18,Audrain,11
10/13/18,St. Louis City,212
10/13/18,Mercer,2
10/13/18,Clark,0
10/13/18,Randolph,9
10/13/18,St. Francois,17
10/13/18,Crawford,7
10/13/18,Atchison,2
10/13/18,Macon,3
10/13/18,Knox,3
10/13/18,St. Charles,166
10/13/18,Shelby,3
10/13/18,Reynolds,3
10/13/18,Marion,12
10/13/18,Polk,14
10/13/18,Lawrence,9
10/13/18,Andrew,7
10/13/18,Wright,8
10/13/18,Ozark,7
10/13/18,Benton,6
10/13/18,Barton,2
10/13/18,Maries,1
10/13/18,Pemiscot,11
10/13/18,Ralls,5
10/13/18,New Madrid,3
10/13/18,Buchanan,33
10/13/18,Jackson,378
10/13/18,Hickory,2
10/13/18,Daviess,7
10/13/18,Morgan,8
10/13/18,Bollinger,3
10/6/18,Chariton,2
10/6/18,Newton,18
10/6/18,Gasconade,4
10/6/18,Crawford,9
10/6/18,Clinton,3
10/6/18,St. Francois,25
10/6/18,Platte,27
10/6/18,Harrison,1
10/6/18,Knox,0
10/6/18,Holt,0
10/6/18,Cooper,2
10/6/18,Laclede,11
10/6/18,Bates,3
10/6/18,Shannon,6
10/6/18,Putnam,0
10/6/18,St. Louis,456
10/6/18,Nodaway,7
10/6/18,Benton,2
10/6/18,Ray,5
10/6/18,Audrain,7
10/6/18,Jackson,296
10/6/18,Barry,12
10/6/18,Grundy,0
10/6/18,Ralls,5
10/6/18,Schuyler,0
10/6/18,McDonald,5
10/6/18,Douglas,4
10/6/18,Osage,4
10/6/18,Maries,5
10/6/18,Ripley,3
10/6/18,St. Louis City,193
10/6/18,Henry,21
10/6/18,Montgomery,4
10/6/18,Jasper,38
10/6/18,Lewis,1
10/6/18,Stone,20
10/6/18,Buchanan,54
10/6/18,Barton,3
10/6/18,Butler,21
10/6/18,Dent,5
10/6/18,Adair,5
10/6/18,Cape Girardeau,30
10/6/18,Ste. Genevieve,4
10/6/18,Morgan,12
10/6/18,Vernon,4
10/6/18,Marion,11
10/6/18,St. Charles,139
10/6/18,Washington,14
10/6/18,Perry,8
10/6/18,Dade,0
10/6/18,Caldwell,0
10/6/18,Worth,0
10/6/18,Oregon,2
10/6/18,Clark,1
10/6/18,Randolph,11
10/6/18,Mercer,0
10/6/18,Bollinger,7
10/6/18,Hickory,5
10/6/18,Polk,11
10/6/18,Pulaski,16
10/6/18,Greene,83
10/6/18,St. Clair,2
10/6/18,Reynolds,3
10/6/18,Wayne,5
10/6/18,Johnson,10
10/6/18,Boone,32
10/6/18,Shelby,1
10/6/18,Webster,8
10/6/18,Jefferson,99
10/6/18,Macon,3
10/6/18,Monroe,4
10/6/18,Scott,14
10/6/18,Stoddard,7
10/6/18,Franklin,34
10/6/18,Iron,5
10/6/18,Phelps,9
10/6/18,Wright,8
10/6/18,Clay,75
10/6/18,Lawrence,10
10/6/18,Cole,18
10/6/18,Howard,4
10/6/18,Miller,5
10/6/18,Madison,11
10/6/18,Moniteau,4
10/6/18,Sullivan,3
10/6/18,Saline,9
10/6/18,Linn,10
10/6/18,Howell,13
10/6/18,Camden,15
10/6/18,Warren,11
10/6/18,Christian,26
10/6/18,Daviess,2
10/6/18,Carroll,1
10/6/18,Pettis,21
10/6/18,Callaway,12
10/6/18,Pike,6
10/6/18,Texas,4
10/6/18,DeKalb,3
10/6/18,Mississippi,3
10/6/18,Carter,2
10/6/18,New Madrid,11
10/6/18,Atchison,0
10/6/18,Andrew,7
10/6/18,Lafayette,7
10/6/18,Lincoln,23
10/6/18,Pemiscot,6
10/6/18,Dallas,10
10/6/18,Cass,27
10/6/18,Cedar,2
10/6/18,Dunklin,10
10/6/18,Ozark,1
10/6/18,Gentry,1
10/6/18,Livingston,3
10/6/18,Taney,21
10/6/18,Scotland,1
9/29/18,Nodaway,1
9/29/18,Howell,13
9/29/18,Miller,8
9/29/18,Texas,8
9/29/18,Christian,17
9/29/18,Ozark,3
9/29/18,Camden,23
9/29/18,Carter,1
9/29/18,St. Louis City,148
9/29/18,Stoddard,10
9/29/18,Worth,0
9/29/18,Madison,3
9/29/18,Dent,5
9/29/18,McDonald,4
9/29/18,Lincoln,19
9/29/18,Livingston,4
9/29/18,Butler,33
9/29/18,Ripley,7
9/29/18,Dunklin,8
9/29/18,Wright,7
9/29/18,Audrain,5
9/29/18,Platte,21
9/29/18,Mississippi,10
9/29/18,Douglas,3
9/29/18,St. Louis,395
9/29/18,Newton,7
9/29/18,Holt,0
9/29/18,Buchanan,42
9/29/18,Taney,23
9/29/18,Greene,65
9/29/18,Atchison,3
9/29/18,Putnam,0
9/29/18,Barry,6
9/29/18,Lafayette,14
9/29/18,Ralls,0
9/29/18,Laclede,14
9/29/18,Randolph,10
9/29/18,Cole,15
9/29/18,Mercer,1
9/29/18,Clay,61
9/29/18,Scotland,0
9/29/18,Maries,4
9/29/18,Jasper,28
9/29/18,Pettis,12
9/29/18,Benton,4
9/29/18,Gentry,0
9/29/18,New Madrid,10
9/29/18,Dallas,4
9/29/18,Cedar,1
9/29/18,Johnson,8
9/29/18,Pike,5
9/29/18,Marion,5
9/29/18,Clinton,6
9/29/18,Stone,12
9/29/18,Washington,15
9/29/18,St. Francois,31
9/29/18,Iron,2
9/29/18,Webster,15
9/29/18,Grundy,4
9/29/18,Pemiscot,8
9/29/18,Phelps,13
9/29/18,Harrison,0
9/29/18,St. Charles,91
9/29/18,Chariton,0
9/29/18,Bates,7
9/29/18,Vernon,6
9/29/18,Dade,2
9/29/18,Bollinger,7
9/29/18,Cass,34
9/29/18,Montgomery,3
9/29/18,Morgan,11
9/29/18,Gasconade,3
9/29/18,Boone,33
9/29/18,Barton,2
9/29/18,Shannon,2
9/29/18,Macon,2
9/29/18,Caldwell,2
9/29/18,Daviess,1
9/29/18,Carroll,4
9/29/18,Clark,1
9/29/18,Sullivan,3
9/29/18,Andrew,6
9/29/18,Ray,5
9/29/18,Henry,6
9/29/18,Oregon,1
9/29/18,Wayne,7
9/29/18,Linn,1
9/29/18,Schuyler,0
9/29/18,Monroe,1
9/29/18,Reynolds,4
9/29/18,Lewis,2
9/29/18,Shelby,1
9/29/18,Jackson,267
9/29/18,St. Clair,1
9/29/18,Crawford,9
9/29/18,Howard,2
9/29/18,Franklin,26
9/29/18,Lawrence,11
9/29/18,Hickory,3
9/29/18,Ste. Genevieve,5
9/29/18,Knox,0
9/29/18,Moniteau,8
9/29/18,Adair,4
9/29/18,Scott,14
9/29/18,Pulaski,12
9/29/18,Warren,6
9/29/18,Callaway,10
9/29/18,Saline,6
9/29/18,Cooper,2
9/29/18,Cape Girardeau,23
9/29/18,Osage,0
9/29/18,Perry,7
9/29/18,Jefferson,87
9/29/18,Polk,7
9/29/18,DeKalb,2
9/22/18,Carter,3
9/22/18,Texas,2
9/22/18,Franklin,39
9/22/18,Adair,7
9/22/18,Bates,2
9/22/18,Perry,2
9/22/18,Hickory,2
9/22/18,Clark,0
9/22/18,New Madrid,5
9/22/18,Morgan,7
9/22/18,Crawford,12
9/22/18,Grundy,3
9/22/18,Atchison,1
9/22/18,Worth,0
9/22/18,Camden,8
9/22/18,Cass,14
9/22/18,Benton,2
9/22/18,Macon,4
9/22/18,Putnam,0
9/22/18,Schuyler,0
9/22/18,Lawrence,11
9/22/18,Cole,23
9/22/18,Holt,1
9/22/18,Ray,7
9/22/18,St. Louis,404
9/22/18,Taney,21
9/22/18,Livingston,7
9/22/18,Shannon,3
9/22/18,Douglas,55
9/22/18,St. Clair,3
9/22/18,Oregon,3
9/22/18,Dent,8
9/22/18,Ralls,3
9/22/18,Carroll,0
9/22/18,Gasconade,7
9/22/18,Barton,2
9/22/18,Marion,8
9/22/18,Boone,55
9/22/18,Montgomery,4
9/22/18,Chariton,2
9/22/18,Osage,2
9/22/18,Nodaway,3
9/22/18,Lincoln,10
9/22/18,Pemiscot,8
9/22/18,Wayne,6
9/22/18,Laclede,18
9/22/18,Stone,2
9/22/18,Clinton,5
9/22/18,Clay,67
9/22/18,Maries,1
9/22/18,Ripley,8
9/22/18,Scotland,0
9/22/18,Madison,4
9/22/18,Christian,18
9/22/18,Polk,11
9/22/18,Buchanan,22
9/22/18,Greene,75
9/22/18,McDonald,4
9/22/18,Johnson,7
9/22/18,Mercer,0
9/22/18,Howell,16
9/22/18,Dallas,2
9/22/18,Vernon,3
9/22/18,Butler,21
9/22/18,Pettis,17
9/22/18,Sullivan,4
9/22/18,Caldwell,1
9/22/18,St. Francois,25
9/22/18,St. Louis City,162
9/22/18,Gentry,1
9/22/18,Callaway,11
9/22/18,Mississippi,4
9/22/18,Webster,5
9/22/18,Phelps,7
9/22/18,Iron,3
9/22/18,Warren,4
9/22/18,Moniteau,1
