Claims Week Ending,County,Continued Week claims,Total Initial Claims
5/16/20,Lake?,135,17
5/16/20,Lauderdale?,"1,011",118
5/16/20,Lawrence?,"2,509",131
5/16/20,Lewis?,649,37
5/16/20,Lincoln?,"1,592",79
5/16/20,Loudon?,"2,316",152
5/16/20,Macon?,906,67
5/16/20,Madison?,"4,921",388
5/16/20,Marion?,"1,150",64
5/16/20,Marshall?,"2,786",102
5/16/20,Maury?,"8,627",401
5/16/20,McMinn?,"2,572",273
5/16/20,McNairy?,643,98
5/16/20,Meigs?,629,59
5/16/20,Monroe?,"2,950",159
5/16/20,Montgomery?,"8,082",645
5/16/20,Moore?,230,16
5/16/20,Morgan?,389,57
5/16/20,Obion?,758,73
5/16/20,Overton?,742,69
5/16/20,Perry?,451,30
5/16/20,Pickett?,116,29
5/16/20,Polk?,468,122
5/16/20,Putnam?,"3,603",225
5/16/20,Rhea?,"1,737",101
5/16/20,Roane?,"1,651",138
5/16/20,Robertson?,"3,283",249
5/16/20,Rutherford?,"22,678","1,322"
5/16/20,Scott?,800,88
5/16/20,Sequatchie?,610,41
5/16/20,Sevier?,"11,692",334
5/16/20,Shelby?,"45,006","5,602"
5/16/20,Smith?,850,76
5/16/20,Stewart?,309,28
5/16/20,Sullivan?,"6,045",372
5/16/20,Sumner?,"9,903",623
5/16/20,Tipton?,"1,853",185
5/16/20,Trousdale?,431,43
5/16/20,Unicoi?,545,38
5/16/20,Union?,547,38
5/16/20,Van Buren?,216,16
5/16/20,Warren?,"2,657",121
5/16/20,Washington?,"5,383",348
5/16/20,Wayne?,372,28
5/16/20,Weakley?,840,70
5/16/20,White?,"1,289",79
5/16/20,Williamson?,"8,247",562
5/16/20,Wilson?,"7,103",499
5/9/20,Anderson?,"3,635",278
5/9/20,Bedford?,"3,003",166
5/9/20,Benton?,654,67
5/9/20,Bledsoe?,338,26
5/9/20,Blount?,"6,317",447
5/9/20,Bradley?,"4,790",457
5/9/20,Campbell?,"1,549",88
5/9/20,Cannon?,684,41
5/9/20,Carroll?,"1,121",90
5/9/20,Carter?,"1,516",110
5/9/20,Cheatham?,"1,679",114
5/9/20,Chester?,572,55
5/9/20,Claiborne?,"1,835",86
5/9/20,Clay?,173,17
5/9/20,Cocke?,"2,923",149
5/9/20,Coffee?,"4,152",221
5/9/20,Crockett?,486,81
5/9/20,Cumberland?,"1,925",143
5/9/20,Davidson?,"49,820","3,807"
5/9/20,Decatur?,504,39
5/9/20,DeKalb?,"1,365",70
5/9/20,Dickson?,"2,456",122
5/9/20,Dyer?,"1,656",162
5/9/20,Fayette?,"1,159",323
5/9/20,Fentress?,429,41
5/9/20,Franklin?,"3,003",111
5/9/20,Gibson?,"1,920",178
5/9/20,Giles?,"1,971",116
5/9/20,Grainger?,959,61
5/9/20,Greene?,"3,705",228
5/9/20,Grundy?,872,37
5/9/20,Hamblen?,"3,171",185
5/9/20,Hamilton?,"19,438","1,438"
5/9/20,Hancock?,185,19
5/9/20,Hardeman?,551,158
5/9/20,Hardin?,657,54
5/9/20,Hawkins?,"2,326",156
5/9/20,Haywood?,658,82
5/9/20,Henderson?,"1,359",83
5/9/20,Henry?,"1,262",106
5/9/20,Hickman?,898,78
5/9/20,Houston?,249,28
5/9/20,Humphreys?,623,39
5/9/20,Jackson?,434,33
5/9/20,Jefferson?,"2,877",166
5/9/20,Johnson?,505,48
5/9/20,Knox?,"22,566","1,549"
5/9/20,Lake?,149,11
5/9/20,Lauderdale?,978,116
5/9/20,Lawrence?,"2,583",127
5/9/20,Lewis?,654,45
5/9/20,Lincoln?,"1,702",90
5/9/20,Loudon?,"2,610",226
5/9/20,Macon?,875,78
5/9/20,Madison?,"4,987",412
5/9/20,Marion?,"1,175",70
5/9/20,Marshall?,"2,844",144
5/9/20,Maury?,"8,904",430
5/9/20,McMinn?,"2,799",271
5/9/20,McNairy?,635,143
5/9/20,Meigs?,622,64
5/9/20,Monroe?,"3,432",232
5/9/20,Montgomery?,"8,016",694
5/9/20,Moore?,245,13
5/9/20,Morgan?,394,39
5/9/20,Obion?,781,78
5/9/20,Overton?,818,57
5/9/20,Perry?,454,20
5/9/20,Pickett?,121,11
5/9/20,Polk?,534,61
5/9/20,Putnam?,"3,900",245
5/9/20,Rhea?,"2,041",97
5/9/20,Roane?,"1,769",139
5/9/20,Robertson?,"3,541",253
5/9/20,Rutherford?,"23,051","1,444"
5/9/20,Scott?,875,58
5/9/20,Sequatchie?,649,29
5/9/20,Sevier?,"12,554",446
5/9/20,Shelby?,"42,763","5,763"
5/9/20,Smith?,857,46
5/9/20,Stewart?,339,41
5/9/20,Sullivan?,"6,403",475
5/9/20,Sumner?,"10,309",667
5/9/20,Tipton?,"1,800",213
5/9/20,Trousdale?,444,34
5/9/20,Unicoi?,561,38
5/9/20,Union?,565,51
5/9/20,Van Buren?,242,19
5/9/20,Warren?,"2,698",119
5/9/20,Washington?,"5,595",400
5/9/20,Wayne?,378,33
5/9/20,Weakley?,840,97
5/9/20,White?,"1,413",95
5/9/20,Williamson?,"8,692",643
5/9/20,Wilson?,"7,254",511
5/2/20,Anderson?,"3,587",341
5/2/20,Bedford?,"2,860",192
5/2/20,Benton?,664,66
5/2/20,Bledsoe?,374,33
5/2/20,Blount?,"6,344",561
5/2/20,Bradley?,"5,033",532
5/2/20,Campbell?,"1,597",153
5/2/20,Cannon?,647,52
5/2/20,Carroll?,"1,115",113
5/2/20,Carter?,"1,498",158
5/2/20,Cheatham?,"1,625",170
5/2/20,Chester?,557,59
5/2/20,Claiborne?,"1,962",88
5/2/20,Clay?,181,24
5/2/20,Cocke?,"2,979",212
5/2/20,Coffee?,"4,075",292
5/2/20,Crockett?,465,98
5/2/20,Cumberland?,"2,025",194
5/2/20,Davidson?,"48,236","5,190"
5/2/20,Decatur?,452,41
5/2/20,DeKalb?,"1,365",85
5/2/20,Dickson?,"2,498",223
5/2/20,Dyer?,"1,526",146
5/2/20,Fayette?,"1,076",234
5/2/20,Fentress?,478,74
5/2/20,Franklin?,"3,031",170
5/2/20,Gibson?,"1,802",223
5/2/20,Giles?,"1,972",113
5/2/20,Grainger?,986,84
5/2/20,Greene?,"3,741",276
5/2/20,Grundy?,941,44
5/2/20,Hamblen?,"3,170",281
5/2/20,Hamilton?,"19,158","1,860"
5/2/20,Hancock?,173,26
5/2/20,Hardeman?,512,97
5/2/20,Hardin?,647,90
5/2/20,Hawkins?,"2,297",220
5/2/20,Haywood?,605,84
5/2/20,Henderson?,"1,304",108
5/2/20,Henry?,"1,208",146
5/2/20,Hickman?,926,91
5/2/20,Houston?,274,44
5/2/20,Humphreys?,663,66
5/2/20,Jackson?,438,36
5/2/20,Jefferson?,"2,910",255
5/2/20,Johnson?,463,52
5/2/20,Knox?,"22,715","2,096"
5/2/20,Lake?,156,19
5/2/20,Lauderdale?,928,100
5/2/20,Lawrence?,"2,562",184
5/2/20,Lewis?,675,52
5/2/20,Lincoln?,"1,672",111
5/2/20,Loudon?,"2,641",259
5/2/20,Macon?,914,71
5/2/20,Madison?,"4,713",494
5/2/20,Marion?,"1,225",84
5/2/20,Marshall?,"2,843",179
5/2/20,Maury?,"8,879",571
5/2/20,McMinn?,"2,954",311
5/2/20,McNairy?,566,94
5/2/20,Meigs?,676,81
5/2/20,Monroe?,"3,504",254
5/2/20,Montgomery?,"8,573",983
5/2/20,Moore?,236,22
5/2/20,Morgan?,395,51
5/2/20,Obion?,727,104
5/2/20,Overton?,862,60
5/2/20,Perry?,434,35
5/2/20,Pickett?,115,17
5/2/20,Polk?,524,75
5/2/20,Putnam?,"4,039",316
5/2/20,Rhea?,"2,323",117
5/2/20,Roane?,"1,810",199
5/2/20,Robertson?,"3,512",308
5/2/20,Rutherford?,"22,233","1,876"
5/2/20,Scott?,900,81
5/2/20,Sequatchie?,638,48
5/2/20,Sevier?,"12,671",600
5/2/20,Shelby?,"39,660","6,997"
5/2/20,Smith?,836,70
5/2/20,Stewart?,343,47
5/2/20,Sullivan?,"6,308",579
5/2/20,Sumner?,"10,249",857
5/2/20,Tipton?,"1,776",252
5/2/20,Trousdale?,416,41
5/2/20,Unicoi?,558,51
5/2/20,Union?,585,59
5/2/20,Van Buren?,228,31
5/2/20,Warren?,"2,707",149
5/2/20,Washington?,"5,638",479
5/2/20,Wayne?,378,29
5/2/20,Weakley?,842,112
5/2/20,White?,"1,442",130
5/2/20,Williamson?,"8,563",895
5/2/20,Wilson?,"7,224",634
4/25/20,Anderson?,"3,707",475
4/25/20,Bedford?,"2,940",229
4/25/20,Benton?,711,66
4/25/20,Bledsoe?,384,32
4/25/20,Blount?,"6,387",712
4/25/20,Bradley?,"4,910",717
4/25/20,Campbell?,"1,704",162
4/25/20,Cannon?,661,77
4/25/20,Carroll?,"1,170",145
4/25/20,Carter?,"1,605",193
4/25/20,Cheatham?,"1,758",205
4/25/20,Chester?,508,77
4/25/20,Claiborne?,"2,083",120
4/25/20,Clay?,188,30
4/25/20,Cocke?,"3,146",253
4/25/20,Coffee?,"4,038",497
4/25/20,Crockett?,471,125
4/25/20,Cumberland?,"1,971",367
4/25/20,Davidson?,"48,049","5,878"
4/25/20,Decatur?,462,73
4/25/20,DeKalb?,"1,275",112
4/25/20,Dickson?,"2,631",266
4/25/20,Dyer?,"1,512",156
4/25/20,Fayette?,"1,056",218
4/25/20,Fentress?,503,96
4/25/20,Franklin?,"3,064",245
4/25/20,Gibson?,"1,928",229
4/25/20,Giles?,"1,991",141
4/25/20,Grainger?,"1,012",96
4/25/20,Greene?,"3,909",299
4/25/20,Grundy?,942,95
4/25/20,Hamblen?,"3,266",373
4/25/20,Hamilton?,"19,350","2,247"
4/25/20,Hancock?,177,30
4/25/20,Hardeman?,509,82
4/25/20,Hardin?,667,107
4/25/20,Hawkins?,"2,386",253
4/25/20,Haywood?,584,90
4/25/20,Henderson?,"1,314",150
4/25/20,Henry?,"1,347",119
4/25/20,Hickman?,997,113
4/25/20,Houston?,313,50
4/25/20,Humphreys?,743,78
4/25/20,Jackson?,475,42
4/25/20,Jefferson?,"2,938",314
4/25/20,Johnson?,495,68
4/25/20,Knox?,"23,251","2,606"
4/25/20,Lake?,173,23
4/25/20,Lauderdale?,956,109
4/25/20,Lawrence?,"2,648",218
4/25/20,Lewis?,687,61
4/25/20,Lincoln?,"1,699",137
4/25/20,Loudon?,"2,885",294
4/25/20,Macon?,919,69
4/25/20,Madison?,"4,706",596
4/25/20,Marion?,"1,266",119
4/25/20,Marshall?,"2,989",217
4/25/20,Maury?,"8,990",706
4/25/20,McMinn?,"2,927",337
4/25/20,McNairy?,616,84
4/25/20,Meigs?,717,69
4/25/20,Monroe?,"3,604",287
4/25/20,Montgomery?,"8,870","1,064"
4/25/20,Moore?,241,27
4/25/20,Morgan?,417,50
4/25/20,Obion?,827,107
4/25/20,Overton?,900,108
4/25/20,Perry?,466,33
4/25/20,Pickett?,123,12
4/25/20,Polk?,530,89
4/25/20,Putnam?,"4,247",454
4/25/20,Rhea?,"2,400",152
4/25/20,Roane?,"1,993",187
4/25/20,Robertson?,"3,508",365
4/25/20,Rutherford?,"22,576","2,397"
4/25/20,Scott?,"1,007",108
4/25/20,Sequatchie?,662,60
4/25/20,Sevier?,"12,882",829
4/25/20,Shelby?,"37,561","6,692"
4/25/20,Smith?,879,78
4/25/20,Stewart?,417,42
4/25/20,Sullivan?,"6,695",760
4/25/20,Sumner?,"10,465","1,181"
4/25/20,Tipton?,"1,799",250
4/25/20,Trousdale?,455,68
4/25/20,Unicoi?,551,55
4/25/20,Union?,629,75
4/25/20,Van Buren?,247,21
4/25/20,Warren?,"2,850",213
4/25/20,Washington?,"5,779",595
4/25/20,Wayne?,401,46
4/25/20,Weakley?,935,130
4/25/20,White?,"1,493",135
4/25/20,Williamson?,"8,817","1,075"
4/25/20,Wilson?,"7,333",836
4/18/20,Anderson?,"3,175",661
4/18/20,Bedford?,"2,479",456
4/18/20,Benton?,589,118
4/18/20,Bledsoe?,342,76
4/18/20,Blount?,"5,351","1,094"
4/18/20,Bradley?,"3,999","1,052"
4/18/20,Campbell?,"1,403",327
4/18/20,Cannon?,614,77
4/18/20,Carroll?,"1,000",199
4/18/20,Carter?,"1,276",277
4/18/20,Cheatham?,"1,454",339
4/18/20,Chester?,440,120
4/18/20,Claiborne?,"1,758",189
4/18/20,Clay?,162,58
4/18/20,Cocke?,"2,830",387
4/18/20,Coffee?,"3,381",664
4/18/20,Crockett?,417,"1,122"
4/18/20,Cumberland?,"1,686",525
4/18/20,Davidson?,"41,527","7,821"
4/18/20,Decatur?,371,84
4/18/20,DeKalb?,"1,347",172
4/18/20,Dickson?,"2,354",419
4/18/20,Dyer?,"1,262",277
4/18/20,Fayette?,914,"1,096"
4/18/20,Fentress?,413,160
4/18/20,Franklin?,"2,736",397
4/18/20,Gibson?,"1,540",409
4/18/20,Giles?,"1,680",250
4/18/20,Grainger?,875,169
4/18/20,Greene?,"3,404",482
4/18/20,Grundy?,874,121
4/18/20,Hamblen?,"2,798",552
4/18/20,Hamilton?,"15,687","3,501"
4/18/20,Hancock?,149,33
4/18/20,Hardeman?,419,134
4/18/20,Hardin?,597,208
4/18/20,Hawkins?,"2,006",336
4/18/20,Haywood?,439,153
4/18/20,Henderson?,"1,122",238
4/18/20,Henry?,"1,227",249
4/18/20,Hickman?,788,190
4/18/20,Houston?,285,201
4/18/20,Humphreys?,572,143
4/18/20,Jackson?,417,61
4/18/20,Jefferson?,"2,517",474
4/18/20,Johnson?,415,90
4/18/20,Knox?,"20,229","3,976"
4/18/20,Lake?,139,40
4/18/20,Lauderdale?,705,171
4/18/20,Lawrence?,"2,190",371
4/18/20,Lewis?,563,109
4/18/20,Lincoln?,"1,516",238
4/18/20,Loudon?,"2,423",481
4/18/20,Macon?,854,145
4/18/20,Madison?,"3,759",991
4/18/20,Marion?,"1,149",210
4/18/20,Marshall?,"2,381",331
4/18/20,Maury?,"7,851",996
4/18/20,McMinn?,"2,607",501
4/18/20,McNairy?,478,175
4/18/20,Meigs?,730,123
4/18/20,Monroe?,"2,792",463
4/18/20,Montgomery?,"7,696","1,604"
4/18/20,Moore?,192,36
4/18/20,Morgan?,363,100
4/18/20,Obion?,670,173
4/18/20,Overton?,721,172
4/18/20,Perry?,406,82
4/18/20,Pickett?,105,79
4/18/20,Polk?,453,125
4/18/20,Putnam?,"3,486",753
4/18/20,Rhea?,"2,259",279
4/18/20,Roane?,"1,673",378
4/18/20,Robertson?,"2,981",565
4/18/20,Rutherford?,"19,711","3,075"
4/18/20,Scott?,827,200
4/18/20,Sequatchie?,599,119
4/18/20,Sevier?,"11,520","1,493"
4/18/20,Shelby?,"30,531","8,321"
4/18/20,Smith?,836,140
4/18/20,Stewart?,394,70
4/18/20,Sullivan?,"5,405","1,170"
4/18/20,Sumner?,"8,868","1,652"
4/18/20,Tipton?,"1,487",421
4/18/20,Trousdale?,383,181
4/18/20,Unicoi?,432,102
4/18/20,Union?,537,100
4/18/20,Van Buren?,230,40
4/18/20,Warren?,"2,795",370
4/18/20,Washington?,"4,620",965
4/18/20,Wayne?,325,70
4/18/20,Weakley?,885,196
4/18/20,White?,"1,352",216
4/18/20,Williamson?,"7,622","1,627"
4/18/20,Wilson?,"6,475","1,252"
4/11/20,Anderson?,"2,257",770
4/11/20,Bedford?,"1,419",716
4/11/20,Benton?,485,137
4/11/20,Bledsoe?,204,149
4/11/20,Blount?,"3,897","1,184"
4/11/20,Bradley?,"3,054","1,155"
4/11/20,Campbell?,985,386
4/11/20,Cannon?,383,116
4/11/20,Carroll?,801,228
4/11/20,Carter?,974,362
4/11/20,Cheatham?,"1,119",351
4/11/20,Chester?,318,132
4/11/20,Claiborne?,910,239
4/11/20,Clay?,127,42
4/11/20,Cocke?,"2,279",486
4/11/20,Coffee?,"1,966",836
4/11/20,Crockett?,306,237
4/11/20,Cumberland?,"1,345",475
4/11/20,Davidson?,"32,582","9,011"
4/11/20,Decatur?,294,98
4/11/20,DeKalb?,874,215
4/11/20,Dickson?,"1,753",519
4/11/20,Dyer?,"1,013",277
4/11/20,Fayette?,679,293
4/11/20,Fentress?,297,127
4/11/20,Franklin?,"1,162",552
4/11/20,Gibson?,"1,178",441
4/11/20,Giles?,"1,266",444
4/11/20,Grainger?,655,216
4/11/20,Greene?,"2,604",587
4/11/20,Grundy?,438,168
4/11/20,Hamblen?,"2,035",584
4/11/20,Hamilton?,"12,313","3,830"
4/11/20,Hancock?,118,35
4/11/20,Hardeman?,323,120
4/11/20,Hardin?,449,295
4/11/20,Hawkins?,"1,619",432
4/11/20,Haywood?,323,124
4/11/20,Henderson?,924,269
4/11/20,Henry?,845,271
4/11/20,Hickman?,608,217
4/11/20,Houston?,231,127
4/11/20,Humphreys?,436,173
4/11/20,Jackson?,284,82
4/11/20,Jefferson?,"1,978",541
4/11/20,Johnson?,395,69
4/11/20,Knox?,"15,437","4,306"
4/11/20,Lake?,119,39
4/11/20,Lauderdale?,501,186
4/11/20,Lawrence?,"1,691",513
4/11/20,Lewis?,440,140
4/11/20,Lincoln?,"1,028",330
4/11/20,Loudon?,"1,731",564
4/11/20,Macon?,675,181
4/11/20,Madison?,"2,770",983
4/11/20,Marion?,777,278
4/11/20,Marshall?,"1,637",574
4/11/20,Maury?,"6,284","1,426"
4/11/20,McMinn?,"2,148",504
4/11/20,McNairy?,448,171
4/11/20,Meigs?,480,153
4/11/20,Monroe?,"2,309",548
4/11/20,Montgomery?,"5,960","1,706"
4/11/20,Moore?,106,52
4/11/20,Morgan?,237,106
4/11/20,Obion?,619,189
4/11/20,Overton?,548,216
4/11/20,Perry?,345,71
4/11/20,Pickett?,78,35
4/11/20,Polk?,344,131
4/11/20,Putnam?,"2,714",858
4/11/20,Rhea?,"1,011","1,104"
4/11/20,Roane?,"1,273",454
4/11/20,Robertson?,"2,321",664
4/11/20,Rutherford?,"12,412","3,876"
4/11/20,Scott?,594,178
4/11/20,Sequatchie?,481,141
4/11/20,Sevier?,"9,524","1,869"
4/11/20,Shelby?,"23,897","7,859"
4/11/20,Smith?,582,139
4/11/20,Stewart?,304,109
4/11/20,Sullivan?,"4,183","1,386"
4/11/20,Sumner?,"6,814","1,949"
4/11/20,Tipton?,"1,180",349
4/11/20,Trousdale?,277,94
4/11/20,Unicoi?,329,109
4/11/20,Union?,356,135
4/11/20,Van Buren?,209,54
4/11/20,Warren?,"2,135",463
4/11/20,Washington?,"3,635","1,119"
4/11/20,Wayne?,277,97
4/11/20,Weakley?,"1,006",205
4/11/20,White?,993,288
4/11/20,Williamson?,"5,790","1,711"
4/11/20,Wilson?,"4,888","1,383"
4/4/20,Anderson?,"1,181","1,169"
4/4/20,Bedford?,645,939
4/4/20,Benton?,241,281
4/4/20,Bledsoe?,105,116
4/4/20,Blount?,"2,069","1,878"
4/4/20,Bradley?,"1,539","1,651"
4/4/20,Campbell?,507,542
4/4/20,Cannon?,245,192
4/4/20,Carroll?,436,403
4/4/20,Carter?,481,524
4/4/20,Cheatham?,570,589
4/4/20,Chester?,146,233
4/4/20,Claiborne?,334,244
4/4/20,Clay?,70,85
4/4/20,Cocke?,"1,446",802
4/4/20,Coffee?,"1,028","1,084"
4/4/20,Crockett?,183,262
4/4/20,Cumberland?,709,672
4/4/20,Davidson?,"18,751","14,741"
4/4/20,Decatur?,154,159
4/4/20,DeKalb?,502,345
4/4/20,Dickson?,911,873
4/4/20,Dyer?,549,443
4/4/20,Fayette?,362,578
4/4/20,Fentress?,117,176
4/4/20,Franklin?,485,737
4/4/20,Gibson?,569,656
4/4/20,Giles?,716,577
4/4/20,Grainger?,316,309
4/4/20,Greene?,"1,559",899
4/4/20,Grundy?,219,222
4/4/20,Hamblen?,987,878
4/4/20,Hamilton?,"6,699","5,792"
4/4/20,Hancock?,42,69
4/4/20,Hardeman?,196,200
4/4/20,Hardin?,290,294
4/4/20,Hawkins?,877,749
4/4/20,Haywood?,188,165
4/4/20,Henderson?,386,540
4/4/20,Henry?,437,450
4/4/20,Hickman?,379,282
4/4/20,Houston?,122,157
4/4/20,Humphreys?,240,216
4/4/20,Jackson?,141,153
4/4/20,Jefferson?,"1,072",838
4/4/20,Johnson?,238,201
4/4/20,Knox?,"9,011","6,946"
4/4/20,Lake?,51,92
4/4/20,Lauderdale?,288,253
4/4/20,Lawrence?,886,880
4/4/20,Lewis?,271,209
4/4/20,Lincoln?,686,433
4/4/20,Loudon?,789,925
4/4/20,Macon?,395,285
4/4/20,Madison?,"1,418","1,443"
4/4/20,Marion?,417,371
4/4/20,Marshall?,914,794
4/4/20,Maury?,"4,223","2,315"
4/4/20,McMinn?,"1,045",905
4/4/20,McNairy?,391,230
4/4/20,Meigs?,231,241
4/4/20,Monroe?,993,"1,070"
4/4/20,Montgomery?,"2,734","3,048"
4/4/20,Moore?,59,63
4/4/20,Morgan?,129,133
4/4/20,Obion?,385,293
4/4/20,Overton?,231,353
4/4/20,Perry?,246,124
4/4/20,Pickett?,33,56
4/4/20,Polk?,184,180
4/4/20,Putnam?,"1,340","1,395"
4/4/20,Rhea?,498,532
4/4/20,Roane?,692,623
4/4/20,Robertson?,"1,257","1,111"
4/4/20,Rutherford?,"6,671","6,209"
4/4/20,Scott?,264,272
4/4/20,Sequatchie?,254,215
4/4/20,Sevier?,"5,772","3,282"
4/4/20,Shelby?,"13,841","11,204"
4/4/20,Smith?,229,257
4/4/20,Stewart?,132,176
4/4/20,Sullivan?,"2,215","2,132"
4/4/20,Sumner?,"3,583","3,365"
4/4/20,Tipton?,666,552
4/4/20,Trousdale?,136,156
4/4/20,Unicoi?,190,165
4/4/20,Union?,189,190
4/4/20,Van Buren?,96,73
4/4/20,Warren?,"1,311",761
4/4/20,Washington?,"1,881","1,782"
4/4/20,Wayne?,192,115
4/4/20,Weakley?,696,381
4/4/20,White?,537,441
4/4/20,Williamson?,"3,164","3,106"
4/4/20,Wilson?,"2,575","2,541"
3/28/20,Anderson?,409,888
3/28/20,Bedford?,189,439
3/28/20,Benton?,98,165
3/28/20,Bledsoe?,46,82
3/28/20,Blount?,672,"1,536"
3/28/20,Bradley?,563,"1,162"
3/28/20,Campbell?,154,369
3/28/20,Cannon?,55,137
3/28/20,Carroll?,161,313
3/28/20,Carter?,182,370
3/28/20,Cheatham?,214,402
3/28/20,Chester?,43,105
3/28/20,Claiborne?,79,168
3/28/20,Clay?,31,42
3/28/20,Cocke?,428,"1,052"
3/28/20,Coffee?,288,698
3/28/20,Crockett?,86,154
3/28/20,Cumberland?,253,534
3/28/20,Davidson?,"6,957","12,260"
3/28/20,Decatur?,59,113
3/28/20,DeKalb?,116,370
3/28/20,Dickson?,245,701
3/28/20,Dyer?,194,306
3/28/20,Fayette?,147,297
3/28/20,Fentress?,44,104
3/28/20,Franklin?,163,351
3/28/20,Gibson?,204,427
3/28/20,Giles?,235,475
3/28/20,Grainger?,116,217
3/28/20,Greene?,399,721
3/28/20,Grundy?,87,176
3/28/20,Hamblen?,307,718
3/28/20,Hamilton?,"2,659","4,295"
3/28/20,Hancock?,16,21
3/28/20,Hardeman?,83,125
3/28/20,Hardin?,110,179
3/28/20,Hawkins?,283,636
3/28/20,Haywood?,98,121
3/28/20,Henderson?,95,335
3/28/20,Henry?,154,335
3/28/20,Hickman?,115,292
3/28/20,Houston?,63,69
3/28/20,Humphreys?,78,175
3/28/20,Jackson?,46,99
3/28/20,Jefferson?,345,816
3/28/20,Johnson?,62,196
3/28/20,Knox?,"2,998","6,718"
3/28/20,Lake?,22,40
3/28/20,Lauderdale?,129,155
3/28/20,Lawrence?,210,660
3/28/20,Lewis?,35,196
3/28/20,Lincoln?,398,312
3/28/20,Loudon?,275,569
3/28/20,Macon?,101,225
3/28/20,Madison?,414,"1,180"
3/28/20,Marion?,199,287
3/28/20,Marshall?,200,728
3/28/20,Maury?,704,"3,374"
3/28/20,McMinn?,214,861
3/28/20,McNairy?,86,232
3/28/20,Meigs?,72,161
3/28/20,Monroe?,244,661
3/28/20,Montgomery?,968,"2,180"
3/28/20,Moore?,14,42
3/28/20,Morgan?,71,76
3/28/20,Obion?,132,273
3/28/20,Overton?,83,174
3/28/20,Perry?,30,214
3/28/20,Pickett?,18,19
3/28/20,Polk?,62,151
3/28/20,Putnam?,380,"1,081"
3/28/20,Rhea?,239,336
3/28/20,Roane?,256,459
3/28/20,Robertson?,414,927
3/28/20,Rutherford?,"1,903","4,853"
3/28/20,Scott?,159,130
3/28/20,Sequatchie?,87,186
3/28/20,Sevier?,"1,822","4,153"
3/28/20,Shelby?,"5,685","10,017"
3/28/20,Smith?,80,162
3/28/20,Stewart?,49,105
3/28/20,Sullivan?,797,"1,627"
3/28/20,Sumner?,"1,147","2,646"
3/28/20,Tipton?,276,419
3/28/20,Trousdale?,42,112
3/28/20,Unicoi?,94,137
3/28/20,Union?,54,133
3/28/20,Van Buren?,31,67
3/28/20,Warren?,338,982
3/28/20,Washington?,645,"1,432"
3/28/20,Wayne?,67,118
3/28/20,Weakley?,111,644
3/28/20,White?,139,400
3/28/20,Williamson?,888,"2,302"
3/28/20,Wilson?,935,"1,720"
3/21/20,Anderson?,128,400
3/21/20,Bedford?,108,184
3/21/20,Benton?,74,51
3/21/20,Bledsoe?,32,32
3/21/20,Blount?,292,543
3/21/20,Bradley?,273,431
3/21/20,Campbell?,82,111
3/21/20,Cannon?,20,50
3/21/20,Carroll?,113,81
3/21/20,Carter?,95,121
3/21/20,Cheatham?,72,213
3/21/20,Chester?,28,18
3/21/20,Claiborne?,50,40
3/21/20,Clay?,26,24
3/21/20,Cocke?,163,335
3/21/20,Coffee?,168,247
3/21/20,Crockett?,66,138
3/21/20,Cumberland?,189,117
3/21/20,Davidson?,"1,470","8,205"
3/21/20,Decatur?,43,25
3/21/20,DeKalb?,43,109
3/21/20,Dickson?,92,213
3/21/20,Dyer?,118,79
3/21/20,Fayette?,78,162
3/21/20,Fentress?,30,37
3/21/20,Franklin?,110,87
3/21/20,Gibson?,138,92
3/21/20,Giles?,151,127
3/21/20,Grainger?,72,66
3/21/20,Greene?,243,226
3/21/20,Grundy?,31,52
3/21/20,Hamblen?,167,182
3/21/20,Hamilton?,875,"2,444"
3/21/20,Hancock?,10,16
3/21/20,Hardeman?,68,37
3/21/20,Hardin?,79,78
3/21/20,Hawkins?,148,172
3/21/20,Haywood?,60,44
3/21/20,Henderson?,72,40
3/21/20,Henry?,79,92
3/21/20,Hickman?,36,101
3/21/20,Houston?,45,58
3/21/20,Humphreys?,68,32
3/21/20,Jackson?,32,18
3/21/20,Jefferson?,152,274
3/21/20,Johnson?,33,84
3/21/20,Knox?,861,"2,882"
3/21/20,Lake?,14,13
3/21/20,Lauderdale?,95,52
3/21/20,Lawrence?,120,143
3/21/20,Lewis?,18,31
3/21/20,Lincoln?,351,101
3/21/20,Loudon?,112,193
3/21/20,Macon?,37,103
3/21/20,Madison?,211,270
3/21/20,Marion?,67,112
3/21/20,Marshall?,84,156
3/21/20,Maury?,213,684
3/21/20,McMinn?,111,154
3/21/20,McNairy?,64,45
3/21/20,Meigs?,58,51
3/21/20,Monroe?,110,168
3/21/20,Montgomery?,409,836
3/21/20,Moore?,15,12
3/21/20,Morgan?,50,29
3/21/20,Obion?,91,52
3/21/20,Overton?,57,40
3/21/20,Perry?,16,20
3/21/20,Pickett?,15,10
3/21/20,Polk?,33,35
3/21/20,Putnam?,153,336
3/21/20,Rhea?,152,92
3/21/20,Roane?,159,135
3/21/20,Robertson?,131,378
3/21/20,Rutherford?,570,"1,954"
3/21/20,Scott?,132,41
3/21/20,Sequatchie?,30,56
3/21/20,Sevier?,648,"1,398"
3/21/20,Shelby?,"2,800","3,933"
3/21/20,Smith?,43,58
3/21/20,Stewart?,33,32
3/21/20,Sullivan?,309,608
3/21/20,Sumner?,348,"1,154"
3/21/20,Tipton?,164,150
