"state_fips","whole_fips","labor_force","employed","unemployed","unemployment_rate"
"18","18105",65468,58846,6622,10.1
"18","18107",16940,14922,2018,11.9
"18","18109",33198,29253,3945,11.9
"18","18111",6467,5442,1025,15.8
"18","18113",25940,18493,7447,28.7
"18","18115",3001,2461,540,18
"18","18117",9241,6853,2388,25.8
"18","18119",8825,7757,1068,12.1
"18","18121",6193,5461,732,11.8
"18","18123",8743,7188,1555,17.8
"18","18125",5719,4850,869,15.2
"18","18127",84218,68909,15309,18.2
"18","18129",12685,11225,1460,11.5
"18","18131",6027,5052,975,16.2
"18","18133",15695,13434,2261,14.4
"18","18135",10777,8860,1917,17.8
"18","18137",13830,11298,2532,18.3
"18","18139",8713,7091,1622,18.6
"18","18141",131513,104801,26712,20.3
"18","18143",10536,7984,2552,24.2
"18","18145",23265,18679,4586,19.7
"18","18147",10178,8841,1337,13.1
"18","18149",9566,7663,1903,19.9
"18","18151",20643,16556,4087,19.8
"18","18153",7808,6579,1229,15.7
"18","18155",4755,3847,908,19.1
"18","18157",92143,81007,11136,12.1
"18","18159",9067,7271,1796,19.8
"18","18161",3270,2738,532,16.3
"18","18163",92930,78343,14587,15.7
"18","18165",6529,5425,1104,16.9
"18","18167",45879,38019,7860,17.1
"18","18169",14364,11946,2418,16.8
"18","18171",3802,3305,497,13.1
"18","18173",31504,27379,4125,13.1
"18","18175",12729,10303,2426,19.1
"18","18177",28870,24585,4285,14.8
"18","18179",13718,11445,2273,16.6
"18","18181",12367,10913,1454,11.8
"18","18183",17153,14134,3019,17.6
"19","19001",4122,3738,384,9.3
"19","19003",2081,1934,147,7.1
"19","19005",7298,6548,750,10.3
"19","19007",5998,5365,633,10.6
"19","19009",3017,2828,189,6.3
"19","19011",13343,11966,1377,10.3
"19","19013",70389,61970,8419,12
"19","19015",14558,13272,1286,8.8
"19","19017",13680,12510,1170,8.6
"19","19019",11038,10000,1038,9.4
"19","19021",11605,10892,713,6.1
"19","19023",7824,7082,742,9.5
"19","19025",4126,3814,312,7.6
"19","19027",10790,9837,953,8.8
"19","19029",6781,6285,496,7.3
"19","19031",10739,9783,956,8.9
"19","19033",23927,21152,2775,11.6
"19","19035",6131,5648,483,7.9
"19","19037",6725,5928,797,11.9
"19","19039",4841,4317,524,10.8
"19","19041",8560,7662,898,10.5
"19","19043",9812,8717,1095,11.2
"19","19045",23420,20388,3032,12.9
"19","19047",8070,7371,699,8.7
"19","19049",48524,44816,3708,7.6
"19","19051",4131,3823,308,7.5
"19","19053",4208,3896,312,7.4
"19","19055",10398,9489,909,8.7
"19","19057",19666,16739,2927,14.9
"19","19059",9740,8463,1277,13.1
"19","19061",54413,47512,6901,12.7
"19","19063",5271,4754,517,9.8
"19","19065",10236,9123,1113,10.9
"19","19067",8790,7662,1128,12.8
"19","19069",5534,5128,406,7.3
"19","19071",3550,3338,212,6
"19","19073",5474,4915,559,10.2
"19","19075",6400,5825,575,9
"19","19077",5572,4995,577,10.4
"19","19079",6744,6129,615,9.1
"19","19081",6083,5412,671,11
"19","19083",7874,7196,678,8.6
"19","19085",7183,6619,564,7.9
"19","19087",9963,8807,1156,11.6
"19","19089",5337,4736,601,11.3
"19","19091",5077,4602,475,9.4
"19","19093",4128,3881,247,6
"19","19095",10601,9570,1031,9.7
"19","19097",10861,9640,1221,11.2
"19","19099",19910,17806,2104,10.6
"19","19101",10262,9299,963,9.4
"19","19103",84975,76836,8139,9.6
"19","19105",10618,9441,1177,11.1
"19","19107",5266,4748,518,9.8
"19","19109",8321,7608,713,8.6
"19","19111",16675,14453,2222,13.3
"19","19113",124060,108620,15440,12.4
"19","19115",4994,4445,549,11
"19","19117",4608,4280,328,7.1
"19","19119",6539,6229,310,4.7
"19","19121",8664,7616,1048,12.1
"19","19123",11893,10730,1163,9.8
"19","19125",18082,16585,1497,8.3
"19","19127",17782,15831,1951,11
"19","19129",7248,6664,584,8.1
"19","19131",7142,6656,486,6.8
"19","19133",4287,3792,495,11.5
"19","19135",4070,3681,389,9.6
"19","19137",4965,4555,410,8.3
"19","19139",22724,20279,2445,10.8
"19","19141",8113,7560,553,6.8
"19","19143",3413,3199,214,6.3
"19","19145",6558,5896,662,10.1
"19","19147",4831,4310,521,10.8
"19","19149",14310,13227,1083,7.6
"19","19151",4448,4179,269,6
"19","19153",275794,241566,34228,12.4
"19","19155",49223,43838,5385,10.9
"19","19157",9964,8970,994,10
"19","19159",2349,2178,171,7.3
"19","19161",5127,4776,351,6.8
"19","19163",90076,77967,12109,13.4
"19","19165",6591,6078,513,7.8
"19","19167",19961,18815,1146,5.7
"19","19169",55060,50441,4619,8.4
"19","19171",9365,8600,765,8.2
"19","19173",3123,2923,200,6.4
"19","19175",6512,5713,799,12.3
"19","19177",3657,3289,368,10.1
"19","19179",17811,15870,1941,10.9
"19","19181",28207,25489,2718,9.6
"19","19183",11566,10621,945,8.2
"19","19185",2875,2591,284,9.9
"19","19187",19419,17498,1921,9.9
"19","19189",5617,4629,988,17.6
"19","19191",10300,9130,1170,11.4
"19","19193",55320,49647,5673,10.3
"19","19195",4325,3707,618,14.3
"19","19197",7015,6496,519,7.4
"20","20001",6488,5935,553,8.5
"20","20003",4087,3821,266,6.5
"20","20005",7091,6267,824,11.6
"20","20007",2184,2075,109,5
"20","20009",13659,12613,1046,7.7
"20","20011",6586,6014,572,8.7
"20","20013",5341,4880,461,8.6
"20","20015",33102,28293,4809,14.5
"20","20017",1658,1492,166,10
"20","20019",1461,1317,144,9.9
"20","20021",10174,9123,1051,10.3
"20","20023",1177,1139,38,3.2
"20","20025",960,937,23,2.4
"20","20027",3650,3363,287,7.9
"20","20029",3654,3450,204,5.6
"20","20031",3944,3620,324,8.2
"20","20033",829,794,35,4.2
"20","20035",17324,14875,2449,14.1
"20","20037",19094,17375,1719,9
"20","20039",1128,1073,55,4.9
"20","20041",8779,8074,705,8
"20","20043",4015,3640,375,9.3
"20","20045",66823,59308,7515,11.2
"20","20047",1219,1170,49,4
"20","20049",1155,1049,106,9.2
"20","20051",16856,15654,1202,7.1
"20","20053",2571,2453,118,4.6
"20","20055",20127,18947,1180,5.9
"20","20057",16387,15640,747,4.6
"20","20059",14194,12882,1312,9.2
"20","20061",11457,10205,1252,10.9
"20","20063",1400,1334,66,4.7
"20","20065",1046,991,55,5.3
"20","20067",2875,2754,121,4.2
"20","20069",2965,2885,80,2.7
"20","20071",740,725,15,2
"20","20073",3292,2986,306,9.3
"20","20075",1425,1399,26,1.8
"20","20077",2804,2637,167,6
"20","20079",16695,14828,1867,11.2
"20","20081",2047,1982,65,3.2
"20","20083",919,884,35,3.8
"20","20085",7278,6374,904,12.4
"20","20087",9965,8954,1011,10.1
"20","20089",1200,1151,49,4.1
"20","20091",335068,299745,35323,10.5
"20","20093",1908,1816,92,4.8
"20","20095",3272,2954,318,9.7
"20","20097",1182,1125,57,4.8
"20","20099",9799,8998,801,8.2
"20","20101",694,671,23,3.3
"20","20103",36161,32035,4126,11.4
"20","20105",1598,1541,57,3.6
"20","20107",4203,3774,429,10.2
"20","20109",1531,1465,66,4.3
"20","20111",16894,15631,1263,7.5
"20","20113",17022,16037,985,5.8
"20","20115",5829,5385,444,7.6
"20","20117",5210,4940,270,5.2
"20","20119",1947,1867,80,4.1
"20","20121",16936,15364,1572,9.3
"20","20123",3163,3052,111,3.5
"20","20125",15211,13160,2051,13.5
"20","20127",2869,2672,197,6.9
"20","20129",1018,987,31,3
"20","20131",4939,4676,263,5.3
"20","20133",6060,5445,615,10.1
"20","20135",1256,1190,66,5.3
"20","20137",2456,2378,78,3.2
"20","20139",7797,7026,771,9.9
"20","20141",1884,1798,86,4.6
"20","20143",2922,2742,180,6.2
"20","20145",2599,2467,132,5.1
"20","20147",2549,2382,167,6.6
"20","20149",11674,10786,888,7.6
"20","20151",4789,4522,267,5.6
"20","20153",1368,1316,52,3.8
"20","20155",30726,27588,3138,10.2
"20","20157",2100,2015,85,4
"20","20159",5253,4900,353,6.7
"20","20161",33426,30545,2881,8.6
"20","20163",2342,2210,132,5.6
"20","20165",1570,1432,138,8.8
"20","20167",3164,2929,235,7.4
"20","20169",30799,27856,2943,9.6
"20","20171",2586,2495,91,3.5
"20","20173",268900,218542,50358,18.7
"20","20175",9058,8508,550,6.1
"20","20177",91356,80327,11029,12.1
"20","20179",1290,1249,41,3.2
"20","20181",2630,2516,114,4.3
"20","20183",1834,1765,69,3.8
"20","20185",1854,1756,98,5.3
"20","20187",874,854,20,2.3
"20","20189",2529,2441,88,3.5
"20","20191",11446,9445,2001,17.5
"20","20193",4022,3850,172,4.3
"20","20195",1285,1202,83,6.5
"20","20197",3461,3203,258,7.5
"20","20199",910,888,22,2.4
"20","20201",2792,2680,112,4
"20","20203",1180,1149,31,2.6
"20","20205",4352,3542,810,18.6
"20","20207",1607,1469,138,8.6
"20","20209",78956,67258,11698,14.8
"21","21001",7266,6041,1225,16.9
"21","21003",8283,7108,1175,14.2
"21","21005",12466,10671,1795,14.4
"21","21007",3494,2969,525,15
"21","21009",18708,15246,3462,18.5
"21","21011",4761,3888,873,18.3
"21","21013",8678,7250,1428,16.5
"21","21015",68279,59339,8940,13.1
"21","21017",9751,8144,1607,16.5
"21","21019",18546,15101,3445,18.6
"21","21021",12836,10287,2549,19.9
"21","21023",3664,3152,512,14
"21","21025",3494,2864,630,18
"21","21027",8040,6668,1372,17.1
"21","21029",42668,34845,7823,18.3
"21","21031",4912,4036,876,17.8
"21","21033",5599,4782,817,14.6
"21","21035",19699,17210,2489,12.6
"21","21037",49196,42480,6716,13.7
"21","21039",2215,2023,192,8.7
"21","21041",5325,4641,684,12.8
"21","21043",10256,8194,2062,20.1
"21","21045",7146,5912,1234,17.3
"21","21047",25960,21389,4571,17.6
"21","21049",17332,14497,2835,16.4
"21","21051",5398,4458,940,17.4
"21","21053",3905,3577,328,8.4
"21","21055",3822,3372,450,11.8
"21","21057",3090,2778,312,10.1
"21","21059",46708,40047,6661,14.3
"21","21061",4749,3765,984,20.7
"21","21063",2132,1713,419,19.7
"21","21065",5510,4584,926,16.8
"21","21067",172100,148555,23545,13.7
"21","21069",6490,5295,1195,18.4
"21","21071",11134,9208,1926,17.3
"21","21073",26212,22364,3848,14.7
"21","21075",2062,1821,241,11.7
"21","21077",3947,3389,558,14.1
"21","21079",7660,6490,1170,15.3
"21","21081",11921,9737,2184,18.3
"21","21083",16109,14053,2056,12.8
"21","21085",11638,9467,2171,18.7
"21","21087",5129,4407,722,14.1
"21","21089",13838,11228,2610,18.9
"21","21091",3994,3361,633,15.8
"21","21093",50549,41551,8998,17.8
"21","21095",6825,5442,1383,20.3
"21","21097",9333,7707,1626,17.4
"21","21099",8107,6932,1175,14.5
"21","21101",22842,19499,3343,14.6
"21","21103",8018,6726,1292,16.1
"21","21105",1710,1527,183,10.7
"21","21107",17828,14412,3416,19.2
"21","21109",4295,3447,848,19.7
"21","21111",389570,326428,63142,16.2
"21","21113",26033,22498,3535,13.6
"21","21115",6856,5734,1122,16.4
"21","21117",85057,73333,11724,13.8
"21","21119",4426,3742,684,15.5
"21","21121",10485,8606,1879,17.9
"21","21123",6281,5055,1226,19.5
"21","21125",26226,21619,4607,17.6
"21","21127",5423,4562,861,15.9
"21","21129",2118,1832,286,13.5
"21","21131",2758,2219,539,19.5
"21","21133",6509,5312,1197,18.4
"21","21135",4886,3892,994,20.3
"21","21137",9589,7600,1989,20.7
"21","21139",3663,3093,570,15.6
"21","21141",11686,9783,1903,16.3
"21","21143",3016,2690,326,10.8
"21","21145",29958,24942,5016,16.7
"21","21147",4827,4062,765,15.8
"21","21149",4002,3526,476,11.9
"21","21151",46340,39395,6945,15
"21","21153",3666,2647,1019,27.8
"21","21155",9216,6576,2640,28.6
"21","21157",15637,13444,2193,14
"21","21159",2925,2374,551,18.8
"21","21161",7376,5909,1467,19.9
"21","21163",12477,10332,2145,17.2
"21","21165",2351,1946,405,17.2
"21","21167",9683,7624,2059,21.3
"21","21169",4203,3316,887,21.1
"21","21171",4760,4130,630,13.2
"21","21173",12376,9976,2400,19.4
"21","21175",4623,4047,576,12.5
"21","21177",10800,9046,1754,16.2
"21","21179",24676,19814,4862,19.7
"21","21181",3431,2830,601,17.5
"21","21183",10042,8586,1456,14.5
"21","21185",31644,27375,4269,13.5
"21","21187",5172,4391,781,15.1
"21","21189",1124,980,144,12.8
"21","21191",6612,5828,784,11.9
"21","21193",8395,6980,1415,16.9
"21","21195",18854,15545,3309,17.6
"21","21197",5107,4271,836,16.4
"21","21199",27785,23045,4740,17.1
"21","21201",810,698,112,13.8
"21","21203",6557,5509,1048,16
"21","21205",10961,9102,1859,17
"21","21207",6800,5397,1403,20.6
"21","21209",31423,24674,6749,21.5
"21","21211",24734,20910,3824,15.5
"21","21213",9594,7719,1875,19.5
"21","21215",10223,8372,1851,18.1
"21","21217",12934,10586,2348,18.2
"21","21219",5349,4705,644,12
"21","21221",6214,5155,1059,17
"21","21223",3874,3148,726,18.7
"21","21225",5725,4642,1083,18.9
"21","21227",62495,51285,11210,17.9
"21","21229",6876,5576,1300,18.9
"21","21231",7444,6396,1048,14.1
"21","21233",5557,4702,855,15.4
"21","21235",14156,11989,2167,15.3
"21","21237",2091,1763,328,15.7
"21","21239",14376,12533,1843,12.8
"22","22001",21195,18791,2404,11.3
"22","22003",8212,6935,1277,15.6
"22","22005",59009,51447,7562,12.8
"22","22007",8458,7102,1356,16
"22","22009",14100,12069,2031,14.4
"22","22011",13054,11663,1391,10.7
"22","22013",4769,4310,459,9.6
"22","22015",52711,46489,6222,11.8
"22","22017",96113,82513,13600,14.2
"22","22019",92959,79315,13644,14.7
"22","22021",3304,2979,325,9.8
"22","22023",3246,2953,293,9
"22","22025",3029,2729,300,9.9
"22","22027",4961,4579,382,7.7
"22","22029",6296,5589,707,11.2
"22","22031",9618,8604,1014,10.5
"22","22033",213017,184860,28157,13.2
"22","22035",1581,1395,186,11.8
"22","22037",7141,6379,762,10.7
"22","22039",10431,9234,1197,11.5
"22","22041",6484,5809,675,10.4
"22","22043",7382,6665,717,9.7
"22","22045",25765,22107,3658,14.2
"22","22047",12909,11087,1822,14.1
"22","22049",5835,5414,421,7.2
"22","22051",201568,163766,37802,18.8
"22","22053",11796,10315,1481,12.6
"22","22055",104191,90397,13794,13.2
"22","22057",39034,34694,4340,11.1
"22","22059",5922,5493,429,7.2
"22","22061",18240,16562,1678,9.2
"22","22063",63581,55289,8292,13
"22","22065",3100,2748,352,11.4
"22","22067",8866,7714,1152,13
"22","22069",13985,12627,1358,9.7
"22","22071",174608,136075,38533,22.1
"22","22073",64768,57094,7674,11.8
"22","22075",9061,7708,1353,14.9
"22","22077",8962,7836,1126,12.6
"22","22079",50298,45316,4982,9.9
"22","22081",3251,3013,238,7.3
"22","22083",7240,6465,775,10.7
"22","22085",7958,7316,642,8.1
"22","22087",18798,15118,3680,19.6
"22","22089",22788,19233,3555,15.6
"22","22091",4011,3367,644,16.1
"22","22093",8099,6938,1161,14.3
"22","22095",18123,14826,3297,18.2
"22","22097",28858,25044,3814,13.2
"22","22099",20292,17530,2762,13.6
"22","22101",18012,15411,2601,14.4
"22","22103",107599,91474,16125,15
"22","22105",52028,43131,8897,17.1
"22","22107",1178,1068,110,9.3
"22","22109",44084,38192,5892,13.4
"22","22111",8135,7373,762,9.4
"22","22113",21775,19019,2756,12.7
"22","22115",13993,12448,1545,11
"22","22117",14963,13194,1769,11.8
"22","22119",13005,11478,1527,11.7
"22","22121",12463,10931,1532,12.3
"22","22123",3189,2747,442,13.9
"22","22125",4755,4327,428,9
"22","22127",4171,3798,373,8.9
"23","23001",53351,47652,5699,10.7
"23","23003",28359,25359,3000,10.6
"23","23005",152695,135952,16743,11
"23","23007",13663,11940,1723,12.6
"23","23009",26293,23122,3171,12.1
"23","23011",60223,54142,6081,10.1
"23","23013",19332,16969,2363,12.2
"23","23015",15854,14075,1779,11.2
"23","23017",25595,21999,3596,14
"23","23019",74655,66515,8140,10.9
"23","23021",6873,6138,735,10.7
"23","23023",19203,17111,2092,10.9
"23","23025",21933,18898,3035,13.8
"23","23027",19551,17539,2012,10.3
"23","23029",12758,11335,1423,11.2
"23","23031",105342,93108,12234,11.6
"24","24001",30474,26189,4285,14.1
"24","24003",292743,263486,29257,10
"24","24005",422244,376767,45477,10.8
"24","24009",47388,43434,3954,8.3
"24","24011",16583,15057,1526,9.2
"24","24013",88846,80514,8332,9.4
"24","24015",48135,43529,4606,9.6
"24","24017",83288,75506,7782,9.3
"24","24019",14493,12943,1550,10.7
"24","24021",129770,117100,12670,9.8
"24","24023",14890,12926,1964,13.2
"24","24025",131330,117617,13713,10.4
"24","24027",171159,157228,13931,8.1
"24","24029",9509,8577,932,9.8
"24","24031",531818,486541,45277,8.5
"24","24033",488684,439631,49053,10
"24","24035",26235,23566,2669,10.2
"24","24037",53645,49730,3915,7.3
"24","24039",8316,7337,979,11.8
"24","24041",17594,15733,1861,10.6
"24","24043",69806,61388,8418,12.1
"24","24045",46835,40530,6305,13.5
"24","24047",25550,19723,5827,22.8
"24","24510",267613,235862,31751,11.9
"25","25001",97331,76341,20990,21.6
"25","25003",57586,48003,9583,16.6
"25","25005",282641,225386,57255,20.3
"25","25007",8519,6596,1923,22.6
"25","25009",386540,318353,68187,17.6
"25","25011",36485,31362,5123,14
"25","25013",206298,170255,36043,17.5
"25","25015",77770,68213,9557,12.3
"25","25017",803171,701635,101536,12.6
"25","25019",7062,5068,1994,28.2
"25","25021",350876,297169,53707,15.3
"25","25023",259206,212367,46839,18.1
"25","25025",409939,346376,63563,15.5
"25","25027",402784,340428,62356,15.5
"26","26001",3446,2593,853,24.8
"26","26003",2903,2213,690,23.8
"26","26005",57480,44388,13092,22.8
"26","26007",12645,10291,2354,18.6
"26","26009",9003,6388,2615,29
"26","26011",5707,3862,1845,32.3
"26","26013",3135,2263,872,27.8
"26","26015",29551,22942,6609,22.4
"26","26017",48693,36383,12310,25.3
"26","26019",8839,6499,2340,26.5
"26","26021",70427,56320,14107,20
"26","26023",18697,14395,4302,23
"26","26025",60383,45499,14884,24.6
"26","26027",26023,19543,6480,24.9
"26","26029",11591,7858,3733,32.2
"26","26031",9778,5749,4029,41.2
"26","26033",15840,12608,3232,20.4
"26","26035",10664,7155,3509,32.9
"26","26037",39260,31888,7372,18.8
"26","26039",5100,3600,1500,29.4
"26","26041",16376,12525,3851,23.5
"26","26043",12110,10101,2009,16.6
"26","26045",56122,44039,12083,21.5
"26","26047",17426,12133,5293,30.4
"26","26049",184035,128576,55459,30.1
"26","26051",8790,6336,2454,27.9
"26","26053",5825,4799,1026,17.6
"26","26055",48803,36996,11807,24.2
"26","26057",17205,13334,3871,22.5
"26","26059",19271,13926,5345,27.7
"26","26061",15720,13233,2487,15.8
"26","26063",14677,10585,4092,27.9
"26","26065",142118,116236,25882,18.2
"26","26067",27658,20227,7431,26.9
"26","26069",9725,7155,2570,26.4
"26","26071",4887,3964,923,18.9
"26","26073",33721,26278,7443,22.1
"26","26075",72711,54948,17763,24.4
"26","26077",123423,102140,21283,17.2
"26","26079",8076,5759,2317,28.7
"26","26081",332443,260533,71910,21.6
"26","26083",881,708,173,19.6
"26","26085",3349,2332,1017,30.4
"26","26087",39663,27518,12145,30.6
"26","26089",10076,7849,2227,22.1
"26","26091",43431,31186,12245,28.2
"26","26093",90219,70432,19787,21.9
"26","26095",2241,1793,448,20
"26","26097",4343,2690,1653,38.1
"26","26099",414804,301118,113686,27.4
"26","26101",9058,6187,2871,31.7
"26","26103",31270,24767,6503,20.8
"26","26105",12330,9182,3148,25.5
"26","26107",17334,12856,4478,25.8
"26","26109",10370,8867,1503,14.5
"26","26111",38411,30725,7686,20
"26","26113",6611,4773,1838,27.8
"26","26115",77017,57181,19836,25.8
"26","26117",27873,20360,7513,27
"26","26119",2742,1804,938,34.2
"26","26121",79064,55918,23146,29.3
"26","26123",21510,15925,5585,26
"26","26125",571797,458446,113351,19.8
"26","26127",11038,8063,2975,27
"26","26129",7521,5279,2242,29.8
"26","26131",1865,1348,517,27.7
"26","26133",10470,7544,2926,27.9
"26","26135",2780,1857,923,33.2
"26","26137",11116,7782,3334,30
"26","26139",148585,117116,31469,21.2
"26","26141",4480,3207,1273,28.4
"26","26143",7014,4609,2405,34.3
"26","26145",84061,62523,21538,25.6
"26","26147",71792,50718,21074,29.4
"26","26149",28955,20170,8785,30.3
"26","26151",18756,12934,5822,31
"26","26153",3223,2509,714,22.2
"26","26155",31755,22473,9282,29.2
"26","26157",22322,15127,7195,32.2
"26","26159",33775,26736,7039,20.8
"26","26161",186137,158475,27662,14.9
"26","26163",741441,549699,191742,25.9
"26","26165",14490,9928,4562,31.5
"27","27001",7189,6374,815,11.3
"27","27003",195521,177809,17712,9.1
"27","27005",18983,17088,1895,10
"27","27007",24413,22198,2215,9.1
"27","27009",22292,20193,2099,9.4
"27","27011",2397,2240,157,6.5
"27","27013",41174,37991,3183,7.7
"27","27015",14230,13294,936,6.6
"27","27017",17459,15583,1876,10.7
"27","27019",57111,52936,4175,7.3
"27","27021",14437,12533,1904,13.2
"27","27023",6844,6313,531,7.8
"27","27025",29549,26774,2775,9.4
"27","27027",36302,34150,2152,5.9
"27","27029",4409,3805,604,13.7
"27","27031",3143,2667,476,15.1
"27","27033",5934,5650,284,4.8
"27","27035",32474,28923,3551,10.9
"27","27037",239425,217821,21604,9
"27","27039",11579,10841,738,6.4
"27","27041",20882,19308,1574,7.5
"27","27043",6913,6326,587,8.5
"27","27045",11357,10611,746,6.6
"27","27047",16215,14936,1279,7.9
"27","27049",26842,24532,2310,8.6
"27","27051",3285,3065,220,6.7
"27","27053",698640,636522,62118,8.9
"27","27055",10008,9400,608,6.1
"27","27057",9780,8764,1016,10.4
"27","27059",21022,18995,2027,9.6
"27","27061",21254,18821,2433,11.4
"27","27063",5598,5308,290,5.2
"27","27065",9020,8044,976,10.8
"27","27067",23792,22342,1450,6.1
"27","27069",2332,2183,149,6.4
"27","27071",5712,5108,604,10.6
"27","27073",3517,3313,204,5.8
"27","27075",5306,4783,523,9.9
"27","27077",2428,2165,263,10.8
"27","27079",15935,14385,1550,9.7
"27","27081",3146,3000,146,4.6
"27","27083",14196,13410,786,5.5
"27","27085",18817,17430,1387,7.4
"27","27087",2530,2091,439,17.4
"27","27089",5355,4873,482,9
"27","27091",9807,9162,645,6.6
"27","27093",13067,12202,865,6.6
"27","27095",12829,11374,1455,11.3
"27","27097",17541,15965,1576,9
"27","27099",20286,19057,1229,6.1
"27","27101",4608,4323,285,6.2
"27","27103",21064,19643,1421,6.7
"27","27105",11065,10591,474,4.3
"27","27107",3289,2995,294,8.9
"27","27109",86928,80906,6022,6.9
"27","27111",30728,28301,2427,7.9
"27","27113",8636,7765,871,10.1
"27","27115",15085,13277,1808,12
"27","27117",4634,4427,207,4.5
"27","27119",16530,15334,1196,7.2
"27","27121",6412,6028,384,6
"27","27123",286768,260527,26241,9.2
"27","27125",2204,1995,209,9.5
"27","27127",7745,7065,680,8.8
"27","27129",8404,7803,601,7.2
"27","27131",36782,34236,2546,6.9
"27","27133",5547,5336,211,3.8
"27","27135",7860,7197,663,8.4
"27","27137",99886,89407,10479,10.5
"27","27139",82924,75397,7527,9.1
"27","27141",51637,47015,4622,9
"27","27143",8402,7793,609,7.2
"27","27145",91032,83878,7154,7.9
"27","27147",21113,19654,1459,6.9
"27","27149",5205,5005,200,3.8
"27","27151",4830,4434,396,8.2
"27","27153",13405,12560,845,6.3
"27","27155",1770,1669,101,5.7
"27","27157",12198,11284,914,7.5
"27","27159",6105,5425,680,11.1
"27","27161",8959,8240,719,8
"27","27163",140886,129370,11516,8.2
"27","27165",6399,6049,350,5.5
"27","27167",3521,3320,201,5.7
"27","27169",28496,26433,2063,7.2
"27","27171",74125,67997,6128,8.3
"27","27173",5324,4928,396,7.4
"28","28001",10330,8606,1724,16.7
"28","28003",14826,12864,1962,13.2
"28","28005",4079,3592,487,11.9
"28","28007",6491,5618,873,13.4
"28","28009",2803,2379,424,15.1
"28","28011",11128,9970,1158,10.4
"28","28013",6035,4750,1285,21.3
"28","28015",3199,2778,421,13.2
"28","28017",8019,5504,2515,31.4
"28","28019",3363,3034,329,9.8
"28","28021",2762,2268,494,17.9
"28","28023",5353,4667,686,12.8
"28","28025",8216,6194,2022,24.6
"28","28027",8386,6661,1725,20.6
"28","28029",10057,8876,1181,11.7
"28","28031",7094,6464,630,8.9
"28","28033",81895,72173,9722,11.9
"28","28035",30575,26711,3864,12.6
"28","28037",2577,2263,314,12.2
"28","28039",8191,7006,1185,14.5
"28","28041",4060,3502,558,13.7
"28","28043",8618,7527,1091,12.7
"28","28045",17549,14161,3388,19.3
"28","28047",85260,65483,19777,23.2
"28","28049",100272,84401,15871,15.8
"28","28051",6160,4382,1778,28.9
"28","28053",2233,1863,370,16.6
"28","28055",345,308,37,10.7
"28","28057",10618,8345,2273,21.4
"28","28059",55871,43933,11938,21.4
"28","28061",5516,4927,589,10.7
"28","28063",1834,1474,360,19.6
"28","28065",3690,3271,419,11.4
"28","28067",23219,20994,2225,9.6
"28","28069",3282,2826,456,13.9
"28","28071",25336,22527,2809,11.1
"28","28073",27703,24824,2879,10.4
"28","28075",27261,23963,3298,12.1
"28","28077",4221,3655,566,13.4
"28","28079",7504,6520,984,13.1
"28","28081",41223,32333,8890,21.6
"28","28083",9425,7846,1579,16.8
"28","28085",13312,11586,1726,13
"28","28087",23754,20021,3733,15.7
"28","28089",49387,42404,6983,14.1
"28","28091",8850,7868,982,11.1
"28","28093",12727,11341,1386,10.9
"28","28095",15697,12044,3653,23.3
"28","28097",3631,3183,448,12.3
"28","28099",9756,8179,1577,16.2
"28","28101",8059,7018,1041,12.9
"28","28103",3689,3087,602,16.3
"28","28105",20627,17838,2789,13.5
"28","28107",11706,9828,1878,16
"28","28109",21251,18458,2793,13.1
"28","28111",3907,3420,487,12.5
"28","28113",13232,11559,1673,12.6
"28","28115",15674,11661,4013,25.6
"28","28117",10979,9053,1926,17.5
"28","28119",2344,1973,371,15.8
"28","28121",68545,60905,7640,11.1
"28","28123",11447,10389,1058,9.2
"28","28125",1517,1312,205,13.5
"28","28127",9551,8612,939,9.8
"28","28129",6046,5588,458,7.6
"28","28131",6343,5417,926,14.6
"28","28133",7324,6297,1027,14
"28","28135",4811,4364,447,9.3
"28","28137",11181,9814,1367,12.2
"28","28139",9325,7504,1821,19.5
"28","28141",8310,6997,1313,15.8
"28","28143",5244,3583,1661,31.7
"28","28145",14335,11237,3098,21.6
"28","28147",4441,3879,562,12.7
"28","28149",18936,15866,3070,16.2
"28","28151",15724,13309,2415,15.4
"28","28153",6731,6069,662,9.8
"28","28155",3707,3211,496,13.4
"28","28157",2504,2101,403,16.1
"28","28159",6883,5857,1026,14.9
"28","28161",4611,3877,734,15.9
"28","28163",9116,7588,1528,16.8
"29","29001",10082,9373,709,7
"29","29003",9518,8949,569,6
"29","29005",2857,2691,166,5.8
"29","29007",10916,9802,1114,10.2
"29","29009",16005,14597,1408,8.8
"29","29011",5336,4887,449,8.4
"29","29013",7596,7082,514,6.8
"29","29015",7205,6509,696,9.7
"29","29017",5372,4857,515,9.6
"29","29019",95725,89488,6237,6.5
"29","29021",43575,40418,3157,7.2
"29","29023",18162,16209,1953,10.8
"29","29025",4384,3976,408,9.3
"29","29027",20581,19164,1417,6.9
"29","29029",18905,16388,2517,13.3
"29","29031",39253,35528,3725,9.5
"29","29033",4782,4440,342,7.2
"29","29035",2519,2308,211,8.4
"29","29037",52638,48057,4581,8.7
"29","29039",5720,5437,283,4.9
"29","29041",3775,3578,197,5.2
"29","29043",44433,40488,3945,8.9
"29","29045",3356,3017,339,10.1
"29","29047",136277,119228,17049,12.5
"29","29049",10825,9562,1263,11.7
