Year,Month,Geography,Area Name,Date,Time Period,Date (tooltip),Civilian Labor Force,Employment,Unemployment,Unemployment Rate
2019,Apr,City/Town,Waltham,"Apr, '19",Monthly,"April, 2019",170,163,7,4.10%
2019,Apr,City/Town,Washington,"Apr, '19",Monthly,"April, 2019",714,685,29,4.10%
2019,Apr,City/Town,West Paris,"Apr, '19",Monthly,"April, 2019",778,746,32,4.10%
2019,Apr,City/Town,Westport,"Apr, '19",Monthly,"April, 2019",390,374,16,4.10%
2019,Apr,City/Town,Central Aroostook Unorg,"Apr, '19",Monthly,"April, 2019",71,68,3,4.20%
2019,Apr,City/Town,Charleston,"Apr, '19",Monthly,"April, 2019",547,524,23,4.20%
2019,Apr,City/Town,Cranberry Isles,"Apr, '19",Monthly,"April, 2019",71,68,3,4.20%
2019,Apr,City/Town,Hancock,"Apr, '19",Monthly,"April, 2019","1,224","1,172",52,4.20%
2019,Apr,City/Town,Kenduskeag,"Apr, '19",Monthly,"April, 2019",778,745,33,4.20%
2019,Apr,City/Town,Lamoine,"Apr, '19",Monthly,"April, 2019",857,821,36,4.20%
2019,Apr,City/Town,Levant,"Apr, '19",Monthly,"April, 2019","1,636","1,568",68,4.20%
2019,Apr,City/Town,Madison,"Apr, '19",Monthly,"April, 2019","1,865","1,786",79,4.20%
2019,Apr,City/Town,Sweden,"Apr, '19",Monthly,"April, 2019",142,136,6,4.20%
2019,Apr,City/Town,Temple,"Apr, '19",Monthly,"April, 2019",238,228,10,4.20%
2019,Apr,City/Town,Brooklin,"Apr, '19",Monthly,"April, 2019",421,403,18,4.30%
2019,Apr,City/Town,Connor Unorg,"Apr, '19",Monthly,"April, 2019",164,157,7,4.30%
2019,Apr,City/Town,New Vineyard,"Apr, '19",Monthly,"April, 2019",322,308,14,4.30%
2019,Apr,City/Town,Rockland,"Apr, '19",Monthly,"April, 2019","3,479","3,330",149,4.30%
2019,Apr,City/Town,Beals,"Apr, '19",Monthly,"April, 2019",252,241,11,4.40%
2019,Apr,City/Town,Grand Isle,"Apr, '19",Monthly,"April, 2019",182,174,8,4.40%
2019,Apr,City/Town,Greenville,"Apr, '19",Monthly,"April, 2019",676,646,30,4.40%
2019,Apr,City/Town,Houlton,"Apr, '19",Monthly,"April, 2019","2,319","2,218",101,4.40%
2019,Apr,City/Town,Jackman,"Apr, '19",Monthly,"April, 2019",427,408,19,4.40%
2019,Apr,City/Town,Littleton,"Apr, '19",Monthly,"April, 2019",406,388,18,4.40%
2019,Apr,City/Town,Washburn,"Apr, '19",Monthly,"April, 2019",775,741,34,4.40%
2019,Apr,City/Town,Byron,"Apr, '19",Monthly,"April, 2019",67,64,3,4.50%
2019,Apr,City/Town,East Machias,"Apr, '19",Monthly,"April, 2019",601,574,27,4.50%
2019,Apr,City/Town,Frankfort,"Apr, '19",Monthly,"April, 2019",577,551,26,4.50%
2019,Apr,City/Town,Hanover,"Apr, '19",Monthly,"April, 2019",112,107,5,4.50%
2019,Apr,City/Town,New Sweden,"Apr, '19",Monthly,"April, 2019",291,278,13,4.50%
2019,Apr,City/Town,Ogunquit,"Apr, '19",Monthly,"April, 2019",448,428,20,4.50%
2019,Apr,City/Town,Rangeley Plantation,"Apr, '19",Monthly,"April, 2019",67,64,3,4.50%
2019,Apr,City/Town,Topsfield,"Apr, '19",Monthly,"April, 2019",88,84,4,4.50%
2019,Apr,City/Town,Hodgdon,"Apr, '19",Monthly,"April, 2019",569,543,26,4.60%
2019,Apr,City/Town,Livermore Falls,"Apr, '19",Monthly,"April, 2019","1,356","1,294",62,4.60%
2019,Apr,City/Town,Medford,"Apr, '19",Monthly,"April, 2019",131,125,6,4.60%
2019,Apr,City/Town,Robbinston,"Apr, '19",Monthly,"April, 2019",237,226,11,4.60%
2019,Apr,City/Town,Smithfield,"Apr, '19",Monthly,"April, 2019",499,476,23,4.60%
2019,Apr,City/Town,Southport,"Apr, '19",Monthly,"April, 2019",219,209,10,4.60%
2019,Apr,City/Town,Dixmont,"Apr, '19",Monthly,"April, 2019",570,543,27,4.70%
2019,Apr,City/Town,Madawaska,"Apr, '19",Monthly,"April, 2019","1,622","1,546",76,4.70%
2019,Apr,City/Town,New Limerick,"Apr, '19",Monthly,"April, 2019",253,241,12,4.70%
2019,Apr,City/Town,Sangerville,"Apr, '19",Monthly,"April, 2019",445,424,21,4.70%
2019,Apr,City/Town,Southwest Harbor,"Apr, '19",Monthly,"April, 2019",913,870,43,4.70%
2019,Apr,City/Town,Wilton,"Apr, '19",Monthly,"April, 2019","1,688","1,609",79,4.70%
2019,Apr,City/Town,Atkinson,"Apr, '19",Monthly,"April, 2019",124,118,6,4.80%
2019,Apr,City/Town,Canaan,"Apr, '19",Monthly,"April, 2019",953,907,46,4.80%
2019,Apr,City/Town,Hudson,"Apr, '19",Monthly,"April, 2019",727,692,35,4.80%
2019,Apr,City/Town,Mercer,"Apr, '19",Monthly,"April, 2019",294,280,14,4.80%
2019,Apr,City/Town,Paris,"Apr, '19",Monthly,"April, 2019","2,247","2,139",108,4.80%
2019,Apr,City/Town,Passadumkeag,"Apr, '19",Monthly,"April, 2019",168,160,8,4.80%
2019,Apr,City/Town,Plymouth,"Apr, '19",Monthly,"April, 2019",608,579,29,4.80%
2019,Apr,City/Town,Trenton,"Apr, '19",Monthly,"April, 2019",846,805,41,4.80%
2019,Apr,City/Town,Abbot,"Apr, '19",Monthly,"April, 2019",348,331,17,4.90%
2019,Apr,City/Town,Deer Isle,"Apr, '19",Monthly,"April, 2019",817,777,40,4.90%
2019,Apr,City/Town,East Central Franklin Unorg,"Apr, '19",Monthly,"April, 2019",411,391,20,4.90%
2019,Apr,City/Town,Garland,"Apr, '19",Monthly,"April, 2019",487,463,24,4.90%
2019,Apr,City/Town,Palmyra,"Apr, '19",Monthly,"April, 2019",735,699,36,4.90%
2019,Apr,City/Town,Pittsfield,"Apr, '19",Monthly,"April, 2019","1,686","1,604",82,4.90%
2019,Apr,City/Town,Rangeley,"Apr, '19",Monthly,"April, 2019",691,657,34,4.90%
2019,Apr,City/Town,Skowhegan,"Apr, '19",Monthly,"April, 2019","3,409","3,243",166,4.90%
2019,Apr,City/Town,Thorndike,"Apr, '19",Monthly,"April, 2019",465,442,23,4.90%
2019,Apr,City/Town,Addison,"Apr, '19",Monthly,"April, 2019",645,613,32,5.00%
2019,Apr,City/Town,East Central Penobscot Unorg,"Apr, '19",Monthly,"April, 2019",119,113,6,5.00%
2019,Apr,City/Town,Sorrento,"Apr, '19",Monthly,"April, 2019",120,114,6,5.00%
2019,Apr,City/Town,Avon,"Apr, '19",Monthly,"April, 2019",235,223,12,5.10%
2019,Apr,City/Town,Bar Harbor,"Apr, '19",Monthly,"April, 2019","3,316","3,147",169,5.10%
2019,Apr,City/Town,Boothbay Harbor,"Apr, '19",Monthly,"April, 2019","1,338","1,270",68,5.10%
2019,Apr,City/Town,Burnham,"Apr, '19",Monthly,"April, 2019",574,545,29,5.10%
2019,Apr,City/Town,Calais,"Apr, '19",Monthly,"April, 2019","1,224","1,162",62,5.10%
2019,Apr,City/Town,Central Somerset Unorg,"Apr, '19",Monthly,"April, 2019",156,148,8,5.10%
2019,Apr,City/Town,Dixfield,"Apr, '19",Monthly,"April, 2019","1,008",957,51,5.10%
2019,Apr,City/Town,Eastport,"Apr, '19",Monthly,"April, 2019",450,427,23,5.10%
2019,Apr,City/Town,Howland,"Apr, '19",Monthly,"April, 2019",533,506,27,5.10%
2019,Apr,City/Town,Jackson,"Apr, '19",Monthly,"April, 2019",236,224,12,5.10%
2019,Apr,City/Town,Jonesboro,"Apr, '19",Monthly,"April, 2019",275,261,14,5.10%
2019,Apr,City/Town,Linneus,"Apr, '19",Monthly,"April, 2019",430,408,22,5.10%
2019,Apr,City/Town,Mexico,"Apr, '19",Monthly,"April, 2019",980,930,50,5.10%
2019,Apr,City/Town,Northeast Piscatquis Unorg,"Apr, '19",Monthly,"April, 2019",118,112,6,5.10%
2019,Apr,City/Town,Parkman,"Apr, '19",Monthly,"April, 2019",355,337,18,5.10%
2019,Apr,City/Town,St  Agatha,"Apr, '19",Monthly,"April, 2019",335,318,17,5.10%
2019,Apr,City/Town,Baring Plantation,"Apr, '19",Monthly,"April, 2019",115,109,6,5.20%
2019,Apr,City/Town,Detroit,"Apr, '19",Monthly,"April, 2019",384,364,20,5.20%
2019,Apr,City/Town,New Sharon,"Apr, '19",Monthly,"April, 2019",674,639,35,5.20%
2019,Apr,City/Town,Springfield,"Apr, '19",Monthly,"April, 2019",154,146,8,5.20%
2019,Apr,City/Town,Sumner,"Apr, '19",Monthly,"April, 2019",385,365,20,5.20%
2019,Apr,City/Town,Whiting,"Apr, '19",Monthly,"April, 2019",233,221,12,5.20%
2019,Apr,City/Town,Whitneyville,"Apr, '19",Monthly,"April, 2019",97,92,5,5.20%
2019,Apr,City/Town,Athens,"Apr, '19",Monthly,"April, 2019",431,408,23,5.30%
2019,Apr,City/Town,Boothbay,"Apr, '19",Monthly,"April, 2019",901,853,48,5.30%
2019,Apr,City/Town,Cherryfield,"Apr, '19",Monthly,"April, 2019",548,519,29,5.30%
2019,Apr,City/Town,Island Falls,"Apr, '19",Monthly,"April, 2019",284,269,15,5.30%
2019,Apr,City/Town,Orient,"Apr, '19",Monthly,"April, 2019",57,54,3,5.30%
2019,Apr,City/Town,Baileyville,"Apr, '19",Monthly,"April, 2019",650,615,35,5.40%
2019,Apr,City/Town,Dyer Brook,"Apr, '19",Monthly,"April, 2019",93,88,5,5.40%
2019,Apr,City/Town,Fort Fairfield,"Apr, '19",Monthly,"April, 2019","1,339","1,267",72,5.40%
2019,Apr,City/Town,Roxbury,"Apr, '19",Monthly,"April, 2019",168,159,9,5.40%
2019,Apr,City/Town,Stockholm,"Apr, '19",Monthly,"April, 2019",112,106,6,5.40%
2019,Apr,City/Town,Westfield,"Apr, '19",Monthly,"April, 2019",186,176,10,5.40%
2019,Apr,City/Town,Brownville,"Apr, '19",Monthly,"April, 2019",453,428,25,5.50%
2019,Apr,City/Town,Monticello,"Apr, '19",Monthly,"April, 2019",293,277,16,5.50%
2019,Apr,City/Town,New Portland,"Apr, '19",Monthly,"April, 2019",290,274,16,5.50%
2019,Apr,City/Town,Ripley,"Apr, '19",Monthly,"April, 2019",181,171,10,5.50%
2019,Apr,City/Town,Solon,"Apr, '19",Monthly,"April, 2019",457,432,25,5.50%
2019,Apr,City/Town,Eastbrook,"Apr, '19",Monthly,"April, 2019",213,201,12,5.60%
2019,Apr,City/Town,Hartland,"Apr, '19",Monthly,"April, 2019",696,657,39,5.60%
2019,Apr,City/Town,Lakeville Plantation,"Apr, '19",Monthly,"April, 2019",18,17,1,5.60%
2019,Apr,City/Town,Milo,"Apr, '19",Monthly,"April, 2019",881,832,49,5.60%
2019,Apr,City/Town,Central Hancock Unorg,"Apr, '19",Monthly,"April, 2019",53,50,3,5.70%
2019,Apr,City/Town,Garfield Plantation,"Apr, '19",Monthly,"April, 2019",35,33,2,5.70%
2019,Apr,City/Town,Hamlin Plantation,"Apr, '19",Monthly,"April, 2019",70,66,4,5.70%
2019,Apr,City/Town,Kingfield,"Apr, '19",Monthly,"April, 2019",471,444,27,5.70%
2019,Apr,City/Town,Somerville,"Apr, '19",Monthly,"April, 2019",212,200,12,5.70%
2019,Apr,City/Town,St Albans,"Apr, '19",Monthly,"April, 2019",796,751,45,5.70%
2019,Apr,City/Town,Corinna,"Apr, '19",Monthly,"April, 2019",885,834,51,5.80%
2019,Apr,City/Town,Easton,"Apr, '19",Monthly,"April, 2019",551,519,32,5.80%
2019,Apr,City/Town,Eustis,"Apr, '19",Monthly,"April, 2019",242,228,14,5.80%
2019,Apr,City/Town,Rumford,"Apr, '19",Monthly,"April, 2019","2,120","1,997",123,5.80%
2019,Apr,City/Town,Alexander,"Apr, '19",Monthly,"April, 2019",222,209,13,5.90%
2019,Apr,City/Town,Andover,"Apr, '19",Monthly,"April, 2019",339,319,20,5.90%
2019,Apr,City/Town,Chesterville,"Apr, '19",Monthly,"April, 2019",647,609,38,5.90%
2019,Apr,City/Town,Dallas Plantation,"Apr, '19",Monthly,"April, 2019",102,96,6,5.90%
2019,Apr,City/Town,Damariscotta,"Apr, '19",Monthly,"April, 2019",799,752,47,5.90%
2019,Apr,City/Town,Frenchville,"Apr, '19",Monthly,"April, 2019",438,412,26,5.90%
2019,Apr,City/Town,Ludlow,"Apr, '19",Monthly,"April, 2019",188,177,11,5.90%
2019,Apr,City/Town,Mount Chase,"Apr, '19",Monthly,"April, 2019",51,48,3,5.90%
2019,Apr,City/Town,Smyrna,"Apr, '19",Monthly,"April, 2019",169,159,10,5.90%
2019,Apr,City/Town,Canton,"Apr, '19",Monthly,"April, 2019",398,374,24,6.00%
2019,Apr,City/Town,Chester,"Apr, '19",Monthly,"April, 2019",234,220,14,6.00%
2019,Apr,City/Town,East Millinocket,"Apr, '19",Monthly,"April, 2019",581,546,35,6.00%
2019,Apr,City/Town,Lincoln,"Apr, '19",Monthly,"April, 2019","1,686","1,584",102,6.00%
2019,Apr,City/Town,Lubec,"Apr, '19",Monthly,"April, 2019",521,490,31,6.00%
2019,Apr,City/Town,Pembroke,"Apr, '19",Monthly,"April, 2019",265,249,16,6.00%
2019,Apr,City/Town,Phillips,"Apr, '19",Monthly,"April, 2019",401,377,24,6.00%
2019,Apr,City/Town,Cary Plantation,"Apr, '19",Monthly,"April, 2019",82,77,5,6.10%
2019,Apr,City/Town,Castle Hill,"Apr, '19",Monthly,"April, 2019",148,139,9,6.10%
2019,Apr,City/Town,Millinocket,"Apr, '19",Monthly,"April, 2019","1,545","1,450",95,6.10%
2019,Apr,City/Town,Passamaquoddy Indian Township Reservation,"Apr, '19",Monthly,"April, 2019",180,169,11,6.10%
2019,Apr,City/Town,Starks,"Apr, '19",Monthly,"April, 2019",309,290,19,6.10%
2019,Apr,City/Town,Gilead,"Apr, '19",Monthly,"April, 2019",81,76,5,6.20%
2019,Apr,City/Town,Aurora,"Apr, '19",Monthly,"April, 2019",48,45,3,6.30%
2019,Apr,City/Town,Columbia Falls,"Apr, '19",Monthly,"April, 2019",204,191,13,6.40%
2019,Apr,City/Town,Monson,"Apr, '19",Monthly,"April, 2019",262,245,17,6.50%
2019,Apr,City/Town,Northeast Somerset Unorg,"Apr, '19",Monthly,"April, 2019",185,173,12,6.50%
2019,Apr,City/Town,South Oxford Unorg,"Apr, '19",Monthly,"April, 2019",261,244,17,6.50%
2019,Apr,City/Town,Columbia,"Apr, '19",Monthly,"April, 2019",229,214,15,6.60%
2019,Apr,City/Town,Passamaquoddy Pleasant Point Reservation,"Apr, '19",Monthly,"April, 2019",197,184,13,6.60%
2019,Apr,City/Town,Highland Plantation,"Apr, '19",Monthly,"April, 2019",15,14,1,6.70%
2019,Apr,City/Town,Oxbow Plantation,"Apr, '19",Monthly,"April, 2019",15,14,1,6.70%
2019,Apr,City/Town,Woodstock,"Apr, '19",Monthly,"April, 2019",525,490,35,6.70%
2019,Apr,City/Town,Amity,"Apr, '19",Monthly,"April, 2019",74,69,5,6.80%
2019,Apr,City/Town,Franklin,"Apr, '19",Monthly,"April, 2019",692,645,47,6.80%
2019,Apr,City/Town,Embden,"Apr, '19",Monthly,"April, 2019",394,367,27,6.90%
2019,Apr,City/Town,Perry,"Apr, '19",Monthly,"April, 2019",405,377,28,6.90%
2019,Apr,City/Town,Square Lake Unorg,"Apr, '19",Monthly,"April, 2019",218,203,15,6.90%
2019,Apr,City/Town,Weld,"Apr, '19",Monthly,"April, 2019",160,149,11,6.90%
2019,Apr,City/Town,Anson,"Apr, '19",Monthly,"April, 2019",875,814,61,7.00%
2019,Apr,City/Town,Blanchard Unorg,"Apr, '19",Monthly,"April, 2019",43,40,3,7.00%
2019,Apr,City/Town,Limestone,"Apr, '19",Monthly,"April, 2019",975,907,68,7.00%
2019,Apr,City/Town,Van Buren,"Apr, '19",Monthly,"April, 2019",675,628,47,7.00%
2019,Apr,City/Town,Sherman,"Apr, '19",Monthly,"April, 2019",378,351,27,7.10%
2019,Apr,City/Town,South Franklin Unorg,"Apr, '19",Monthly,"April, 2019",14,13,1,7.10%
2019,Apr,City/Town,Steuben,"Apr, '19",Monthly,"April, 2019",492,457,35,7.10%
2019,Apr,City/Town,Sullivan,"Apr, '19",Monthly,"April, 2019",609,566,43,7.10%
2019,Apr,City/Town,Talmadge,"Apr, '19",Monthly,"April, 2019",14,13,1,7.10%
2019,Apr,City/Town,Tremont,"Apr, '19",Monthly,"April, 2019",787,731,56,7.10%
2019,Apr,City/Town,Enfield,"Apr, '19",Monthly,"April, 2019",705,654,51,7.20%
2019,Apr,City/Town,Eagle Lake,"Apr, '19",Monthly,"April, 2019",301,279,22,7.30%
2019,Apr,City/Town,Patten,"Apr, '19",Monthly,"April, 2019",451,418,33,7.30%
2019,Apr,City/Town,Medway,"Apr, '19",Monthly,"April, 2019",419,388,31,7.40%
2019,Apr,City/Town,South Aroostook Unorg,"Apr, '19",Monthly,"April, 2019",121,112,9,7.40%
2019,Apr,City/Town,Southeast Piscataquis Unorg,"Apr, '19",Monthly,"April, 2019",81,75,6,7.40%
2019,Apr,City/Town,Burlington,"Apr, '19",Monthly,"April, 2019",145,134,11,7.60%
2019,Apr,City/Town,Wade,"Apr, '19",Monthly,"April, 2019",79,73,6,7.60%
2019,Apr,City/Town,Wellington,"Apr, '19",Monthly,"April, 2019",78,72,6,7.70%
2019,Apr,City/Town,Caratunk,"Apr, '19",Monthly,"April, 2019",51,47,4,7.80%
2019,Apr,City/Town,Perham,"Apr, '19",Monthly,"April, 2019",167,154,13,7.80%
2019,Apr,City/Town,Winter Harbor,"Apr, '19",Monthly,"April, 2019",231,213,18,7.80%
2019,Apr,City/Town,Kingman Unorg,"Apr, '19",Monthly,"April, 2019",76,70,6,7.90%
2019,Apr,City/Town,Harrington,"Apr, '19",Monthly,"April, 2019",435,400,35,8.00%
2019,Apr,City/Town,Grand Lake Stream Plantation,"Apr, '19",Monthly,"April, 2019",37,34,3,8.10%
2019,Apr,City/Town,New Canada,"Apr, '19",Monthly,"April, 2019",173,159,14,8.10%
2019,Apr,City/Town,Upton,"Apr, '19",Monthly,"April, 2019",37,34,3,8.10%
2019,Apr,City/Town,Ashland,"Apr, '19",Monthly,"April, 2019",526,483,43,8.20%
2019,Apr,City/Town,Cooper,"Apr, '19",Monthly,"April, 2019",61,56,5,8.20%
2019,Apr,City/Town,Coplin,"Apr, '19",Monthly,"April, 2019",61,56,5,8.20%
2019,Apr,City/Town,Webster Plantation,"Apr, '19",Monthly,"April, 2019",12,11,1,8.30%
2019,Apr,City/Town,Charlotte,"Apr, '19",Monthly,"April, 2019",117,107,10,8.50%
2019,Apr,City/Town,Lee,"Apr, '19",Monthly,"April, 2019",316,289,27,8.50%
2019,Apr,City/Town,Fort Kent,"Apr, '19",Monthly,"April, 2019","1,875","1,712",163,8.70%
2019,Apr,City/Town,Harmony,"Apr, '19",Monthly,"April, 2019",275,251,24,8.70%
2019,Apr,City/Town,Winn,"Apr, '19",Monthly,"April, 2019",150,137,13,8.70%
2019,Apr,City/Town,Masardis,"Apr, '19",Monthly,"April, 2019",91,83,8,8.80%
2019,Apr,City/Town,Bancroft,"Apr, '19",Monthly,"April, 2019",11,10,1,9.10%
2019,Apr,City/Town,Gouldsboro,"Apr, '19",Monthly,"April, 2019",690,627,63,9.10%
2019,Apr,City/Town,Mattawamkeag,"Apr, '19",Monthly,"April, 2019",228,207,21,9.20%
2019,Apr,City/Town,Bingham,"Apr, '19",Monthly,"April, 2019",356,323,33,9.30%
2019,Apr,City/Town,Prentiss Plantation,"Apr, '19",Monthly,"April, 2019",64,58,6,9.40%
2019,Apr,City/Town,West Forks Plantation,"Apr, '19",Monthly,"April, 2019",42,38,4,9.50%
2019,Apr,City/Town,Staceyville,"Apr, '19",Monthly,"April, 2019",114,103,11,9.60%
2019,Apr,City/Town,Winterville Plantation,"Apr, '19",Monthly,"April, 2019",71,64,7,9.90%
2019,Apr,City/Town,Oakfield,"Apr, '19",Monthly,"April, 2019",259,233,26,10.00%
2019,Apr,City/Town,Portage Lake,"Apr, '19",Monthly,"April, 2019",156,140,16,10.30%
2019,Apr,City/Town,Nashville Plantation,"Apr, '19",Monthly,"April, 2019",19,17,2,10.50%
2019,Apr,City/Town,Wallagrass,"Apr, '19",Monthly,"April, 2019",275,246,29,10.50%
2019,Apr,City/Town,Carthage,"Apr, '19",Monthly,"April, 2019",180,161,19,10.60%
2019,Apr,City/Town,Moscow,"Apr, '19",Monthly,"April, 2019",197,176,21,10.70%
2019,Apr,City/Town,Crystal,"Apr, '19",Monthly,"April, 2019",102,91,11,10.80%
2019,Apr,City/Town,Meddybemps,"Apr, '19",Monthly,"April, 2019",63,56,7,11.10%
2019,Apr,City/Town,Deblois,"Apr, '19",Monthly,"April, 2019",26,23,3,11.50%
2019,Apr,City/Town,Woodville,"Apr, '19",Monthly,"April, 2019",92,81,11,12.00%
2019,Apr,City/Town,Northwest Piscataquis Unorg,"Apr, '19",Monthly,"April, 2019",80,70,10,12.50%
2019,Apr,City/Town,North Washington Unorg,"Apr, '19",Monthly,"April, 2019",174,152,22,12.60%
2019,Apr,City/Town,Hammond Plantation,"Apr, '19",Monthly,"April, 2019",38,33,5,13.20%
2019,Apr,City/Town,Westmanland,"Apr, '19",Monthly,"April, 2019",29,25,4,13.80%
2019,Apr,City/Town,Reed Plantation,"Apr, '19",Monthly,"April, 2019",72,62,10,13.90%
2019,Apr,City/Town,Milbridge,"Apr, '19",Monthly,"April, 2019",502,427,75,14.90%
2019,Apr,City/Town,Weston,"Apr, '19",Monthly,"April, 2019",93,79,14,15.10%
2019,Apr,City/Town,Caswell Plantation,"Apr, '19",Monthly,"April, 2019",92,78,14,15.20%
2019,Apr,City/Town,Vanceboro,"Apr, '19",Monthly,"April, 2019",51,43,8,15.70%
2019,Apr,City/Town,St John Plantation,"Apr, '19",Monthly,"April, 2019",101,84,17,16.80%
2019,Apr,City/Town,Macwahoc Plantation,"Apr, '19",Monthly,"April, 2019",23,19,4,17.40%
2019,Apr,City/Town,Cyr Plantation,"Apr, '19",Monthly,"April, 2019",31,25,6,19.40%
2019,Apr,City/Town,St Francis Plantation,"Apr, '19",Monthly,"April, 2019",177,140,37,20.90%
2019,Apr,City/Town,Danforth,"Apr, '19",Monthly,"April, 2019",212,162,50,23.60%
2019,Apr,City/Town,Drew Plantation,"Apr, '19",Monthly,"April, 2019",8,6,2,25.00%
2019,Apr,City/Town,Hersey,"Apr, '19",Monthly,"April, 2019",13,9,4,30.80%
2019,Apr,City/Town,Allagash,"Apr, '19",Monthly,"April, 2019",86,59,27,31.40%
2020,Apr,City/Town,Bancroft,"Apr, '20",Monthly,"April, 2020",9,9,0,0.00%
2020,Apr,City/Town,Codyville Plantation,"Apr, '20",Monthly,"April, 2020",3,3,0,0.00%
2020,Apr,City/Town,Crawford,"Apr, '20",Monthly,"April, 2020",28,28,0,0.00%
2020,Apr,City/Town,Criehaven Unorg,"Apr, '20",Monthly,"April, 2020",0,0,0,0.00%
2020,Apr,City/Town,Dennistown Plantation,"Apr, '20",Monthly,"April, 2020",17,17,0,0.00%
2020,Apr,City/Town,Kingsbury Plantation,"Apr, '20",Monthly,"April, 2020",11,11,0,0.00%
2020,Apr,City/Town,Lincoln Plantation,"Apr, '20",Monthly,"April, 2020",19,19,0,0.00%
2020,Apr,City/Town,Moro Plantation,"Apr, '20",Monthly,"April, 2020",20,20,0,0.00%
2020,Apr,City/Town,Northwest Hancock Unorg,"Apr, '20",Monthly,"April, 2020",2,2,0,0.00%
2020,Apr,City/Town,Oxbow Plantation,"Apr, '20",Monthly,"April, 2020",13,13,0,0.00%
2020,Apr,City/Town,Twombly Unorg,"Apr, '20",Monthly,"April, 2020",0,0,0,0.00%
2020,Apr,City/Town,Unity Unorg,"Apr, '20",Monthly,"April, 2020",20,20,0,0.00%
2020,Apr,City/Town,West Central Franklin Unorg,"Apr, '20",Monthly,"April, 2020",0,0,0,0.00%
2020,Apr,City/Town,Whitney Unorg,"Apr, '20",Monthly,"April, 2020",0,0,0,0.00%
2020,Apr,City/Town,Winterville Plantation,"Apr, '20",Monthly,"April, 2020",59,57,2,3.40%
2020,Apr,City/Town,Waite,"Apr, '20",Monthly,"April, 2020",50,48,2,4.00%
2020,Apr,City/Town,Beddington,"Apr, '20",Monthly,"April, 2020",24,23,1,4.20%
2020,Apr,City/Town,Deblois,"Apr, '20",Monthly,"April, 2020",22,21,1,4.50%
2020,Apr,City/Town,East Hancock Unorg,"Apr, '20",Monthly,"April, 2020",44,42,2,4.50%
2020,Apr,City/Town,Cranberry Isles,"Apr, '20",Monthly,"April, 2020",63,60,3,4.80%
2020,Apr,City/Town,Wesley,"Apr, '20",Monthly,"April, 2020",42,40,2,4.80%
2020,Apr,City/Town,Hamlin Plantation,"Apr, '20",Monthly,"April, 2020",61,58,3,4.90%
2020,Apr,City/Town,Amherst,"Apr, '20",Monthly,"April, 2020",174,164,10,5.70%
2020,Apr,City/Town,Baring Plantation,"Apr, '20",Monthly,"April, 2020",104,98,6,5.80%
2020,Apr,City/Town,Castine,"Apr, '20",Monthly,"April, 2020",373,351,22,5.90%
2020,Apr,City/Town,Islesboro,"Apr, '20",Monthly,"April, 2020",273,257,16,5.90%
2020,Apr,City/Town,Lake View Plantation,"Apr, '20",Monthly,"April, 2020",34,32,2,5.90%
2020,Apr,City/Town,Vinalhaven,"Apr, '20",Monthly,"April, 2020",560,527,33,5.90%
2020,Apr,City/Town,Merrill,"Apr, '20",Monthly,"April, 2020",148,139,9,6.10%
2020,Apr,City/Town,Pleasant Ridge Plantation,"Apr, '20",Monthly,"April, 2020",33,31,2,6.10%
2020,Apr,City/Town,Garfield Plantation,"Apr, '20",Monthly,"April, 2020",32,30,2,6.30%
2020,Apr,City/Town,Hammond Plantation,"Apr, '20",Monthly,"April, 2020",32,30,2,6.30%
2020,Apr,City/Town,Nashville Plantation,"Apr, '20",Monthly,"April, 2020",16,15,1,6.30%
2020,Apr,City/Town,Willimantic,"Apr, '20",Monthly,"April, 2020",48,45,3,6.30%
2020,Apr,City/Town,Orono,"Apr, '20",Monthly,"April, 2020","4,953","4,633",320,6.50%
2020,Apr,City/Town,Waltham,"Apr, '20",Monthly,"April, 2020",153,143,10,6.50%
2020,Apr,City/Town,Limestone,"Apr, '20",Monthly,"April, 2020",867,810,57,6.60%
2020,Apr,City/Town,Palermo,"Apr, '20",Monthly,"April, 2020",744,695,49,6.60%
2020,Apr,City/Town,Long Island,"Apr, '20",Monthly,"April, 2020",119,111,8,6.70%
2020,Apr,City/Town,Mars Hill,"Apr, '20",Monthly,"April, 2020",595,555,40,6.70%
2020,Apr,City/Town,North Haven,"Apr, '20",Monthly,"April, 2020",194,181,13,6.70%
2020,Apr,City/Town,Chebeague Island,"Apr, '20",Monthly,"April, 2020",147,137,10,6.80%
2020,Apr,City/Town,Parkman,"Apr, '20",Monthly,"April, 2020",323,301,22,6.80%
2020,Apr,City/Town,Van Buren,"Apr, '20",Monthly,"April, 2020",603,561,42,7.00%
2020,Apr,City/Town,Osborn,"Apr, '20",Monthly,"April, 2020",28,26,2,7.10%
2020,Apr,City/Town,Smyrna,"Apr, '20",Monthly,"April, 2020",153,142,11,7.20%
2020,Apr,City/Town,Hodgdon,"Apr, '20",Monthly,"April, 2020",524,486,38,7.30%
2020,Apr,City/Town,Marshfield,"Apr, '20",Monthly,"April, 2020",261,242,19,7.30%
2020,Apr,City/Town,Meddybemps,"Apr, '20",Monthly,"April, 2020",55,51,4,7.30%
2020,Apr,City/Town,Winterport,"Apr, '20",Monthly,"April, 2020","2,269","2,103",166,7.30%
2020,Apr,City/Town,Maxfield,"Apr, '20",Monthly,"April, 2020",27,25,2,7.40%
