County,Date,Geofips,Month,Year,Civilian Labor Force,Employment,Number of Records,Unemployment,Unemployment Rate
Jefferson,2/1/09,53031,2,2009,13085,11863,1,1222,9.30%
King,2/1/09,53033,2,2009,1104350,1031573,1,72777,6.60%
Kitsap,2/1/09,53035,2,2009,127120,117812,1,9308,7.30%
Kittitas,2/1/09,53037,2,2009,20874,18873,1,2001,9.60%
Klickitat,2/1/09,53039,2,2009,10217,9020,1,1197,11.70%
Lewis,2/1/09,53041,2,2009,32096,27776,1,4320,13.50%
Lincoln,2/1/09,53043,2,2009,4745,4290,1,455,9.60%
Mason,2/1/09,53045,2,2009,25406,22636,1,2770,10.90%
Okanogan,2/1/09,53047,2,2009,19939,17518,1,2421,12.10%
Pacific,2/1/09,53049,2,2009,9382,8034,1,1348,14.40%
Pend Oreille,2/1/09,53051,2,2009,5748,4955,1,793,13.80%
Pierce,2/1/09,53053,2,2009,402398,365883,1,36515,9.10%
San Juan,2/1/09,53055,2,2009,8001,7385,1,616,7.70%
Skagit,2/1/09,53057,2,2009,58233,52789,1,5444,9.30%
Skamania,2/1/09,53059,2,2009,5272,4541,1,731,13.90%
Snohomish,2/1/09,53061,2,2009,378870,348344,1,30526,8.10%
Spokane,2/1/09,53063,2,2009,243993,221255,1,22738,9.30%
Stevens,2/1/09,53065,2,2009,19115,16397,1,2718,14.20%
Thurston,2/1/09,53067,2,2009,133695,123612,1,10083,7.50%
Wahkiakum,2/1/09,53069,2,2009,1637,1385,1,252,15.40%
Walla Walla,2/1/09,53071,2,2009,30602,28285,1,2317,7.60%
Whatcom,2/1/09,53073,2,2009,108543,99940,1,8603,7.90%
Whitman,2/1/09,53075,2,2009,22336,21198,1,1138,5.10%
Yakima,2/1/09,53077,2,2009,120230,108402,1,11828,9.80%
Adams,2/1/10,53001,2,2010,7924,6770,1,1154,14.60%
Asotin,2/1/10,53003,2,2010,10644,9362,1,1282,12.00%
Clallam,2/1/10,53009,2,2010,29758,25931,1,3827,12.90%
Columbia,2/1/10,53013,2,2010,1963,1749,1,214,10.90%
Cowlitz,2/1/10,53015,2,2010,47067,40199,1,6868,14.60%
Douglas,2/1/10,53017,2,2010,19063,16673,1,2390,12.50%
Ferry,2/1/10,53019,2,2010,2657,2061,1,596,22.40%
Franklin,2/1/10,53021,2,2010,36406,32192,1,4214,11.60%
Garfield,2/1/10,53023,2,2010,1022,898,1,124,12.10%
Grant,2/1/10,53025,2,2010,40932,34965,1,5967,14.60%
Grays Harbor,2/1/10,53027,2,2010,31633,26566,1,5067,16.00%
Island,2/1/10,53029,2,2010,34154,30481,1,3673,10.80%
Jefferson,2/1/10,53031,2,2010,12799,11265,1,1534,12.00%
King,2/1/10,53033,2,2010,1110613,1005646,1,104967,9.50%
Kitsap,2/1/10,53035,2,2010,122038,110176,1,11862,9.70%
Kittitas,2/1/10,53037,2,2010,21395,18784,1,2611,12.20%
Klickitat,2/1/10,53039,2,2010,10089,8664,1,1425,14.10%
Lewis,2/1/10,53041,2,2010,34425,29190,1,5235,15.20%
Lincoln,2/1/10,53043,2,2010,5185,4632,1,553,10.70%
Mason,2/1/10,53045,2,2010,25072,21624,1,3448,13.80%
Okanogan,2/1/10,53047,2,2010,20247,17145,1,3102,15.30%
Pacific,2/1/10,53049,2,2010,8668,7276,1,1392,16.10%
Pend Oreille,2/1/10,53051,2,2010,5406,4336,1,1070,19.80%
Pierce,2/1/10,53053,2,2010,401178,353441,1,47737,11.90%
San Juan,2/1/10,53055,2,2010,7984,7206,1,778,9.70%
Skagit,2/1/10,53057,2,2010,59329,51722,1,7607,12.80%
Skamania,2/1/10,53059,2,2010,5255,4490,1,765,14.60%
Snohomish,2/1/10,53061,2,2010,388465,345046,1,43419,11.20%
Spokane,2/1/10,53063,2,2010,242872,213553,1,29319,12.10%
Stevens,2/1/10,53065,2,2010,19650,16476,1,3174,16.20%
Thurston,2/1/10,53067,2,2010,128992,115939,1,13053,10.10%
Wahkiakum,2/1/10,53069,2,2010,1437,1192,1,245,17.00%
Walla Walla,2/1/10,53071,2,2010,29897,27018,1,2879,9.60%
Whatcom,2/1/10,53073,2,2010,104898,93256,1,11642,11.10%
Whitman,2/1/10,53075,2,2010,23028,21328,1,1700,7.40%
Yakima,2/1/10,53077,2,2010,119203,103644,1,15559,13.10%
Adams,2/1/11,53001,2,2011,7766,6683,1,1083,13.90%
Asotin,2/1/11,53003,2,2011,10198,9124,1,1074,10.50%
Clallam,2/1/11,53009,2,2011,28710,25193,1,3517,12.30%
Columbia,2/1/11,53013,2,2011,1850,1648,1,202,10.90%
Cowlitz,2/1/11,53015,2,2011,45228,39167,1,6061,13.40%
Douglas,2/1/11,53017,2,2011,18268,16105,1,2163,11.80%
Ferry,2/1/11,53019,2,2011,2597,2069,1,528,20.30%
Franklin,2/1/11,53021,2,2011,37325,33386,1,3939,10.60%
Garfield,2/1/11,53023,2,2011,998,902,1,96,9.60%
Grant,2/1/11,53025,2,2011,40581,35358,1,5223,12.90%
Grays Harbor,2/1/11,53027,2,2011,29963,25607,1,4356,14.50%
Island,2/1/11,53029,2,2011,32944,29666,1,3278,10.00%
Jefferson,2/1/11,53031,2,2011,12283,10859,1,1424,11.60%
King,2/1/11,53033,2,2011,1106590,1010970,1,95620,8.60%
Kitsap,2/1/11,53035,2,2011,118457,107626,1,10831,9.10%
Kittitas,2/1/11,53037,2,2011,20954,18703,1,2251,10.70%
Klickitat,2/1/11,53039,2,2011,9820,8400,1,1420,14.50%
Lewis,2/1/11,53041,2,2011,32969,28285,1,4684,14.20%
Lincoln,2/1/11,53043,2,2011,5261,4758,1,503,9.60%
Mason,2/1/11,53045,2,2011,24168,20903,1,3265,13.50%
Okanogan,2/1/11,53047,2,2011,19403,16695,1,2708,14.00%
Pacific,2/1/11,53049,2,2011,8241,6990,1,1251,15.20%
Pend Oreille,2/1/11,53051,2,2011,4997,4173,1,824,16.50%
Pierce,2/1/11,53053,2,2011,390406,347265,1,43141,11.10%
San Juan,2/1/11,53055,2,2011,7635,6938,1,697,9.10%
Skagit,2/1/11,53057,2,2011,57206,50344,1,6862,12.00%
Skamania,2/1/11,53059,2,2011,5195,4443,1,752,14.50%
Snohomish,2/1/11,53061,2,2011,384428,344049,1,40379,10.50%
Spokane,2/1/11,53063,2,2011,234232,207904,1,26328,11.20%
Stevens,2/1/11,53065,2,2011,18669,15954,1,2715,14.50%
Thurston,2/1/11,53067,2,2011,125102,112965,1,12137,9.70%
Wahkiakum,2/1/11,53069,2,2011,1452,1212,1,240,16.50%
Walla Walla,2/1/11,53071,2,2011,29286,26496,1,2790,9.50%
Whatcom,2/1/11,53073,2,2011,103171,92585,1,10586,10.30%
Whitman,2/1/11,53075,2,2011,22986,21402,1,1584,6.90%
Yakima,2/1/11,53077,2,2011,116319,101726,1,14593,12.50%
Adams,2/1/12,53001,2,2012,7724,6759,1,965,12.50%
Asotin,2/1/12,53003,2,2012,9927,9004,1,923,9.30%
Clallam,2/1/12,53009,2,2012,28550,25083,1,3467,12.10%
Columbia,2/1/12,53013,2,2012,1839,1654,1,185,10.10%
Cowlitz,2/1/12,53015,2,2012,45447,39999,1,5448,12.00%
Douglas,2/1/12,53017,2,2012,18459,16258,1,2201,11.90%
Ferry,2/1/12,53019,2,2012,2451,1954,1,497,20.30%
Franklin,2/1/12,53021,2,2012,37989,33371,1,4618,12.20%
Garfield,2/1/12,53023,2,2012,980,894,1,86,8.80%
Grant,2/1/12,53025,2,2012,41338,35943,1,5395,13.10%
Grays Harbor,2/1/12,53027,2,2012,29558,25246,1,4312,14.60%
Island,2/1/12,53029,2,2012,33191,30075,1,3116,9.40%
Jefferson,2/1/12,53031,2,2012,12132,10732,1,1400,11.50%
King,2/1/12,53033,2,2012,1118905,1038455,1,80450,7.20%
Kitsap,2/1/12,53035,2,2012,118334,107709,1,10625,9.00%
Kittitas,2/1/12,53037,2,2012,20749,18438,1,2311,11.10%
Klickitat,2/1/12,53039,2,2012,9704,8505,1,1199,12.40%
Lewis,2/1/12,53041,2,2012,32627,28181,1,4446,13.60%
Lincoln,2/1/12,53043,2,2012,5218,4762,1,456,8.70%
Mason,2/1/12,53045,2,2012,23779,20803,1,2976,12.50%
Okanogan,2/1/12,53047,2,2012,19117,16635,1,2482,13.00%
Pacific,2/1/12,53049,2,2012,8228,7152,1,1076,13.10%
Pend Oreille,2/1/12,53051,2,2012,4958,4219,1,739,14.90%
Pierce,2/1/12,53053,2,2012,393043,352129,1,40914,10.40%
San Juan,2/1/12,53055,2,2012,7796,7136,1,660,8.50%
Skagit,2/1/12,53057,2,2012,57087,50568,1,6519,11.40%
Skamania,2/1/12,53059,2,2012,5131,4523,1,608,11.80%
Snohomish,2/1/12,53061,2,2012,384698,351885,1,32813,8.50%
Spokane,2/1/12,53063,2,2012,235183,210298,1,24885,10.60%
Stevens,2/1/12,53065,2,2012,18679,16115,1,2564,13.70%
Thurston,2/1/12,53067,2,2012,125065,113085,1,11980,9.60%
Wahkiakum,2/1/12,53069,2,2012,1390,1197,1,193,13.90%
Walla Walla,2/1/12,53071,2,2012,29421,26768,1,2653,9.00%
Whatcom,2/1/12,53073,2,2012,103679,93964,1,9715,9.40%
Whitman,2/1/12,53075,2,2012,22931,21286,1,1645,7.20%
Yakima,2/1/12,53077,2,2012,116661,101098,1,15563,13.30%
Adams,2/1/13,53001,2,2013,7783,6804,1,979,12.60%
Asotin,2/1/13,53003,2,2013,9873,9045,1,828,8.40%
Clallam,2/1/13,53009,2,2013,27834,24776,1,3058,11.00%
Clark,2/1/13,53011,2,2013,210556,189990,1,20566,9.80%
Columbia,2/1/13,53013,2,2013,1773,1598,1,175,9.90%
Cowlitz,2/1/13,53015,2,2013,43869,38881,1,4988,11.40%
Douglas,2/1/13,53017,2,2013,17919,15953,1,1966,11.00%
Ferry,2/1/13,53019,2,2013,2529,2112,1,417,16.50%
Franklin,2/1/13,53021,2,2013,37108,32648,1,4460,12.00%
Garfield,2/1/13,53023,2,2013,973,872,1,101,10.40%
Grant,2/1/13,53025,2,2013,41924,36819,1,5105,12.20%
Grays Harbor,2/1/13,53027,2,2013,28391,24617,1,3774,13.30%
Island,2/1/13,53029,2,2013,32137,29420,1,2717,8.50%
Jefferson,2/1/13,53031,2,2013,11654,10360,1,1294,11.10%
King,2/1/13,53033,2,2013,1134220,1074455,1,59765,5.30%
Kitsap,2/1/13,53035,2,2013,115068,105530,1,9538,8.30%
Kittitas,2/1/13,53037,2,2013,20438,18456,1,1982,9.70%
Klickitat,2/1/13,53039,2,2013,9630,8449,1,1181,12.30%
Lewis,2/1/13,53041,2,2013,31647,27758,1,3889,12.30%
Lincoln,2/1/13,53043,2,2013,5028,4585,1,443,8.80%
Mason,2/1/13,53045,2,2013,23486,20814,1,2672,11.40%
Okanogan,2/1/13,53047,2,2013,19326,16956,1,2370,12.30%
Pacific,2/1/13,53049,2,2013,8035,7021,1,1014,12.60%
Pend Oreille,2/1/13,53051,2,2013,4833,4116,1,717,14.80%
Pierce,2/1/13,53053,2,2013,387486,350676,1,36810,9.50%
San Juan,2/1/13,53055,2,2013,7413,6799,1,614,8.30%
Skagit,2/1/13,53057,2,2013,56345,50593,1,5752,10.20%
Skamania,2/1/13,53059,2,2013,5073,4474,1,599,11.80%
Snohomish,2/1/13,53061,2,2013,387632,363968,1,23664,6.10%
Spokane,2/1/13,53063,2,2013,230852,208083,1,22769,9.90%
Stevens,2/1/13,53065,2,2013,18162,15753,1,2409,13.30%
Thurston,2/1/13,53067,2,2013,124347,113599,1,10748,8.60%
Wahkiakum,2/1/13,53069,2,2013,1293,1107,1,186,14.40%
Walla Walla,2/1/13,53071,2,2013,28178,25730,1,2448,8.70%
Whatcom,2/1/13,53073,2,2013,103065,94125,1,8940,8.70%
Whitman,2/1/13,53075,2,2013,23045,21584,1,1461,6.30%
Yakima,2/1/13,53077,2,2013,115867,101408,1,14459,12.50%
Adams,2/1/14,53001,2,2014,7749,6917,1,832,10.70%
Asotin,2/1/14,53003,2,2014,9644,8983,1,661,6.90%
Clallam,2/1/14,53009,2,2014,26667,24036,1,2631,9.90%
Clark,2/1/14,53011,2,2014,208552,191591,1,16961,8.10%
Columbia,2/1/14,53013,2,2014,1715,1563,1,152,8.90%
Cowlitz,2/1/14,53015,2,2014,43022,38873,1,4149,9.60%
Douglas,2/1/14,53017,2,2014,17783,16017,1,1766,9.90%
Ferry,2/1/14,53019,2,2014,2401,2039,1,362,15.10%
Franklin,2/1/14,53021,2,2014,36268,32141,1,4127,11.40%
Garfield,2/1/14,53023,2,2014,934,854,1,80,8.60%
Grant,2/1/14,53025,2,2014,40993,36599,1,4394,10.70%
Grays Harbor,2/1/14,53027,2,2014,27316,24085,1,3231,11.80%
Island,2/1/14,53029,2,2014,31765,29365,1,2400,7.60%
Jefferson,2/1/14,53031,2,2014,11296,10254,1,1042,9.20%
King,2/1/14,53033,2,2014,1160894,1102869,1,58025,5.00%
Kitsap,2/1/14,53035,2,2014,113159,105216,1,7943,7.00%
Kittitas,2/1/14,53037,2,2014,19869,18059,1,1810,9.10%
Klickitat,2/1/14,53039,2,2014,9266,8310,1,956,10.30%
Lewis,2/1/14,53041,2,2014,30887,27628,1,3259,10.60%
Lincoln,2/1/14,53043,2,2014,4959,4586,1,373,7.50%
Mason,2/1/14,53045,2,2014,23163,20875,1,2288,9.90%
Okanogan,2/1/14,53047,2,2014,19056,17085,1,1971,10.30%
Pacific,2/1/14,53049,2,2014,7694,6763,1,931,12.10%
Pend Oreille,2/1/14,53051,2,2014,4658,4068,1,590,12.70%
Pierce,2/1/14,53053,2,2014,383798,352697,1,31101,8.10%
San Juan,2/1/14,53055,2,2014,7187,6711,1,476,6.60%
Skagit,2/1/14,53057,2,2014,55814,50982,1,4832,8.70%
Skamania,2/1/14,53059,2,2014,4974,4469,1,505,10.20%
Snohomish,2/1/14,53061,2,2014,396862,374094,1,22768,5.70%
Spokane,2/1/14,53063,2,2014,225953,206718,1,19235,8.50%
Stevens,2/1/14,53065,2,2014,17546,15527,1,2019,11.50%
Thurston,2/1/14,53067,2,2014,123339,114034,1,9305,7.50%
Wahkiakum,2/1/14,53069,2,2014,1276,1127,1,149,11.70%
Walla Walla,2/1/14,53071,2,2014,27849,25634,1,2215,8.00%
Whatcom,2/1/14,53073,2,2014,101382,93451,1,7931,7.80%
Whitman,2/1/14,53075,2,2014,22307,20914,1,1393,6.20%
Yakima,2/1/14,53077,2,2014,111907,98639,1,13268,11.90%
Adams,2/1/15,53001,2,2015,7919,7081,1,838,10.60%
Asotin,2/1/15,53003,2,2015,9658,9096,1,562,5.80%
Clallam,2/1/15,53009,2,2015,26638,24037,1,2601,9.80%
Clark,2/1/15,53011,2,2015,213590,197646,1,15944,7.50%
Columbia,2/1/15,53013,2,2015,1700,1559,1,141,8.30%
Cowlitz,2/1/15,53015,2,2015,44210,40357,1,3853,8.70%
Douglas,2/1/15,53017,2,2015,18518,16866,1,1652,8.90%
Ferry,2/1/15,53019,2,2015,2381,2046,1,335,14.10%
Franklin,2/1/15,53021,2,2015,37149,33339,1,3810,10.30%
Garfield,2/1/15,53023,2,2015,917,842,1,75,8.20%
Grant,2/1/15,53025,2,2015,42259,37985,1,4274,10.10%
Grays Harbor,2/1/15,53027,2,2015,26911,24040,1,2871,10.70%
Island,2/1/15,53029,2,2015,31548,29286,1,2262,7.20%
Jefferson,2/1/15,53031,2,2015,11185,10236,1,949,8.50%
King,2/1/15,53033,2,2015,1183718,1133223,1,50495,4.30%
Kitsap,2/1/15,53035,2,2015,114156,106822,1,7334,6.40%
Kittitas,2/1/15,53037,2,2015,20609,18935,1,1674,8.10%
Klickitat,2/1/15,53039,2,2015,9012,8171,1,841,9.30%
Lewis,2/1/15,53041,2,2015,31172,28084,1,3088,9.90%
Lincoln,2/1/15,53043,2,2015,4832,4453,1,379,7.80%
Mason,2/1/15,53045,2,2015,22915,20860,1,2055,9.00%
Okanogan,2/1/15,53047,2,2015,19651,17668,1,1983,10.10%
Pacific,2/1/15,53049,2,2015,7935,7054,1,881,11.10%
Pend Oreille,2/1/15,53051,2,2015,4679,4108,1,571,12.20%
Pierce,2/1/15,53053,2,2015,389656,361023,1,28633,7.30%
San Juan,2/1/15,53055,2,2015,7187,6726,1,461,6.40%
Skagit,2/1/15,53057,2,2015,56274,51770,1,4504,8.00%
Skamania,2/1/15,53059,2,2015,4983,4517,1,466,9.40%
Snohomish,2/1/15,53061,2,2015,403236,384384,1,18852,4.70%
Spokane,2/1/15,53063,2,2015,228561,210353,1,18208,8.00%
Stevens,2/1/15,53065,2,2015,17700,15614,1,2086,11.80%
Thurston,2/1/15,53067,2,2015,125452,116723,1,8729,7.00%
Wahkiakum,2/1/15,53069,2,2015,1287,1164,1,123,9.60%
Walla Walla,2/1/15,53071,2,2015,27764,25756,1,2008,7.20%
Whatcom,2/1/15,53073,2,2015,103644,96387,1,7257,7.00%
Whitman,2/1/15,53075,2,2015,22921,21672,1,1249,5.40%
Yakima,2/1/15,53077,2,2015,116744,104364,1,12380,10.60%
Adams,2/1/16,53001,2,2016,8024,7190,1,834,10.40%
Asotin,2/1/16,53003,2,2016,9912,9269,1,643,6.50%
Clallam,2/1/16,53009,2,2016,26957,24503,1,2454,9.10%
Clark,2/1/16,53011,2,2016,220074,204940,1,15134,6.90%
Columbia,2/1/16,53013,2,2016,1711,1575,1,136,7.90%
Cowlitz,2/1/16,53015,2,2016,44491,40792,1,3699,8.30%
Douglas,2/1/16,53017,2,2016,19326,17461,1,1865,9.70%
Ferry,2/1/16,53019,2,2016,2437,2086,1,351,14.40%
Franklin,2/1/16,53021,2,2016,38021,34161,1,3860,10.20%
Garfield,2/1/16,53023,2,2016,884,812,1,72,8.10%
Grant,2/1/16,53025,2,2016,42447,37961,1,4486,10.60%
Grays Harbor,2/1/16,53027,2,2016,27079,24380,1,2699,10.00%
Island,2/1/16,53029,2,2016,32194,29978,1,2216,6.90%
Jefferson,2/1/16,53031,2,2016,11343,10418,1,925,8.20%
King,2/1/16,53033,2,2016,1213797,1164611,1,49186,4.10%
Kitsap,2/1/16,53035,2,2016,117778,110556,1,7222,6.10%
Kittitas,2/1/16,53037,2,2016,21353,19686,1,1667,7.80%
Klickitat,2/1/16,53039,2,2016,9314,8494,1,820,8.80%
Lewis,2/1/16,53041,2,2016,31536,28590,1,2946,9.30%
Lincoln,2/1/16,53043,2,2016,4759,4382,1,377,7.90%
Mason,2/1/16,53045,2,2016,23200,21171,1,2029,8.70%
Okanogan,2/1/16,53047,2,2016,19641,17661,1,1980,10.10%
Pacific,2/1/16,53049,2,2016,8053,7248,1,805,10.00%
Pend Oreille,2/1/16,53051,2,2016,4716,4158,1,558,11.80%
Pierce,2/1/16,53053,2,2016,400186,372575,1,27611,6.90%
San Juan,2/1/16,53055,2,2016,7255,6810,1,445,6.10%
Skagit,2/1/16,53057,2,2016,57334,52814,1,4520,7.90%
Skamania,2/1/16,53059,2,2016,5104,4665,1,439,8.60%
Snohomish,2/1/16,53061,2,2016,415310,396687,1,18623,4.50%
Spokane,2/1/16,53063,2,2016,233651,215898,1,17753,7.60%
Stevens,2/1/16,53065,2,2016,17990,16036,1,1954,10.90%
Thurston,2/1/16,53067,2,2016,128781,120340,1,8441,6.60%
Wahkiakum,2/1/16,53069,2,2016,1298,1163,1,135,10.40%
Walla Walla,2/1/16,53071,2,2016,28222,26268,1,1954,6.90%
Whatcom,2/1/16,53073,2,2016,106508,99184,1,7324,6.90%
Whitman,2/1/16,53075,2,2016,23381,22062,1,1319,5.60%
Yakima,2/1/16,53077,2,2016,119903,107366,1,12537,10.50%
Adams,2/1/17,53001,2,2017,7997,7198,1,799,10.00%
Asotin,2/1/17,53003,2,2017,10243,9708,1,535,5.20%
Clallam,2/1/17,53009,2,2017,27582,25304,1,2278,8.30%
Clark,2/1/17,53011,2,2017,227050,213481,1,13569,6.00%
Columbia,2/1/17,53013,2,2017,1750,1617,1,133,7.60%
Cowlitz,2/1/17,53015,2,2017,45846,42536,1,3310,7.20%
Douglas,2/1/17,53017,2,2017,19770,18051,1,1719,8.70%
Ferry,2/1/17,53019,2,2017,2481,2157,1,324,13.10%
Franklin,2/1/17,53021,2,2017,38557,34941,1,3616,9.40%
Garfield,2/1/17,53023,2,2017,852,794,1,58,6.80%
Grant,2/1/17,53025,2,2017,42388,38251,1,4137,9.80%
Grays Harbor,2/1/17,53027,2,2017,27477,25135,1,2342,8.50%
Island,2/1/17,53029,2,2017,33366,31429,1,1937,5.80%
Jefferson,2/1/17,53031,2,2017,11710,10855,1,855,7.30%
King,2/1/17,53033,2,2017,1238746,1194317,1,44429,3.60%
Kitsap,2/1/17,53035,2,2017,119421,112760,1,6661,5.60%
Kittitas,2/1/17,53037,2,2017,22037,20503,1,1534,7.00%
Klickitat,2/1/17,53039,2,2017,9629,8868,1,761,7.90%
Lewis,2/1/17,53041,2,2017,33108,30453,1,2655,8.00%
Lincoln,2/1/17,53043,2,2017,4791,4467,1,324,6.80%
Mason,2/1/17,53045,2,2017,23536,21611,1,1925,8.20%
Okanogan,2/1/17,53047,2,2017,19644,17671,1,1973,10.00%
Pacific,2/1/17,53049,2,2017,8308,7628,1,680,8.20%
Pend Oreille,2/1/17,53051,2,2017,4779,4304,1,475,9.90%
Pierce,2/1/17,53053,2,2017,413814,388293,1,25521,6.20%
San Juan,2/1/17,53055,2,2017,7472,7069,1,403,5.40%
Skagit,2/1/17,53057,2,2017,58588,54632,1,3956,6.80%
Skamania,2/1/17,53059,2,2017,5317,4889,1,428,8.00%
Snohomish,2/1/17,53061,2,2017,424002,406911,1,17091,4.00%
Spokane,2/1/17,53063,2,2017,238983,222518,1,16465,6.90%
Stevens,2/1/17,53065,2,2017,18141,16393,1,1748,9.60%
Thurston,2/1/17,53067,2,2017,133616,125843,1,7773,5.80%
Wahkiakum,2/1/17,53069,2,2017,1313,1188,1,125,9.50%
Walla Walla,2/1/17,53071,2,2017,28213,26416,1,1797,6.40%
Whatcom,2/1/17,53073,2,2017,108841,102332,1,6509,6.00%
Whitman,2/1/17,53075,2,2017,23772,22636,1,1136,4.80%
Yakima,2/1/17,53077,2,2017,120317,107877,1,12440,10.30%
Adams,2/1/18,53001,2,2018,8681,7892,1,789,9.10%
Asotin,2/1/18,53003,2,2018,10210,9668,1,542,5.30%
Clallam,2/1/18,53009,2,2018,27861,25609,1,2252,8.10%
Clark,2/1/18,53011,2,2018,230978,217958,1,13020,5.60%
Columbia,2/1/18,53013,2,2018,1757,1621,1,136,7.70%
Cowlitz,2/1/18,53015,2,2018,45757,42506,1,3251,7.10%
Douglas,2/1/18,53017,2,2018,20410,18841,1,1569,7.70%
Ferry,2/1/18,53019,2,2018,2498,2060,1,438,17.50%
Franklin,2/1/18,53021,2,2018,40070,36647,1,3423,8.50%
Garfield,2/1/18,53023,2,2018,851,788,1,63,7.40%
Grant,2/1/18,53025,2,2018,43980,40057,1,3923,8.90%
Grays Harbor,2/1/18,53027,2,2018,28147,25893,1,2254,8.00%
Island,2/1/18,53029,2,2018,34341,32205,1,2136,6.20%
Jefferson,2/1/18,53031,2,2018,12053,11146,1,907,7.50%
King,2/1/18,53033,2,2018,1272719,1229565,1,43154,3.40%
Kitsap,2/1/18,53035,2,2018,121995,115231,1,6764,5.50%
Kittitas,2/1/18,53037,2,2018,21750,20217,1,1533,7.00%
Klickitat,2/1/18,53039,2,2018,9796,9063,1,733,7.50%
Lewis,2/1/18,53041,2,2018,33868,31251,1,2617,7.70%
Lincoln,2/1/18,53043,2,2018,4890,4565,1,325,6.60%
Mason,2/1/18,53045,2,2018,24110,22262,1,1848,7.70%
Okanogan,2/1/18,53047,2,2018,19384,17510,1,1874,9.70%
Pacific,2/1/18,53049,2,2018,8380,7698,1,682,8.10%
Pend Oreille,2/1/18,53051,2,2018,4867,4396,1,471,9.70%
Pierce,2/1/18,53053,2,2018,422096,396131,1,25965,6.20%
San Juan,2/1/18,53055,2,2018,7579,7183,1,396,5.20%
Skagit,2/1/18,53057,2,2018,59080,55300,1,3780,6.40%
Skamania,2/1/18,53059,2,2018,5359,4961,1,398,7.40%
Snohomish,2/1/18,53061,2,2018,433850,417448,1,16402,3.80%
Spokane,2/1/18,53063,2,2018,244038,227699,1,16339,6.70%
Stevens,2/1/18,53065,2,2018,18533,16647,1,1886,10.20%
Thurston,2/1/18,53067,2,2018,137503,129641,1,7862,5.70%
Wahkiakum,2/1/18,53069,2,2018,1316,1210,1,106,8.10%
Walla Walla,2/1/18,53071,2,2018,28272,26526,1,1746,6.20%
Whatcom,2/1/18,53073,2,2018,110714,104353,1,6361,5.70%
Whitman,2/1/18,53075,2,2018,23837,22669,1,1168,4.90%
Yakima,2/1/18,53077,2,2018,124195,113623,1,10572,8.50%
Adams,2/1/19,53001,2,2019,8457,7686,1,771,9.10%
Asotin,2/1/19,53003,2,2019,10356,9855,1,501,4.80%
Clallam,2/1/19,53009,2,2019,28786,26189,1,2597,9.00%
Clark,2/1/19,53011,2,2019,241192,228836,1,12356,5.10%
Columbia,2/1/19,53013,2,2019,1816,1688,1,128,7.00%
Cowlitz,2/1/19,53015,2,2019,47884,44701,1,3183,6.60%
Douglas,2/1/19,53017,2,2019,20700,19002,1,1698,8.20%
Ferry,2/1/19,53019,2,2019,2514,2133,1,381,15.20%
Franklin,2/1/19,53021,2,2019,40707,36844,1,3863,9.50%
Garfield,2/1/19,53023,2,2019,884,819,1,65,7.40%
Grant,2/1/19,53025,2,2019,44980,40618,1,4362,9.70%
Grays Harbor,2/1/19,53027,2,2019,29085,26533,1,2552,8.80%
Island,2/1/19,53029,2,2019,35370,33282,1,2088,5.90%
Jefferson,2/1/19,53031,2,2019,12530,11639,1,891,7.10%
King,2/1/19,53033,2,2019,1290113,1251418,1,38695,3.00%
Kitsap,2/1/19,53035,2,2019,127585,120681,1,6904,5.40%
Kittitas,2/1/19,53037,2,2019,22755,21106,1,1649,7.20%
Klickitat,2/1/19,53039,2,2019,9900,9104,1,796,8.00%
Lewis,2/1/19,53041,2,2019,34804,32109,1,2695,7.70%
Lincoln,2/1/19,53043,2,2019,4902,4584,1,318,6.50%
Mason,2/1/19,53045,2,2019,25078,23046,1,2032,8.10%
Okanogan,2/1/19,53047,2,2019,19552,17653,1,1899,9.70%
Pacific,2/1/19,53049,2,2019,8399,7719,1,680,8.10%
Pend Oreille,2/1/19,53051,2,2019,5080,4594,1,486,9.60%
Pierce,2/1/19,53053,2,2019,438949,412240,1,26709,6.10%
San Juan,2/1/19,53055,2,2019,7854,7469,1,385,4.90%
Skagit,2/1/19,53057,2,2019,62138,57821,1,4317,6.90%
Skamania,2/1/19,53059,2,2019,5594,5209,1,385,6.90%
Snohomish,2/1/19,53061,2,2019,440431,424843,1,15588,3.50%
Spokane,2/1/19,53063,2,2019,254303,237962,1,16341,6.40%
Stevens,2/1/19,53065,2,2019,19109,17361,1,1748,9.10%
Thurston,2/1/19,53067,2,2019,142026,133997,1,8029,5.70%
Wahkiakum,2/1/19,53069,2,2019,1374,1270,1,104,7.60%
Walla Walla,2/1/19,53071,2,2019,29160,27337,1,1823,6.30%
Whatcom,2/1/19,53073,2,2019,115073,108038,1,7035,6.10%
Whitman,2/1/19,53075,2,2019,24566,23501,1,1065,4.30%
Yakima,2/1/19,53077,2,2019,124686,111637,1,13049,10.50%
Adams,2/1/20,53001,2,2020,8492,7877,1,615,7.20%
Asotin,2/1/20,53003,2,2020,10651,10212,1,439,4.10%
Clallam,2/1/20,53009,2,2020,29302,27410,1,1892,6.50%
Clark,2/1/20,53011,2,2020,248872,237565,1,11307,4.50%
Columbia,2/1/20,53013,2,2020,1780,1673,1,107,6.00%
Cowlitz,2/1/20,53015,2,2020,49047,46176,1,2871,5.90%
Douglas,2/1/20,53017,2,2020,20992,19575,1,1417,6.80%
