County,Date,Geofips,Month,Year,Civilian Labor Force,Employment,Number of Records,Unemployment,Unemployment Rate
Benton,1/1/90,53005,1,1990,57997,53075,1,4922,8.50%
Benton,2/1/90,53005,2,1990,58398,53930,1,4468,7.70%
Benton,3/1/90,53005,3,1990,59499,55591,1,3908,6.60%
Benton,4/1/90,53005,4,1990,61916,58320,1,3596,5.80%
Benton,5/1/90,53005,5,1990,63267,59720,1,3547,5.60%
Benton,6/1/90,53005,6,1990,67686,64159,1,3527,5.20%
Benton,7/1/90,53005,7,1990,62032,58313,1,3719,6.00%
Benton,8/1/90,53005,8,1990,62999,59057,1,3942,6.30%
Benton,9/1/90,53005,9,1990,62353,58992,1,3361,5.40%
Benton,10/1/90,53005,10,1990,61533,58196,1,3337,5.40%
Benton,11/1/90,53005,11,1990,59355,55144,1,4211,7.10%
Benton,12/1/90,53005,12,1990,59004,54247,1,4757,8.10%
Benton,1/1/91,53005,1,1991,59006,53314,1,5692,9.60%
Benton,2/1/91,53005,2,1991,59074,54076,1,4998,8.50%
Benton,3/1/91,53005,3,1991,59867,55372,1,4495,7.50%
Benton,4/1/91,53005,4,1991,61972,58093,1,3879,6.30%
Benton,5/1/91,53005,5,1991,63072,59245,1,3827,6.10%
Benton,6/1/91,53005,6,1991,67935,63745,1,4190,6.20%
Benton,7/1/91,53005,7,1991,63871,59410,1,4461,7.00%
Benton,8/1/91,53005,8,1991,63203,58876,1,4327,6.80%
Benton,9/1/91,53005,9,1991,63280,59399,1,3881,6.10%
Benton,10/1/91,53005,10,1991,63199,59213,1,3986,6.30%
Benton,11/1/91,53005,11,1991,60839,56364,1,4475,7.40%
Benton,12/1/91,53005,12,1991,60398,55592,1,4806,8.00%
Benton,1/1/92,53005,1,1992,60246,54765,1,5481,9.10%
Benton,2/1/92,53005,2,1992,61057,55333,1,5724,9.40%
Benton,3/1/92,53005,3,1992,61849,56827,1,5022,8.10%
Benton,4/1/92,53005,4,1992,64965,60624,1,4341,6.70%
Benton,5/1/92,53005,5,1992,65891,61580,1,4311,6.50%
Benton,6/1/92,53005,6,1992,73182,68442,1,4740,6.50%
Benton,7/1/92,53005,7,1992,66922,62398,1,4524,6.80%
Benton,8/1/92,53005,8,1992,65898,61176,1,4722,7.20%
Benton,9/1/92,53005,9,1992,66049,61844,1,4205,6.40%
Benton,10/1/92,53005,10,1992,64989,60534,1,4455,6.90%
Benton,11/1/92,53005,11,1992,63041,58187,1,4854,7.70%
Benton,12/1/92,53005,12,1992,63957,58459,1,5498,8.60%
Benton,1/1/93,53005,1,1993,63689,57481,1,6208,9.70%
Benton,2/1/93,53005,2,1993,64497,58859,1,5638,8.70%
Benton,3/1/93,53005,3,1993,65277,60209,1,5068,7.80%
Benton,4/1/93,53005,4,1993,67035,62698,1,4337,6.50%
Benton,5/1/93,53005,5,1993,69063,64721,1,4342,6.30%
Benton,6/1/93,53005,6,1993,76006,71209,1,4797,6.30%
Benton,7/1/93,53005,7,1993,70100,65153,1,4947,7.10%
Benton,8/1/93,53005,8,1993,69308,64884,1,4424,6.40%
Benton,9/1/93,53005,9,1993,69345,65398,1,3947,5.70%
Benton,10/1/93,53005,10,1993,70537,66317,1,4220,6.00%
Benton,11/1/93,53005,11,1993,67596,63155,1,4441,6.60%
Benton,12/1/93,53005,12,1993,67717,63188,1,4529,6.70%
Benton,1/1/94,53005,1,1994,68904,63694,1,5210,7.60%
Benton,2/1/94,53005,2,1994,69244,64007,1,5237,7.60%
Benton,3/1/94,53005,3,1994,69582,65106,1,4476,6.40%
Benton,4/1/94,53005,4,1994,71459,67366,1,4093,5.70%
Benton,5/1/94,53005,5,1994,73163,69525,1,3638,5.00%
Benton,6/1/94,53005,6,1994,78066,74321,1,3745,4.80%
Benton,7/1/94,53005,7,1994,72781,69151,1,3630,5.00%
Benton,8/1/94,53005,8,1994,72663,68762,1,3901,5.40%
Benton,9/1/94,53005,9,1994,73264,69764,1,3500,4.80%
Benton,10/1/94,53005,10,1994,73686,69941,1,3745,5.10%
Benton,11/1/94,53005,11,1994,71191,66888,1,4303,6.00%
Benton,12/1/94,53005,12,1994,72175,67540,1,4635,6.40%
Benton,1/1/95,53005,1,1995,70589,65110,1,5479,7.80%
Benton,2/1/95,53005,2,1995,71385,65987,1,5398,7.60%
Benton,3/1/95,53005,3,1995,72001,66921,1,5080,7.10%
Benton,4/1/95,53005,4,1995,73538,68528,1,5010,6.80%
Benton,5/1/95,53005,5,1995,74350,68565,1,5785,7.80%
Benton,6/1/95,53005,6,1995,81568,74957,1,6611,8.10%
Benton,7/1/95,53005,7,1995,74271,68349,1,5922,8.00%
Benton,8/1/95,53005,8,1995,73241,67107,1,6134,8.40%
Benton,9/1/95,53005,9,1995,72871,67134,1,5737,7.90%
Benton,10/1/95,53005,10,1995,71942,66375,1,5567,7.70%
Benton,11/1/95,53005,11,1995,69258,63292,1,5966,8.60%
Benton,12/1/95,53005,12,1995,68859,62593,1,6266,9.10%
Benton,1/1/96,53005,1,1996,69247,62191,1,7056,10.20%
Benton,2/1/96,53005,2,1996,69268,62776,1,6492,9.40%
Benton,3/1/96,53005,3,1996,70512,64197,1,6315,9.00%
Benton,4/1/96,53005,4,1996,72578,66729,1,5849,8.10%
Benton,5/1/96,53005,5,1996,73445,67386,1,6059,8.20%
Benton,6/1/96,53005,6,1996,78210,72401,1,5809,7.40%
Benton,7/1/96,53005,7,1996,75778,69833,1,5945,7.80%
Benton,8/1/96,53005,8,1996,73496,68108,1,5388,7.30%
Benton,9/1/96,53005,9,1996,73722,68888,1,4834,6.60%
Benton,10/1/96,53005,10,1996,72588,67808,1,4780,6.60%
Benton,11/1/96,53005,11,1996,69746,64731,1,5015,7.20%
Benton,12/1/96,53005,12,1996,68458,63342,1,5116,7.50%
Benton,1/1/97,53005,1,1997,69287,63219,1,6068,8.80%
Benton,2/1/97,53005,2,1997,69544,63824,1,5720,8.20%
Benton,3/1/97,53005,3,1997,70329,65218,1,5111,7.30%
Benton,4/1/97,53005,4,1997,72195,67447,1,4748,6.60%
Benton,5/1/97,53005,5,1997,73491,69016,1,4475,6.10%
Benton,6/1/97,53005,6,1997,78739,74115,1,4624,5.90%
Benton,7/1/97,53005,7,1997,74382,70064,1,4318,5.80%
Benton,8/1/97,53005,8,1997,74427,69714,1,4713,6.30%
Benton,9/1/97,53005,9,1997,74146,69951,1,4195,5.70%
Benton,10/1/97,53005,10,1997,74009,69887,1,4122,5.60%
Benton,11/1/97,53005,11,1997,70911,66648,1,4263,6.00%
Benton,12/1/97,53005,12,1997,70789,66218,1,4571,6.50%
Benton,1/1/98,53005,1,1998,70607,64992,1,5615,8.00%
Benton,2/1/98,53005,2,1998,71500,65990,1,5510,7.70%
Benton,3/1/98,53005,3,1998,72423,67427,1,4996,6.90%
Benton,4/1/98,53005,4,1998,73693,69261,1,4432,6.00%
Benton,5/1/98,53005,5,1998,74781,70482,1,4299,5.70%
Benton,6/1/98,53005,6,1998,80093,75182,1,4911,6.10%
Benton,7/1/98,53005,7,1998,76048,71492,1,4556,6.00%
Benton,8/1/98,53005,8,1998,75176,70494,1,4682,6.20%
Benton,9/1/98,53005,9,1998,74894,70541,1,4353,5.80%
Benton,10/1/98,53005,10,1998,74858,70499,1,4359,5.80%
Benton,11/1/98,53005,11,1998,72148,67841,1,4307,6.00%
Benton,12/1/98,53005,12,1998,72434,67854,1,4580,6.30%
Benton,1/1/99,53005,1,1999,72628,67349,1,5279,7.30%
Benton,2/1/99,53005,2,1999,72975,67885,1,5090,7.00%
Benton,3/1/99,53005,3,1999,72949,68695,1,4254,5.80%
Benton,4/1/99,53005,4,1999,75355,71238,1,4117,5.50%
Benton,5/1/99,53005,5,1999,75860,71753,1,4107,5.40%
Benton,6/1/99,53005,6,1999,80383,75762,1,4621,5.70%
Benton,7/1/99,53005,7,1999,77996,73752,1,4244,5.40%
Benton,8/1/99,53005,8,1999,75828,71703,1,4125,5.40%
Benton,9/1/99,53005,9,1999,75654,72135,1,3519,4.70%
Benton,10/1/99,53005,10,1999,76226,72619,1,3607,4.70%
Benton,11/1/99,53005,11,1999,72468,68757,1,3711,5.10%
Benton,12/1/99,53005,12,1999,71913,67825,1,4088,5.70%
Benton,1/1/00,53005,1,2000,73509,68818,1,4691,6.40%
Benton,2/1/00,53005,2,2000,74517,69641,1,4876,6.50%
Benton,3/1/00,53005,3,2000,74187,69885,1,4302,5.80%
Benton,4/1/00,53005,4,2000,76225,72200,1,4025,5.30%
Benton,5/1/00,53005,5,2000,76817,72712,1,4105,5.30%
Benton,6/1/00,53005,6,2000,82049,77995,1,4054,4.90%
Benton,7/1/00,53005,7,2000,77257,73199,1,4058,5.30%
Benton,8/1/00,53005,8,2000,77620,73451,1,4169,5.40%
Benton,9/1/00,53005,9,2000,77455,73796,1,3659,4.70%
Benton,10/1/00,53005,10,2000,77167,73604,1,3563,4.60%
Benton,11/1/00,53005,11,2000,74450,70249,1,4201,5.60%
Benton,12/1/00,53005,12,2000,73443,68918,1,4525,6.20%
Benton,1/1/01,53005,1,2001,73848,68404,1,5444,7.40%
Benton,2/1/01,53005,2,2001,74397,69147,1,5250,7.10%
Benton,3/1/01,53005,3,2001,74095,69416,1,4679,6.30%
Benton,4/1/01,53005,4,2001,75484,71036,1,4448,5.90%
Benton,5/1/01,53005,5,2001,76437,72278,1,4159,5.40%
Benton,6/1/01,53005,6,2001,80803,76355,1,4448,5.50%
Benton,7/1/01,53005,7,2001,78029,73787,1,4242,5.40%
Benton,8/1/01,53005,8,2001,76519,71963,1,4556,6.00%
Benton,9/1/01,53005,9,2001,77688,73550,1,4138,5.30%
Benton,10/1/01,53005,10,2001,78962,74709,1,4253,5.40%
Benton,11/1/01,53005,11,2001,76291,71465,1,4826,6.30%
Benton,12/1/01,53005,12,2001,75489,70198,1,5291,7.00%
Benton,1/1/02,53005,1,2002,75375,69323,1,6052,8.00%
Benton,2/1/02,53005,2,2002,76880,71222,1,5658,7.40%
Benton,3/1/02,53005,3,2002,77334,72130,1,5204,6.70%
Benton,4/1/02,53005,4,2002,78512,73528,1,4984,6.30%
Benton,5/1/02,53005,5,2002,80038,75185,1,4853,6.10%
Benton,6/1/02,53005,6,2002,83888,78882,1,5006,6.00%
Benton,7/1/02,53005,7,2002,83138,78194,1,4944,5.90%
Benton,8/1/02,53005,8,2002,81444,76625,1,4819,5.90%
Benton,9/1/02,53005,9,2002,82187,77834,1,4353,5.30%
Benton,10/1/02,53005,10,2002,82341,77981,1,4360,5.30%
Benton,11/1/02,53005,11,2002,79264,74147,1,5117,6.50%
Benton,12/1/02,53005,12,2002,79286,73903,1,5383,6.80%
Benton,1/1/03,53005,1,2003,78787,72504,1,6283,8.00%
Benton,2/1/03,53005,2,2003,79877,73528,1,6349,7.90%
Benton,3/1/03,53005,3,2003,79477,73752,1,5725,7.20%
Benton,4/1/03,53005,4,2003,80844,75287,1,5557,6.90%
Benton,5/1/03,53005,5,2003,82120,76725,1,5395,6.60%
Benton,6/1/03,53005,6,2003,87667,81743,1,5924,6.80%
Benton,7/1/03,53005,7,2003,83767,78224,1,5543,6.60%
Benton,8/1/03,53005,8,2003,83369,77701,1,5668,6.80%
Benton,9/1/03,53005,9,2003,83639,78433,1,5206,6.20%
Benton,10/1/03,53005,10,2003,84279,79115,1,5164,6.10%
Benton,11/1/03,53005,11,2003,81427,75720,1,5707,7.00%
Benton,12/1/03,53005,12,2003,81220,75448,1,5772,7.10%
Benton,1/1/04,53005,1,2004,80155,73197,1,6958,8.70%
Benton,2/1/04,53005,2,2004,80944,74689,1,6255,7.70%
Benton,3/1/04,53005,3,2004,82056,76381,1,5675,6.90%
Benton,4/1/04,53005,4,2004,83889,78690,1,5199,6.20%
Benton,5/1/04,53005,5,2004,84810,79940,1,4870,5.70%
Benton,6/1/04,53005,6,2004,90016,84937,1,5079,5.60%
Benton,7/1/04,53005,7,2004,85606,80851,1,4755,5.60%
Benton,8/1/04,53005,8,2004,85928,81147,1,4781,5.60%
Benton,9/1/04,53005,9,2004,85974,81726,1,4248,4.90%
Benton,10/1/04,53005,10,2004,86956,82680,1,4276,4.90%
Benton,11/1/04,53005,11,2004,83863,79192,1,4671,5.60%
Benton,12/1/04,53005,12,2004,83220,78249,1,4971,6.00%
Benton,1/1/05,53005,1,2005,82019,76241,1,5778,7.00%
Benton,2/1/05,53005,2,2005,83126,77639,1,5487,6.60%
Benton,3/1/05,53005,3,2005,83493,78866,1,4627,5.50%
Benton,4/1/05,53005,4,2005,84453,79786,1,4667,5.50%
Benton,5/1/05,53005,5,2005,85956,81263,1,4693,5.50%
Benton,6/1/05,53005,6,2005,92120,87200,1,4920,5.30%
Benton,7/1/05,53005,7,2005,85883,81016,1,4867,5.70%
Benton,8/1/05,53005,8,2005,86199,80988,1,5211,6.00%
Benton,9/1/05,53005,9,2005,86247,81301,1,4946,5.70%
Benton,10/1/05,53005,10,2005,85811,80870,1,4941,5.80%
Benton,11/1/05,53005,11,2005,82995,77580,1,5415,6.50%
Benton,12/1/05,53005,12,2005,82029,76244,1,5785,7.10%
Benton,1/1/06,53005,1,2006,81212,74872,1,6340,7.80%
Benton,2/1/06,53005,2,2006,81528,75248,1,6280,7.70%
Benton,3/1/06,53005,3,2006,81641,76150,1,5491,6.70%
Benton,4/1/06,53005,4,2006,82124,76880,1,5244,6.40%
Benton,5/1/06,53005,5,2006,83746,78646,1,5100,6.10%
Benton,6/1/06,53005,6,2006,86378,81388,1,4990,5.80%
Benton,7/1/06,53005,7,2006,84666,79811,1,4855,5.70%
Benton,8/1/06,53005,8,2006,83383,78542,1,4841,5.80%
Benton,9/1/06,53005,9,2006,84143,79748,1,4395,5.20%
Benton,10/1/06,53005,10,2006,84601,80304,1,4297,5.10%
Benton,11/1/06,53005,11,2006,83136,78324,1,4812,5.80%
Benton,12/1/06,53005,12,2006,82062,76811,1,5251,6.40%
Benton,1/1/07,53005,1,2007,81786,76019,1,5767,7.10%
Benton,2/1/07,53005,2,2007,81892,76505,1,5387,6.60%
Benton,3/1/07,53005,3,2007,82986,78213,1,4773,5.80%
Benton,4/1/07,53005,4,2007,83937,79315,1,4622,5.50%
Benton,5/1/07,53005,5,2007,85978,81567,1,4411,5.10%
Benton,6/1/07,53005,6,2007,91554,87141,1,4413,4.80%
Benton,7/1/07,53005,7,2007,86548,81883,1,4665,5.40%
Benton,8/1/07,53005,8,2007,88043,83594,1,4449,5.10%
Benton,9/1/07,53005,9,2007,88983,84694,1,4289,4.80%
Benton,10/1/07,53005,10,2007,88448,84408,1,4040,4.60%
Benton,11/1/07,53005,11,2007,87031,82361,1,4670,5.40%
Benton,12/1/07,53005,12,2007,85693,80721,1,4972,5.80%
Benton,1/1/08,53005,1,2008,85458,79812,1,5646,6.60%
Benton,2/1/08,53005,2,2008,85613,80195,1,5418,6.30%
Benton,3/1/08,53005,3,2008,86244,81490,1,4754,5.50%
Benton,4/1/08,53005,4,2008,86097,81653,1,4444,5.20%
Benton,5/1/08,53005,5,2008,88204,83522,1,4682,5.30%
Benton,6/1/08,53005,6,2008,91986,87537,1,4449,4.80%
Benton,7/1/08,53005,7,2008,90929,86386,1,4543,5.00%
Benton,8/1/08,53005,8,2008,90166,85605,1,4561,5.10%
Benton,9/1/08,53005,9,2008,91007,86758,1,4249,4.70%
Benton,10/1/08,53005,10,2008,91652,87169,1,4483,4.90%
Benton,11/1/08,53005,11,2008,89732,84847,1,4885,5.40%
Benton,12/1/08,53005,12,2008,88377,82885,1,5492,6.20%
Benton,1/1/09,53005,1,2009,89019,82211,1,6808,7.60%
Benton,2/1/09,53005,2,2009,89257,82411,1,6846,7.70%
Benton,3/1/09,53005,3,2009,89289,82675,1,6614,7.40%
Benton,4/1/09,53005,4,2009,89182,83177,1,6005,6.70%
Benton,5/1/09,53005,5,2009,92289,86098,1,6191,6.70%
Benton,6/1/09,53005,6,2009,97540,91033,1,6507,6.70%
Benton,7/1/09,53005,7,2009,97342,90847,1,6495,6.70%
Benton,8/1/09,53005,8,2009,96241,89467,1,6774,7.00%
Benton,9/1/09,53005,9,2009,95464,88773,1,6691,7.00%
Benton,10/1/09,53005,10,2009,95193,88474,1,6719,7.10%
Benton,11/1/09,53005,11,2009,92137,85173,1,6964,7.60%
Benton,12/1/09,53005,12,2009,90991,83117,1,7874,8.70%
Benton,1/1/10,53005,1,2010,92189,83218,1,8971,9.70%
Benton,2/1/10,53005,2,2010,91858,83089,1,8769,9.50%
Benton,3/1/10,53005,3,2010,92839,84706,1,8133,8.80%
Benton,4/1/10,53005,4,2010,93170,85824,1,7346,7.90%
Benton,5/1/10,53005,5,2010,93861,86574,1,7287,7.80%
Benton,6/1/10,53005,6,2010,96683,89775,1,6908,7.10%
Benton,7/1/10,53005,7,2010,96783,89888,1,6895,7.10%
Benton,8/1/10,53005,8,2010,95785,88812,1,6973,7.30%
Benton,9/1/10,53005,9,2010,94602,87987,1,6615,7.00%
Benton,10/1/10,53005,10,2010,95632,89117,1,6515,6.80%
Benton,11/1/10,53005,11,2010,94426,87402,1,7024,7.40%
Benton,12/1/10,53005,12,2010,93204,85757,1,7447,8.00%
Benton,1/1/11,53005,1,2011,92555,84161,1,8394,9.10%
Benton,2/1/11,53005,2,2011,92282,84179,1,8103,8.80%
Benton,3/1/11,53005,3,2011,93018,85434,1,7584,8.20%
Benton,4/1/11,53005,4,2011,92121,85137,1,6984,7.60%
Benton,5/1/11,53005,5,2011,92686,85412,1,7274,7.80%
Benton,6/1/11,53005,6,2011,94224,87032,1,7192,7.60%
Benton,7/1/11,53005,7,2011,95033,87973,1,7060,7.40%
Benton,8/1/11,53005,8,2011,93629,86574,1,7055,7.50%
Benton,9/1/11,53005,9,2011,92366,85540,1,6826,7.40%
Benton,10/1/11,53005,10,2011,93303,85494,1,7809,8.40%
Benton,11/1/11,53005,11,2011,92178,84026,1,8152,8.80%
Benton,12/1/11,53005,12,2011,91438,82337,1,9101,10.00%
Benton,1/1/12,53005,1,2012,92193,82360,1,9833,10.70%
Benton,2/1/12,53005,2,2012,92096,82271,1,9825,10.70%
Benton,3/1/12,53005,3,2012,92301,83270,1,9031,9.80%
Benton,4/1/12,53005,4,2012,91254,82831,1,8423,9.20%
Benton,5/1/12,53005,5,2012,92630,84151,1,8479,9.20%
Benton,6/1/12,53005,6,2012,95187,86710,1,8477,8.90%
Benton,7/1/12,53005,7,2012,94248,85910,1,8338,8.80%
Benton,8/1/12,53005,8,2012,91972,83710,1,8262,9.00%
Benton,9/1/12,53005,9,2012,90298,82694,1,7604,8.40%
Benton,10/1/12,53005,10,2012,92189,84358,1,7831,8.50%
Benton,11/1/12,53005,11,2012,90255,82338,1,7917,8.80%
Benton,12/1/12,53005,12,2012,89864,80998,1,8866,9.90%
Benton,1/1/13,53005,1,2013,90198,80195,1,10003,11.10%
Benton,2/1/13,53005,2,2013,89873,80405,1,9468,10.50%
Benton,3/1/13,53005,3,2013,89892,81280,1,8612,9.60%
Benton,4/1/13,53005,4,2013,89689,81507,1,8182,9.10%
Benton,5/1/13,53005,5,2013,90297,82253,1,8044,8.90%
Benton,6/1/13,53005,6,2013,93578,85731,1,7847,8.40%
Benton,7/1/13,53005,7,2013,91425,83722,1,7703,8.40%
Benton,8/1/13,53005,8,2013,90967,83447,1,7520,8.30%
Benton,9/1/13,53005,9,2013,90187,83306,1,6881,7.60%
Benton,10/1/13,53005,10,2013,90337,83177,1,7160,7.90%
Benton,11/1/13,53005,11,2013,89045,81680,1,7365,8.30%
Benton,12/1/13,53005,12,2013,88117,80246,1,7871,8.90%
Benton,1/1/14,53005,1,2014,88373,80020,1,8353,9.50%
Benton,2/1/14,53005,2,2014,87880,79713,1,8167,9.30%
Benton,3/1/14,53005,3,2014,88522,80884,1,7638,8.60%
Benton,4/1/14,53005,4,2014,87880,81417,1,6463,7.40%
Benton,5/1/14,53005,5,2014,88478,81992,1,6486,7.30%
Benton,6/1/14,53005,6,2014,93853,87799,1,6054,6.50%
Benton,7/1/14,53005,7,2014,91145,84987,1,6158,6.80%
Benton,8/1/14,53005,8,2014,90625,84346,1,6279,6.90%
Benton,9/1/14,53005,9,2014,89877,84195,1,5682,6.30%
Benton,10/1/14,53005,10,2014,90719,84845,1,5874,6.50%
Benton,11/1/14,53005,11,2014,90295,83780,1,6515,7.20%
Benton,12/1/14,53005,12,2014,89712,82678,1,7034,7.80%
Benton,1/1/15,53005,1,2015,89652,82042,1,7610,8.50%
Benton,2/1/15,53005,2,2015,89618,82214,1,7404,8.30%
Benton,3/1/15,53005,3,2015,90094,83389,1,6705,7.40%
Benton,4/1/15,53005,4,2015,90399,84253,1,6146,6.80%
Benton,5/1/15,53005,5,2015,91602,85593,1,6009,6.60%
Benton,6/1/15,53005,6,2015,95842,89981,1,5861,6.10%
Benton,7/1/15,53005,7,2015,92605,86729,1,5876,6.30%
Benton,8/1/15,53005,8,2015,91974,86213,1,5761,6.30%
Benton,9/1/15,53005,9,2015,91477,86335,1,5142,5.60%
Benton,10/1/15,53005,10,2015,92139,86718,1,5421,5.90%
Benton,11/1/15,53005,11,2015,91849,85686,1,6163,6.70%
Benton,12/1/15,53005,12,2015,91751,85116,1,6635,7.20%
Benton,1/1/16,53005,1,2016,91673,84517,1,7156,7.80%
Benton,2/1/16,53005,2,2016,92292,85153,1,7139,7.70%
Benton,3/1/16,53005,3,2016,93001,86482,1,6519,7.00%
Benton,4/1/16,53005,4,2016,93222,87051,1,6171,6.60%
Benton,5/1/16,53005,5,2016,93894,88317,1,5577,5.90%
Benton,6/1/16,53005,6,2016,97344,91576,1,5768,5.90%
Benton,7/1/16,53005,7,2016,95390,89882,1,5508,5.80%
Benton,8/1/16,53005,8,2016,94442,88730,1,5712,6.00%
Benton,9/1/16,53005,9,2016,94178,89036,1,5142,5.50%
Benton,10/1/16,53005,10,2016,95555,90426,1,5129,5.40%
Benton,11/1/16,53005,11,2016,94502,88952,1,5550,5.90%
Benton,12/1/16,53005,12,2016,94074,88065,1,6009,6.40%
Benton,1/1/17,53005,1,2017,93596,86379,1,7217,7.70%
Benton,2/1/17,53005,2,2017,94290,87404,1,6886,7.30%
Benton,3/1/17,53005,3,2017,95028,89141,1,5887,6.20%
Benton,4/1/17,53005,4,2017,96028,90776,1,5252,5.50%
Benton,5/1/17,53005,5,2017,96491,91564,1,4927,5.10%
Benton,6/1/17,53005,6,2017,101679,96645,1,5034,5.00%
Benton,7/1/17,53005,7,2017,100403,95566,1,4837,4.80%
Benton,8/1/17,53005,8,2017,97795,92746,1,5049,5.20%
Benton,9/1/17,53005,9,2017,97370,92899,1,4471,4.60%
Benton,10/1/17,53005,10,2017,97521,93004,1,4517,4.60%
Benton,11/1/17,53005,11,2017,96148,91036,1,5112,5.30%
Benton,12/1/17,53005,12,2017,96220,90390,1,5830,6.10%
Benton,1/1/18,53005,1,2018,95615,89021,1,6594,6.90%
Benton,2/1/18,53005,2,2018,96655,90107,1,6548,6.80%
Benton,3/1/18,53005,3,2018,97640,91873,1,5767,5.90%
Benton,4/1/18,53005,4,2018,97977,92725,1,5252,5.40%
Benton,5/1/18,53005,5,2018,98567,93799,1,4768,4.80%
Benton,6/1/18,53005,6,2018,103381,98238,1,5143,5.00%
Benton,7/1/18,53005,7,2018,100409,95567,1,4842,4.80%
Benton,8/1/18,53005,8,2018,99423,94567,1,4856,4.90%
Benton,9/1/18,53005,9,2018,98880,94613,1,4267,4.30%
Benton,10/1/18,53005,10,2018,100337,95721,1,4616,4.60%
Benton,11/1/18,53005,11,2018,99422,94195,1,5227,5.30%
Benton,12/1/18,53005,12,2018,99961,93993,1,5968,6.00%
Benton,1/1/19,53005,1,2019,99909,93061,1,6848,6.90%
Benton,2/1/19,53005,2,2019,99233,92050,1,7183,7.20%
Benton,3/1/19,53005,3,2019,100731,94258,1,6473,6.40%
Benton,4/1/19,53005,4,2019,101508,96145,1,5363,5.30%
Benton,5/1/19,53005,5,2019,103049,98038,1,5011,4.90%
Benton,6/1/19,53005,6,2019,106329,101209,1,5120,4.80%
Benton,7/1/19,53005,7,2019,105715,100769,1,4946,4.70%
Benton,8/1/19,53005,8,2019,104121,99190,1,4931,4.70%
Benton,9/1/19,53005,9,2019,104357,100156,1,4201,4.00%
Benton,10/1/19,53005,10,2019,104670,100330,1,4340,4.10%
Benton,11/1/19,53005,11,2019,103890,99040,1,4850,4.70%
Benton,12/1/19,53005,12,2019,104514,99030,1,5484,5.20%
Benton,1/1/20,53005,1,2020,104938,98912,1,6026,5.70%
Benton,2/1/20,53005,2,2020,105195,99430,1,5765,5.50%
Benton,3/1/20,53005,3,2020,103923,98678,1,5245,5.00%
Benton,4/1/20,53005,4,2020,105445,90994,1,14451,13.70%
Benton,5/1/20,53005,5,2020,105404,92425,1,12979,12.30%
Chelan,1/1/90,53007,1,1990,28914,25965,1,2949,10.20%
Chelan,2/1/90,53007,2,1990,29063,26012,1,3051,10.50%
Chelan,3/1/90,53007,3,1990,29863,26858,1,3005,10.10%
Chelan,4/1/90,53007,4,1990,29296,26171,1,3125,10.70%
Chelan,5/1/90,53007,5,1990,29705,26413,1,3292,11.10%
Chelan,6/1/90,53007,6,1990,34865,32126,1,2739,7.90%
Chelan,7/1/90,53007,7,1990,37507,34711,1,2796,7.50%
Chelan,8/1/90,53007,8,1990,33542,30118,1,3424,10.20%
Chelan,9/1/90,53007,9,1990,35847,33747,1,2100,5.90%
Chelan,10/1/90,53007,10,1990,34312,32513,1,1799,5.20%
Chelan,11/1/90,53007,11,1990,29028,26258,1,2770,9.50%
Chelan,12/1/90,53007,12,1990,29230,26247,1,2983,10.20%
Chelan,1/1/91,53007,1,1991,29269,25379,1,3890,13.30%
Chelan,2/1/91,53007,2,1991,29583,25764,1,3819,12.90%
Chelan,3/1/91,53007,3,1991,29408,25809,1,3599,12.20%
Chelan,4/1/91,53007,4,1991,29467,25504,1,3963,13.40%
Chelan,5/1/91,53007,5,1991,29642,25641,1,4001,13.50%
Chelan,6/1/91,53007,6,1991,32774,29610,1,3164,9.70%
Chelan,7/1/91,53007,7,1991,37704,35027,1,2677,7.10%
Chelan,8/1/91,53007,8,1991,33214,28783,1,4431,13.30%
Chelan,9/1/91,53007,9,1991,35248,32440,1,2808,8.00%
Chelan,10/1/91,53007,10,1991,34945,32848,1,2097,6.00%
Chelan,11/1/91,53007,11,1991,29703,26451,1,3252,10.90%
Chelan,12/1/91,53007,12,1991,29422,26023,1,3399,11.60%
Chelan,1/1/92,53007,1,1992,29166,25205,1,3961,13.60%
Chelan,2/1/92,53007,2,1992,29606,25604,1,4002,13.50%
Chelan,3/1/92,53007,3,1992,30101,26074,1,4027,13.40%
Chelan,4/1/92,53007,4,1992,30387,26262,1,4125,13.60%
Chelan,5/1/92,53007,5,1992,31098,27149,1,3949,12.70%
Chelan,6/1/92,53007,6,1992,36351,32981,1,3370,9.30%
Chelan,7/1/92,53007,7,1992,36377,32703,1,3674,10.10%
Chelan,8/1/92,53007,8,1992,34324,30589,1,3735,10.90%
Chelan,9/1/92,53007,9,1992,36868,34395,1,2473,6.70%
Chelan,10/1/92,53007,10,1992,32881,29740,1,3141,9.60%
Chelan,11/1/92,53007,11,1992,30091,26489,1,3602,12.00%
Chelan,12/1/92,53007,12,1992,30227,26166,1,4061,13.40%
Chelan,1/1/93,53007,1,1993,29579,24645,1,4934,16.70%
Chelan,2/1/93,53007,2,1993,30256,25869,1,4387,14.50%
Chelan,3/1/93,53007,3,1993,30394,26466,1,3928,12.90%
Chelan,4/1/93,53007,4,1993,30024,26602,1,3422,11.40%
Chelan,5/1/93,53007,5,1993,30664,27226,1,3438,11.20%
Chelan,6/1/93,53007,6,1993,35937,32385,1,3552,9.90%
Chelan,7/1/93,53007,7,1993,38482,35559,1,2923,7.60%
