"state_fips","state_short","state","area","area_type","fips","date","week","month","year","employment","labor_force","unemployment"
"1","AL","Alabama","Lee","County","01081",2019-04-30,NA,4,2019,74342,76111,1769
"1","AL","Alabama","Limestone","County","01083",2019-04-30,NA,4,2019,42718,43741,1023
"1","AL","Alabama","Lowndes","County","01085",2019-04-30,NA,4,2019,3396,3581,185
"1","AL","Alabama","Macon","County","01087",2019-04-30,NA,4,2019,7545,7822,277
"1","AL","Alabama","Madison","County","01089",2019-04-30,NA,4,2019,180583,184753,4170
"1","AL","Alabama","Marengo","County","01091",2019-04-30,NA,4,2019,7478,7703,225
"1","AL","Alabama","Marion","County","01093",2019-04-30,NA,4,2019,12573,12977,404
"1","AL","Alabama","Marshall","County","01095",2019-04-30,NA,4,2019,43046,44001,955
"1","AL","Alabama","Mobile","County","01097",2019-04-30,NA,4,2019,182200,188444,6244
"1","AL","Alabama","Monroe","County","01099",2019-04-30,NA,4,2019,6942,7260,318
"1","AL","Alabama","Montgomery","County","01101",2019-04-30,NA,4,2019,102906,105822,2916
"1","AL","Alabama","Morgan","County","01103",2019-04-30,NA,4,2019,56825,58130,1305
"1","AL","Alabama","Perry","County","01105",2019-04-30,NA,4,2019,3281,3427,146
"1","AL","Alabama","Pickens","County","01107",2019-04-30,NA,4,2019,7681,7917,236
"1","AL","Alabama","Pike","County","01109",2019-04-30,NA,4,2019,15016,15437,421
"1","AL","Alabama","Randolph","County","01111",2019-04-30,NA,4,2019,9327,9586,259
"1","AL","Alabama","Russell","County","01113",2019-04-30,NA,4,2019,23336,23963,627
"1","AL","Alabama","St. Clair","County","01115",2019-04-30,NA,4,2019,39371,40355,984
"1","AL","Alabama","Shelby","County","01117",2019-04-30,NA,4,2019,113210,115424,2214
"1","AL","Alabama","Sumter","County","01119",2019-04-30,NA,4,2019,4698,4881,183
"1","AL","Alabama","Talladega","County","01121",2019-04-30,NA,4,2019,34605,35673,1068
"1","AL","Alabama","Tallapoosa","County","01123",2019-04-30,NA,4,2019,18224,18718,494
"1","AL","Alabama","Tuscaloosa","County","01125",2019-04-30,NA,4,2019,102590,104987,2397
"1","AL","Alabama","Walker","County","01127",2019-04-30,NA,4,2019,24473,25188,715
"1","AL","Alabama","Washington","County","01129",2019-04-30,NA,4,2019,6473,6739,266
"1","AL","Alabama","Wilcox","County","01131",2019-04-30,NA,4,2019,2570,2720,150
"1","AL","Alabama","Winston","County","01133",2019-04-30,NA,4,2019,9628,9926,298
"1","AL","Alabama","Autauga","County","01001",2019-05-31,NA,5,2019,25680,26271,591
"1","AL","Alabama","Baldwin","County","01003",2019-05-31,NA,5,2019,96129,98311,2182
"1","AL","Alabama","Barbour","County","01005",2019-05-31,NA,5,2019,8152,8416,264
"1","AL","Alabama","Bibb","County","01007",2019-05-31,NA,5,2019,8391,8605,214
"1","AL","Alabama","Blount","County","01009",2019-05-31,NA,5,2019,24589,25136,547
"1","AL","Alabama","Bullock","County","01011",2019-05-31,NA,5,2019,4622,4748,126
"1","AL","Alabama","Butler","County","01013",2019-05-31,NA,5,2019,9143,9403,260
"1","AL","Alabama","Calhoun","County","01015",2019-05-31,NA,5,2019,44729,46092,1363
"1","AL","Alabama","Chambers","County","01017",2019-05-31,NA,5,2019,15243,15612,369
"1","AL","Alabama","Cherokee","County","01019",2019-05-31,NA,5,2019,11363,11644,281
"1","AL","Alabama","Chilton","County","01021",2019-05-31,NA,5,2019,19175,19603,428
"1","AL","Alabama","Choctaw","County","01023",2019-05-31,NA,5,2019,4420,4589,169
"1","AL","Alabama","Clarke","County","01025",2019-05-31,NA,5,2019,7205,7544,339
"1","AL","Alabama","Clay","County","01027",2019-05-31,NA,5,2019,5869,6019,150
"1","AL","Alabama","Cleburne","County","01029",2019-05-31,NA,5,2019,5608,5757,149
"1","AL","Alabama","Coffee","County","01031",2019-05-31,NA,5,2019,20923,21433,510
"1","AL","Alabama","Colbert","County","01033",2019-05-31,NA,5,2019,22847,23572,725
"1","AL","Alabama","Conecuh","County","01035",2019-05-31,NA,5,2019,4361,4501,140
"1","AL","Alabama","Coosa","County","01037",2019-05-31,NA,5,2019,4435,4543,108
"1","AL","Alabama","Covington","County","01039",2019-05-31,NA,5,2019,15100,15522,422
"1","AL","Alabama","Crenshaw","County","01041",2019-05-31,NA,5,2019,6358,6492,134
"1","AL","Alabama","Cullman","County","01043",2019-05-31,NA,5,2019,37672,38507,835
"1","AL","Alabama","Dale","County","01045",2019-05-31,NA,5,2019,20158,20687,529
"1","AL","Alabama","Dallas","County","01047",2019-05-31,NA,5,2019,13919,14564,645
"1","AL","Alabama","DeKalb","County","01049",2019-05-31,NA,5,2019,30194,30909,715
"1","AL","Alabama","Elmore","County","01051",2019-05-31,NA,5,2019,36939,37733,794
"1","AL","Alabama","Escambia","County","01053",2019-05-31,NA,5,2019,14232,14653,421
"1","AL","Alabama","Etowah","County","01055",2019-05-31,NA,5,2019,41553,42724,1171
"1","AL","Alabama","Fayette","County","01057",2019-05-31,NA,5,2019,6403,6575,172
"1","AL","Alabama","Franklin","County","01059",2019-05-31,NA,5,2019,14315,14645,330
"1","AL","Alabama","Geneva","County","01061",2019-05-31,NA,5,2019,10668,10930,262
"1","AL","Alabama","Greene","County","01063",2019-05-31,NA,5,2019,2743,2885,142
"1","AL","Alabama","Hale","County","01065",2019-05-31,NA,5,2019,5777,5972,195
"1","AL","Alabama","Henry","County","01067",2019-05-31,NA,5,2019,6698,6907,209
"1","AL","Alabama","Houston","County","01069",2019-05-31,NA,5,2019,44834,45999,1165
"1","AL","Alabama","Jackson","County","01071",2019-05-31,NA,5,2019,22952,23583,631
"1","AL","Alabama","Jefferson","County","01073",2019-05-31,NA,5,2019,309094,316624,7530
"1","AL","Alabama","Lamar","County","01075",2019-05-31,NA,5,2019,5683,5826,143
"1","AL","Alabama","Lauderdale","County","01077",2019-05-31,NA,5,2019,41400,42572,1172
"1","AL","Alabama","Lawrence","County","01079",2019-05-31,NA,5,2019,13858,14224,366
"1","AL","Alabama","Lee","County","01081",2019-05-31,NA,5,2019,73850,75563,1713
"1","AL","Alabama","Limestone","County","01083",2019-05-31,NA,5,2019,42690,43647,957
"1","AL","Alabama","Lowndes","County","01085",2019-05-31,NA,5,2019,3393,3566,173
"1","AL","Alabama","Macon","County","01087",2019-05-31,NA,5,2019,7494,7781,287
"1","AL","Alabama","Madison","County","01089",2019-05-31,NA,5,2019,180683,184561,3878
"1","AL","Alabama","Marengo","County","01091",2019-05-31,NA,5,2019,7497,7713,216
"1","AL","Alabama","Marion","County","01093",2019-05-31,NA,5,2019,12589,12965,376
"1","AL","Alabama","Marshall","County","01095",2019-05-31,NA,5,2019,43254,44139,885
"1","AL","Alabama","Mobile","County","01097",2019-05-31,NA,5,2019,181808,187604,5796
"1","AL","Alabama","Monroe","County","01099",2019-05-31,NA,5,2019,6992,7282,290
"1","AL","Alabama","Montgomery","County","01101",2019-05-31,NA,5,2019,103365,106041,2676
"1","AL","Alabama","Morgan","County","01103",2019-05-31,NA,5,2019,56803,58008,1205
"1","AL","Alabama","Perry","County","01105",2019-05-31,NA,5,2019,3217,3360,143
"1","AL","Alabama","Pickens","County","01107",2019-05-31,NA,5,2019,7567,7796,229
"1","AL","Alabama","Pike","County","01109",2019-05-31,NA,5,2019,14754,15167,413
"1","AL","Alabama","Randolph","County","01111",2019-05-31,NA,5,2019,9334,9574,240
"1","AL","Alabama","Russell","County","01113",2019-05-31,NA,5,2019,23314,23877,563
"1","AL","Alabama","St. Clair","County","01115",2019-05-31,NA,5,2019,39380,40277,897
"1","AL","Alabama","Shelby","County","01117",2019-05-31,NA,5,2019,113240,115296,2056
"1","AL","Alabama","Sumter","County","01119",2019-05-31,NA,5,2019,4648,4832,184
"1","AL","Alabama","Talladega","County","01121",2019-05-31,NA,5,2019,34554,35577,1023
"1","AL","Alabama","Tallapoosa","County","01123",2019-05-31,NA,5,2019,18451,18886,435
"1","AL","Alabama","Tuscaloosa","County","01125",2019-05-31,NA,5,2019,101499,103958,2459
"1","AL","Alabama","Walker","County","01127",2019-05-31,NA,5,2019,24512,25173,661
"1","AL","Alabama","Washington","County","01129",2019-05-31,NA,5,2019,6476,6733,257
"1","AL","Alabama","Wilcox","County","01131",2019-05-31,NA,5,2019,2510,2664,154
"1","AL","Alabama","Winston","County","01133",2019-05-31,NA,5,2019,9667,9942,275
"1","AL","Alabama","Autauga","County","01001",2019-06-30,NA,6,2019,25536,26310,774
"1","AL","Alabama","Baldwin","County","01003",2019-06-30,NA,6,2019,97012,99811,2799
"1","AL","Alabama","Barbour","County","01005",2019-06-30,NA,6,2019,8148,8504,356
"1","AL","Alabama","Bibb","County","01007",2019-06-30,NA,6,2019,8401,8690,289
"1","AL","Alabama","Blount","County","01009",2019-06-30,NA,6,2019,24655,25384,729
"1","AL","Alabama","Bullock","County","01011",2019-06-30,NA,6,2019,4663,4830,167
"1","AL","Alabama","Butler","County","01013",2019-06-30,NA,6,2019,8986,9321,335
"1","AL","Alabama","Calhoun","County","01015",2019-06-30,NA,6,2019,44571,46355,1784
"1","AL","Alabama","Chambers","County","01017",2019-06-30,NA,6,2019,15204,15694,490
"1","AL","Alabama","Cherokee","County","01019",2019-06-30,NA,6,2019,11428,11795,367
"1","AL","Alabama","Chilton","County","01021",2019-06-30,NA,6,2019,19241,19808,567
"1","AL","Alabama","Choctaw","County","01023",2019-06-30,NA,6,2019,4370,4607,237
"1","AL","Alabama","Clarke","County","01025",2019-06-30,NA,6,2019,7192,7661,469
"1","AL","Alabama","Clay","County","01027",2019-06-30,NA,6,2019,5873,6075,202
"1","AL","Alabama","Cleburne","County","01029",2019-06-30,NA,6,2019,5633,5823,190
"1","AL","Alabama","Coffee","County","01031",2019-06-30,NA,6,2019,20957,21625,668
"1","AL","Alabama","Colbert","County","01033",2019-06-30,NA,6,2019,22586,23550,964
"1","AL","Alabama","Conecuh","County","01035",2019-06-30,NA,6,2019,4372,4562,190
"1","AL","Alabama","Coosa","County","01037",2019-06-30,NA,6,2019,4447,4598,151
"1","AL","Alabama","Covington","County","01039",2019-06-30,NA,6,2019,15144,15705,561
"1","AL","Alabama","Crenshaw","County","01041",2019-06-30,NA,6,2019,6339,6524,185
"1","AL","Alabama","Cullman","County","01043",2019-06-30,NA,6,2019,37576,38692,1116
"1","AL","Alabama","Dale","County","01045",2019-06-30,NA,6,2019,20081,20783,702
"1","AL","Alabama","Dallas","County","01047",2019-06-30,NA,6,2019,13655,14541,886
"1","AL","Alabama","DeKalb","County","01049",2019-06-30,NA,6,2019,30402,31358,956
"1","AL","Alabama","Elmore","County","01051",2019-06-30,NA,6,2019,36700,37763,1063
"1","AL","Alabama","Escambia","County","01053",2019-06-30,NA,6,2019,14200,14767,567
"1","AL","Alabama","Etowah","County","01055",2019-06-30,NA,6,2019,41363,42958,1595
"1","AL","Alabama","Fayette","County","01057",2019-06-30,NA,6,2019,6392,6626,234
"1","AL","Alabama","Franklin","County","01059",2019-06-30,NA,6,2019,14306,14746,440
"1","AL","Alabama","Geneva","County","01061",2019-06-30,NA,6,2019,10756,11096,340
"1","AL","Alabama","Greene","County","01063",2019-06-30,NA,6,2019,2726,2913,187
"1","AL","Alabama","Hale","County","01065",2019-06-30,NA,6,2019,5793,6081,288
"1","AL","Alabama","Henry","County","01067",2019-06-30,NA,6,2019,6722,6989,267
"1","AL","Alabama","Houston","County","01069",2019-06-30,NA,6,2019,44857,46396,1539
"1","AL","Alabama","Jackson","County","01071",2019-06-30,NA,6,2019,22892,23717,825
"1","AL","Alabama","Jefferson","County","01073",2019-06-30,NA,6,2019,308975,318920,9945
"1","AL","Alabama","Lamar","County","01075",2019-06-30,NA,6,2019,5667,5886,219
"1","AL","Alabama","Lauderdale","County","01077",2019-06-30,NA,6,2019,40930,42522,1592
"1","AL","Alabama","Lawrence","County","01079",2019-06-30,NA,6,2019,13872,14365,493
"1","AL","Alabama","Lee","County","01081",2019-06-30,NA,6,2019,73599,75926,2327
"1","AL","Alabama","Limestone","County","01083",2019-06-30,NA,6,2019,42545,43831,1286
"1","AL","Alabama","Lowndes","County","01085",2019-06-30,NA,6,2019,3386,3592,206
"1","AL","Alabama","Macon","County","01087",2019-06-30,NA,6,2019,7458,7848,390
"1","AL","Alabama","Madison","County","01089",2019-06-30,NA,6,2019,179819,185081,5262
"1","AL","Alabama","Marengo","County","01091",2019-06-30,NA,6,2019,7507,7798,291
"1","AL","Alabama","Marion","County","01093",2019-06-30,NA,6,2019,12599,13078,479
"1","AL","Alabama","Marshall","County","01095",2019-06-30,NA,6,2019,43365,44544,1179
"1","AL","Alabama","Mobile","County","01097",2019-06-30,NA,6,2019,181447,189001,7554
"1","AL","Alabama","Monroe","County","01099",2019-06-30,NA,6,2019,6931,7304,373
"1","AL","Alabama","Montgomery","County","01101",2019-06-30,NA,6,2019,102661,106141,3480
"1","AL","Alabama","Morgan","County","01103",2019-06-30,NA,6,2019,56736,58390,1654
"1","AL","Alabama","Perry","County","01105",2019-06-30,NA,6,2019,3154,3378,224
"1","AL","Alabama","Pickens","County","01107",2019-06-30,NA,6,2019,7537,7875,338
"1","AL","Alabama","Pike","County","01109",2019-06-30,NA,6,2019,14737,15294,557
"1","AL","Alabama","Randolph","County","01111",2019-06-30,NA,6,2019,9284,9601,317
"1","AL","Alabama","Russell","County","01113",2019-06-30,NA,6,2019,23082,23827,745
"1","AL","Alabama","St. Clair","County","01115",2019-06-30,NA,6,2019,39394,40584,1190
"1","AL","Alabama","Shelby","County","01117",2019-06-30,NA,6,2019,113206,115952,2746
"1","AL","Alabama","Sumter","County","01119",2019-06-30,NA,6,2019,4634,4900,266
"1","AL","Alabama","Talladega","County","01121",2019-06-30,NA,6,2019,34481,35803,1322
"1","AL","Alabama","Tallapoosa","County","01123",2019-06-30,NA,6,2019,18447,19046,599
"1","AL","Alabama","Tuscaloosa","County","01125",2019-06-30,NA,6,2019,100525,103801,3276
"1","AL","Alabama","Walker","County","01127",2019-06-30,NA,6,2019,24526,25432,906
"1","AL","Alabama","Washington","County","01129",2019-06-30,NA,6,2019,6482,6808,326
"1","AL","Alabama","Wilcox","County","01131",2019-06-30,NA,6,2019,2548,2737,189
"1","AL","Alabama","Winston","County","01133",2019-06-30,NA,6,2019,9753,10111,358
"1","AL","Alabama","Autauga","County","01001",2019-07-31,NA,7,2019,25552,26279,727
"1","AL","Alabama","Baldwin","County","01003",2019-07-31,NA,7,2019,97121,99665,2544
"1","AL","Alabama","Barbour","County","01005",2019-07-31,NA,7,2019,8271,8625,354
"1","AL","Alabama","Bibb","County","01007",2019-07-31,NA,7,2019,8444,8713,269
"1","AL","Alabama","Blount","County","01009",2019-07-31,NA,7,2019,24859,25535,676
"1","AL","Alabama","Bullock","County","01011",2019-07-31,NA,7,2019,4733,4926,193
"1","AL","Alabama","Butler","County","01013",2019-07-31,NA,7,2019,8954,9319,365
"1","AL","Alabama","Calhoun","County","01015",2019-07-31,NA,7,2019,44470,46131,1661
"1","AL","Alabama","Chambers","County","01017",2019-07-31,NA,7,2019,15266,15789,523
"1","AL","Alabama","Cherokee","County","01019",2019-07-31,NA,7,2019,11291,11633,342
"1","AL","Alabama","Chilton","County","01021",2019-07-31,NA,7,2019,19425,19978,553
"1","AL","Alabama","Choctaw","County","01023",2019-07-31,NA,7,2019,4320,4559,239
"1","AL","Alabama","Clarke","County","01025",2019-07-31,NA,7,2019,7059,7547,488
"1","AL","Alabama","Clay","County","01027",2019-07-31,NA,7,2019,5896,6097,201
"1","AL","Alabama","Cleburne","County","01029",2019-07-31,NA,7,2019,5684,5860,176
"1","AL","Alabama","Coffee","County","01031",2019-07-31,NA,7,2019,20853,21455,602
"1","AL","Alabama","Colbert","County","01033",2019-07-31,NA,7,2019,22713,23692,979
"1","AL","Alabama","Conecuh","County","01035",2019-07-31,NA,7,2019,4435,4622,187
"1","AL","Alabama","Coosa","County","01037",2019-07-31,NA,7,2019,4443,4589,146
"1","AL","Alabama","Covington","County","01039",2019-07-31,NA,7,2019,15235,15778,543
"1","AL","Alabama","Crenshaw","County","01041",2019-07-31,NA,7,2019,6398,6597,199
"1","AL","Alabama","Cullman","County","01043",2019-07-31,NA,7,2019,37511,38527,1016
"1","AL","Alabama","Dale","County","01045",2019-07-31,NA,7,2019,20128,20775,647
"1","AL","Alabama","Dallas","County","01047",2019-07-31,NA,7,2019,13981,14934,953
"1","AL","Alabama","DeKalb","County","01049",2019-07-31,NA,7,2019,30877,31758,881
"1","AL","Alabama","Elmore","County","01051",2019-07-31,NA,7,2019,36661,37641,980
"1","AL","Alabama","Escambia","County","01053",2019-07-31,NA,7,2019,14318,14852,534
"1","AL","Alabama","Etowah","County","01055",2019-07-31,NA,7,2019,41065,42549,1484
"1","AL","Alabama","Fayette","County","01057",2019-07-31,NA,7,2019,6323,6542,219
"1","AL","Alabama","Franklin","County","01059",2019-07-31,NA,7,2019,14328,14743,415
"1","AL","Alabama","Geneva","County","01061",2019-07-31,NA,7,2019,10967,11266,299
"1","AL","Alabama","Greene","County","01063",2019-07-31,NA,7,2019,2724,2929,205
"1","AL","Alabama","Hale","County","01065",2019-07-31,NA,7,2019,5902,6186,284
"1","AL","Alabama","Henry","County","01067",2019-07-31,NA,7,2019,6796,7047,251
"1","AL","Alabama","Houston","County","01069",2019-07-31,NA,7,2019,45113,46538,1425
"1","AL","Alabama","Jackson","County","01071",2019-07-31,NA,7,2019,22708,23515,807
"1","AL","Alabama","Jefferson","County","01073",2019-07-31,NA,7,2019,309785,319233,9448
"1","AL","Alabama","Lamar","County","01075",2019-07-31,NA,7,2019,5715,5903,188
"1","AL","Alabama","Lauderdale","County","01077",2019-07-31,NA,7,2019,41149,42651,1502
"1","AL","Alabama","Lawrence","County","01079",2019-07-31,NA,7,2019,13910,14376,466
"1","AL","Alabama","Lee","County","01081",2019-07-31,NA,7,2019,74009,76138,2129
"1","AL","Alabama","Limestone","County","01083",2019-07-31,NA,7,2019,42724,43911,1187
"1","AL","Alabama","Lowndes","County","01085",2019-07-31,NA,7,2019,3406,3625,219
"1","AL","Alabama","Macon","County","01087",2019-07-31,NA,7,2019,7495,7869,374
"1","AL","Alabama","Madison","County","01089",2019-07-31,NA,7,2019,180133,185041,4908
"1","AL","Alabama","Marengo","County","01091",2019-07-31,NA,7,2019,7428,7711,283
"1","AL","Alabama","Marion","County","01093",2019-07-31,NA,7,2019,12603,13067,464
"1","AL","Alabama","Marshall","County","01095",2019-07-31,NA,7,2019,43408,44488,1080
"1","AL","Alabama","Mobile","County","01097",2019-07-31,NA,7,2019,180694,188081,7387
"1","AL","Alabama","Monroe","County","01099",2019-07-31,NA,7,2019,7062,7435,373
"1","AL","Alabama","Montgomery","County","01101",2019-07-31,NA,7,2019,102506,105847,3341
"1","AL","Alabama","Morgan","County","01103",2019-07-31,NA,7,2019,56657,58199,1542
"1","AL","Alabama","Perry","County","01105",2019-07-31,NA,7,2019,3206,3443,237
"1","AL","Alabama","Pickens","County","01107",2019-07-31,NA,7,2019,7588,7915,327
"1","AL","Alabama","Pike","County","01109",2019-07-31,NA,7,2019,14773,15273,500
"1","AL","Alabama","Randolph","County","01111",2019-07-31,NA,7,2019,9396,9695,299
"1","AL","Alabama","Russell","County","01113",2019-07-31,NA,7,2019,22950,23650,700
"1","AL","Alabama","St. Clair","County","01115",2019-07-31,NA,7,2019,39546,40654,1108
"1","AL","Alabama","Shelby","County","01117",2019-07-31,NA,7,2019,113517,116011,2494
"1","AL","Alabama","Sumter","County","01119",2019-07-31,NA,7,2019,4624,4905,281
"1","AL","Alabama","Talladega","County","01121",2019-07-31,NA,7,2019,34538,35817,1279
"1","AL","Alabama","Tallapoosa","County","01123",2019-07-31,NA,7,2019,18303,18909,606
"1","AL","Alabama","Tuscaloosa","County","01125",2019-07-31,NA,7,2019,100190,103307,3117
"1","AL","Alabama","Walker","County","01127",2019-07-31,NA,7,2019,24632,25465,833
"1","AL","Alabama","Washington","County","01129",2019-07-31,NA,7,2019,6417,6750,333
"1","AL","Alabama","Wilcox","County","01131",2019-07-31,NA,7,2019,2592,2800,208
"1","AL","Alabama","Winston","County","01133",2019-07-31,NA,7,2019,9777,10114,337
"1","AL","Alabama","Autauga","County","01001",2019-08-31,NA,8,2019,25368,26079,711
"1","AL","Alabama","Baldwin","County","01003",2019-08-31,NA,8,2019,95367,97939,2572
"1","AL","Alabama","Barbour","County","01005",2019-08-31,NA,8,2019,8322,8652,330
"1","AL","Alabama","Bibb","County","01007",2019-08-31,NA,8,2019,8403,8670,267
"1","AL","Alabama","Blount","County","01009",2019-08-31,NA,8,2019,24641,25309,668
"1","AL","Alabama","Bullock","County","01011",2019-08-31,NA,8,2019,4653,4836,183
"1","AL","Alabama","Butler","County","01013",2019-08-31,NA,8,2019,8955,9324,369
"1","AL","Alabama","Calhoun","County","01015",2019-08-31,NA,8,2019,44535,46104,1569
"1","AL","Alabama","Chambers","County","01017",2019-08-31,NA,8,2019,15320,15778,458
"1","AL","Alabama","Cherokee","County","01019",2019-08-31,NA,8,2019,11264,11589,325
"1","AL","Alabama","Chilton","County","01021",2019-08-31,NA,8,2019,19257,19786,529
"1","AL","Alabama","Choctaw","County","01023",2019-08-31,NA,8,2019,4274,4486,212
"1","AL","Alabama","Clarke","County","01025",2019-08-31,NA,8,2019,7021,7485,464
"1","AL","Alabama","Clay","County","01027",2019-08-31,NA,8,2019,5917,6094,177
"1","AL","Alabama","Cleburne","County","01029",2019-08-31,NA,8,2019,5612,5777,165
"1","AL","Alabama","Coffee","County","01031",2019-08-31,NA,8,2019,20771,21369,598
"1","AL","Alabama","Colbert","County","01033",2019-08-31,NA,8,2019,22700,23564,864
"1","AL","Alabama","Conecuh","County","01035",2019-08-31,NA,8,2019,4379,4556,177
"1","AL","Alabama","Coosa","County","01037",2019-08-31,NA,8,2019,4441,4576,135
"1","AL","Alabama","Covington","County","01039",2019-08-31,NA,8,2019,15053,15594,541
"1","AL","Alabama","Crenshaw","County","01041",2019-08-31,NA,8,2019,6226,6399,173
"1","AL","Alabama","Cullman","County","01043",2019-08-31,NA,8,2019,37201,38204,1003
"1","AL","Alabama","Dale","County","01045",2019-08-31,NA,8,2019,20097,20705,608
"1","AL","Alabama","Dallas","County","01047",2019-08-31,NA,8,2019,13695,14533,838
"1","AL","Alabama","DeKalb","County","01049",2019-08-31,NA,8,2019,30164,30999,835
"1","AL","Alabama","Elmore","County","01051",2019-08-31,NA,8,2019,36447,37408,961
"1","AL","Alabama","Escambia","County","01053",2019-08-31,NA,8,2019,14253,14766,513
"1","AL","Alabama","Etowah","County","01055",2019-08-31,NA,8,2019,40926,42344,1418
"1","AL","Alabama","Fayette","County","01057",2019-08-31,NA,8,2019,6345,6553,208
"1","AL","Alabama","Franklin","County","01059",2019-08-31,NA,8,2019,14359,14749,390
"1","AL","Alabama","Geneva","County","01061",2019-08-31,NA,8,2019,10724,11041,317
"1","AL","Alabama","Greene","County","01063",2019-08-31,NA,8,2019,2714,2886,172
"1","AL","Alabama","Hale","County","01065",2019-08-31,NA,8,2019,5859,6097,238
"1","AL","Alabama","Henry","County","01067",2019-08-31,NA,8,2019,6690,6933,243
"1","AL","Alabama","Houston","County","01069",2019-08-31,NA,8,2019,44705,46080,1375
"1","AL","Alabama","Jackson","County","01071",2019-08-31,NA,8,2019,22602,23340,738
"1","AL","Alabama","Jefferson","County","01073",2019-08-31,NA,8,2019,308988,318116,9128
"1","AL","Alabama","Lamar","County","01075",2019-08-31,NA,8,2019,5679,5852,173
"1","AL","Alabama","Lauderdale","County","01077",2019-08-31,NA,8,2019,41082,42460,1378
"1","AL","Alabama","Lawrence","County","01079",2019-08-31,NA,8,2019,13829,14266,437
"1","AL","Alabama","Lee","County","01081",2019-08-31,NA,8,2019,74144,76167,2023
"1","AL","Alabama","Limestone","County","01083",2019-08-31,NA,8,2019,42618,43708,1090
"1","AL","Alabama","Lowndes","County","01085",2019-08-31,NA,8,2019,3370,3574,204
"1","AL","Alabama","Macon","County","01087",2019-08-31,NA,8,2019,7521,7857,336
"1","AL","Alabama","Madison","County","01089",2019-08-31,NA,8,2019,180091,184603,4512
"1","AL","Alabama","Marengo","County","01091",2019-08-31,NA,8,2019,7354,7627,273
"1","AL","Alabama","Marion","County","01093",2019-08-31,NA,8,2019,12414,12860,446
"1","AL","Alabama","Marshall","County","01095",2019-08-31,NA,8,2019,43178,44246,1068
"1","AL","Alabama","Mobile","County","01097",2019-08-31,NA,8,2019,181220,188145,6925
"1","AL","Alabama","Monroe","County","01099",2019-08-31,NA,8,2019,6979,7314,335
"1","AL","Alabama","Montgomery","County","01101",2019-08-31,NA,8,2019,102052,105279,3227
"1","AL","Alabama","Morgan","County","01103",2019-08-31,NA,8,2019,56583,58061,1478
"1","AL","Alabama","Perry","County","01105",2019-08-31,NA,8,2019,3209,3408,199
"1","AL","Alabama","Pickens","County","01107",2019-08-31,NA,8,2019,7614,7888,274
"1","AL","Alabama","Pike","County","01109",2019-08-31,NA,8,2019,14900,15407,507
"1","AL","Alabama","Randolph","County","01111",2019-08-31,NA,8,2019,9392,9685,293
"1","AL","Alabama","Russell","County","01113",2019-08-31,NA,8,2019,22921,23614,693
"1","AL","Alabama","St. Clair","County","01115",2019-08-31,NA,8,2019,39376,40453,1077
"1","AL","Alabama","Shelby","County","01117",2019-08-31,NA,8,2019,113184,115691,2507
"1","AL","Alabama","Sumter","County","01119",2019-08-31,NA,8,2019,4615,4829,214
"1","AL","Alabama","Talladega","County","01121",2019-08-31,NA,8,2019,34411,35649,1238
"1","AL","Alabama","Tallapoosa","County","01123",2019-08-31,NA,8,2019,18526,19066,540
"1","AL","Alabama","Tuscaloosa","County","01125",2019-08-31,NA,8,2019,101496,104331,2835
"1","AL","Alabama","Walker","County","01127",2019-08-31,NA,8,2019,24494,25334,840
"1","AL","Alabama","Washington","County","01129",2019-08-31,NA,8,2019,6389,6699,310
"1","AL","Alabama","Wilcox","County","01131",2019-08-31,NA,8,2019,2517,2710,193
"1","AL","Alabama","Winston","County","01133",2019-08-31,NA,8,2019,9810,10145,335
"1","AL","Alabama","Autauga","County","01001",2019-09-30,NA,9,2019,25391,26010,619
"1","AL","Alabama","Baldwin","County","01003",2019-09-30,NA,9,2019,94510,96754,2244
"1","AL","Alabama","Barbour","County","01005",2019-09-30,NA,9,2019,8376,8656,280
"1","AL","Alabama","Bibb","County","01007",2019-09-30,NA,9,2019,8430,8655,225
"1","AL","Alabama","Blount","County","01009",2019-09-30,NA,9,2019,24763,25351,588
"1","AL","Alabama","Bullock","County","01011",2019-09-30,NA,9,2019,4783,4951,168
"1","AL","Alabama","Butler","County","01013",2019-09-30,NA,9,2019,8999,9297,298
"1","AL","Alabama","Calhoun","County","01015",2019-09-30,NA,9,2019,44455,45820,1365
"1","AL","Alabama","Chambers","County","01017",2019-09-30,NA,9,2019,15369,15763,394
"1","AL","Alabama","Cherokee","County","01019",2019-09-30,NA,9,2019,11194,11472,278
"1","AL","Alabama","Chilton","County","01021",2019-09-30,NA,9,2019,19418,19885,467
"1","AL","Alabama","Choctaw","County","01023",2019-09-30,NA,9,2019,4349,4547,198
"1","AL","Alabama","Clarke","County","01025",2019-09-30,NA,9,2019,7063,7456,393
"1","AL","Alabama","Clay","County","01027",2019-09-30,NA,9,2019,6008,6154,146
"1","AL","Alabama","Cleburne","County","01029",2019-09-30,NA,9,2019,5667,5811,144
"1","AL","Alabama","Coffee","County","01031",2019-09-30,NA,9,2019,20849,21386,537
"1","AL","Alabama","Colbert","County","01033",2019-09-30,NA,9,2019,22913,23668,755
"1","AL","Alabama","Conecuh","County","01035",2019-09-30,NA,9,2019,4389,4548,159
"1","AL","Alabama","Coosa","County","01037",2019-09-30,NA,9,2019,4449,4562,113
